NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,1506442,,,1506442,
30048,County of Howard,Full Reporter,Urban,Funds Applied,,220283,507585,,,,,,,727868,
30048,County of Howard,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Applied,718940,1737368,,,,,,,,2456308,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,14933418,,809061,15742479,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Applied,207497,18000,,,,,,,,225497,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3272369,,,3272369,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30058,City of Fairfax,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30058,City of Fairfax,Full Reporter,Urban,Funds Not Applied,,,,,,,265295,,,265295,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Applied,,15426,,,,,,,,15426,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1692781,,,1692781,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Not Applied,,,,,,,8738805,,,8738805,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Applied,,5374820,,,,,,,,5374820,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,7903798,,12701074,20604872,
30071,City of Alexandria ,Full Reporter,Urban,Funds Applied,,432749,0,,,,,,,432749,
30071,City of Alexandria ,Full Reporter,Urban,Funds Not Applied,,,,,,,3835792,,,3835792,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Applied,2188382,550943,,,,,,,,2739325,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Not Applied,,,,,,,18542805,,,18542805,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Applied,,2696,,,,,,,75000,77696,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Applied,,92400,,,,,,,,92400,0
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30077,Borough of Pottstown,Full Reporter,Urban,Funds Applied,,102099,,,,,,,,102099,
30077,Borough of Pottstown,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Applied,0,299050,,,,,,,,299050,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,0,,,0,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Applied,,551746,,,,,,,,551746,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Not Applied,,,,,,,2926220,,,2926220,
30081,Loudoun County,Full Reporter,Urban,Funds Applied,15775,370701,,,,,2456759,,,2843235,
30081,Loudoun County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Applied,324716,712553,0,,,,,,-826568,210701,0
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Not Applied,0,0,0,,,,29053413,,,29053413,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Applied,,452479,,,,,,,276129,728608,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30087,County of Fayette,Full Reporter,Urban,Funds Applied,,3600,,,,,,,147256,150856,
30087,County of Fayette,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Applied,,147896,,,,,,,140816,288712,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Applied,,7868,,,,,,,,7868,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Applied,,,,,,,,,380669,380669,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Not Applied,,,,,,,1679139,,,1679139,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Applied,,3491,,,,,,,,3491,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,959136,,,959136,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Applied,,165076,,,,,,,,165076,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Applied,3562537,,128589,,,,,,,3691126,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Applied,,143652,,,,,,,,143652,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,911962,,,911962,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Applied,,,900000,,,,,,,900000,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30129,Anne Arundel County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30129,Anne Arundel County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Applied,,9119,,,,,,,0,9119,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Not Applied,,0,,,,,841800,,-38543,803257,
30201,City of Baltimore,Full Reporter,Urban,Funds Applied,,240192,,,,,,,,240192,
30201,City of Baltimore,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Applied,,342760,0,,,,,,,342760,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,22038,,,,,74117,,945004,1041159,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4461820,18750,,4480570,
40002,City of Knoxville,Full Reporter,Urban,Funds Applied,,9730,,,,,,,727,10457,
40002,City of Knoxville,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40003,City of Memphis,Full Reporter,Urban,Funds Applied,,155150,,,,,,,,155150,
40003,City of Memphis,Full Reporter,Urban,Funds Not Applied,,,,,,,12120627,,10322334,22442961,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,2345612,,,,,,,,2345612,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,17812738,,,17812738,
40005,City of Asheville,Full Reporter,Urban,Funds Applied,,0,,,,,,,,0,
40005,City of Asheville,Full Reporter,Urban,Funds Not Applied,,,,,,,632497,,,632497,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,-165534,-165534,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1699940,,,1699940,
40007,City of Raleigh,Full Reporter,Urban,Funds Applied,,3058865,,,,,,,,3058865,
40007,City of Raleigh,Full Reporter,Urban,Funds Not Applied,,,,,,,4236853,,,4236853,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Applied,16548574,337566,,,,,,,202100,17088240,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Not Applied,,,,,,,90748000,,,90748000,
40009,City of Fayetteville,Full Reporter,Urban,Funds Applied,,,,,,,,,198766,198766,
40009,City of Fayetteville,Full Reporter,Urban,Funds Not Applied,,,,,,,1611847,,114379,1726226,
40012,City of Winston Salem,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40012,City of Winston Salem,Full Reporter,Urban,Funds Not Applied,,,,,,,2973480,,,2973480,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Applied,,365629,,,,,,,,365629,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Applied,,7167,,,,,,,,7167,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Not Applied,,,,,,,1287127,,,1287127,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Applied,190420,162801,0,801824,,,,,21489,1176534,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3576752,,0,3576752,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Applied,23610,350184,125089,,,,,,,498883,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Not Applied,,,,,,,10164049,,,10164049,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Applied,,21188,0,,,,,,1028735,1049923,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Not Applied,,,0,,,,4996088,,,4996088,
40021,City of Albany ,Full Reporter,Urban,Funds Applied,,130090,,,,,,,,130090,
40021,City of Albany ,Full Reporter,Urban,Funds Not Applied,,,,,,,895190,,,895190,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Applied,83618497,254096,,,,,,,78198113,162070706,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,240539537,-9494093,,231045444,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Applied,117322,11337,,,,,,,,128659,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4777306,,,4777306,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,2791560,,241591,3033151,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Applied,,5265356,0,,,,,,,5265356,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Not Applied,,0,,,,,8239961,,,8239961,
40028,Lee County,Full Reporter,Urban,Funds Applied,0,113912,93424,0,,,0,0,-608143,-400807,0
40028,Lee County,Full Reporter,Urban,Funds Not Applied,,,,0,,,5455719,0,,5455719,0
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,1467857,,,,,,,,1467857,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,25549577,,,25549577,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Applied,261101,440828,,,,,,,487516,1189445,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,5568055,,0,5568055,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Applied,34738,33183,,,,,0,,,67921,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Not Applied,,,,,,,1481495,,,1481495,
40032,County of Volusia,Full Reporter,Urban,Funds Applied,,150849,0,,,,,,,150849,
40032,County of Volusia,Full Reporter,Urban,Funds Not Applied,,102000,,,,,4074745,,,4176745,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Applied,66067515,6186415,,,,,,,11961178,84215108,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Not Applied,,,,,,,77370638,,8411856,85782494,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,54365,98261,1024921,,,,,,2267224,3444771,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,21654316,,,21654316,0
40036,City of Tallahassee,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40036,City of Tallahassee,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Applied,,948555,,,,,,,,948555,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Not Applied,,,,,,,,,929473,929473,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Applied,,614567,,,,,,,8008,622575,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,16151916,,,16151916,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,0,52834,0,0,,,0,0,1209530,1262364,0
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,0,,,12353469,0,5401019,17754488,0
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Applied,,42370,,,,,0,,,42370,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3824695,,,3824695,
40043,City of Mobile,Full Reporter,Urban,Funds Applied,0,104391,,,,,,,0,104391,
40043,City of Mobile,Full Reporter,Urban,Funds Not Applied,,,,,,,1429840,,0,1429840,
40044,City of Montgomery,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40044,City of Montgomery,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40046,Sarasota County ,Full Reporter,Urban,Funds Applied,,376862,,,,,,,2113938,2490800,
40046,Sarasota County ,Full Reporter,Urban,Funds Not Applied,,,,,,,5064683,,953611,6018294,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Applied,,,,,,,,,16451,16451,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Not Applied,,,,,,,2604900,,,2604900,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Applied,,11266,,,,,,,,11266,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Not Applied,,,,,,,4514487,,,4514487,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1208522,,-4229362,-3020840,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,18346,18346,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,539191,,,539191,
40058,City of Rome ,Full Reporter,Urban,Funds Applied,,,,,,,0,,,0,
40058,City of Rome ,Full Reporter,Urban,Funds Not Applied,,,,,,,594712,,,594712,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Applied,,44664,,,,,0,,,44664,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,2029511,,,2029511,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Applied,,28733,,,,,,,,28733,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,5737,,,,,,,,5737,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,421916,1689075,,,,,,,6655018,8766009,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40078,Cobb County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40078,Cobb County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40082,County of Douglas,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40082,County of Douglas,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Applied,1216021,26796,,,,,,,13764772,15007589,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4600870,,,4600870,
40087,City of Durham,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40087,City of Durham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40093,City of Greensboro ,Full Reporter,Urban,Funds Applied,,79806,,,,,,,,79806,
40093,City of Greensboro ,Full Reporter,Urban,Funds Not Applied,,,,,,,2291323,19768,27219,2338310,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Applied,,242394,,,,,,,,242394,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,Funds Applied,,161021,,,,,,,,161021,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Not Applied,,,,,,,806792,,,806792,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Applied,,345428,,,,,,,,345428,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2770486,,86568065,89338551,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,180371,,,,,,,,180371,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Not Applied,,,,,,,,,45643,45643,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Applied,,662903,0,,,,,,,662903,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,3549332,,4425810,7975142,
40140,Collier County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40140,Collier County,Full Reporter,Urban,Funds Not Applied,,,,,,,1922517,,,1922517,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,22661,,,,,,,,22661,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2877739,,,2877739,
40147,North Carolina State University,Full Reporter,Urban,Funds Applied,,4603176,,,,,,,,4603176,
40147,North Carolina State University,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,134090,,,,,,,,134090,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,845070,,,,,,,,845070,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1619954,,,1619954,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Applied,,180234,,,,,,,,180234,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Applied,,98250,,,,,,,,98250,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,401023,,164969,565992,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Applied,0,29303,,0,,,0,0,0,29303,0
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Not Applied,0,0,0,0,,,2234018,0,0,2234018,0
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Applied,,12326433,,,,,,,,12326433,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,3120000,,,3120000,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Applied,,32207,,,,,,,3756,35963,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40180,University of Georgia,Full Reporter,Urban,Funds Applied,,,,,,,,,938984,938984,
40180,University of Georgia,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Not Applied,,,,,,,9,,,9,
40192,Martin County,Full Reporter,Urban,Funds Applied,,239745,,,,,,,,239745,0
40192,Martin County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,200899,,,200899,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,0,1086341,,,,,0,,,1086341,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,516,,,516,
40208,City of Clemson,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40208,City of Clemson,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40222,Wake County,Full Reporter,Urban,Funds Applied,,1096560,,,,,,,,1096560,
40222,Wake County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40224,Buncombe County,Full Reporter,Urban,Funds Applied,,51528,,,,,,,,51528,14145
40224,Buncombe County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40228,Mecklenburg County ,Full Reporter,Urban,Funds Applied,,3321125,,,,,,,975683,4296808,
40228,Mecklenburg County ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Applied,,,,,,,,,1341213,1341213,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40247,Shelby County Government,Full Reporter,Urban,Funds Applied,,318934,,,,,,,,318934,
40247,Shelby County Government,Full Reporter,Urban,Funds Not Applied,,,,,,,0,,,0,
40258,"The Looper Group, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40258,"The Looper Group, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,31136,,,31136,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,Funds Applied,,2401126,,,,,,,,2401126,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41068,Flagler County Public Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
41068,Flagler County Public Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Applied,0,21606,,,,,,,,21606,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Applied,,292441,,20,,,,,,292461,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Not Applied,,0,,,,,,,,0,
50001,City of Appleton,Full Reporter,Urban,Funds Applied,,982402,,,,,,,,982402,
50001,City of Appleton,Full Reporter,Urban,Funds Not Applied,,,,,,,816671,,,816671,
50002,City of Green Bay,Full Reporter,Urban,Funds Applied,,2518,,,,,,,,2518,
50002,City of Green Bay,Full Reporter,Urban,Funds Not Applied,,,,,,,1273662,,,1273662,
50003,City of Kenosha,Full Reporter,Urban,Funds Applied,,166696,,,,,,,,166696,
50003,City of Kenosha,Full Reporter,Urban,Funds Not Applied,,,,,,,1470954,,,1470954,
50004,City of La Crosse,Full Reporter,Urban,Funds Applied,,57708,,1,,,,,,57709,
50004,City of La Crosse,Full Reporter,Urban,Funds Not Applied,,,,,,,636233,,,636233,
50005,City of Madison,Full Reporter,Urban,Funds Applied,563677,818450,,,,,,,1089668,2471795,
50005,City of Madison,Full Reporter,Urban,Funds Not Applied,,,,,,,7316345,,2684473,10000818,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Applied,,243025,,,,,0,,,243025,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Not Applied,,,,,,,1300085,,,1300085,
50008,Milwaukee County,Full Reporter,Urban,Funds Applied,861085,1123324,,,,,,,,1984409,
50008,Milwaukee County,Full Reporter,Urban,Funds Not Applied,,,,,,,4064581,,,4064581,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,Funds Applied,30720,121779,0,,,,,,,152499,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,Funds Not Applied,0,,,,,,790221,,,790221,289308
50010,METRO Regional Transit Authority ,Full Reporter,Urban,Funds Applied,1,137020,,,,,,,1404842,1541863,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,9516241,,300438,9816679,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4288872,20639,4576664,8886175,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Funds Applied,,578148,,,,,,,1142978,1721126,
