NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Contractee Agency Name,Contractee Company Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by,VOMS Under Contract,Months Seller Operated in FY,PT Fare Revenues/Passenger Fees,Passenger Out of Pocket Expenses,Direct Payment/Agency Subsidy,Contract Capital Leasing Expenses,Other Operating Expenses Incurred by the Buyer,Total Modal Expenses,Other Reconciling Item Expenses Incurred by the Buyer
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,MV,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,98,12,412270,,5791903,0,1645152,7849325,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,HST Companies,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,95,12,5681336,,5681336,1045299,149032,12557003,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DT,PT,,,,HST Companies,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,73,12,6838978,,6838978,70000,182150,13930106,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,,,,MV,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,40,12,928844,,5745765,0,1041578,7716187,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,,,,Cape Destinations,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,3,44635,,234777,117388,43618,440418,0
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT,,,,Amtrak,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,Y,N,,In This Report,,Seller,21,12,10559172,,8930790,0,3566117,23056079,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Kiessling Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,42,12,232769,,2177347,0,2779313,5189429,26338
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Holliston COA,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,3,12,4575,,49800,0,1157,55532,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Natick COA,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,2,12,6988,,51418,0,3427,61833,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Sudbury COA,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,2,12,3650,,135717,0,2409,141776,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Ashland COA,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,1,12,0,,15000,0,1127,16127,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Employment Options,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,7,12,1317,,17730,0,22453,41500,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,FRAMINGHAM COA,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,1,7,1312,,12510,0,107,13929,0
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,,,,Kiessling Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,36,12,676925,,2835010,0,2606880,6118815,0
10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,DR,PT,,,,Easter Seals of New Hampshire,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,7,12,20830,,472261,12027,107460,612578,0
10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,MB,PT,,,,Easter Seals of New Hampshire,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,1,12,0,,26792,1487,5839,34118,0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,PT,10102,,Connecticut Department of Transportation,,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,31,12,218930,,4522749,104069,551822,5397570,-115125
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,PT,10102,,Connecticut Department of Transportation,,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,36,12,1662899,,12612192,190744,1577781,16043616,145128
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT,10102,,Connecticut Department of Transportation,,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,Is a Public Entity,Buyer,13,12,426370,,4902427,0,71122,5399919,0
10132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Reduced Reporter,Urban,CB,PT,,,,"Nason Partners, LLC dba Kelley Transit",The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,4,8,19292,,210671,13725,25660,269348,0
10179,City of Beverly,Reduced Reporter,Urban,MB,PT,,,,CATOC,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,3,12,3803,,149216,1000,1000,155019,0
10180,City of Burlington,Reduced Reporter,Urban,MB,PT,,,,Joseph's Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,9845,,142141,7100,3200,162286,0
10181,Town of Lexington,Reduced Reporter,Urban,MB,PT,,,,M & L Transit Systems,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,12,69345,,533864,5429,46646,655284,0
10182,"Mission Hill Link, Inc.",Reduced Reporter,Urban,MB,PT,,,,TransAction Corporate Shuttles,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,1,12,5805,,136328,7200,1725,151058,0
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT,,,,"Seastreak Holding Company, LLC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,5,381667,,696243,99585,41457,1218952,0
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT,,,,Upstate Transit - Northway Commuter,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,10,12,363035,,1520710,10782,215646,2110173,0
20002,Capital District Transportation Authority,Full Reporter,Urban,DT,PT,,,,Capitaland Taxi Service,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,10,12,171153,,1921918,11908,237865,2342844,0
20002,Capital District Transportation Authority,Full Reporter,Urban,DT,PT,,,,A+ Meditrans (Rejha Group),The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,10,12,175375,,1969323,12202,244045,2400945,0
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,,,,Enterprise,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,26,12,184166,38051,372260,142863,10191,747531,0
20003,Broome County,Full Reporter,Urban,DR,PT,,,,Serafini,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,10,12,142229,,817620,123100,511888,1594837,0
20005,Chemung County,Reduced Reporter,Urban,DR,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,7,12,159937,,764484,0,10500,934921,0
20005,Chemung County,Reduced Reporter,Urban,MB,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,17,12,728602,,3490983,0,39500,4259085,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Premier Paratransit L.L.C.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,118,11,567718,,13976281,0,12253848,26797847,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,GVC II Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,160,12,747643,,22067852,0,21916585,44732080,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Careride Paratransit LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,105,12,598675,,13327810,0,11278213,25204698,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Columbus Transit LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,73,12,379423,,9376564,0,7875429,17631416,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Consolidated Bus Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,87,12,648208,,17812484,0,17288976,35749668,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,211,12,1361608,,33515835,0,27446256,62323699,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,"Advance Transit Co., Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,80,8,295152,,6838529,0,7222743,14356424,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,"All Transit, LLC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,110,12,580806,,16094804,0,14523743,31199353,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Star Cruiser,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,106,12,602429,,15796017,0,14343793,30742239,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Professional Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,136,12,826598,,22321219,0,21557577,44705394,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Maggie's Paratransit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,281,12,1463553,,48150527,0,48817593,98431673,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,Empire Paratransit Corp.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,123,7,483464,,14635910,0,13045341,28164715,0
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,,,,MV Public Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,185,12,1226390,,36121778,0,28864784,66212952,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,,,,Town of Poughkeepsie,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,5250,,68540,28040,0,101830,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,,,,Town of Fishkill,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,1430,,17480,7186,0,26096,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,,,,Town of Wappinger,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,3772,,57730,23370,0,84872,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,,,,Town of Hyde Park,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,975,,11960,4915,0,17850,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,,,,Town of East Fishkill,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,2283,,34270,13890,0,50443,0
20010,Dutchess County,Full Reporter,Urban,DR,DO,20009,,City of Poughkeepsie,,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,Is a Public Entity,Seller,1,12,3892,,57730,23416,0,85038,0
20010,Dutchess County,Full Reporter,Urban,MB,DO,,,,City of Beacon,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,0,,11000,4180,0,15180,0
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,Able Medical Transportation Inc.,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,9,12,56578,,443108,14200,292665,806551,0
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,Aladdin Transporation Inc. ,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,8,12,50338,,771076,21817,330839,1174070,0
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,Blue Chip Transportation Inc. ,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,12,12,101237,,1545925,77400,518123,2242685,0
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,Auburn Limousine,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,3,12,18530,,175613,7000,114521,315664,0
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,Skat Van,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,741,,11259,2400,16308,30708,0
20072,Suffolk County ,Full Reporter,Urban,DR,PT,,,,Suffolk Bus Corp.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,176,12,2363708,,36810435,768252,1457971,41400366,0
20072,Suffolk County ,Full Reporter,Urban,MB,PT,,,,Suffolk Bus Corp.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,57,12,2956907,,23935065,614759,1007685,28514416,0
20072,Suffolk County ,Full Reporter,Urban,MB,PT,,,,Suffolk Bus Corp HOV,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,12,8576,,309773,7908,38974,365231,0
20072,Suffolk County ,Full Reporter,Urban,MB,PT,,,,"TWIN FORKS TRANSIT, INC.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,17,12,800316,,6418370,373814,276512,7869012,0
20072,Suffolk County ,Full Reporter,Urban,MB,PT,,,,"E.B.T., Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,38,12,1925263,,12479990,430184,636983,15472420,0
20076,Westchester County,Full Reporter,Urban,DR,PT,,,,Suburban Paratransit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,70,12,1416305,,13551238,521201,2560239,18048983,0
20076,Westchester County,Full Reporter,Urban,DT,PT,,,,Act Now Limo- Peekskill,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,12,62300,,274477,137238,70630,544645,0
20076,Westchester County,Full Reporter,Urban,DT,PT,,,,Guglielmo Limosine Servic,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,12,55280,,267289,133644,70451,526664,0
20076,Westchester County,Full Reporter,Urban,DT,PT,,,,"Act Now Limosine Services, Inc",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,4,12,56995,,276106,138052,70541,541694,0
20076,Westchester County,Full Reporter,Urban,MB,PT,,,,"PTLA Enterprise, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,3,12,196257,,2932058,84000,41246,3253561,0
20076,Westchester County,Full Reporter,Urban,MB,PT,,,,"Liberty Lines Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,260,12,45738178,,130272149,0,10270148,186280475,0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT,,,,New York Waterways,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,2,12,236470,,4292328,75000,191881,4795679,0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT,,,,SNT Bus INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,9,12,618186,,2367879,0,191486,3177551,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,,,,EASTON COACH,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,25,12,205138,,4953964,3222,2334379,7496703,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,,,,FIRST TRANSIT,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,402,12,3471716,,72361032,48445,35095211,110976404,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,,,,21st Century Rail Corp.,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,42,12,15489706,,63777352,13924,36433453,115714435,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,20222,,"Saddle River Trail, Inc.",,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Buyer,30,12,767,,4387884,2744,2327154,6718549,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,,,,"Delaware River Coach Lines, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,2,12,15927,,657832,402,340499,1014660,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,20128,,Suburban Transit Corporation,,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Buyer,3,12,19274,,521906,314,266622,808116,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,20160,,"Community Transit, Inc. ",,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Buyer,62,12,2713326,,7634033,3078,2610198,12960635,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,,,,Atlantic City Jitney,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,3,12,0,,1820843,1139,965869,2787851,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,,,,"Academy Express, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,91,12,5096997,,21115467,10021,8497025,34719510,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,,,,VEOLA TRANSPORTATION (MONMOUTH),The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,16,12,1184206,,6291762,3195,2709312,10188475,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,,,,Salem County Transit,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,Y,REFERS TO NON-REVENUE EQUIPMENT LEASED AT NO COST BY NJ TRANSIT.,In This Report,,Buyer,3,12,124563,,1544436,888,753174,2423061,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,,,,New Jersey Department of Transportation,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,12,12,44382,46066,25200,721,428250,544619,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,,,,ENTERPRISE,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,126,12,624340,696183,310200,8914,5293642,6933279,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,,,,"PROPST BUSSING AND TRANSPORTATION(FORMERLY ARCHBALD VANPOOL, INC.)",The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,33,12,66513,162552,81850,2522,1498022,1811459,0
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT,,,,"Southern New Jersey Rail Group, LLC",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,16,12,2327483,,25633981,6720,8980519,36948703,0
20082,New York City Department of Transportation,Full Reporter,Urban,CB,PT,,,,Academy Bus,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,24,12,1985346,,3802369,364809,134882,6287406,0
20084,County of Rockland ,Full Reporter,Urban,MB,PT,,,,"TransDev, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,33,12,2123048,,11393509,91837,2631159,16239553,0
20096,Putnam County ,Full Reporter,Urban,DR,PT,,,,"MV Contract Transportation, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,8,12,48375,,350958,0,83612,482945,0
20096,Putnam County ,Full Reporter,Urban,MB,PT,,,,"MV Contract Transportation, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,8,12,162380,,1696746,0,262640,2121766,0
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,FB,PT,,,,Billybey Ferry Co.,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,Y,Buyer provides ferry terminals,In This Report,,Seller,6,12,9565947,,,1852024,192378,11610349,0
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,VP,PT,,,,"Enterprise Holding, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,7,12,31883,10378,71826,17101,1925,133113,0
