UACE Code,UZA,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
,0,Massachusetts Non-UZA,N,,,,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,New Hampshire Non-UZA,N,,,,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",N,18351295,5319,3450,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,15994,38384,658970,0,1459294,658970,0,1459294,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",N,4181019,2232,1873,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,66025,759312,2064050,0,13901689,2064050,0,13901689,0,0,0,0,0,0,0,0
,329,"Portsmouth, NH-ME",Y,88200,952,93,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,331,"Dover-Rochester, NH-ME",N,88087,1326,66,,10122,"Jalbert Leasing, Inc. ",Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,New Hampshire Non-UZA,N,,,,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,DR,PT, Other,"DR-PT data are allocated using the NTD Small Systems manual: UZA 160 = 75.06% of trips; UZA 10 = 24.94% of trips; UZA 0 = 0%. While CART serves Chester, portions of which are outside of a UZA, all Chester trips connect to the Nashua UZA towns of Derry and Londonderry, so are attributed to UZA 160.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,DR,PT, Other,"DR-PT data are allocated using the NTD Small Systems manual: UZA 160 = 75.06% of trips; UZA 10 = 24.94% of trips; UZA 0 = 0%. While CART serves Chester, portions of which are outside of a UZA, all Chester trips connect to the Nashua UZA towns of Derry and Londonderry, so are attributed to UZA 160.",,,2032,4008,33043,0,146754,33043,0,146754,0,0,0,0,0,0,0,0
,160,"Nashua, NH-MA",N,226400,1242,182,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,DR,PT, Other,"DR-PT data are allocated using the NTD Small Systems manual: UZA 160 = 75.06% of trips; UZA 10 = 24.94% of trips; UZA 0 = 0%. While CART serves Chester, portions of which are outside of a UZA, all Chester trips connect to the Nashua UZA towns of Derry and Londonderry, so are attributed to UZA 160.",,,6118,12065,99470,0,441770,99470,0,441770,0,0,0,0,0,0,0,0
,0,New Hampshire Non-UZA,N,,,,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,MB,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,MB,PT, Actual Data,,,,608,1987,7828,0,31144,7828,0,31144,0,0,0,0,0,0,0,0
,160,"Nashua, NH-MA",N,226400,1242,182,,10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,Urban,MB,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,48,"Bridgeport-Stamford, CT-NY",Y,923311,1981,466,,10127,City of Stamford,Building Reporter,Urban,,,,,,,,,,,,,,,,,,,,,,
,72,"New Haven, CT",N,562839,1839,306,,10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,PT, Actual Data,,,,9978,16491,107179,81195,1007023,107179,81195,1007023,0,0,0,0,0,0,0,0
,185,"Waterbury, CT",Y,194535,2155,90,,10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,PT, Actual Data,,,,52569,101001,542942,656913,3963479,542942,656913,3963479,0,0,0,0,0,0,0,0
,72,"New Haven, CT",N,562839,1839,306,,10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,PT, Other,"VRM, VRH and OE are actual data.  Overall UPT and PMT are accurate, and allocated by historical percents from actual sampling data.",,,11172,143412,109432,295247,1625294,109432,295247,1625294,0,0,0,0,0,0,0,0
,185,"Waterbury, CT",Y,194535,2155,90,,10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,PT, Other,"VRM, VRH and OE are actual data.  Overall UPT and PMT are accurate, and allocated by historical percents from actual sampling data.",,,90026,1898958,1103052,3909450,12373936,1103052,3909450,12373936,0,0,0,0,0,0,0,0
,47,"Hartford, CT",Y,924859,1792,516,,10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,61753,645308,804659,3804638,4973549,804659,3804638,4973549,0,0,0,0,0,0,0,0
,0,Connecticut Non-UZA,N,,,,,10132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Reduced Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,47,"Hartford, CT",Y,924859,1792,516,,10132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Reduced Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,1696,8978,35488,0,241898,35488,0,241898,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10133,"Boston Express Bus, Inc.",Reduced Reporter,Urban,CB,DO, Actual Data,,,,35806,633765,1246801,0,7708041,1246801,0,7708041,0,0,0,0,0,0,0,0
,0,Maine Non-UZA,N,,,,,10134,Penquis Community Action Program,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,194018,314127,5803702,0,11849058,5803702,0,11849058,0,0,0,0,0,0,0,0
,441,"Bangor, ME",Y,61210,1440,43,,10134,Penquis Community Action Program,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,116,187,3455,0,7054,3455,0,7054,0,0,0,0,0,0,0,0
,0,Connecticut Non-UZA,N,,,,,10140,Estuary Transit District,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,8586,9849,161422,0,374557,161422,0,374557,0,0,0,0,0,0,0,0
,47,"Hartford, CT",N,924859,1792,516,,10140,Estuary Transit District,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,72,"New Haven, CT",Y,562839,1839,306,,10140,Estuary Transit District,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,379,435,7132,0,16549,7132,0,16549,0,0,0,0,0,0,0,0
,174,"Norwich-New London, CT-RI",N,209190,1376,152,,10140,Estuary Transit District,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Connecticut Non-UZA,N,,,,,10140,Estuary Transit District,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,3819,13188,77931,0,241597,77931,0,241597,0,0,0,0,0,0,0,0
,47,"Hartford, CT",N,924859,1792,516,,10140,Estuary Transit District,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,3567,12319,72794,0,225671,72794,0,225671,0,0,0,0,0,0,0,0
,72,"New Haven, CT",Y,562839,1839,306,,10140,Estuary Transit District,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,11250,38851,229578,0,711723,229578,0,711723,0,0,0,0,0,0,0,0
,174,"Norwich-New London, CT-RI",N,209190,1376,152,,10140,Estuary Transit District,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,3757,12975,76670,0,237688,76670,0,237688,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10178,Town of Bedford,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,1715,5165,11269,0,61921,11269,0,61921,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10179,City of Beverly,Reduced Reporter,Urban,MB,PT, Actual Data,,,,3098,15086,47299,0,153019,47299,0,153019,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10180,City of Burlington,Reduced Reporter,Urban,MB,PT, Actual Data,,,,2625,10569,39100,0,138241,39100,0,138241,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10181,Town of Lexington,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8917,64444,146916,0,575081,146916,0,575081,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,10182,"Mission Hill Link, Inc.",Reduced Reporter,Urban,MB,PT, Actual Data,,,,2000,10209,11720,0,136658,11720,0,136658,0,0,0,0,0,0,0,0
,0,Massachusetts Non-UZA,N,,,,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,152,"Barnstable Town, MA",Y,246695,890,277,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,37587,3004436,348658,36673159,90705302,0,0,0,77.7,348658,36673159,90705302,0,0,0,0
,0,Massachusetts Non-UZA,N,,,,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,152,"Barnstable Town, MA",Y,246695,890,277,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO, Actual Data,,,,49658,857547,406263,4372843,6514505,406263,4372843,6514505,0,0,0,0,0,0,0,0
,0,Massachusetts Non-UZA,N,,,,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",N,4181019,2232,1873,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,414,688,6248,0,34264,6248,0,34264,0,0,0,0,0,0,0,0
,152,"Barnstable Town, MA",Y,246695,890,277,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,3202,5328,48382,0,265329,48382,0,265329,0,0,0,0,0,0,0,0
,0,Maine Non-UZA,Y,,,,,11140,Houlton Band of Maliseet Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,11870,2026,76648,0,191298,76648,0,191298,0,0,0,0,0,0,0,0
,0,Maine Non-UZA,Y,,,,,11146,Aroostook Band of Micmacs,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,1910,3092,22032,0,38865,22032,0,38865,0,0,0,0,0,0,0,0
,39,"Providence, RI-MA",Y,1190956,2185,545,,11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,1593,42686,24904,1100445,1019782,0,0,0,25.8,24904,1100445,1019782,0,0,0,0
,0,Connecticut Non-UZA,Y,,,,,11152,Mashantucket Pequot Tribal Nation,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,23046,282135,194946,0,1031996,194946,0,1031996,0,0,0,0,0,0,0,0
,0,Massachusetts Non-UZA,N,,,,,11159,"Blooms Bus Lines, Inc.",Reduced Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,3735,25656,110556,0,193497,110556,0,193497,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,11159,"Blooms Bus Lines, Inc.",Reduced Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,3735,25656,110556,0,193497,110556,0,193497,0,0,0,0,0,0,0,0
,10,"Boston, MA-NH-RI",Y,4181019,2232,1873,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,65,"Springfield, MA-CT",N,621300,1783,349,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,30000,438796,1377091,0,3867743,1377091,0,3867743,0,0,0,0,0,0,0,0
,152,"Barnstable Town, MA",N,246695,890,277,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,39571,418811,1424143,0,4115773,1424143,0,4115773,0,0,0,0,0,0,0,0
,67,"Albany-Schenectady, NY",Y,594962,2012,296,,20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,,8907,181817,288372,5478449,1725574,288372,5478449,1725574,0,0,0,0,0,0,0,0
,427,"Saratoga Springs, NY",N,64100,1409,45,,20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,67,"Albany-Schenectady, NY",Y,594962,2012,296,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,68055,128143,1061258,1082328,13629830,1061258,1082328,13629830,0,0,0,0,0,0,0,0
,427,"Saratoga Springs, NY",N,64100,1409,45,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,67,"Albany-Schenectady, NY",Y,594962,2012,296,,20002,Capital District Transportation Authority,Full Reporter,Urban,DT,PT, Actual Data,,,,82519,182109,1442712,1593496,4262060,1442712,1593496,4262060,0,0,0,0,0,0,0,0
,427,"Saratoga Springs, NY",N,64100,1409,45,,20002,Capital District Transportation Authority,Full Reporter,Urban,DT,PT, Actual Data,,,,11885,9527,207799,198206,86985,207799,198206,86985,0,0,0,0,0,0,0,0
,67,"Albany-Schenectady, NY",Y,594962,2012,296,,20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,657151,15031375,7910045,53105718,64472765,7910045,53105718,64472765,0,0,0,0,0,0,0,0
,427,"Saratoga Springs, NY",N,64100,1409,45,,20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,17362,112902,211519,398544,1857240,211519,398544,1857240,0,0,0,0,0,0,0,0
,67,"Albany-Schenectady, NY",Y,594962,2012,296,,20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT, Actual Data,,,,8114,38056,273587,1271209,239588,273587,1271209,239588,0,0,0,0,0,0,0,0
,427,"Saratoga Springs, NY",N,64100,1409,45,,20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20003,Broome County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,7593,15406,110945,148272,628566,110945,148272,628566,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20003,Broome County,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,506,1298,6524,9407,29436,6524,9407,29436,0,0,0,0,0,0,0,0
,210,"Binghamton, NY-PA",Y,158084,2132,74,,20003,Broome County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,5799,11765,84725,113231,480015,84725,113231,480015,0,0,0,0,0,0,0,0
,210,"Binghamton, NY-PA",Y,158084,2132,74,,20003,Broome County,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,20239,51890,260860,376135,1176972,260860,376135,1176972,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20003,Broome County,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,1073,19643,12880,68750,95004,12880,68750,95004,0,0,0,0,0,0,0,0
,210,"Binghamton, NY-PA",Y,158084,2132,74,,20003,Broome County,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,96497,1766058,1158021,6181204,8541629,1158021,6181204,8541629,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,9,143,204,206,1056,204,206,1056,0,0,0,0,0,0,0,0
,46,"Buffalo, NY",Y,935906,2463,380,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,117211,214356,1840131,2052283,10555530,1840131,2052283,10555530,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,46,"Buffalo, NY",Y,935906,2463,380,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO, Actual Data,,,,81581,4485084,921826,11971472,26660853,0,0,0,12.4,921826,11971472,26660853,12.4,921826,0,0
,0,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,4531,13278,49401,49140,625543,49401,49140,625543,0,0,0,0,0,0,0,0
,46,"Buffalo, NY",Y,935906,2463,380,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,768851,19269519,8383431,68547855,105398674,8383431,68547855,105398674,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,407,"Elmira, NY",Y,67983,1799,38,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,7146,20982,96983,0,934921,96983,0,934921,0,0,0,0,0,0,0,0
,473,"Ithaca, NY",N,53661,2183,25,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8249,126329,162977,0,1095675,162977,0,1095675,0,0,0,0,0,0,0,0
,407,"Elmira, NY",Y,67983,1799,38,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,23815,364733,470544,0,3163410,470544,0,3163410,0,0,0,0,0,0,0,0
,473,"Ithaca, NY",N,53661,2183,25,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20006,City of Long Beach,Full Reporter,Urban,DR,DO, Actual Data,,,,5673,8637,55142,53913,842769,55142,53913,842769,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20006,City of Long Beach,Full Reporter,Urban,MB,DO, Actual Data,,,,24608,196886,223863,574543,2623278,223863,574543,2623278,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20008,MTA New York City Transit,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,616233,11477164,9866807,153389117,242520835,9495513,147616990,233394627,0,371294,5772127,9126208,0,310734,27.8,1592458
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20008,MTA New York City Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,3989579,4828423,37759280,43330163,516470491,37759280,43330163,516470491,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20008,MTA New York City Transit,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,,19430373,2712521697,354616371,10462782577,5206727193,0,0,0,493.7,354616371,10462782577,5206727193,487.5,354430515,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20008,MTA New York City Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,12215926,691616614,86233591,1478429570,2685918268,83321610,1428505187,2595218775,21.3,2911981,49924383,90699493,12.1,1929011,20.3,1191532
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20008,MTA New York City Transit,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,517519,30695695,3382426,57076245,103071355,0,0,0,64.5,3382426,57076245,103071355,33.8,1645429,0,0
,0,New York Non-UZA,N,,,,,20010,Dutchess County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,362,741,5382,5432,95769,5382,5432,95769,0,0,0,0,0,0,0,0
,89,"Poughkeepsie-Newburgh, NY-NJ",Y,423566,1295,327,,20010,Dutchess County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,11714,23955,174017,175618,3096505,174017,175618,3096505,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20010,Dutchess County,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,24088,254419,369901,1457477,2326192,369901,1457477,2326192,0,0,0,0,0,0,0,0
,89,"Poughkeepsie-Newburgh, NY-NJ",Y,423566,1295,327,,20010,Dutchess County,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,56205,593646,863103,3400783,5427784,863103,3400783,5427784,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,1701,3333,11900,7770,25773,11900,7770,25773,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,90,"Syracuse, NY",Y,412317,2115,195,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,33487,64764,515842,416341,3576732,515842,416341,3576732,0,0,0,0,0,0,0,0
,90,"Syracuse, NY",Y,412317,2115,195,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,54040,95852,649469,580010,4324044,649469,580010,4324044,0,0,0,0,0,0,0,0
,268,"Utica, NY",N,117328,1881,62,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,9066,22092,109899,91862,1330700,109899,91862,1330700,0,0,0,0,0,0,0,0
,268,"Utica, NY",N,117328,1881,62,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,54261,749363,795568,2487339,5976170,795568,2487339,5976170,0,0,0,0,0,0,0,0
,90,"Syracuse, NY",Y,412317,2115,195,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,285252,8401084,3403780,27885483,49691874,3403780,27885483,49691874,0,0,0,0,0,0,0,0
,268,"Utica, NY",N,117328,1881,62,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,60170,858414,687797,2849309,7288906,687797,2849309,7288906,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20072,Suffolk County ,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,466562,752779,9279618,9771071,37500154,9279618,9771071,37500154,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20072,Suffolk County ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,398528,3674726,7076423,26180648,43676687,7076423,26180648,43676687,0,0,0,0,0,0,46.9,50490
,5,"Philadelphia, PA-NJ-DE-MD",Y,5441567,2746,1981,,20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,,159090,11107474,4943154,99332879,58223846,0,0,0,31.5,4943154,99332879,58223846,31.5,4943154,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20076,Westchester County,Full Reporter,Urban,DR,PT, Actual Data,,,,224797,310627,3754980,3379622,15590276,3754980,3379622,15590276,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20076,Westchester County,Full Reporter,Urban,DT,PT, Actual Data,,,,7255,38477,139802,139800,620560,139802,139800,620560,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20076,Westchester County,Full Reporter,Urban,MB,PT, Actual Data,,,,712487,26474087,7683557,114898810,143431601,7683557,114898810,143431601,0,0,0,0,0,0,0,0
,0,New York Non-UZA,N,,,,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",Y,18351295,5319,3450,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,1402671,60221301,44746244,1339982185,828459715,0,0,0,308.2,44746244,1339982185,828459715,300.6,44746244,0,0
,48,"Bridgeport-Stamford, CT-NY",N,923311,1981,466,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162987,6997580,5199413,155702919,96265157,0,0,0,51,5199413,155702919,96265157,131.2,5199413,0,0
,72,"New Haven, CT",N,562839,1839,306,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162987,6997580,5199413,155702919,96265157,0,0,0,51,5199413,155702919,96265157,23.8,5199413,0,0
,89,"Poughkeepsie-Newburgh, NY-NJ",N,423566,1295,327,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,75050,3222141,2394148,71695753,44326741,0,0,0,33.5,2394148,71695753,44326741,33.5,2394148,0,0
,185,"Waterbury, CT",N,194535,2155,90,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162987,6997580,5199413,155702919,96265157,0,0,0,51,5199413,155702919,96265157,22.2,5199413,0,0
