NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,CR,DO,,Tangent - Revenue Service,,,,641.3,,,,,,,,,,,,,35,60,,N,"Amtrak, CSAO","Amtrak, CSAO"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,CR,DO,,Track Under Performance Restriction,,,4.31,4.31,,,,,,,,,,,,,,,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,CR,DO,,Train Control & Signaling,,,,,5.8,0,,0,0,0.4,0,46.5,21.4,19.2,6.7,,40,61,Percent,N,"Amtrak, CSAO","Amtrak, CSAO"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,8.71,0,6.31,,0,0,0,0,0,0,2.4,0,,125,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,1.68,0,0,,0,0,0,0,0,0,1.68,0,,20,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,2.74,0,2.74,,0,0,0,0,0,0,0,0,,125,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,0.82,0,0.82,,0,0,0,0,0,0,0,0,,125,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,6.1,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Double Crossover,5,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.02,0,0.02,,0,0,0,0,0,0,0,0,,80,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Grade Crossings,15,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Lapped Turnout,1,,,,,,,,,,,,,,,,30,100,,N,,"Branch Brook Park Interlocking (BBP INT)
-Switches 9 East, 9 West, 11 East, 11 West (9e, 9W, 11E, 11W)
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,2.17,,,,,,,,,,,,,80,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Single Crossover,11,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Single Turnout,12,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,100,0,,50,100,Percent,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,5.7,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,1.3,1.3,,,,,,,,,,,,,,,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,At-Grade/Ballast (including expressway),,,,25.47,0,0,,0,0,0,0,0,0,24.27,1.2,,125,100,Track Miles,N,,"Total RM 16.58; TM 32.23
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,At-Grade/In-Street/Embedded,,,,6.72,0,0,,0,0,0,0,0,0,6.72,0,,20,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Below-Grade/Bored or Blasted Tunnel,,,,1.51,1.51,0,,0,0,0,0,0,0,0,0,,125,100,Track Miles,N,,"Tunnel shown as pre-1930.  Could also be 2000-2009 or split by length of Bergen Line Station
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Curve - Revenue Service,,,,11.39,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Double Crossover,5,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Elevated/Retained Fill,,,,0.35,0,0,,0,0,0,0,0,0,0.35,0,,125,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Elevated/Steel Viaduct or Bridge,,,,1.23,0,0,,0,0,0,0,0,0,0.51,0.72,,80,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Grade Crossings,24,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Non-Revenue Service,,,,3.05,,,,,,,,,,,,,80,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,97,3,,30,100,Percent,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Single Crossover,22,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Single Turnout,14,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,96,4,,50,100,Percent,N,,"No substation buildings; all unit TPSSs
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Tangent - Revenue Service,,,,20.84,,,,,,,,,,,,,30,100,,N,,"Track is a mix of ballasted, embedded, and DF
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Track Under Performance Restriction,,,0.42,0.42,,,,,,,,,,,,,,,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,97,3,,30,100,Percent,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,35.8,,,,,,,,,,,,,,,,,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0.5,,,,,,,,,,,,,,,,,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,At-Grade/Ballast (including expressway),,,,53.15,0,0,,0,0,0,0,0,0,53.15,0,,125,100,Track Miles,N,,"Total RM 16.58; TM 32.23
"
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,At-Grade/In-Street/Embedded,,,,3,0,0,,0,0,0,0,0,0,3,0,,20,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Curve - Revenue Service,,,,32.3,,,,,,,,,,,,,35,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Double Crossover,3,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Elevated/Concrete,,,,0.22,0,0,,0,0,0,0,0,0,0.22,0,,80,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Elevated/Retained Fill,,,,0.17,0,0,,0,0,0,0,0,0,0.17,0,,125,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.75,0,0,,0,0,0,0,0,0,0.75,0,,80,100,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Grade Crossings,59,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Non-Revenue Service,,,,1.7,,,,,,,,,,,,,80,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Rail Crossings,1,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Single Crossover,8,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Single Turnout,23,,,,,,,,,,,,,,,,30,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Tangent - Revenue Service,,,,23.29,,,,,,,,,,,,,35,100,,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Track Under Performance Restriction,,,0.1,0.1,,,,,,,,,,,,,,,Track Miles,N,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,24,0,0,,50,0,50,0,0,0,0,0,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,At-Grade/In-Street/Embedded,,,,0.09,0,0,,0,0,0,0,100,0,0,0,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,5.32,0,0,,0,0,0,0,100,0,0,0,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Below-Grade/Submerged Tube,,,,18.5,0,0,,0,0,50,0,0,0,0,50,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,18.56,,,,,,,,,,,,,25,100,,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Elevated/Retained Fill,,,,6.44,0,0,,0,0,0,0,100,0,0,0,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,4.16,0,0,,0,0,0,0,0,100,0,0,,25,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Grade Crossings,2,,,,,,,,,,,,,,,,30,100,,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,10,,,,,,,,,,,,,25,100,,N,,Detailed review of track charts needed to validate
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Revenue Track - No Capital Replacement Responsibility,,,,0,,,,,,,,,,,,,0,,,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Single Crossover,37,,,,,,,,,,,,,,,,30,100,,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Single Turnout,123,,,,,,,,,,,,,,,,30,100,,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Substation Building,12,,,,3,0,,0,0,1,3,0,4,1,0,,30,100,Quantity,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,43,0,33,0,16,8,,30,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,29.95,,,,,,,,,,,,,25,100,,N,,Detailed review of track charts needed to validate
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,45,0,25,0,30,0,,30,100,Percent,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,48.45,48.45,,,,,,,,,,,,,,,Track Miles,N,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,27.1,20.1,0,,0,0,3.62,0,0,3.38,0,0,,80,100,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.4,0,0,,0,0,0,0,0,0,0.4,0,,80,100,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,2,0,0,,0,0,0,0,0,2,0,0,,80,100,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,12.5,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Double Crossover,4,,,,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,1.4,1.4,0,,0,0,0,0,0,0,0,0,,80,100,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.8,0,0,,0,0,0,0,0.3,0.02,0.18,0.3,,80,100,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,3,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,33,,,,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,17,,,,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,6,,,,3,0,,0,0,0,0,2,0,0,1,,40,100,Quantity,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,80.1,3,0,16.9,,11,100,Percent,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,16.2,,,,,,,,,,,,,28,100,,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,1.3,3.3,1,66.3,22.2,1,4.9,,32,100,Percent,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,95.3,4.7,,50,100,Percent,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,At-Grade/Ballast (including expressway),,,,539.84,375.24,79.93,,8.16,27.22,25.86,23.43,0,0,0,0,,100,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,16.43,16.43,0,,0,0,0,0,0,0,0,0,,100,51,Track Miles,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,7.56,7.56,0,,0,0,0,0,0,0,0,0,,100,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Below-Grade/Retained Cut,,,,8.64,8.64,0,,0,0,0,0,0,0,0,0,,100,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Curve - Revenue Service,,,,114,,,,,,,,,,,,,30,99,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Double Crossover,4,,,,,,,,,,,,,,,,30,61,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Elevated/Concrete,,,,14.34,0.43,0,,0.01,1.57,2.11,9.38,0.79,0.05,0,0,,75,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Elevated/Retained Fill,,,,15.12,15.12,0,,0,0,0,0,0,0,0,0,,100,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Elevated/Steel Viaduct or Bridge,,,,29.96,7.71,10.95,,0.84,3.31,3.42,0.17,0.18,0.36,0,3.02,,100,100,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Grade Crossings,365,,,,,,,,,,,,,,,,25,100,,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Non-Revenue Service,,,,118,,,,,,,,,,,,,35,95,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Single Crossover,202,,,,,,,,,,,,,,,,30,98,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Single Turnout,467,,,,,,,,,,,,,,,,35,67,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Substation Building,215,,,,5,4,,2,1,1,138,19,4,16,25,,41,99,Quantity,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Substation Equipment,,,,,8.6,3.7,,0.3,0,0.6,27.8,15.9,2.3,14.8,26,,35,91,Percent,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Tangent - Revenue Service,,,,406,,,,,,,,,,,,,35,98,,N,Amtrak,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,2.1,31.5,21.4,42.1,2.9,,35,100,Percent,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Track Under Performance Restriction,,,51,51,,,,,,,,,,,,,,,Track Miles,N,,
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,,Train Control & Signaling,,,,,9.2,0.9,,0.1,8.9,3.8,5.7,6.6,30.2,26.9,7.7,,30,100,Percent,N,,
20122,"Academy Lines, Inc.",Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,,Exclusive Fixed Guideway,,0.5,,,,,,,,,,,,,,,,,,N,,
20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,235,,,,,,,,,,,,,,,,,,N,,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,2.9,,,,,,,,,,,,,,,,,,N,,
20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,14.2,,,,,,,,,,,,,,,,,,N,,
20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,14.9,,,,,,,,,,,,,,,,,,N,,
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,RB,DO,,Controlled Access High Intensity Busway,,7.6,,,,,,,,,,,,,,,,,,N,,
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,,Elevated/Steel Viaduct or Bridge,,,,0.34,100,0,,0,0,0,0,0,0,0,0,,56,100,Percent,N,,
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,,Substation Equipment,,,,,100,0,,0,0,0,0,0,0,0,0,,56,100,Percent,N,,
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,,Tangent - Revenue Service,,,,0.34,,,,,,,,,,,,,56,100,,N,,
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,At-Grade/Ballast (including expressway),,,,590.59,97.1,0,,0,0,0,2.9,0,0,0,0,,200,60,Percent,N,Amtrak,Capital responsibility shared with Amtrak.
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,9.26,1.7,0,,0,0,0,0,98.3,0,0,0,,200,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Below-Grade/Retained Cut,,,,0.72,100,0,,0,0,0,0,0,0,0,0,,200,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Curve - Revenue Service,,,,4.71,,,,,,,,,,,,,15,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Elevated/Concrete,,,,2.01,63.3,31,,0.1,0,0.2,0,4,0,1.4,0,,100,0.7,Percent,N,Amtrak,Capital responsibility shared with Amtrak.
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Elevated/Steel Viaduct or Bridge,,,,5.52,45.9,2.8,,0.2,4.4,0.5,2.2,32.9,2.5,2.2,6.4,,75,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Grade Crossings,287,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Non-Revenue Service,,,,132.9,,,,,,,,,,,,,200,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Overhead Contact System/Power Distribution,,,,,2.3,12.7,,0,0,0.1,0,10.7,5.1,38.6,30.5,,30,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Revenue Track - No Capital Replacement Responsibility,,,,238.01,,,,,,,,,,,,,50,,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Single Crossover,151,,,,,,,,,,,,,,,,35,0.6,,N,Amtrak,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Single Turnout,68,,,,,,,,,,,,,,,,35,0.6,,N,Amtrak,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Substation Building,45,,,,0,26,,0,0,0,0,8,1,5,5,,30,68,Quantity,N,Amtrak,Capital responsibility shared with Amtrak.
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Substation Equipment,,,,,1.6,29.5,,0,0,0,0,5.2,0.1,9.3,54.3,,30,68,Percent,N,Amtrak,Capital responsibility shared with Amtrak.
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Tangent - Revenue Service,,,,470.49,,,,,,,,,,,,,37,60,,N,Amtrak,Capital responsibility shared with Amtrak.
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Track Under Performance Restriction,,,8.3,8.3,,,,,,,,,,,,,,,Track Miles,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,8.4,4.5,3.6,68.6,14.9,,40,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,38.35,100,0,,0,0,0,0,0,0,0,0,,200,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,43.29,97.3,0,,0,0,0,2.7,0,0,0,0,,200,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,5.95,,,,,,,,,,,,,15,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,17.05,0,0,,0,0,0,0,35.3,0,64.7,0,,100,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,1.11,58,42,,0,0,0,0,0,0,0,0,,75,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,11.09,,,,,,,,,,,,,30,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,49,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,7,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,44,,,,0,0,,0,0,0,0,0,41,3,0,,30,100,Quantity,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,5.8,3,,0,0.1,0,24.9,18.9,40.3,6.9,0.1,,30,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,82.77,,,,,,,,,,,,,37,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,41.9,18.1,,0,21,0,8.4,0,10.6,0,0,,40,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,1.59,1.59,,,,,,,,,,,,,,,Track Miles,N,,
