NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,66702,16076,82778,0,14130,14130,0,8842,8842,0,7317,7317,66702,46365,113067,0,0,0,66702,46365,113067,34,9,43,0,7,7,0,4.9,4.9,0,3.9,3.9,34,24.8,58.8,0,0,0,34,24.8,58.8,0,1712,1712,0,0,0,0,0,0,0,819,819,0,2531,2531,0,0,0,0,2531,2531,0,2,2,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,3,3
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,601674,71252,672926,0,78750,78750,0,38103,38103,0,84753,84753,601674,272858,874532,0,0,0,601674,272858,874532,247.47,33.82,281.29,0,37.17,37.17,0,19.35,19.35,0,42.17,42.17,247.47,132.51,379.98,0,0,0,247.47,132.51,379.98,16339,0,16339,0,6028,6028,0,6525,6525,0,25482,25482,16339,38035,54374,0,0,0,16339,38035,54374,18.13,0,18.13,0,4.53,4.53,0,7,7,0,19.94,19.94,18.13,31.47,49.6,0,0,0,18.13,31.47,49.6
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,62063,7350,69413,0,8123,8123,0,3602,3602,0,9727,9727,62063,28802,90865,0,0,0,62063,28802,90865,25.53,4.18,29.71,0,3.83,3.83,0,2.65,2.65,0,4.83,4.83,25.53,15.49,41.02,0,0,0,25.53,15.49,41.02,1685,0,1685,0,622,622,0,1198,1198,0,2628,2628,1685,4448,6133,0,0,0,1685,4448,6133,1.87,0,1.87,0,0.47,0.47,0,1,1,0,2.06,2.06,1.87,3.53,5.4,0,0,0,1.87,3.53,5.4
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,139558,25424,164982,0,21786,21786,0,7587,7587,0,16953,16953,139558,71750,211308,0,0,0,139558,71750,211308,89,13,102,0,10,10,0,4,4,0,9,9,89,36,125,0,0,0,89,36,125,423,1470,1893,0,1558,1558,0,0,0,0,960,960,423,3988,4411,0,0,0,423,3988,4411,0.4,1.4,1.8,0,1.5,1.5,0,0,0,0,0.9,0.9,0.4,3.8,4.2,0,0,0,0.4,3.8,4.2
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,5970,2195,8165,0,5658,5658,0,1060,1060,0,496,496,5970,9409,15379,0,0,0,5970,9409,15379,3,1,4,0,3,3,0,0.5,0.5,0,0.25,0.25,3,4.75,7.75,0,0,0,3,4.75,7.75,9995,1195,11190,0,960,960,0,0,0,0,0,0,9995,2155,12150,0,0,0,9995,2155,12150,14,2,16,0,1,1,0,0,0,0,0,0,14,3,17,0,0,0,14,3,17
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,90860,13706,104566,0,16973,16973,0,3180,3180,0,23282,23282,90860,57141,148001,0,0,0,90860,57141,148001,58,7,65,0,9,9,0,1.5,1.5,0,12,12,58,29.5,87.5,0,0,0,58,29.5,87.5,3788,0,3788,0,960,960,0,0,0,0,3357,3357,3788,4317,8105,0,0,0,3788,4317,8105,7,0,7,0,4,4,0,0,0,0,6,6,7,10,17,0,0,0,7,10,17
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,378494,51840,430334,0,52862,52862,0,6073,6073,0,41203,41203,378494,151978,530472,0,0,0,378494,151978,530472,155,23,178,0,27,27,0,3,3,0,27,27,155,80,235,0,0,0,155,80,235,0,0,0,0,0,0,0,0,0,0,2674,2674,0,2674,2674,0,0,0,0,2674,2674,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,4,4
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,37,46,83,0,71,71,0,0,0,0,40,40,37,157,194,0,0,0,37,157,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,284,0,6,6,0,0,0,0,10,10,284,16,300,0,0,0,284,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,36129,9722,45851,0,15088,15088,0,0,0,0,8390,8390,36129,33200,69329,0,0,0,36129,33200,69329,18,5,23,0,8,8,0,0,0,0,6,6,18,19,37,0,0,0,18,19,37,14169,0,14169,0,1209,1209,0,0,0,0,10,10,14169,1219,15388,0,0,0,14169,1219,15388,8,0,8,0,1,1,0,0,0,0,0,0,8,1,9,0,0,0,8,1,9
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,18568,7018,25586,0,5230,5230,0,160,160,0,1207,1207,18568,13615,32183,0,0,0,18568,13615,32183,9.11,2.85,11.96,0,2.85,2.85,0,0,0,0,0.78,0.78,9.11,6.48,15.59,0,0,0,9.11,6.48,15.59,10181,0,10181,0,0,0,0,0,0,0,1545,1545,10181,1545,11726,0,0,0,10181,1545,11726,7.4,0,7.4,0,0,0,0,0,0,0,1.14,1.14,7.4,1.14,8.54,0,0,0,7.4,1.14,8.54
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,5900,154,6054,0,876,876,0,1817,1817,0,8814,8814,5900,11661,17561,0,0,0,5900,11661,17561,3,0.06,3.06,0,1,1,0,0.9,0.9,0,5.52,5.52,3,7.48,10.48,0,0,0,3,7.48,10.48,2573,0,2573,0,0,0,0,0,0,0,4602,4602,2573,4602,7175,0,0,0,2573,4602,7175,3,0,3,0,0,0,0,0,0,0,4,4,3,4,7,0,0,0,3,4,7
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,78396,15061,93457,0,25924,25924,0,7312,7312,0,23278,23278,78396,71575,149971,0,0,0,78396,71575,149971,41.89,8.75,50.64,0,16.15,16.15,0,4.5,4.5,0,11.92,11.92,41.89,41.32,83.21,0,0,0,41.89,41.32,83.21,18653,0,18653,0,0,0,0,5444,5444,0,1173,1173,18653,6617,25270,0,0,0,18653,6617,25270,13.6,0,13.6,0,0,0,0,3.5,3.5,0,1.36,1.36,13.6,4.86,18.46,0,0,0,13.6,4.86,18.46
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,55944,8962,64906,0,13711,13711,0,935,935,0,12658,12658,55944,36266,92210,0,0,0,55944,36266,92210,31,3,34,0,6,6,0,0.5,0.5,0,6,6,31,15.5,46.5,0,0,0,31,15.5,46.5,36680,1188,37868,0,0,0,0,0,0,0,0,0,36680,1188,37868,0,0,0,36680,1188,37868,22,1,23,0,0,0,0,0,0,0,0,0,22,1,23,0,0,0,22,1,23
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,214125,16415,230540,0,46292,46292,0,3048,3048,0,16990,16990,214125,82745,296870,0,0,0,214125,82745,296870,112,9,121,0,25,25,0,2,2,0,9,9,112,45,157,0,0,0,112,45,157,0,3368,3368,0,0,0,0,0,0,0,0,0,0,3368,3368,0,0,0,0,3368,3368,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,59010,18263,77273,0,11378,11378,0,612,612,0,2824,2824,59010,33077,92087,0,0,0,59010,33077,92087,28,8.48,36.48,0,4.81,4.81,0,0.29,0.29,0,1.42,1.42,28,15,43,0,0,0,28,15,43,2657,0,2657,0,0,0,0,0,0,0,0,0,2657,0,2657,0,0,0,2657,0,2657,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,207989,31917,239906,0,54172,54172,0,5780,5780,0,16626,16626,207989,108495,316484,0,0,0,207989,108495,316484,93,14.52,107.52,0,23.01,23.01,0,2.97,2.97,0,8.55,8.55,93,49.05,142.05,0,0,0,93,49.05,142.05,5683,0,5683,0,0,0,0,0,0,0,0,0,5683,0,5683,0,0,0,5683,0,5683,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,10
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,48171,7374,55545,0,6265,6265,0,144,144,0,10205,10205,48171,23988,72159,0,0,0,48171,23988,72159,24,4.3,28.3,0,3.31,3.31,0,0.1,0.1,0,4.43,4.43,24,12.14,36.14,0,0,0,24,12.14,36.14,21465,2184,23649,0,1189,1189,0,450,450,0,3835,3835,21465,7658,29123,0,0,0,21465,7658,29123,18,2,20,0,1.75,1.75,0,0.4,0.4,0,4,4,18,8.15,26.15,0,0,0,18,8.15,26.15
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,110996,6798,117794,0,29936,29936,0,1325,1325,0,21398,21398,110996,59457,170453,0,0,0,110996,59457,170453,53,2.86,55.86,0,16.59,16.59,0,0.4,0.4,0,11.01,11.01,53,30.86,83.86,0,0,0,53,30.86,83.86,6006,0,6006,0,1206,1206,0,527,527,0,4442,4442,6006,6175,12181,0,0,0,6006,6175,12181,7,0,7,0,1.25,1.25,0,0.6,0.6,0,7,7,7,8.85,15.85,0,0,0,7,8.85,15.85
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,1692828,408540,2101368,0,790866,790866,0,671602,671602,0,260500,260500,1692828,2131508,3824336,0,541238,541238,1692828,2672746,4365574,669,217,886,0,381,381,0,319,319,0,146,146,669,1063,1732,0,254,254,669,1317,1986,0,0,0,0,49462,49462,0,0,0,0,0,0,0,49462,49462,0,0,0,0,49462,49462,0,0,0,0,53,53,0,0,0,0,0,0,0,53,53,0,0,0,0,53,53
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,436985,877003,1313988,0,593635,593635,0,662382,662382,0,202975,202975,436985,2335995,2772980,0,279849,279849,436985,2615844,3052829,216,466,682,0,278,278,0,303,303,0,109,109,216,1156,1372,0,144,144,216,1300,1516,0,0,0,0,24022,24022,0,0,0,0,0,0,0,24022,24022,0,0,0,0,24022,24022,0,0,0,0,25,25,0,0,0,0,0,0,0,25,25,0,0,0,0,25,25
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,5247391,941180,6188571,0,1506699,1506699,0,1161587,1161587,0,862603,862603,5247391,4472069,9719460,0,723393,723393,5247391,5195462,10442853,2477,464,2941,0,798,798,0,540,540,0,472,472,2477,2274,4751,0,336,336,2477,2610,5087,0,0,0,0,94123,94123,0,0,0,0,0,0,0,94123,94123,0,0,0,0,94123,94123,0,0,0,0,85,85,0,0,0,0,0,0,0,85,85,0,0,0,0,85,85
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,610792,88475,699267,0,271468,271468,0,131037,131037,0,87533,87533,610792,578513,1189305,0,128794,128794,610792,707307,1318099,293,44,337,0,130,130,0,61,61,0,43,43,293,278,571,0,60,60,293,338,631,0,0,0,0,12127,12127,0,0,0,0,0,0,0,12127,12127,0,0,0,0,12127,12127,0,0,0,0,11,11,0,0,0,0,0,0,0,11,11,0,0,0,0,11,11
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,132273,23076,155349,0,15366,15366,0,28507,28507,0,22944,22944,132273,89893,222166,0,14433,14433,132273,104326,236599,63,11,74,0,9,9,0,15,15,0,11,11,63,46,109,0,7,7,63,53,116,0,0,0,0,2170,2170,0,0,0,0,0,0,0,2170,2170,0,0,0,0,2170,2170,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,6043,52,6095,0,15,15,0,8913,8913,0,206,206,6043,9186,15229,0,0,0,6043,9186,15229,2.91,0.02,2.93,0,0.01,0.01,0,4.3,4.3,0,0.01,0.01,2.91,4.34,7.25,0,0,0,2.91,4.34,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,175951,102478,278429,0,244119,244119,0,299341,299341,0,26220,26220,175951,672158,848109,0,7361,7361,175951,679519,855470,84.8,49.39,134.19,0,116.2,116.2,0,144.5,144.5,0,14.9,14.9,84.8,324.99,409.79,0,3.8,3.8,84.8,328.79,413.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,2354511,296407,2650918,0,943180,943180,0,258090,258090,0,378104,378104,2354511,1875781,4230292,0,51942,51942,2354511,1927723,4282234,1134.81,142.86,1277.67,0,448.9,448.9,0,124.5,124.5,0,212.7,212.7,1134.81,928.96,2063.77,0,27.2,27.2,1134.81,956.16,2090.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,35523,8681,44204,0,6470,6470,0,1834,1834,0,3979,3979,35523,20964,56487,0,0,0,35523,20964,56487,18,4.8,22.8,0,3.1,3.1,0,1,1,0,2.7,2.7,18,11.6,29.6,0,0,0,18,11.6,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,69120,11756,80876,0,18736,18736,0,3723,3723,0,9174,9174,69120,43389,112509,0,0,0,69120,43389,112509,34,6.5,40.5,0,8.9,8.9,0,2,2,0,6.1,6.1,34,23.5,57.5,0,0,0,34,23.5,57.5,0,0,0,0,0,0,0,0,0,0,609,609,0,609,609,0,0,0,0,609,609,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,54465,4069,58534,0,5967,5967,0,3975,3975,0,10172,10172,54465,24183,78648,0,0,0,54465,24183,78648,27,2,29,0,3,3,0,2,2,0,5,5,27,12,39,0,0,0,27,12,39,9091,0,9091,0,0,0,0,0,0,0,0,0,9091,0,9091,0,0,0,9091,0,9091,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,111922,16289,128211,0,15184,15184,0,6150,6150,0,25398,25398,111922,63021,174943,0,0,0,111922,63021,174943,52,7,59,0,8,8,0,3,3,0,13,13,52,31,83,0,0,0,52,31,83,4541,0,4541,0,1970,1970,0,0,0,0,2622,2622,4541,4592,9133,0,0,0,4541,4592,9133,3,0,3,0,2,2,0,0,0,0,2,2,3,4,7,0,0,0,3,4,7
30026,City of Williamsport,Full Reporter,Urban,DR,DO,6,1,7,0,2,2,0,1,1,0,2,2,6,6,12,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30026,City of Williamsport,Full Reporter,Urban,MB,DO,68122,12869,80991,0,16910,16910,0,11055,11055,0,8178,8178,68122,49012,117134,0,392,392,68122,49404,117526,37,6,43,0,7,7,0,5,5,0,3.8,3.8,37,21.8,58.8,0,0.2,0.2,37,22,59,278,0,278,0,0,0,0,3237,3237,0,1300,1300,278,4537,4815,0,0,0,278,4537,4815,1,0,1,0,0,0,0,3,3,0,1,1,1,4,5,0,0,0,1,4,5
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,5492,3970,9462,0,3009,3009,0,290,290,0,1344,1344,5492,8613,14105,0,0,0,5492,8613,14105,2,2.04,4.04,0,1.63,1.63,0,0.15,0.15,0,0.76,0.76,2,4.58,6.58,0,0,0,2,4.58,6.58,14341,570,14911,0,48,48,0,79,79,0,135,135,14341,832,15173,0,0,0,14341,832,15173,9,0.48,9.48,0,0,0,0,0.07,0.07,0,0.1,0.1,9,0.65,9.65,0,0,0,9,0.65,9.65
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,104242,40231,144473,0,13273,13273,0,1279,1279,0,10070,10070,104242,64853,169095,0,0,0,104242,64853,169095,51,20.68,71.68,0,7.19,7.19,0,0.65,0.65,0,5.71,5.71,51,34.23,85.23,0,0,0,51,34.23,85.23,263479,5774,269253,0,213,213,0,350,350,0,1009,1009,263479,7346,270825,0,0,0,263479,7346,270825,170,4.86,174.86,0,0,0,0,0.33,0.33,0,0.76,0.76,170,5.95,175.95,0,0,0,170,5.95,175.95
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,116233,55039,171272,0,24304,24304,0,2342,2342,0,15050,15050,116233,96735,212968,0,0,0,116233,96735,212968,58,28.29,86.29,0,13.17,13.17,0,1.2,1.2,0,8.53,8.53,58,51.19,109.19,0,0,0,58,51.19,109.19,5861,7898,13759,0,390,390,0,641,641,0,1509,1509,5861,10438,16299,0,0,0,5861,10438,16299,4,6.66,10.66,0,0,0,0,0.6,0.6,0,1.14,1.14,4,8.4,12.4,0,0,0,4,8.4,12.4
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,2505627,1971910,4477537,0,607209,607209,0,2765383,2765383,0,2713216,2713216,2505627,8057718,10563345,20804,3571295,3592099,2526431,11629013,14155444,1286,1129,2415,0,298,298,0,1263,1263,0,1700,1700,1286,4390,5676,13,1768,1781,1299,6158,7457,0,0,0,0,0,0,0,11946,11946,0,1275,1275,0,13221,13221,0,0,0,0,13221,13221,0,0,0,0,0,0,0,11,11,0,2,2,0,13,13,0,0,0,0,13,13
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,5567831,894706,6462537,0,1526749,1526749,0,21994,21994,0,633219,633219,5567831,3076668,8644499,51124,549248,600372,5618955,3625916,9244871,2658,486,3144,0,734,734,0,11,11,0,354,354,2658,1585,4243,27,277,304,2685,1862,4547,28882,7436,36318,0,0,0,0,0,0,0,0,0,28882,7436,36318,0,14305,14305,28882,21741,50623,34,15,49,0,0,0,0,0,0,0,0,0,34,15,49,0,29,29,34,44,78
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,19946,428,20374,0,2009,2009,0,37,37,0,1945,1945,19946,4419,24365,0,114,114,19946,4533,24479,10,0.25,10.25,0,1,1,0,0.02,0.02,0,1,1,10,2.27,12.27,0,0.07,0.07,10,2.34,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,204889,128490,333379,0,244119,244119,0,233777,233777,0,151583,151583,204889,757969,962858,0,15701,15701,204889,773670,978559,94,63,157,0,130,130,0,110,110,0,69,69,94,372,466,0,10,10,94,382,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,212576,84771,297347,0,210105,210105,0,102454,102454,0,110763,110763,212576,508093,720669,0,14222,14222,212576,522315,734891,97,40,137,0,96,96,0,49,49,0,65,65,97,250,347,0,9,9,97,259,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,2597366,989009,3586375,0,1044769,1044769,0,93680,93680,0,417809,417809,2597366,2545267,5142633,0,93884,93884,2597366,2639151,5236517,1181,455,1636,0,479,479,0,57,57,0,255,255,1181,1246,2427,0,50,50,1181,1296,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,2697,800,3497,0,2540,2540,0,208,208,0,1512,1512,2697,5060,7757,0,0,0,2697,5060,7757,1.5,0.5,2,0,1.3,1.3,0,0.1,0.1,0,0.8,0.8,1.5,2.7,4.2,0,0,0,1.5,2.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,54976,800,55776,0,13748,13748,0,1528,1528,0,8568,8568,54976,24644,79620,0,0,0,54976,24644,79620,29.5,0.5,30,0,6.8,6.8,0,0.8,0.8,0,4.2,4.2,29.5,12.3,41.8,0,0,0,29.5,12.3,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,14103,5761,19864,0,1959,1959,0,0,0,0,3871,3871,14103,11591,25694,0,0,0,14103,11591,25694,8,3,11,0,1,1,0,0,0,0,2,2,8,6,14,0,0,0,8,6,14,3963,0,3963,0,0,0,0,0,0,0,0,0,3963,0,3963,0,0,0,3963,0,3963,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,89905,36724,126629,0,3919,3919,0,1843,1843,0,11643,11643,89905,54129,144034,0,0,0,89905,54129,144034,51,19,70,0,2,2,0,1,1,0,6,6,51,28,79,0,0,0,51,28,79,26153,0,26153,0,0,0,0,0,0,0,679,679,26153,679,26832,0,0,0,26153,679,26832,33,0,33,0,0,0,0,0,0,0,1,1,33,1,34,0,0,0,33,1,34
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,1427359,77530,1504889,0,128259,128259,0,0,0,0,236744,236744,1427359,442533,1869892,0,7388,7388,1427359,449921,1877280,665,41,706,0,77,77,0,0,0,0,133,133,665,251,916,0,4,4,665,255,920,26004,0,26004,0,0,0,0,286,286,0,0,0,26004,286,26290,0,0,0,26004,286,26290,36,0,36,0,0,0,0,1,1,0,0,0,36,1,37,0,0,0,36,1,37
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,227390,23233,250623,0,40228,40228,0,8539,8539,0,55718,55718,227390,127718,355108,0,0,0,227390,127718,355108,127,11.35,138.35,0,21.55,21.55,0,5.25,5.25,0,34.95,34.95,127,73.1,200.1,0,0,0,127,73.1,200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,1664,1664,0,2372,2372,0,90,90,0,1306,1306,0,5432,5432,0,0,0,0,5432,5432,0,1,1,0,1.5,1.5,0,0.05,0.05,0,1,1,0,3.55,3.55,0,0,0,0,3.55,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,36714,6802,43516,0,4340,4340,0,0,0,0,11204,11204,36714,22346,59060,0,0,0,36714,22346,59060,21,3.7,24.7,0,2.32,2.32,0,0,0,0,6.3,6.3,21,12.32,33.32,0,0,0,21,12.32,33.32,11922,0,11922,0,0,0,0,0,0,0,0,0,11922,0,11922,0,0,0,11922,0,11922,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,17,0,17
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,286155,36266,322421,0,46098,46098,0,2139,2139,0,32839,32839,286155,117342,403497,0,0,0,286155,117342,403497,137,16,153,0,30,30,0,1,1,0,17,17,137,64,201,0,0,0,137,64,201,24735,513,25248,0,1302,1302,0,0,0,0,7098,7098,24735,8913,33648,0,0,0,24735,8913,33648,91,2,93,0,2,2,0,0,0,0,56,56,91,60,151,0,0,0,91,60,151
