NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,,261355,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,,,,,,,,,45001,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,425882,,,,,16682,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,,33505,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,251559,,,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,173834,,,,,106654,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,393773,479545,,,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,PT,0,,,4312,,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,220,,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,,9246,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,194595,38297,,,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,0,,32258,343,,,,,28143,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,97363,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,65084,152405,,,,,51640,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,4936,,,,,197797,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,120144,366973,,,,,26757,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,146635,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,117804,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,9874,,,483840,,,,,,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,0,,,8338,,,,,,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,136540,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,10416,269548,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,207632998,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,2028561,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,139668058,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,12701306,358468,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,0,,,34090,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,27845690,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,5184839,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,,,,,,,,,1248638,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,185411,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,32404933,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,6685106,,,,,,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,77394,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,169471,74296,,,,,4397,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,,,28397,,,,,,77000,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,15894,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,89503,134255,,,,,,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,,27844,,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,DO,,,,,,,,,18,,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,PT,,,,,,,,,4964,,,,,,
30026,City of Williamsport,Full Reporter,Urban,MB,DO,0,,219552,63312,,,,,1942,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,,24936,61910,,,,,2373,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,0,,,9848,,,,,805692,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,88622,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,155552,114435,,,,,79365,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,3132161,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,594838691,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,3955599,7892680,16523,,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,284980,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,2598059,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,3921514,,26876790,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,,,,,,,,,32455,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,,2742870,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,49035260,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,29925621,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,5873401,,,,,,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,5812,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,117235,,,,,28820,,,,,,
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,0,,76900,180127,,,,,,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,,,,,,,,,25626,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,226097,,,,,,
30048,County of Howard,Full Reporter,Urban,DR,PT,,,,,,,,,134922,,,,,,
30048,County of Howard,Full Reporter,Urban,MB,PT,0,,,471173,51168,,,,174636,,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,0,,1517785,2580034,,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,23987,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,,,630474,,,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,,,1083,,,,,61609,,,,,,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,,,,,,30692330,,,,,,,,,
30058,City of Fairfax,Full Reporter,Urban,MB,DO,0,,,90413,,,,,,,,,,,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,141233,59743,,,,,,,,,,,
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,0,,,2453756,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,902436,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,393611,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,728510,,,,,,
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,0,,,565085,,,,,,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,0,,,4159,,,,,39820,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,0,,,110118,213676,,,,44587,,,,,,
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,1691205,,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,432450,,,,1204906,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,102212,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,1996809,0,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,274470,,,,,42076,,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,31,,,,,24125,,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,183719,,,,,2994,,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,PT,,,76355,,,,,,,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,DR,PT,,,,,,,,,3822,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,0,,,69934,,,,,,,,,,,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,,55251,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT,,,,,,,,,30116,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT,,,758929,,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,CB,PT,0,,,676802,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,DR,PT,,,,,,,,,20216,,,,,,
30081,Loudoun County,Full Reporter,Urban,MB,PT,0,,,67016,,,,,132765,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,,520865,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,33400,,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,3494750,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,2319894,,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,,43906,,,,,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO,0,,,36237,,,,,17158,,,,28252,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT,0,,,972239,,,,,,,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,DO,,,,,,,,,140962,,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,PT,,,,,,,,,2486,,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,DO,0,,,44835,,,,,7506,,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,PT,0,,,31787,,,,,,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,,57386,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,,,,,,,,,197266,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,DR,DO,0,,,17569,,,,,8625,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,MB,DO,0,,,337101,,,,,1345,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,DR,DO,,,,,,,,,24092,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,0,,,174796,,,,,754,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,42892,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,0,,13229,93517,,,,,,,,,,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,,,,,,,,,28644,,,,85320,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,46306,,,,,54025,,,,111118,,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,3051587,,,,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,249872,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,48802,,,,,13467,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,376532,1010235,,,,,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,1614000,,,,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,DR,PT,,,,,,,,,130500,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,MB,PT,0,,,78500,,,,,,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,,,,,,,,,156455,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,0,,,102608,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,FB,PT,0,,,8475,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,MB,PT,0,,,91810,,,,,,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,142674,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,430954,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,676242,,,0,,,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,91716,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,94080,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,448030,374650,,,,28405,,,,,,
40002,City of Knoxville,Full Reporter,Urban,DR,DO,,,,,,,,,91527,,,,,,
40002,City of Knoxville,Full Reporter,Urban,MB,DO,0,,,614652,,,,,103842,,,,,,
40003,City of Memphis,Full Reporter,Urban,DR,DO,0,,,141939,,,,,178345,,,,,,
40003,City of Memphis,Full Reporter,Urban,MB,DO,0,,,1282640,,,,,22272,,,,,,
40003,City of Memphis,Full Reporter,Urban,SR,DO,,,,,,782700,,,,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,558720,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,1965170,221708,,,,98784,,,,,,
40005,City of Asheville,Full Reporter,Urban,MB,PT,0,,,190756,36203,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,63156,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,155815,140416,,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,2600,,,,,,
40007,City of Raleigh,Full Reporter,Urban,MB,DO,927242,,157806,0,,,,,16883,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,0,,,381235,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,DR,DO,0,,,236554,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,,,,,,16875940,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,MB,PT,0,,,1481099,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,SR,DO,,,,,,183715,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,VP,DO,,,,,,,,,65921,,,,,,
40009,City of Fayetteville,Full Reporter,Urban,DR,DO,,,,,,,,,34622,,,,66850,,
40009,City of Fayetteville,Full Reporter,Urban,MB,DO,0,,,267028,,,,,15393,,,,31772,,
40012,City of Winston Salem,Full Reporter,Urban,DR,DO,,,,,,,,,210081,,,,,,
40012,City of Winston Salem,Full Reporter,Urban,MB,DO,0,,,503402,,,,,8933,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,38864,,,,,6149,,,,11723,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,136916,,,,,,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,41055,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,DR,PT,0,,,26946,,,,,32508,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,MB,PT,0,,,270525,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,247185,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,161619,436770,196960,,,,20730,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,10464,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,DO,0,,,1603,,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,26311,,,,,406736,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,1601273,748467,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,6234,,,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,73103,,,,,53841,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,808789,,,,,,,,,,,
40021,City of Albany ,Full Reporter,Urban,DR,DO,,,24492,,,,,,733,,,,,,
40021,City of Albany ,Full Reporter,Urban,MB,DO,4605,,80544,64501,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,134069,,,,,1330144,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,90334566,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,2424819,5567642,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,SR,DO,,,,,,698124,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,24621,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,145195,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,627,,,,,164794,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1251,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,38244,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,496825,,,0,,,,,,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,86717,,,,,31941,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,313077,,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,262990,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,2303728,16115,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,PT,0,,,84092,,,,,15364,,,,,,
40028,Lee County,Full Reporter,Urban,DR,DO,0,,,31646,,,,,19871,,,,273520,,
40028,Lee County,Full Reporter,Urban,MB,DO,0,,,603757,,,,,2526,,,,,,
40028,Lee County,Full Reporter,Urban,VP,PT,,,,,,,,,22631,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,417742,,,,1545464,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,4701887,,,,,,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,60633,,,,,,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,DR,PT,,,,,,,,,102268,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,MB,DO,0,,,1047899,,,,,,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,VP,PT,,,,,,,,,18719,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,DO,0,,,13432,,,,,133997,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO,0,,,262444,,,,,17801,,,,,,
40032,County of Volusia,Full Reporter,Urban,DR,DO,0,,,58057,,,,,303918,,,,20102,,
40032,County of Volusia,Full Reporter,Urban,DR,PT,,,,,,,,,42213,,,,,,
40032,County of Volusia,Full Reporter,Urban,MB,DO,0,,,722971,,,,,,,,,,,
40032,County of Volusia,Full Reporter,Urban,VP,PT,,,,,,,,,13539,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT,0,,,241269,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT,,,,,,,,,945246,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO,,,,,,76731739,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO,0,,2462121,5857856,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT,0,,,176006,,,,,285607,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO,,,,,,11407200,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT,,,,,,,,,206543,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1304701,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,2888907,,1316615,0,,,,,8496,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,116786,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,112722,,,0,,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,235918,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,72386,,,,,,3630,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,PT,,,,,,,,,55981,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,130281,480080,76001,,,,,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,PT,0,,,11047,,,,,,,,,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT,0,,,4632,,,,,1250542,,,529125,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO,0,,,1786375,,,,,,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT,,,,,,,,,122393,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO,0,,,346408,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,769319,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,129925,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,1314129,1363916,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT,0,,,3301,,,,,13072,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,724543,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,175035,1731,,,,,153605,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,1094540,1400241,,,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,744400,,,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,195249,,,,,,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,845953,89847,,,,,,,,,,,
40043,City of Mobile,Full Reporter,Urban,DR,DO,,,,,,,,,136210,,,,,,
40043,City of Mobile,Full Reporter,Urban,MB,DO,0,,,187888,,,,,56259,,,,,,
40044,City of Montgomery,Full Reporter,Urban,DR,DO,0,,,1470,,,,,45265,,,,,,
40044,City of Montgomery,Full Reporter,Urban,MB,DO,0,,,66857,,,,,102264,,,,,,
40046,Sarasota County ,Full Reporter,Urban,DR,PT,0,,,27082,,,,,205863,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,DO,0,,,617222,,,,,,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,PT,0,,,0,,,,,22758,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO,0,,,3879,,,,,11136,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO,0,,,239466,,,,,,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO,,,,,,,,,63487,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO,0,,,532441,,,,,,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,17565,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,182912,0,,,,40581,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,0,,,0,,,,,39263,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,0,,,95706,,,,,11249,,,,,,
40058,City of Rome ,Full Reporter,Urban,DR,DO,0,,,348,,,,,20417,,,,,,
40058,City of Rome ,Full Reporter,Urban,MB,DO,0,,,92676,,,,,15775,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,257610,,,,,13198,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,17952,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,302411,,,,,,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT,,,,,,,,,45777,,,,,,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,1911,,,,,67977,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,DR,DO,,,,,,,,,81420,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,MB,DO,0,,,133615,,,,,,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,14322,,,,,69856,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,330804,,,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,3632010,,,,,,,,,,0,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,185588,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,CB,PT,0,,,342198,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,DR,PT,0,,,104301,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,MB,PT,0,,17799,543087,,,,,,,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,DO,,,,,,,,,10493,,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,PT,,,,,,,,,2079,,,,,,
40082,County of Douglas,Full Reporter,Urban,MB,PT,,,,,,,,,44598,,,,,,
40082,County of Douglas,Full Reporter,Urban,VP,DO,,,,,,,,,35881,,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,0,,,30137,,,,,39998,,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,0,,,1179891,,,,,,,,,,,
