State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,TAM Sponsor NTD ID,TAM Sponsor Name,Reporting Module,Mode,TOS,Facility Ownership,Less Than 200 Vehicles,Between 200 and 300 Vehicles,Greater than 300 Vehicles,Heavy Maintenance Facilities,Total Maintenance Facilities
,20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,1,,,,1
,20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,1,,,,1
,20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,Owned,,,,,0
,20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20143,Town of Newburgh,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20143,Town of Newburgh,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20143,Town of Newburgh,Reduced Reporter,,,Urban,DR,DO,Owned,1,,,,1
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.1,,,,0.1
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,MB,DO,Owned,0.9,,,,0.9
,20148,Newburgh Beacon Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,1,,,,1
,20148,Newburgh Beacon Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20148,Newburgh Beacon Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Owned,,,,,0
,20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20160,"Community Transit, Inc. ",Reduced Reporter,,,Urban,CB,DO,Leased from a Private Entity,1,,,,1
,20160,"Community Transit, Inc. ",Reduced Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20160,"Community Transit, Inc. ",Reduced Reporter,,,Urban,CB,DO,Owned,,,,,0
,20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,,,Urban,MB,DO,Owned,1,,,,1
,20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,0,0,0,0,0
,20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,0,0,0,0,0
,20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,0,0,0,0,0
,20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,0,0,0,0,0
,20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,Facilities Owned by Service Provider,0,0,0,0,0
,20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,Facilities Owned by Public Agency,0,0,0,0,0
,20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,Facilities Leased by Public Agency,0,0,0,0,0
,20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,Facilities Leased by Service Provider,1,0,0,0,1
,20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,Owned,2,,,,2
,20179,"Leprechaun Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20179,"Leprechaun Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20179,"Leprechaun Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,Owned,1,,,,1
,20182,Town of Highlands ,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20182,Town of Highlands ,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20182,Town of Highlands ,Reduced Reporter,,,Urban,DR,DO,Owned,1,,,,1
,20183,Town of Monroe ,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,0,0,0,0,0
,20183,Town of Monroe ,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,0,0,0,0,0
,20183,Town of Monroe ,Reduced Reporter,,,Urban,DR,DO,Owned,0,0,0,0,0
,20187,Village of Kiryas Joel,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20187,Village of Kiryas Joel,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20187,Village of Kiryas Joel,Reduced Reporter,,,Urban,MB,DO,Owned,,,,,0
,20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,4,1,,,5
,20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,Owned,2,,1,,3
,20189,"BillyBey Ferry Company, LLC",Full Reporter,,,Urban,FB,DO,Leased from a Private Entity,1,,,,1
,20189,"BillyBey Ferry Company, LLC",Full Reporter,,,Urban,FB,DO,Leased from Another Public Agency,,,,,0
,20189,"BillyBey Ferry Company, LLC",Full Reporter,,,Urban,FB,DO,Owned,,,,,0
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,FB,DO,Leased from a Private Entity,,,,,0
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,FB,DO,Leased from Another Public Agency,,,,,0
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,FB,DO,Owned,1,,,,1
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,1,,,,1
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,MB,DO,Owned,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,DR,DO,Owned,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20192,Bergen County,Full Reporter,,,Urban,MB,DO,Owned,,,,,0
,20193,Cumberland County,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20193,Cumberland County,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,1,,,,1
,20193,Cumberland County,Full Reporter,,,Urban,DR,DO,Owned,,,,,0
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,DO,Owned,1,,,,1
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,1,,,,1
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,20194,East Windsor Township,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,20195,Gloucester County,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20195,Gloucester County,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20195,Gloucester County,Reduced Reporter,,,Urban,DR,DO,Owned,,,,,0
,20199,County of Atlantic,Full Reporter,2R01,NJ Transit,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20199,County of Atlantic,Full Reporter,2R01,NJ Transit,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20199,County of Atlantic,Full Reporter,2R01,NJ Transit,Urban,DR,DO,Owned,,,1,,1
,20200,South Jersey Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20200,South Jersey Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20200,South Jersey Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Owned,,,,,0
,20201,County of Cumberland,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20201,County of Cumberland,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20201,County of Cumberland,Reduced Reporter,,,Urban,MB,DO,Owned,,,,,0
,20203,Cape May County,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20203,Cape May County,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20203,Cape May County,Reduced Reporter,,,Urban,DR,DO,Owned,,,,,0
,20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,,,Urban,DR,DO,Owned,1,,,,1
,20206,County of Nassau,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,20206,County of Nassau,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,1,,,,1
,20206,County of Nassau,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,20206,County of Nassau,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,20206,County of Nassau,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,20206,County of Nassau,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,1,,,1
,20206,County of Nassau,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,20206,County of Nassau,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0
,20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,20210,Morris County Human Services,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20210,Morris County Human Services,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20210,Morris County Human Services,Reduced Reporter,,,Urban,DR,DO,Owned,,,,,0
,20211,County of Mercer,Reduced Reporter,2R01,NJ Transit,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20211,County of Mercer,Reduced Reporter,2R01,NJ Transit,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20211,County of Mercer,Reduced Reporter,2R01,NJ Transit,Urban,DR,DO,Owned,1,,,,1
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,DR,PT,Facilities Owned by Public Agency,0.69,,,,0.69
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,Facilities Owned by Public Agency,0.31,,,,0.31
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,20213,City of Mechanicville,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20213,City of Mechanicville,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20213,City of Mechanicville,Reduced Reporter,,,Urban,MB,DO,Owned,1,,,,1
,20214,Town of Warwick ,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,0,0,0,0,0
,20214,Town of Warwick ,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,0,0,0,0,0
,20214,Town of Warwick ,Reduced Reporter,,,Urban,DR,DO,Owned,0,0,0,0,0
,20214,Town of Warwick ,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,0,0,0,0,0
,20214,Town of Warwick ,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,0,0,0,0,0
,20214,Town of Warwick ,Reduced Reporter,,,Urban,MB,DO,Owned,0,0,0,0,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,1,,,,1
,20215,City of Watertown NY,Reduced Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20215,City of Watertown NY,Reduced Reporter,,,Urban,MB,DO,Owned,1,,,,1
,20216,Orange County,Reduced Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,1,0,0,0,1
,20216,Orange County,Reduced Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,0,0,0,0,0
,20216,Orange County,Reduced Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,0,0,0,0,0
,20217,"Hampton Jitney, Inc.",Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,20217,"Hampton Jitney, Inc.",Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,20217,"Hampton Jitney, Inc.",Full Reporter,,,Urban,CB,DO,Owned,2,,,,2
,20219,A&C Bus Corporation & Montgomery & Westside Owners Association,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,1,,,,1
,20219,A&C Bus Corporation & Montgomery & Westside Owners Association,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20219,A&C Bus Corporation & Montgomery & Westside Owners Association,Reduced Reporter,,,Urban,MB,DO,Owned,,,,,0
,20220,Broadway Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20220,Broadway Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20220,Broadway Bus Corporation,Reduced Reporter,,,Urban,MB,DO,Owned,1,,,,1
,22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,Facilities Owned by Service Provider,,,,,0
,22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,Facilities Owned by Public Agency,,,,,0
,22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,Facilities Leased by Public Agency,,,,,0
,22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,Facilities Leased by Service Provider,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,Facilities Owned by Service Provider,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,Facilities Owned by Public Agency,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,Facilities Leased by Public Agency,1,,,,1
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,Facilities Leased by Service Provider,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,1,,,,1
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Owned by Service Provider,,,,,0.8
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Owned by Public Agency,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Leased by Public Agency,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Leased by Service Provider,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,MB,PT,Facilities Owned by Service Provider,,,,,0.2
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,MB,PT,Facilities Owned by Public Agency,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,MB,PT,Facilities Leased by Public Agency,,,,,0
,2R01-20928,Warren County,Rural Reporter,2R01,NJ Transit,Rural,MB,PT,Facilities Leased by Service Provider,,,,,0
,2R01-20933,Monmouth County Division of Transportation,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Leased from a Private Entity,,,,,0
,2R01-20933,Monmouth County Division of Transportation,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Leased from Another Public Agency,,,,,0
,2R01-20933,Monmouth County Division of Transportation,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Owned,,,,,1
,2R01-20944,Salem County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Owned by Service Provider,,,,,1
,2R01-20944,Salem County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Owned by Public Agency,,,,,0
,2R01-20944,Salem County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Leased by Public Agency,,,,,0
,2R01-20944,Salem County,Rural Reporter,2R01,NJ Transit,Rural,DR,PT,Facilities Leased by Service Provider,,,,,0
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Leased from a Private Entity,,,,,0
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Leased from Another Public Agency,,,,,0
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,DR,DO,Owned,,,,,0.6
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,MB,DO,Leased from a Private Entity,,,,,0
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,MB,DO,Leased from Another Public Agency,,,,,0
,2R01-20950,Sussex County Transit,Rural Reporter,2R01,NJ Transit,Rural,MB,DO,Owned,,,,,0.4
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Owned by Service Provider,,,,,0.03
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Owned by Public Agency,,,,,0
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Service Provider,,,,,0.97
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Public Agency,,,,,0
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20925,Lewis County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,CB,PT,Facilities Owned by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,CB,PT,Facilities Owned by Public Agency,,,,,0.31
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,CB,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,CB,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Owned by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Owned by Public Agency,,,,,0.16
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,DR,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Service Provider,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Public Agency,,,,,0.53
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20926,Schoharie County Public Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20931,Greene County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Service Provider,,,,,1
,2R02-20931,Greene County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Owned by Public Agency,,,,,0
,2R02-20931,Greene County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Public Agency,,,,,0
,2R02-20931,Greene County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,PT,Facilities Leased by Service Provider,,,,,0
,2R02-20932,Essex County Department of Community Development,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from a Private Entity,,,,,0
,2R02-20932,Essex County Department of Community Development,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from Another Public Agency,,,,,2
,2R02-20932,Essex County Department of Community Development,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Owned,,,,,1
,2R02-20934,Orleans Transit Service,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from a Private Entity,,,,,0
,2R02-20934,Orleans Transit Service,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from Another Public Agency,,,,,0
,2R02-20934,Orleans Transit Service,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Owned,,,,,1
,2R02-20935,Chenango County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from a Private Entity,,,,,1
,2R02-20935,Chenango County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from Another Public Agency,,,,,0
,2R02-20935,Chenango County,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Owned,,,,,0
,2R02-20937,Sullivan County Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from a Private Entity,,,,,0
,2R02-20937,Sullivan County Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from Another Public Agency,,,,,0
,2R02-20937,Sullivan County Transportation,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Owned,,,,,1
,2R02-20938,RTS Seneca ,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from a Private Entity,,,,,1
,2R02-20938,RTS Seneca ,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Leased from Another Public Agency,,,,,0
,2R02-20938,RTS Seneca ,Rural Reporter,2R02,New York Department of Transportation,Rural,MB,DO,Owned,,,,,0
