NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Applied,"$469,064.00 ","$1,177,239.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,646,303.00 ","$11,863.00 "
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,680,657.00 ",$0.00 ,"$20,713,771.00 ","$26,394,428.00 ","$339,676.00 "
20008,MTA New York City Transit,Full Reporter,Urban,Funds Applied,"$47,695,877.00 ","($2,332,102.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$532,062,668.00 ","$577,426,443.00 ",$0.00 
20008,MTA New York City Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,147,483,647.00 ",$0.00 ,$0.00 ,"$2,147,483,647.00 ",$0.00 
20010,Dutchess County,Full Reporter,Urban,Funds Applied,$0.00 ,"$96,219.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$96,219.00 ",$0.00 
20010,Dutchess County,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,999,605.00 ",$0.00 ,$0.00 ,"$1,999,605.00 ",$0.00 
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$199,904.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$199,904.00 ",$0.00 
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$11,364,023.00 ",$0.00 ,"$24,612,247.00 ","$35,976,270.00 ",$0.00 
20072,Suffolk County ,Full Reporter,Urban,Funds Applied,"$287,709.00 ","$2,385,301.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,673,010.00 ",$0.00 
20072,Suffolk County ,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$6,645,908.00 ",$0.00 ,$0.00 ,"$6,645,908.00 ",$0.00 
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Applied,$0.00 ,"$16,425.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$16,425.00 ",$0.00 
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,"$6,122,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($2,891,719.00)","$3,230,281.00 ",$0.00 
20076,Westchester County,Full Reporter,Urban,Funds Applied,$0.00 ,"$2,047,200.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,047,200.00 ",$0.00 
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Applied,"$7,606,027.00 ","$3,049,852.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$61,101,163.00 ","$71,757,042.00 ",$0.00 
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$335,257,070.00 ",$0.00 ,"$79,369,526.00 ","$414,626,596.00 ",$0.00 
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Applied,"$23,403,094.00 ","$3,848,867.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$27,251,961.00 ",$0.00 
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$37,004,954.00 ",$0.00 ,"$21,624,550.00 ","$58,629,504.00 ","$5,247,905.00 "
20082,New York City Department of Transportation,Full Reporter,Urban,Funds Applied,$0.00 ,"$90,846.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$90,846.00 ",$0.00 
20084,County of Rockland ,Full Reporter,Urban,Funds Applied,$0.00 ,"$95,437.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$95,437.00 ",$0.00 
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,Funds Not Applied,"$252,999,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$228,069,000.00 ",$0.00 ,$0.00 ,"$481,068,000.00 ",$0.00 
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Applied,"$762,036.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,286,453.00 ","$6,048,489.00 ",$0.00 
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$13,729,429.00 ",$0.00 ,$0.00 ,"$13,729,429.00 ",$0.00 
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Applied,"$1,785,066.00 ","($647,378.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,137,688.00 ",$0.00 
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$505,569,136.00 ","$11,182,162.00 ","$38,276,303.00 ","$555,027,601.00 ",$0.00 
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Applied,"$1,845.00 ","$282,258.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$284,103.00 ",$0.00 
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$16,088,306.00 ",$0.00 ,"($1,835,950.00)","$14,252,356.00 ",$0.00 
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,"$3,085,640.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,085,640.00 ",$0.00 
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$206,641.00 ",$0.00 ,$0.00 ,"$206,641.00 ",$0.00 
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Applied,$0.00 ,"$1,441,762.00 ",$0.00 ,"$2,264,260.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,706,022.00 ",$0.00 
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$120,972.00 ",$0.00 ,"$596,948.00 ","$717,920.00 ",$0.00 
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Applied,$0.00 ,"$2,225,237.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,225,237.00 ",$0.00 
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$202,984.00 ","$1,480.00 ","$186,241.00 ","$390,705.00 ",$0.00 
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Applied,"$16,992.00 ",$0.00 ,"$146,898.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$163,890.00 ",$0.00 
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$412,569.00 ",$0.00 ,$0.00 ,"$412,569.00 ",$0.00 
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,Funds Applied,"$48,602.00 ","$49,396.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$92,569.00 ","$190,567.00 ",$0.00 
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Applied,$0.00 ,"$554,714.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$554,714.00 ",$0.00 
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$34,199.00 ",$0.00 ,$0.00 ,"$34,199.00 ",$0.00 
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Applied,"$117,354.00 ","$50,765.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($1,197,018.00)","($1,028,899.00)",$0.00 
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$551,484.00 ",$0.00 ,$0.00 ,"$551,484.00 ",$0.00 
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Applied,"$27,676.00 ","$704,055.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$731,731.00 ",$0.00 
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,358,150.00 ","$45,727.00 ",$0.00 ,$0.00 ,"$1,403,877.00 ",$0.00 
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Applied,"$14,150.00 ","$268,490.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($255,629.00)","$27,011.00 ",$0.00 
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$23,892.00 ",$0.00 ,$0.00 ,"$23,892.00 ",$0.00 
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Applied,"$33,324.00 ","$342,572.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$375,896.00 ",$0.00 
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,203,377.00 ",$0.00 ,$0.00 ,"$2,203,377.00 ",$0.00 
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Applied,"$53,657.00 ","$988,089.00 ",$0.00 ,"$107,345.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,149,091.00 ",$0.00 
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,141,946.00 ",$0.00 ,$0.00 ,"$2,141,946.00 ",$0.00 
20188,MTA Bus Company,Full Reporter,Urban,Funds Applied,"$8,033.00 ","$999,739.00 ",$0.00 ,"$1,269,976.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$506,114,569.00 ","$508,392,317.00 ",$0.00 
20188,MTA Bus Company,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$49,205,994.00 ",$0.00 ,"($432,719,546.00)","($383,513,552.00)",$0.00 
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Applied,"$1,215,854.00 ","$43,912.00 ","$908,377.00 ",$0.00 ,$0.00 ,"$64,415.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,232,558.00 ",$0.00 
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,359,126.00 ","$1,597,680.00 ",$0.00 ,"$3,956,806.00 ",$0.00 
20206,County of Nassau,Full Reporter,Urban,Funds Applied,$0.00 ,"$874,575.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$874,575.00 ",$0.00 
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Applied,"$316,196.00 ","$1,927,773.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,243,969.00 ",$0.00 
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,003,582.00 ",$0.00 ,$0.00 ,"$2,003,582.00 ",$0.00 
20223,Cape May Lewes Ferry,Full Reporter,Urban,Funds Applied,"$6,439,215.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$6,439,215.00 ",$0.00 
20223,Cape May Lewes Ferry,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$11,486,535.00 ",$0.00 ,$0.00 ,"$11,486,535.00 ",$0.00 
20226,"SeaStreak, LLC",Full Reporter,Urban,Funds Applied,"$1,336,026.00 ","$469,159.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,805,185.00 ",$0.00 
20226,"SeaStreak, LLC",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,570,734.00 ",$0.00 ,$0.00 ,"$3,570,734.00 ",$0.00 
20228,"Enterprise Holdings, LLC",Full Reporter,Urban,Funds Applied,$0.00 ,"$2,091.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,091.00 ",$0.00 
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Applied,$0.00 ,"$2,430,464.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($7,107,603.00)","($4,677,139.00)",$0.00 
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$10,842,755.00 ",$0.00 ,$0.00 ,"$10,842,755.00 ",$0.00 
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$32,963.00 ","$32,963.00 ",$0.00 
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,794,750.00 ",$0.00 ,$0.00 ,"$1,794,750.00 ",$0.00 
30002,The Tri-State Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$705,627.00 ","$705,627.00 ",$0.00 
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Applied,$0.00 ,"$233,358.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$233,358.00 ",$0.00 
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$10,028,765.00 ",$0.00 ,"($2,111,485.00)","$7,917,280.00 ",$0.00 
30007,Greater Roanoke Transit Company,Full Reporter,Urban,Funds Applied,$0.00 ,"$105,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$105,000.00 ",$0.00 
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($168,139.00)","($168,139.00)",$0.00 
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,228,215.00 ",$0.00 ,$0.00 ,"$2,228,215.00 ",$0.00 
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Applied,"$43,781.00 ","$13,119.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$56,900.00 ",$0.00 
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,708,319.00 ","$317,475.00 ",$0.00 ,"$6,025,794.00 ",$0.00 
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Applied,$0.00 ,"$29,300.00 ","$116,581.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$145,881.00 ","$2,610.00 "
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,076,165.00 ",$0.00 ,"($212,574.00)","$1,863,591.00 ",$0.00 
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,"$122,559.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$122,559.00 ",$0.00 
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,422,857.00 ",$0.00 ,"$268,522.00 ","$3,691,379.00 ",$0.00 
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$247,642.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$247,642.00 ",$0.00 
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,458,533.00 ",$0.00 ,"$231,860.00 ","$4,690,393.00 ",$0.00 
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Applied,$10.00 ,"$38,573.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$38,583.00 ",$0.00 
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,332,008.00 ",$0.00 ,$0.00 ,"$4,332,008.00 ",$0.00 
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$438,173.00 ","$438,173.00 ",$0.00 
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,515,395.00 ",$0.00 ,"$175,880.00 ","$2,691,275.00 ",$0.00 
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,"$12,747,483.00 ","$30,962,988.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,189,086.00 ","$46,899,557.00 ","$147,337.00 "
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,"($940,986.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$24,514,664.00 ",$0.00 ,"($108,003,775.00)","($84,430,097.00)",$0.00 
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Applied,$0.00 ,"$6,129,685.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$6,129,685.00 ",$0.00 
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$103,339,824.00 ",$0.00 ,"($60,814,767.00)","$42,525,057.00 ",$0.00 
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,"$86,100.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$86,100.00 ",$0.00 
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,833,760.00 ",$0.00 ,$0.00 ,"$2,833,760.00 ",$0.00 
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Applied,$0.00 ,"$464,146.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$464,146.00 ",$0.00 
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,645,437.00 ",$0.00 ,"$891,916.00 ","$3,537,353.00 ",$0.00 
30026,City of Williamsport,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$587,003.00 ","$587,003.00 ",$0.00 
30026,City of Williamsport,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,010,463.00 ","$1,010,463.00 ",$0.00 
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$35,261.00 ","$110,283.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,718,631.00 ","$2,864,175.00 ",$0.00 
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,100,991.00 ",$0.00 ,$0.00 ,"$4,100,991.00 ",$0.00 
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Applied,"$75,895,987.00 ","$1,928,848.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$77,824,835.00 ",$0.00 
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,023,131,460.00 ","$68,024,946.00 ","($175,662,755.00)","$915,493,651.00 ",$0.00 
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Applied,$0.00 ,"$5,231,295.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,231,295.00 ","$21,005.00 "
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$51,400,982.00 ",$0.00 ,$0.00 ,"$51,400,982.00 ",$0.00 
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$847,465.00 ",$0.00 ,$0.00 ,"$847,465.00 ",$0.00 
30044,Westmoreland County ,Full Reporter,Urban,Funds Applied,$0.00 ,"$153,898.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$153,898.00 ",$0.00 
30044,Westmoreland County ,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,476,694.00 ",$0.00 ,$0.00 ,"$2,476,694.00 ",$0.00 
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($131,864.00)","($131,864.00)",$0.00 
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,576,572.00 ",$0.00 ,"$103,244.00 ","$1,679,816.00 ",$0.00 
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Applied,"$1,278,923.00 ","$1,957,050.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,235,973.00 ",$0.00 
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$14,982,898.00 ",$0.00 ,"$625,089.00 ","$15,607,987.00 ",$0.00 
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Applied,"$4,873.00 ","$24,761.00 ","$48,164.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$77,798.00 ",$0.00 
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,636,836.00 ",$0.00 ,$0.00 ,"$5,636,836.00 ",$0.00 
30058,City of Fairfax,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$23,750.00 ",$0.00 ,$0.00 ,$0.00 ,"$23,750.00 ",$0.00 
30058,City of Fairfax,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$264,020.00 ",$0.00 ,$0.00 ,"$264,020.00 ",$0.00 
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$17,544.00 ","$9,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$26,544.00 ",$0.00 
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,663,768.00 ",$0.00 ,$0.00 ,"$1,663,768.00 ",$0.00 
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$8,738,805.00 ",$0.00 ,$0.00 ,"$8,738,805.00 ",$0.00 
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Applied,$0.00 ,"$1,901,493.00 ",$0.00 ,$0.00 ,$0.00 ,"$86,645.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,988,138.00 ",$0.00 
