State/Parent NTD ID,NTD ID,Reporter Name,Reporter Type,Reporting Module,Form Section,Performance Measure,2022 Target (%),2023 Target (%)
,40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,25,35.29
,40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,20,20
,40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,42.47,39.54
,40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,40028,Lee County Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,90,100
,40028,Lee County Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,44,30
,40028,Lee County Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,20,20
,40028,Lee County Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,25
,40028,Lee County Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,40028,Lee County Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,40028,Lee County Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,OR - Other,0,0
,40028,Lee County Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,1.98,1.03
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,5.49,3.45
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,40029,Broward County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40030,"City of Gainesville, FL",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,44,54
,40030,"City of Gainesville, FL",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,78.95,70
,40030,"City of Gainesville, FL",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40030,"City of Gainesville, FL",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40030,"City of Gainesville, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,50.37,34
,40030,"City of Gainesville, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,62.96,62
,40030,"City of Gainesville, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,,0
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,30,41
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,5,10.34
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,20,21
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,33.33,33.33
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,10,41
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,20,42
,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40032,County of Volusia,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,38.1
,40032,County of Volusia,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40032,County of Volusia,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20,20
,40032,County of Volusia,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,15,15
,40032,County of Volusia,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20,63
,40034,County of Miami-Dade ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Steel Wheel Vehicles,63.6,40
,40034,County of Miami-Dade ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,25,16.6
,40034,County of Miami-Dade ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,HR - Heavy Rail,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,MG - Monorail/Automated Guideway,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AG - Automated Guideway Vehicle,0,0
,40034,County of Miami-Dade ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,12.5,14
,40034,County of Miami-Dade ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,HR - Heavy Rail Passenger Car,0,0
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,40.91,87.5
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,76.47,79.81
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0,0
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,43.7,30.45
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,54.7,58.71
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,100
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,38.74,55.93
,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,22.94,81.63
,40036,City of Tallahassee,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,0
,40036,City of Tallahassee,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,9,0
,40036,City of Tallahassee,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40036,City of Tallahassee,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40036,City of Tallahassee,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,39,27
,40036,City of Tallahassee,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,91,100
,40036,City of Tallahassee,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,14.3,16.98
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,5.13
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,10.3,17.65
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,12.6,14.78
,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,16.28
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,33,33
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,33,10
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,50,50
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,17,23
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,10,10
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,11
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,66.04,58
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,2.58,0
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,3.46,3
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,MG - Monorail/Automated Guideway,8.33,8
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AG - Automated Guideway Vehicle,0,0
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,22.5,18
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,55.13,67
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,0,0
,40040,Jacksonville Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,8.89,25
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,60,72.97
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,24.49,38.71
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,20,20
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10,10
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,5.98,28.4
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,30.59
,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,10,11.11
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,86.66,91.66
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,100,100
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,14,13.92
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,100,100
,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40043,City of Mobile,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,0
,40043,City of Mobile,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,20
,40043,City of Mobile,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40043,City of Mobile,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40043,City of Mobile,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,43.48,39.13
,40043,City of Mobile,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,55.56,55
,40044,City of Montgomery,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,83.33
,40044,City of Montgomery,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,33.33
,40044,City of Montgomery,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40044,City of Montgomery,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40044,City of Montgomery,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,40044,City of Montgomery,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,35,35
,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,100,70
,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,27,23
,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,55
,40046,Sarasota County ,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,11.11,11.11
,40046,Sarasota County ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40046,Sarasota County ,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40046,Sarasota County ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,40046,Sarasota County ,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,38.24,38.24
,40049, City of Gadsden,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,40049, City of Gadsden,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,12.5,0
,40051,Town of Chapel Hill,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,0
,40051,Town of Chapel Hill,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,75
,40051,Town of Chapel Hill,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40051,Town of Chapel Hill,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,100,40
,40051,Town of Chapel Hill,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,12,10
,40051,Town of Chapel Hill,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,30
,40053,Greenville Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,100
,40053,Greenville Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,53.85,64.64
,40053,Greenville Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,100,100
,40053,Greenville Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,100,0
,40053,Greenville Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,22,50
,40053,Greenville Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,14.28
,40053,Greenville Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40054,City of Johnson City,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,40,40
,40054,City of Johnson City,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40054,City of Johnson City,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40054,City of Johnson City,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,40054,City of Johnson City,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,15,15
,40054,City of Johnson City,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,15,15
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,100,100
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,50
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,50,50
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,100,100
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,40057,Jackson Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20,40
,40057,Jackson Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40057,Jackson Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40057,Jackson Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,35.71
,40057,Jackson Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,15.4,23.08
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,67,81
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,18,38
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,17,28
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,,0
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,,0
,40063,Brevard Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,62,28
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20,100
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,30,30
,40071,"City of Huntsville, Alabama",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,30,30
,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0,15
,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,66.67
,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,10,15.2
,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,5
,40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,55.56,100
,40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,,10
,40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
