UACE Code,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description, Total Actual Vehicle Revenue Hours , Total Unlinked Passenger Trips , Total Actual Vehicle Revenue Miles , Total Passenger Miles Traveled , Total Operating Expenses , Non-Fixed Guideway Vehicle Revenue Miles , Non-Fixed Guideway Passenger Miles , Non-Fixed Guideway Operating Expenses , Directional Route Miles , Fixed Guideway Vehicle Revenue Miles , Fixed Guideway Passenger Miles , Fixed Guideway Operating Expenses , SGR FG Directional Route Miles , SGR FG Vehicle Revenue Miles , SGR HIB Directional Route Miles , SGR HIB Vehicle Revenue Miles 
25,Massachusetts Non-UZA,N,,,,1R02,10173,Franklin Regional Transit Authority,Rural Reporter,Rural,MB,PT,,,,,13975,56774,314481,,"$2,113,308.00 ",,,,,,,,,,,
50,Vermont Non-UZA,N,,,,1R06,10174,Vermont Association for the Blind and Visually Impaired,Rural Reporter,Rural,DR,DO, Actual Data,,,,1725,1290,28768,0,"$73,327.00 ",28768,0,"$73,327.00 ",0,0,0,$0.00 ,0,0,0,0
11755,"Burlington, VT",Y,118032,1903,62.01,1R06,10174,Vermont Association for the Blind and Visually Impaired,Rural Reporter,Rural,DR,DO, Actual Data,,,,625,467,10426,0,"$26,573.00 ",10426,0,"$26,573.00 ",0,0,0,$0.00 ,0,0,0,0
50,Vermont Non-UZA,N,,,,1R06,10174,Vermont Association for the Blind and Visually Impaired,Rural Reporter,Rural,DR,PT, Actual Data,,,,131,89,6097,0,"$17,129.00 ",6097,0,"$17,129.00 ",0,0,0,$0.00 ,0,0,0,0
11755,"Burlington, VT",Y,118032,1903,62.01,1R06,10174,Vermont Association for the Blind and Visually Impaired,Rural Reporter,Rural,DR,PT, Actual Data,,,,47,32,2210,0,"$6,207.00 ",2210,0,"$6,207.00 ",0,0,0,$0.00 ,0,0,0,0
23,Maine Non-UZA,N,,,,1R03,10175,"Downeast Transportation, Inc. ",Rural Reporter,Rural,CB,DO,,,,,4251,23226,111132,,"$735,185.00 ",,,,,,,,,,,
23,Maine Non-UZA,N,,,,1R03,10175,"Downeast Transportation, Inc. ",Rural Reporter,Rural,MB,DO,,,,,27897,303020,386441,,"$2,762,342.00 ",,,,,,,,,,,
23,Maine Non-UZA,N,,,,1R03,10177,"West's Transportation, Inc. ",Rural Reporter,Rural,DR,DO,,,,,1730,2177,36384,,"$70,458.00 ",,,,,,,,,,,
23,Maine Non-UZA,N,,,,1R03,10177,"West's Transportation, Inc. ",Rural Reporter,Rural,MB,DO,,,,,1601,2542,36753,,"$98,034.00 ",,,,,,,,,,,
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,10178,Town of Bedford,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,720,1515,4359,0,"$47,112.00 ",4359,0,"$47,112.00 ",0,0,0,$0.00 ,0,0,0,0
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,10179,City of Beverly,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,3114,9838,41320,0,"$163,078.00 ",41320,0,"$163,078.00 ",0,0,0,$0.00 ,0,0,0,0
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,10181,Town of Lexington,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8646,19608,126068,0,"$638,714.00 ",126068,0,"$638,714.00 ",0,0,0,$0.00 ,0,0,0,0
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,10182,"Mission Hill Link, Inc.",Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,2298,7231,10227,0,"$144,292.00 ",10227,0,"$144,292.00 ",0,0,0,$0.00 ,0,0,0,0
25,Massachusetts Non-UZA,N,,,,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
5167,"Barnstable Town, MA",Y,303269,889,341.28,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO, Actual Data,,,,38909,2903528,364574,36166702,"$99,829,787.00 ",0,0,$0.00 ,77.7,364574,36166702,"$99,829,787.00 ",77.7,364574,0,0
25,Massachusetts Non-UZA,N,,,,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
5167,"Barnstable Town, MA",Y,303269,889,341.28,,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO, Actual Data,,,,35117,853146,321765,4000886,"$5,458,569.00 ",321765,4000886,"$5,458,569.00 ",0,0,0,$0.00 ,0,0,0,0
9271,"Boston, MA--NH",N,4382009,2646,1655.89,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,444,472,11520,0,"$50,453.00 ",11520,0,"$50,453.00 ",0,0,0,$0.00 ,0,0,0,0
25,Massachusetts Non-UZA,N,,,,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
5167,"Barnstable Town, MA",Y,303269,889,341.28,,10184,The Mashpee Wampanoag Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,2131,2263,55293,0,"$242,160.00 ",55293,0,"$242,160.00 ",0,0,0,$0.00 ,0,0,0,0
23,Maine Non-UZA,Y,,,,,11140,Houlton Band of Maliseet Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,6115,270,23255,0,"$151,852.00 ",23255,0,"$151,852.00 ",0,0,0,$0.00 ,0,0,0,0
23,Maine Non-UZA,Y,,,,,11146,Aroostook Band of Micmacs,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,224,107,4102,0,"$11,354.00 ",4102,0,"$11,354.00 ",0,0,0,$0.00 ,0,0,0,0
72505,"Providence, RI--MA",Y,1285806,2363,544.25,,11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,1340,32316,20933,833106,"$1,136,844.00 ",0,0,$0.00 ,21.5,20933,833106,"$1,136,844.00 ",21.5,20933,0,0
9,Connecticut Non-UZA,Y,,,,,11152,Mashantucket Pequot Tribal Nation,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,1680,467,18169,0,"$214,067.00 ",18169,0,"$214,067.00 ",0,0,0,$0.00 ,0,0,0,0
33,New Hampshire Non-UZA,Y,,,,1R04,11156,Southwestern Community Services Transportation,Rural Reporter,Rural,DR,DO,,,,,471,1932,5317,,"$70,878.00 ",,,,,,,,,,,
33,New Hampshire Non-UZA,Y,,,,1R04,11156,Southwestern Community Services Transportation,Rural Reporter,Rural,MB,DO,,,,,2164,20327,118809,,"$470,226.00 ",,,,,,,,,,,
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
25,Massachusetts Non-UZA,N,,,,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,2482,31594,78064,0,"$943,841.00 ",78064,0,"$943,841.00 ",0,0,0,$0.00 ,0,0,0,0
83926,"Springfield, MA--CT",N,442145,2191,201.77,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,4217,61336,162094,0,"$1,729,068.00 ",162094,0,"$1,729,068.00 ",0,0,0,$0.00 ,0,0,0,0
5167,"Barnstable Town, MA",N,303269,889,341.28,,11160,Peter Pan Bus Lines,Reduced Reporter,Urban,CB,DO, Actual Data,,,,3188,49382,121253,0,"$1,684,621.00 ",121253,0,"$1,684,621.00 ",0,0,0,$0.00 ,0,0,0,0
23,Maine Non-UZA,N,,,,1R03,11161,"Downeast Community Partners, Inc.",Rural Reporter,Rural,DR,DO,,,,,27565,32934,616664,,"$3,055,152.00 ",,,,,,,,,,,
23,Maine Non-UZA,N,,,,1R03,11235,Maine State Ferry Service,Rural Reporter,Rural,FB,DO,,,,,12649,428740,129022,,"$13,136,428.00 ",,,,,,,,,,,
9271,"Boston, MA--NH",Y,4382009,2646,1655.89,,11238,Bay State LLC,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,1880,96707,56980,5318885,"$4,672,351.00 ",0,0,$0.00 ,50.2,56980,5318885,"$4,672,351.00 ",0,7920,0,0
25,Massachusetts Non-UZA,N,,,,,11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO, Actual Data,,,,0,0,20710,0,$0.00 ,0,0,$0.00 ,19.8,20710,0,$0.00 ,0,0,0,0
5167,"Barnstable Town, MA",Y,303269,889,341.28,,11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO, Actual Data,,,,10094,770496,162994,21349864,"$18,383,764.00 ",0,0,$0.00 ,18.6,162994,21349864,"$18,383,764.00 ",0,133659,0,0
970,"Albany--Schenectady, NY",N,593142,2186,271.3,,11246,Vermont Agency of Transportation,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,205,959,6542,0,"$7,591.00 ",6542,0,"$7,591.00 ",0,0,0,$0.00 ,0,0,0,0
50,Vermont Non-UZA,N,,,,,11246,Vermont Agency of Transportation,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1483,6929,47265,0,"$54,845.00 ",47265,0,"$54,845.00 ",0,0,0,$0.00 ,0,0,0,0
11755,"Burlington, VT",Y,118032,1903,62.01,,11246,Vermont Agency of Transportation,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,570,2661,18155,0,"$21,067.00 ",18155,0,"$21,067.00 ",0,0,0,$0.00 ,0,0,0,0
970,"Albany--Schenectady, NY",Y,593142,2186,271.3,,20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,,5093,45842,143734,959082,"$1,997,987.00 ",143734,959082,"$1,997,987.00 ",0,0,0,$0.00 ,0,0,0,0
79633,"Saratoga Springs, NY",N,75684,1362,55.58,,20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
970,"Albany--Schenectady, NY",Y,593142,2186,271.3,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,48377,87480,724396,618916,"$15,194,424.00 ",724396,618916,"$15,194,424.00 ",0,0,0,$0.00 ,0,0,0,0
79633,"Saratoga Springs, NY",N,75684,1362,55.58,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,811,907,22197,18965,"$254,547.00 ",22197,18965,"$254,547.00 ",0,0,0,$0.00 ,0,0,0,0
970,"Albany--Schenectady, NY",Y,593142,2186,271.3,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,97092,186771,1519813,1487297,"$6,402,774.00 ",1519813,1487297,"$6,402,774.00 ",0,0,0,$0.00 ,0,0,0,0
79633,"Saratoga Springs, NY",N,75684,1362,55.58,,20002,Capital District Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,8324,13243,225115,220300,"$548,953.00 ",225115,220300,"$548,953.00 ",0,0,0,$0.00 ,0,0,0,0
970,"Albany--Schenectady, NY",Y,593142,2186,271.3,,20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,701662,11110254,7992353,41086436,"$91,021,894.00 ",7992353,41086436,"$91,021,894.00 ",0,0,0,$0.00 ,0,0,0,0
79633,"Saratoga Springs, NY",N,75684,1362,55.58,,20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,35189,65721,596432,249045,"$4,564,821.00 ",596432,249045,"$4,564,821.00 ",0,0,0,$0.00 ,0,0,0,0
970,"Albany--Schenectady, NY",Y,593142,2186,271.3,,20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,14547,77592,606606,2795084,"$456,318.00 ",606606,2795084,"$456,318.00 ",0,0,0,$0.00 ,0,0,0,0
79633,"Saratoga Springs, NY",N,75684,1362,55.58,,20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20003,Broome County,Full Reporter,Urban,DR,DO, Actual Data,,,,3104,5373,45035,39597,"$274,602.00 ",45035,39597,"$274,602.00 ",0,0,0,$0.00 ,0,0,0,0
7732,"Binghamton, NY",Y,155942,2236,69.73,,20003,Broome County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,20235,35027,293576,258130,"$1,790,085.00 ",293576,258130,"$1,790,085.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20003,Broome County,Full Reporter,Urban,MB,DO, Actual Data,,,,1249,15461,15168,54231,"$128,840.00 ",15168,54231,"$128,840.00 ",0,0,0,$0.00 ,0,0,0,0
7732,"Binghamton, NY",Y,155942,2236,69.73,,20003,Broome County,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,94854,1173880,1151615,4117432,"$9,782,010.00 ",1151615,4117432,"$9,782,010.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,107,982,1422,9046,"$8,006.00 ",1422,9046,"$8,006.00 ",0,0,0,$0.00 ,0,0,0,0
11350,"Buffalo, NY",Y,948864,2787,340.5,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,99798,200317,1678394,2034269,"$10,000,047.00 ",1678394,2034269,"$10,000,047.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
11350,"Buffalo, NY",Y,948864,2787,340.5,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO, Actual Data,,,,73591,2076436,794884,5250351,"$27,992,220.00 ",0,0,$0.00 ,12.4,794884,5250351,"$27,992,220.00 ",12.4,794884,0,0
36,New York Non-UZA,N,,,,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,7480,6388,81045,34787,"$1,111,519.00 ",81045,34787,"$1,111,519.00 ",0,0,0,$0.00 ,0,0,0,0
11350,"Buffalo, NY",Y,948864,2787,340.5,,20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,667634,10873317,7233649,34693050,"$99,025,307.00 ",7233649,34693050,"$99,025,307.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
27118,"Elmira, NY",Y,62468,1971,31.7,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,4103,8957,81300,0,"$717,952.00 ",81300,0,"$717,952.00 ",0,0,0,$0.00 ,0,0,0,0
41914,"Ithaca, NY",N,59102,2407,24.56,,20005,Chemung County,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8278,79079,159559,0,"$1,452,230.00 ",159559,0,"$1,452,230.00 ",0,0,0,$0.00 ,0,0,0,0
27118,"Elmira, NY",Y,62468,1971,31.7,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,24835,237235,478673,0,"$4,356,652.00 ",478673,0,"$4,356,652.00 ",0,0,0,$0.00 ,0,0,0,0
41914,"Ithaca, NY",N,59102,2407,24.56,,20005,Chemung County,Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20006,City of Long Beach,Full Reporter,Urban,DR,DO, Actual Data,,,,3406,3948,8614,8667,"$847,822.00 ",8614,8667,"$847,822.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20006,City of Long Beach,Full Reporter,Urban,MB,DO, Actual Data,,,,24320,87685,223917,262714,"$2,983,829.00 ",223917,262714,"$2,983,829.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20008,MTA New York City Transit,Full Reporter,Urban,CB,DO, Actual Data,,,,590916,8045660,9484995,120130708,"$260,991,861.00 ",9080786,115011258,"$249,869,520.00 ",0.1,404209,5119450,"$11,122,341.00 ",0,381471,31.4,1669229
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20008,MTA New York City Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,2070897,2484579,22151691,24395099,"$467,111,823.00 ",22151691,24395099,"$467,111,823.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20008,MTA New York City Transit,Full Reporter,Urban,HR,DO, Actual Data,,,,20848895,1788363060,338199451,7055402031,"$5,349,756,161.00 ",0,0,$0.00 ,493.7,338199451,7055402031,"$5,349,756,161.00 ",489.4,337853630,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20008,MTA New York City Transit,Full Reporter,Urban,MB,DO, Actual Data,,,,11822039,458602306,82638609,1088139630,"$2,897,009,660.00 ",78821392,1037876621,"$2,763,191,887.00 ",25.2,3817217,50263009,"$133,817,773.00 ",16.7,2430380,24.9,1795730
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20008,MTA New York City Transit,Full Reporter,Urban,RB,DO, Actual Data,, Actual Data,,455509,16646754,3008832,31036519,"$104,396,745.00 ",0,0,$0.00 ,64.6,3008832,31036519,"$104,396,745.00 ",64.4,2982501,0,0
36,New York Non-UZA,N,,,,,20010,Dutchess County,Full Reporter,Urban,DR,DO, Actual Data,,,,416,714,5621,5625,"$107,643.00 ",5621,5625,"$107,643.00 ",0,0,0,$0.00 ,0,0,0,0
71803,"Poughkeepsie--Newburgh, NY",Y,314766,1499,209.92,,20010,Dutchess County,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,13439,23085,181731,181863,"$3,480,165.00 ",181731,181863,"$3,480,165.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20010,Dutchess County,Full Reporter,Urban,MB,DO, Actual Data,,,,23416,204004,368561,1168741,"$2,716,324.00 ",368561,1168741,"$2,716,324.00 ",0,0,0,$0.00 ,0,0,0,0
71803,"Poughkeepsie--Newburgh, NY",Y,314766,1499,209.92,,20010,Dutchess County,Full Reporter,Urban,MB,DO, Actual Data,,,,54638,476011,859977,2727065,"$6,338,098.00 ",859977,2727065,"$6,338,098.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,4774,7545,77477,52041,"$646,743.00 ",77477,52041,"$646,743.00 ",0,0,0,$0.00 ,0,0,0,0
86302,"Syracuse, NY",Y,413660,2291,180.53,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,19567,40132,288504,230423,"$2,408,302.00 ",288504,230423,"$2,408,302.00 ",0,0,0,$0.00 ,0,0,0,0
89785,"Utica, NY",N,119059,2288,52.04,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,7421,17270,83413,63342,"$696,294.00 ",83413,63342,"$696,294.00 ",0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
86302,"Syracuse, NY",Y,413660,2291,180.53,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,59926,79814,819930,462334,"$4,827,529.00 ",819930,462334,"$4,827,529.00 ",0,0,0,$0.00 ,0,0,0,0
89785,"Utica, NY",N,119059,2288,52.04,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
36,New York Non-UZA,N,,,,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,52454,354466,746625,1088201,"$11,472,216.00 ",746625,1088201,"$11,472,216.00 ",0,0,0,$0.00 ,0,0,0,0
86302,"Syracuse, NY",Y,413660,2291,180.53,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,234898,4031583,2762748,12376970,"$42,461,918.00 ",2762748,12376970,"$42,461,918.00 ",0,0,0,$0.00 ,0,0,0,0
89785,"Utica, NY",N,119059,2288,52.04,,20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,60799,520165,691823,1596906,"$10,632,939.00 ",691823,1596906,"$10,632,939.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20071,Town of Huntington,Full Reporter,Urban,DR,DO, Actual Data,,,,17558,34822,221926,212675,"$2,237,798.00 ",221926,212675,"$2,237,798.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20071,Town of Huntington,Full Reporter,Urban,MB,DO, Actual Data,,,,23113,52494,376308,265175,"$3,567,032.00 ",376308,265175,"$3,567,032.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20072,Suffolk County ,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,368795,536175,7542622,6959552,"$35,179,992.00 ",7542622,6959552,"$35,179,992.00 ",0,0,0,$0.00 ,0,0,0,0
75313,"Riverhead--Southold, NY",N,51120,968,52.8,,20072,Suffolk County ,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20072,Suffolk County ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,392818,2405575,7217376,17138560,"$51,000,673.00 ",7217376,17138560,"$51,000,673.00 ",0,0,0,$0.00 ,0,0,46.9,50688
75313,"Riverhead--Southold, NY",N,51120,968,52.8,,20072,Suffolk County ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
69076,"Philadelphia, PA--NJ--DE--MD",Y,5696125,3001,1898.19,,20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO, Actual Data,,,,162298,4870310,4868978,41306427,"$57,470,237.00 ",0,0,$0.00 ,31.5,4868978,41306427,"$57,470,237.00 ",31.5,4868978,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20076,Westchester County,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,143795,209094,2346176,2612233,"$13,439,301.00 ",2346176,2612233,"$13,439,301.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20076,Westchester County,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,25883,90923,524108,526266,"$1,616,442.00 ",524108,526266,"$1,616,442.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20076,Westchester County,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,698756,20586620,7493145,81613292,"$162,140,455.00 ",7493145,81613292,"$162,140,455.00 ",0,0,0,$0.00 ,0,0,0,0
63217,"New York--Jersey City--Newark, NY--NJ",Y,19426449,5981,3248.12,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,1319072,35091245,40535981,688745531,"$871,192,574.00 ",0,0,$0.00 ,308.2,40535981,688745531,"$871,192,574.00 ",300.6,40535981,0,0
36,New York Non-UZA,N,,,,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
10162,"Bridgeport--Stamford, CT--NY",N,916408,2307,397.29,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162907,4333799,5006229,85060674,"$107,593,043.00 ",0,0,$0.00 ,51,5006229,85060674,"$107,593,043.00 ",131.2,5006229,0,0
62407,"New Haven, CT",N,561456,1884,298.01,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162907,4333799,5006229,85060674,"$107,593,043.00 ",0,0,$0.00 ,51,5006229,85060674,"$107,593,043.00 ",23.8,5006229,0,0
71803,"Poughkeepsie--Newburgh, NY",N,314766,1499,209.92,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,78610,2091252,2415729,41045573,"$51,918,447.00 ",0,0,$0.00 ,33.5,2415729,41045573,"$51,918,447.00 ",33.5,2415729,0,0
92485,"Waterbury, CT",N,199317,2156,92.44,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162907,4333799,5006229,85060674,"$107,593,043.00 ",0,0,$0.00 ,51,5006229,85060674,"$107,593,043.00 ",22.2,5006229,0,0
22096,"Danbury, CT--NY",N,171680,1449,118.49,,20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, Actual Vehicle Revenue Miles,,,,162907,4333799,5006229,85060674,"$107,593,043.00 ",0,0,$0.00 ,51,5006229,85060674,"$107,593,043.00 ",34.4,5006229,0,0
