State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
,10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,Vehicle Maintenance,,,,,,,,,,,,,"$3,574,218.00 ",,,,"$3,574,218.00 ","$3,574,218.00 ",
,10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,Vehicle Operations,,,,,,,,,,,,,"$11,188,781.00 ",,,,"$11,188,781.00 ","$11,188,781.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,,,"$13,113.00 ","$1,522.00 ","$6,436.00 ","$17,000.00 ",,,"$7,697.00 ",,,,,,"$7,568.00 ",,"$53,336.00 ","$53,336.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,General Administration,,,"$129,974.00 ","$17,030.00 ","$48,308.00 ","$192,950.00 ",,,"$6,908.00 ","$64,161.00 ","$99,573.00 ",,,,"$7,168.00 ",,"$566,072.00 ","$566,072.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,Total,"$370,456.00 ","$43,013.00 ","$633,344.00 ","$76,068.00 ","$469,412.00 ","$215,341.00 ","$102,840.00 ","$10,893.00 ","$51,789.00 ","$64,161.00 ","$99,573.00 ",$0.00 ,$0.00 ,$0.00 ,"$15,011.00 ",$0.00 ,"$2,151,901.00 ","$2,151,901.00 ","$2,129,136.00 "
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,"$105,134.00 ","$12,207.00 ","$51,240.00 ",,$438.00 ,,"$37,132.00 ",,,,,,$222.00 ,,"$206,373.00 ","$206,373.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,"$370,456.00 ","$43,013.00 ","$385,123.00 ","$45,309.00 ","$363,428.00 ","$5,391.00 ","$102,402.00 ","$10,893.00 ",$52.00 ,,,,,,$53.00 ,,"$1,326,120.00 ","$1,326,120.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,,,,"$1,924.00 ",,,"$14,750.00 ",,,,"$47,602.00 ",,,,"$64,276.00 ","$64,276.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,General Administration,,,"$54,302.00 ","$7,340.00 ","$26,278.00 ","$170,497.00 ",,,"$1,930.00 ","$10,132.00 ","$3,091.00 ",,"$473,703.00 ",,"$10,577.00 ",,"$757,850.00 ","$757,850.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$77,999.00 ","$10,289.00 ","$35,526.00 ","$172,703.00 ",$0.00 ,"$5,504.00 ","$22,718.00 ","$10,132.00 ","$3,091.00 ",$0.00 ,"$1,962,896.00 ",$0.00 ,"$10,577.00 ",$0.00 ,"$2,311,435.00 ","$2,311,435.00 ","$80,077.00 "
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,"$11,483.00 ","$1,333.00 ","$5,728.00 ",$282.00 ,,,"$6,038.00 ",,,,"$62,607.00 ",,,,"$87,471.00 ","$87,471.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,"$12,214.00 ","$1,616.00 ","$3,520.00 ",,,"$5,504.00 ",,,,,"$1,378,984.00 ",,,,"$1,401,838.00 ","$1,401,838.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,TX,Facility Maintenance,,,,,,"$3,100.00 ",,,"$7,812.00 ",,,,"$19,921.00 ",,,,"$30,833.00 ","$30,833.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,TX,General Administration,,,"$136,555.00 ","$18,320.00 ","$36,012.00 ","$142,972.00 ",,,"$6,633.00 ","$26,024.00 ","$2,727.00 ",,"$100,199.00 ",,"$6,946.00 ",,"$476,388.00 ","$476,388.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,TX,Total,$0.00 ,$0.00 ,"$187,018.00 ","$24,997.00 ","$50,554.00 ","$146,072.00 ",$0.00 ,$0.00 ,"$14,445.00 ","$26,024.00 ","$2,727.00 ",$0.00 ,"$494,729.00 ",$0.00 ,"$6,946.00 ",$0.00 ,"$953,512.00 ","$953,512.00 ","$928,388.00 "
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,TX,Vehicle Maintenance,,,,,,,,,,,,,"$52,580.00 ",,,,"$52,580.00 ","$52,580.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,TX,Vehicle Operations,,,"$50,463.00 ","$6,677.00 ","$14,542.00 ",,,,,,,,"$322,029.00 ",,,,"$393,711.00 ","$393,711.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$193,868.00 ","$22,509.00 ","$95,154.00 ","$591,769.00 ",,,"$84,799.00 ",,,,,,"$78,435.00 ",,"$1,066,534.00 ","$1,066,534.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,General Administration,,,"$885,908.00 ","$113,596.00 ","$394,275.00 ","$1,609,308.00 ",,,"$24,615.00 ","$492,005.00 ","$1,492,337.00 ",,,,"$74,608.00 ",,"$5,086,652.00 ","$5,086,652.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,Total,"$6,750,665.00 ","$758,475.00 ","$4,029,531.00 ","$473,958.00 ","$5,272,541.00 ","$2,298,072.00 ","$1,043,447.00 ","$164,689.00 ","$1,277,468.00 ","$506,216.00 ","$1,492,337.00 ",$0.00 ,$0.00 ,$0.00 ,"$190,396.00 ",$0.00 ,"$24,257,795.00 ","$24,257,795.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,"$102,821.00 ","$11,418.00 ","$2,076,236.00 ","$235,771.00 ","$1,075,606.00 ",,"$4,538.00 ",,"$1,165,441.00 ",,,,,,"$28,588.00 ",,"$4,700,419.00 ","$4,700,419.00 ",
,10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,"$6,647,844.00 ","$747,057.00 ","$873,519.00 ","$102,082.00 ","$3,707,506.00 ","$96,995.00 ","$1,038,909.00 ","$164,689.00 ","$2,613.00 ","$14,211.00 ",,,,,"$8,765.00 ",,"$13,404,190.00 ","$13,404,190.00 ",
,10015,Lewiston-Auburn Transit Committee,Reduced Reporter,Urban,DR,PT,Total,,,,,,,,,,,,,,,,"$189,485.00 ","$189,485.00 ","$189,485.00 ",
,10015,Lewiston-Auburn Transit Committee,Reduced Reporter,Urban,MB,PT,Total,,,,,,,,,,,,,,,,"$2,044,573.00 ","$2,044,573.00 ","$2,044,573.00 ",
,10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$151,327.00 ","$27,879.00 ","$77,807.00 ","$118,629.00 ",,,"$54,268.00 ",,,,,,$575.00 ,,"$430,485.00 ","$430,485.00 ",
,10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,General Administration,,,"$913,532.00 ","$167,605.00 ","$438,437.00 ","$514,238.00 ",,,"$43,090.00 ","$380,824.00 ","$364,131.00 ","$35,302.00 ",,,"$49,346.00 ",,"$2,906,505.00 ","$2,906,505.00 ",
,10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,Total,"$3,698,966.00 ","$549,758.00 ","$2,203,994.00 ","$378,338.00 ","$3,067,745.00 ","$830,159.00 ","$567,436.00 ","$60,245.00 ","$361,968.00 ","$386,639.00 ","$364,131.00 ","$35,302.00 ",$0.00 ,$0.00 ,"$49,921.00 ",$0.00 ,"$12,554,602.00 ","$12,554,602.00 ",
,10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,"$628,025.00 ","$97,552.00 ","$355,533.00 ","$63,058.00 ","$8,983.00 ",$238.00 ,"$256,902.00 ",,,,,,,,"$1,410,291.00 ","$1,410,291.00 ",
,10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,Vehicle Operations,"$3,698,966.00 ","$549,758.00 ","$511,110.00 ","$85,302.00 ","$2,195,968.00 ","$134,234.00 ","$558,453.00 ","$60,007.00 ","$7,708.00 ","$5,815.00 ",,,,,,,"$7,807,321.00 ","$7,807,321.00 ",
,10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,Facility Maintenance,,,"$8,693.00 ","$2,551.00 ","$5,585.00 ","$79,947.00 ",,,"$11,877.00 ",,,,"$378,947.00 ",,,,"$487,600.00 ","$487,600.00 ",
,10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,General Administration,,,"$485,223.00 ","$142,429.00 ","$311,734.00 ","$235,588.00 ",,,"$9,383.00 ","$279,779.00 ","$128,445.00 ","$14,242.00 ","$1,781,052.00 ",,"$44,655.00 ",,"$3,432,530.00 ","$3,432,530.00 ",
,10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$493,916.00 ","$144,980.00 ","$317,319.00 ","$348,712.00 ","$1,965,659.00 ","$66,181.00 ","$21,260.00 ","$279,779.00 ","$128,445.00 ","$14,242.00 ","$15,157,886.00 ",$0.00 ,"$44,655.00 ",$0.00 ,"$18,983,034.00 ","$18,983,034.00 ","$18,983,034.00 "
,10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,,,,"$33,177.00 ","$2,790.00 ",,,,,,"$1,212,631.00 ",,,,"$1,248,598.00 ","$1,248,598.00 ",
,10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,Vehicle Operations,,,,,,,"$1,962,869.00 ","$66,181.00 ",,,,,"$11,785,256.00 ",,,,"$13,814,306.00 ","$13,814,306.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,Facility Maintenance,,,$726.00 ,$57.00 ,$318.00 ,"$2,473.00 ",,,$0.00 ,,,,,,$0.00 ,,"$3,574.00 ","$3,574.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,General Administration,,,"$5,002.00 ",$221.00 ,$773.00 ,$0.00 ,,,$0.00 ,"$3,212.00 ","$2,260.00 ",$0.00 ,,,$0.00 ,,"$11,468.00 ","$11,468.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,Total,"$214,744.00 ","$9,763.00 ","$99,009.00 ","$4,193.00 ","$83,465.00 ","$17,123.00 ","$36,266.00 ",$763.00 ,"$29,383.00 ","$3,212.00 ","$2,260.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$500,181.00 ","$500,181.00 ",$0.00 
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,Vehicle Maintenance,$0.00 ,,"$14,636.00 ",$675.00 ,"$2,360.00 ","$11,426.00 ","$1,764.00 ",$0.00 ,"$29,383.00 ",,,$0.00 ,,,,,"$60,244.00 ","$60,244.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,Vehicle Operations,"$214,744.00 ","$9,763.00 ","$78,645.00 ","$3,240.00 ","$80,014.00 ","$3,224.00 ","$34,502.00 ",$763.00 ,$0.00 ,,,$0.00 ,,,,,"$424,895.00 ","$424,895.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,Facility Maintenance,,,$167.00 ,$13.00 ,$73.00 ,$570.00 ,,,$31.00 ,,,,"$6,732.00 ",,,,"$7,586.00 ","$7,586.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,General Administration,,,"$1,908.00 ",$214.00 ,$746.00 ,,,,$218.00 ,$740.00 ,$521.00 ,,"$111,347.00 ",,,,"$115,694.00 ","$115,694.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$9,998.00 ","$1,115.00 ","$3,917.00 ","$1,932.00 ","$17,608.00 ","$1,814.00 ","$3,362.00 ",$740.00 ,$521.00 ,$0.00 ,"$245,647.00 ",$0.00 ,"$1,146.00 ",$0.00 ,"$287,800.00 ","$287,800.00 ","$287,800.00 "
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,$0.00 ,"$7,923.00 ",$888.00 ,"$3,098.00 ","$1,362.00 ",$708.00 ,,"$3,113.00 ",,,,,,,,"$17,092.00 ","$17,092.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,Vehicle Operations,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$16,900.00 ","$1,814.00 ",,,,,"$127,568.00 ",,"$1,146.00 ",,"$147,428.00 ","$147,428.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$17,058.00 ","$1,328.00 ","$7,460.00 ","$58,134.00 ",,,"$16,792.00 ",,,,,,,,"$100,772.00 ","$100,772.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,General Administration,,,"$181,452.00 ","$18,781.00 ","$68,156.00 ","$283,736.00 ",,,"$29,684.00 ","$75,505.00 ","$53,132.00 ",$74.00 ,,,"$19,474.00 ",,"$729,994.00 ","$729,994.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,Total,"$2,025,063.00 ","$393,348.00 ","$1,055,274.00 ","$166,665.00 ","$1,530,576.00 ","$429,318.00 ","$448,870.00 ","$61,099.00 ","$284,735.00 ","$75,505.00 ","$53,132.00 ","$7,371.00 ",$0.00 ,$0.00 ,"$19,474.00 ",$0.00 ,"$6,550,430.00 ","$6,550,430.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,"$645,969.00 ","$106,781.00 ","$268,129.00 ","$75,905.00 ","$97,900.00 ",$763.00 ,"$171,179.00 ",,,"$1,514.00 ",,,,,"$1,368,140.00 ","$1,368,140.00 ",
,10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,Vehicle Operations,"$2,025,063.00 ","$393,348.00 ","$210,795.00 ","$39,775.00 ","$1,186,831.00 ","$11,543.00 ","$350,970.00 ","$60,336.00 ","$67,080.00 ",,,"$5,783.00 ",,,,,"$4,351,524.00 ","$4,351,524.00 ",
,10042,Valley Transit District,Full Reporter,Urban,DR,DO,Facility Maintenance,,,,,,"$6,237.00 ",,,"$1,784.00 ",,,,,,,,"$8,021.00 ","$8,021.00 ",
,10042,Valley Transit District,Full Reporter,Urban,DR,DO,General Administration,,,"$223,365.00 ","$21,280.00 ","$83,977.00 ","$10,342.00 ",,,"$11,168.00 ","$41,338.00 ","$17,597.00 ",,,,"$6,708.00 ",,"$415,775.00 ","$415,775.00 ",
,10042,Valley Transit District,Full Reporter,Urban,DR,DO,Total,"$416,011.00 ","$83,188.00 ","$369,226.00 ","$46,660.00 ","$480,083.00 ","$33,071.00 ","$100,678.00 ","$8,737.00 ","$19,382.00 ","$41,338.00 ","$17,597.00 ","$7,863.00 ",$0.00 ,$0.00 ,"$6,708.00 ",$0.00 ,"$1,630,542.00 ","$1,630,542.00 ","$445,018.00 "
,10042,Valley Transit District,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,"$63,906.00 ","$6,362.00 ","$18,556.00 ","$16,492.00 ","$2,777.00 ",$619.00 ,"$5,334.00 ",,,,,,,,"$114,046.00 ","$114,046.00 ",
,10042,Valley Transit District,Full Reporter,Urban,DR,DO,Vehicle Operations,"$416,011.00 ","$83,188.00 ","$81,955.00 ","$19,018.00 ","$377,550.00 ",,"$97,901.00 ","$8,118.00 ","$1,096.00 ",,,"$7,863.00 ",,,,,"$1,092,700.00 ","$1,092,700.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,Facility Maintenance,,,,,,,,,,,,,"$5,262.00 ",,,,"$5,262.00 ","$5,262.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,General Administration,,,,,,,,,,,,,"$72,799.00 ",,"$6,248.00 ",,"$79,047.00 ","$79,047.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,Total,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,077,310.00 ",$0.00 ,"$6,248.00 ",$0.00 ,"$1,083,558.00 ","$1,083,558.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,Vehicle Maintenance,,,,,,,,,,,,,"$434,469.00 ",,,,"$434,469.00 ","$434,469.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,Vehicle Operations,,,,,,,,,,,,,"$564,780.00 ",,,,"$564,780.00 ","$564,780.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,Facility Maintenance,,,,,,,,,,,,,"$2,135.00 ",,,,"$2,135.00 ","$2,135.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,General Administration,,,,,,,,,,,,,"$92,695.00 ",,"$7,344.00 ",,"$100,039.00 ","$100,039.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,Total,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,154,192.00 ",$0.00 ,"$7,344.00 ",$0.00 ,"$1,161,536.00 ","$1,161,536.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,Vehicle Maintenance,,,,,,,,,,,,,"$455,318.00 ",,,,"$455,318.00 ","$455,318.00 ",
,10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,Vehicle Operations,,,,,,,,,,,,,"$604,044.00 ",,,,"$604,044.00 ","$604,044.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$1,083,794.00 ","$113,337.00 ","$1,250,581.00 ","$833,639.00 ",,,"$503,629.00 ",,,,,,,,"$3,784,980.00 ","$3,784,980.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,General Administration,,,"$4,496,169.00 ","$269,680.00 ","$3,251,874.00 ","$3,520,682.00 ",,,"$305,451.00 ","$1,856,062.00 ","$297,084.00 ",,,,"$85,829.00 ",,"$14,082,831.00 ","$14,082,831.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,Total,"$34,932,221.00 ","$2,264,789.00 ","$21,445,399.00 ","$1,484,803.00 ","$44,070,325.00 ","$5,842,932.00 ","$4,564,585.00 ","$339,172.00 ","$6,437,778.00 ","$1,856,062.00 ","$297,084.00 ",$0.00 ,$0.00 ,$0.00 ,"$85,829.00 ",$0.00 ,"$123,620,979.00 ","$123,620,979.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,"$11,120,770.00 ","$762,098.00 ","$8,533,708.00 ","$768,488.00 ","$4,587.00 ","$5,056.00 ","$5,219,091.00 ",,,,,,,,"$26,413,798.00 ","$26,413,798.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,Vehicle Operations,"$34,932,221.00 ","$2,264,789.00 ","$4,744,666.00 ","$339,688.00 ","$31,034,162.00 ","$720,123.00 ","$4,559,998.00 ","$334,116.00 ","$409,607.00 ",,,,,,,,"$79,339,370.00 ","$79,339,370.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,Facility Maintenance,,,"$84,088.00 ","$8,916.00 ","$97,028.00 ","$2,209,074.00 ",,,"$39,075.00 ",,,,,,,,"$2,438,181.00 ","$2,438,181.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,General Administration,,,"$348,840.00 ","$21,214.00 ","$252,302.00 ","$273,156.00 ",,,"$23,699.00 ","$144,005.00 ","$23,049.00 ",,,,"$6,659.00 ",,"$1,092,924.00 ","$1,092,924.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,Total,"$2,710,258.00 ","$178,157.00 ","$1,663,866.00 ","$116,801.00 ","$3,419,248.00 ","$2,597,726.00 ","$603,393.00 ","$26,315.00 ","$499,483.00 ","$144,005.00 ","$23,049.00 ",$0.00 ,$0.00 ,$0.00 ,"$6,659.00 ",$0.00 ,"$11,988,960.00 ","$11,988,960.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,Vehicle Maintenance,,,"$862,817.00 ","$59,950.00 ","$662,096.00 ","$59,625.00 ",$356.00 ,$392.00 ,"$404,929.00 ",,,,,,,,"$2,050,165.00 ","$2,050,165.00 ",
,10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,Vehicle Operations,"$2,710,258.00 ","$178,157.00 ","$368,121.00 ","$26,721.00 ","$2,407,822.00 ","$55,871.00 ","$603,037.00 ","$25,923.00 ","$31,780.00 ",,,,,,,,"$6,407,690.00 ","$6,407,690.00 ",
,10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,Facility Maintenance,,,,,,"$199,963.00 ",,,,,,,,,,,"$199,963.00 ","$199,963.00 ",
,10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,General Administration,$0.00 ,$0.00 ,"$841,020.00 ","$153,020.00 ","$635,256.00 ","$684,468.00 ",,,"$35,447.00 ","$209,171.00 ","$93,355.00 ",,,,"$125,921.00 ",,"$2,777,658.00 ","$2,777,658.00 ",
,10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,Total,"$3,710,561.00 ","$641,799.00 ","$1,702,258.00 ","$368,881.00 ","$2,886,028.00 ","$1,034,210.00 ","$406,447.00 ","$33,092.00 ","$94,022.00 ","$209,171.00 ","$93,355.00 ",$0.00 ,$0.00 ,$0.00 ,"$145,611.00 ",$0.00 ,"$11,325,435.00 ","$11,325,435.00 ","$10,315,611.00 "
,10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,$0.00 ,"$174,745.00 ","$42,894.00 ","$96,882.00 ","$76,535.00 ","$13,826.00 ","$3,309.00 ","$58,500.00 ",,,,,,$18.00 ,,"$466,709.00 ","$466,709.00 ",
,10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,Vehicle Operations,"$3,710,561.00 ","$641,799.00 ","$686,493.00 ","$172,967.00 ","$2,153,890.00 ","$73,244.00 ","$392,621.00 ","$29,783.00 ",$75.00 ,,,,,,"$19,672.00 ",,"$7,881,105.00 ","$7,881,105.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,,,,"$3,000.00 ",,,"$3,063.00 ",,,,,,,,"$6,063.00 ","$6,063.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,General Administration,,,"$79,354.00 ","$9,854.00 ","$50,759.00 ","$1,880.00 ",,,"$16,647.00 ","$29,337.00 ","$25,338.00 ",,"$537,152.00 ",,,,"$750,321.00 ","$750,321.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$223,829.00 ","$24,153.00 ","$81,615.00 ","$61,833.00 ","$74,121.00 ","$1,099.00 ","$85,299.00 ","$29,337.00 ","$25,338.00 ",$0.00 ,"$2,685,763.00 ",$0.00 ,$0.00 ,$0.00 ,"$3,292,387.00 ","$3,292,387.00 ","$3,193,592.00 "
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,"$144,475.00 ","$14,299.00 ","$30,856.00 ","$56,953.00 ",,,"$65,589.00 ",,,,,,,,"$312,172.00 ","$312,172.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,,,,,"$74,121.00 ","$1,099.00 ",,,,,"$2,148,611.00 ",,,,"$2,223,831.00 ","$2,223,831.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$126,083.00 ","$39,157.00 ","$71,701.00 ","$189,109.00 ",,,"$20,523.00 ",,,$0.00 ,,,$587.00 ,,"$447,160.00 ","$447,160.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,General Administration,,,"$869,255.00 ","$197,029.00 ","$522,901.00 ","$705,696.00 ",,,"$47,791.00 ","$331,072.00 ","$228,043.00 ",,,,"$85,856.00 ",,"$2,987,643.00 ","$2,987,643.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,Total,"$5,954,919.00 ","$832,386.00 ","$3,707,681.00 ","$609,019.00 ","$4,244,126.00 ","$1,627,747.00 ","$1,636,923.00 ","$132,876.00 ","$657,994.00 ","$452,994.00 ","$228,043.00 ",$0.00 ,$0.00 ,$0.00 ,"$102,856.00 ",$0.00 ,"$20,187,564.00 ","$20,187,564.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,"$1,950,033.00 ","$269,954.00 ","$948,586.00 ","$166,166.00 ","$72,907.00 ",$656.00 ,"$576,100.00 ",,,,,,"$11,012.00 ",,"$3,995,414.00 ","$3,995,414.00 ",
,10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,"$5,954,919.00 ","$832,386.00 ","$762,310.00 ","$102,879.00 ","$2,700,938.00 ","$566,776.00 ","$1,564,016.00 ","$132,220.00 ","$13,580.00 ","$121,922.00 ",,$0.00 ,,,"$5,401.00 ",,"$12,757,347.00 ","$12,757,347.00 ",
,10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,Facility Maintenance,,,,,,"$8,747.00 ",,,"$1,597.00 ",,,,,,,,"$10,344.00 ","$10,344.00 ",
,10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,General Administration,,,"$100,722.00 ","$28,774.00 ","$52,274.00 ","$45,351.00 ",,,"$5,128.00 ","$18,306.00 ","$90,119.00 ",,,,"$8,133.00 ",,"$348,807.00 ","$348,807.00 ",
,10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,Total,"$1,027,498.00 ","$126,994.00 ","$264,373.00 ","$47,736.00 ","$410,727.00 ","$54,098.00 ","$157,393.00 ","$1,970.00 ","$60,955.00 ","$18,306.00 ","$90,119.00 ",$0.00 ,$0.00 ,$0.00 ,"$8,133.00 ",$0.00 ,"$2,268,302.00 ","$2,268,302.00 ","$452,803.00 "
,10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,"$62,399.00 ","$7,712.00 ","$38,662.00 ",,"$8,980.00 ",,"$47,603.00 ",,,,,,,,"$165,356.00 ","$165,356.00 ",
