NTD ID,Agency Name,Reporter Type,Reporting Module,CA: Cash and Cash Equivalents,CA: Accounts Receivable,CA: Inventory,CA: Prepaid Expenses,CA: Current Investments and Current Portions of Long-Term Investments,CA: Other Current Assets,Total Current Assets,NCA: Capital Assets,NCA: Intangible Assets,NCA: Capital Leases Receivables,NCA: Special Funds,NCA: Work in Progress,NCA: Investments,NCA: Other Noncurrent Assets,Total Noncurrent Assets,Total Assets,Deferred Outflows of Resources,CL: Current Accounts Payable,CL: Short-Term Debt and Current Portions of Long-Term Debt,CL: Accrued Liabilities,CL: Other Current Liabilities,Total Current Liabilities,NCL: Long-Term Debt,NCL: Noncurrent Accounts Payable,NCL: Capital Lease Obligations,NCL: Long-Term Pension Liabilities,NCL: Estimated Liabilities,NCL: Other Noncurrent Liabilities,Total Noncurrent Liabilities,Total Liabilities,Deferred Inflows of Resources,Net Position
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,"$1,096,667.00 ","$1,499,958.00 ","$103,090.00 ","$173,305.00 ",$0.00 ,$0.00 ,"$2,873,020.00 ","$2,295,487.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,152,257.00 ",$0.00 ,$0.00 ,"$4,447,744.00 ","$7,320,764.00 ",$0.00 ,"$136,257.00 ",$0.00 ,"$115,016.00 ",$0.00 ,"$251,273.00 ","$1,231,578.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$255,620.00 ","$1,487,198.00 ","$1,738,471.00 ",$0.00 ,"$5,582,293.00 "
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,"$24,567.00 ","$5,166,689.00 ",$0.00 ,$0.00 ,$0.00 ,"$920,737.00 ","$6,111,993.00 ","$29,103,272.00 ","$180,876.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$6,488,588.00 ","$35,772,736.00 ","$41,884,729.00 ","$941,130.00 ","$2,751,207.00 ","$103,385.00 ","$289,481.00 ",$0.00 ,"$3,144,073.00 ","$6,400,000.00 ","$3,059,622.00 ",$0.00 ,"$1,676,827.00 ",$0.00 ,"$2,651,266.00 ","$13,787,715.00 ","$16,931,788.00 ","$874,616.00 ","$25,019,455.00 "
10107,Milford Transit District,Full Reporter,Urban,"$362,697.00 ","$141,552.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$504,249.00 ","$4,844,103.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,844,103.00 ","$5,348,352.00 ",$0.00 ,"$130,305.00 ",$0.00 ,"$60,170.00 ",$0.00 ,"$190,475.00 ","$4,440,510.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$149,200.00 ","$4,589,710.00 ","$4,780,185.00 ","$185,652.00 ","$382,515.00 "
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,"$3,873,211.00 ","$3,502,485.00 ",$0.00 ,"$110,998.00 ",$0.00 ,$0.00 ,"$7,486,694.00 ","$13,521,151.00 ",$0.00 ,$0.00 ,$0.00 ,"$626,955.00 ",$0.00 ,"$948,405.00 ","$15,096,511.00 ","$22,583,205.00 ","$742,679.00 ","$2,413,363.00 ",$0.00 ,"$72,769.00 ",$0.00 ,"$2,486,132.00 ",$0.00 ,$0.00 ,$0.00 ,"$751,806.00 ",$0.00 ,$0.00 ,"$751,806.00 ","$3,237,938.00 ","$896,518.00 ","$19,191,428.00 "
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,"$1,188,229.00 ","$7,855,766.00 ",$0.00 ,"$622,809.00 ",$0.00 ,$0.00 ,"$9,666,804.00 ","$24,320,954.00 ",$0.00 ,$0.00 ,"$1,383,634.00 ",$0.00 ,$0.00 ,$0.00 ,"$25,704,588.00 ","$35,371,392.00 ",$0.00 ,"$929,292.00 ",$0.00 ,"$199,025.00 ",$0.00 ,"$1,128,317.00 ",$0.00 ,"$768,149.00 ",$0.00 ,"$2,010,361.00 ",$0.00 ,"$9,153,972.00 ","$11,932,482.00 ","$13,060,799.00 ","$211,672.00 ","$22,098,921.00 "
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,"$546,466.00 ","$982,758.00 ","$1,192,012.00 ","$235,620.00 ",$0.00 ,$0.00 ,"$2,956,856.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,323,468.00 ","$3,323,468.00 ","$6,280,324.00 ",$0.00 ,"$39,614.00 ","$50,918.00 ","$1,381,336.00 ",$0.00 ,"$1,471,868.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$829,800.00 ","$829,800.00 ","$2,301,668.00 ",$0.00 ,"$3,978,656.00 "
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,"$16,732,048.00 ","$2,325,647.00 ","$662,620.00 ","$5,895,888.00 ","$2,741,602.00 ",$0.00 ,"$28,357,805.00 ","$207,213,203.00 ",$0.00 ,$0.00 ,"$50,633,788.00 ","$25,057,178.00 ",$0.00 ,"$3,086,433.00 ","$285,990,602.00 ","$314,348,407.00 ","$4,162,176.00 ","$6,689,489.00 ","$41,997,911.00 ","$5,161,268.00 ","$9,998,538.00 ","$63,847,206.00 ","$64,584,787.00 ",$0.00 ,$0.00 ,"$21,239,404.00 ",$0.00 ,"$969,276.00 ","$86,793,467.00 ","$150,640,673.00 ","$6,097,947.00 ","$161,771,963.00 "
20002,Capital District Transportation Authority,Full Reporter,Urban,"$10,042,092.00 ","$26,339,934.00 ",$0.00 ,$0.00 ,$0.00 ,"$5,124,858.00 ","$41,506,884.00 ","$133,515,341.00 ",$0.00 ,$0.00 ,"$23,834,232.00 ",$0.00 ,$0.00 ,$0.00 ,"$157,349,573.00 ","$198,856,457.00 ","$20,512,244.00 ","$9,253,499.00 ",$0.00 ,$0.00 ,"$3,720,940.00 ","$12,974,439.00 ",$0.00 ,$0.00 ,"$762,505.00 ","$83,355,200.00 ","$9,964,400.00 ","$23,844.00 ","$94,105,949.00 ","$107,080,388.00 ","$40,496,155.00 ","$71,792,158.00 "
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,"$103,459,000.00 ","$119,627,000.00 ","$5,568,000.00 ","$1,287,000.00 ",$0.00 ,$0.00 ,"$229,941,000.00 ","$292,918,000.00 ",$0.00 ,$0.00 ,"$12,855,000.00 ",$0.00 ,"$8,000,000.00 ",$0.00 ,"$313,773,000.00 ","$543,714,000.00 ","$81,887,000.00 ","$14,477,000.00 ","$3,697,000.00 ",$0.00 ,"$20,931,000.00 ","$39,105,000.00 ","$4,597,000.00 ",$0.00 ,$0.00 ,"$486,039,000.00 ","$34,508,000.00 ",$0.00 ,"$525,144,000.00 ","$564,249,000.00 ","$74,603,000.00 ","($13,251,000.00)"
20008,MTA New York City Transit,Full Reporter,Urban,"$25,493,488.00 ","$4,857,091,277.00 ","$319,350,361.00 ","$57,670,814.00 ",$0.00 ,$0.00 ,"$5,259,605,940.00 ","$42,411,991,670.00 ",$0.00 ,"$47,899,768.00 ","$1,027,769,813.00 ","$5,813,958,136.00 ",$0.00 ,$0.00 ,"$49,301,619,387.00 ","$54,561,225,327.00 ","$4,840,246,087.00 ","$562,793,769.00 ","$6,366,147.00 ","$1,266,736,433.00 ","$248,068,072.00 ","$2,083,964,421.00 ","$46,757,198.00 ",$0.00 ,"$377,493,396.00 ","$22,236,650,888.00 ","$3,601,621,213.00 ","$1,031,423.00 ","$26,263,554,118.00 ","$28,347,518,539.00 ","$1,939,244,482.00 ","$29,114,708,393.00 "
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,"$24,676,996.00 ","$6,526,496.00 ","$3,704,894.00 ","$4,075,057.00 ",$0.00 ,$0.00 ,"$38,983,443.00 ","$76,698,826.00 ",$0.00 ,$0.00 ,$0.00 ,"$363,126.00 ",$0.00 ,"$31,798,336.00 ","$108,860,288.00 ","$147,843,731.00 ","$65,632,219.00 ","$1,039,786.00 ",$0.00 ,"$2,707,206.00 ","$814,000.00 ","$4,560,992.00 ",$0.00 ,$0.00 ,$0.00 ,"$362,856,018.00 ","$2,712,839.00 ","$34,171,139.00 ","$399,739,996.00 ","$404,300,988.00 ","$50,794,182.00 ","($241,619,220.00)"
20075,Port Authority Transit Corporation,Full Reporter,Urban,"$1,251,777.00 ","$115,165.00 ","$7,353,498.00 ","$5,527.00 ","$2,877,418.00 ",$0.00 ,"$11,603,385.00 ",$0.00 ,$0.00 ,$0.00 ,"$142,500.00 ",$0.00 ,$0.00 ,$0.00 ,"$142,500.00 ","$11,745,885.00 ","$12,325,458.00 ","$2,480,916.00 ",$0.00 ,"$1,036,201.00 ","$12,157,934.00 ","$15,675,051.00 ",$0.00 ,$0.00 ,$0.00 ,"$16,072,091.00 ","$3,260,410.00 ","$305,950,000.00 ","$325,282,501.00 ","$340,957,552.00 ","$7,146,382.00 ","($324,032,591.00)"
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,"$19,155,181.00 ","$756,759,968.00 ","$165,316,637.00 ","$30,766,724.00 ","$12,438,812.00 ","$2,574,532.00 ","$987,011,854.00 ","$4,711,172,033.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,203,333,479.00 ",$0.00 ,"$111,118,218.00 ","$7,025,623,730.00 ","$8,012,635,584.00 ","$740,174,363.00 ","$73,679,755.00 ",$0.00 ,"$499,201,619.00 ","$27,959,657.00 ","$600,841,031.00 ",$0.00 ,$0.00 ,"$215,391,740.00 ","$2,427,367,399.00 ","$43,992,916.00 ","$11,625,328.00 ","$2,698,377,383.00 ","$3,299,218,414.00 ","$491,324,331.00 ","$4,962,267,202.00 "
20080,New Jersey Transit Corporation,Full Reporter,Urban,"$292,703,993.00 ","$59,976,342.00 ","$140,306,942.00 ",$0.00 ,"$47,156,238.00 ","$633,970,964.00 ","$1,174,114,479.00 ","$4,506,874,603.00 ",$0.00 ,$0.00 ,"$350,071,301.00 ","$2,311,456,173.00 ",$0.00 ,"$21,760,065.00 ","$7,190,162,142.00 ","$8,364,276,621.00 ","$463,387,697.00 ","$257,365,526.00 ","$290,846,299.00 ","$156,284,669.00 ","$177,787,279.00 ","$882,283,773.00 ","$943,336,219.00 ",$0.00 ,$0.00 ,"$455,374,011.00 ","$1,679,089,450.00 ","$407,412,743.00 ","$3,485,212,423.00 ","$4,367,496,196.00 ","$729,220,714.00 ","$3,730,947,408.00 "
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,"$336,689,250.00 ","$1,252,733,030.00 ","$56,611,700.00 ","$105,083,392.00 ","$1,674,016,444.00 ","$74,779,884.00 ","$3,499,913,700.00 ","$39,322,628,710.00 ",$0.00 ,"$7,105,370,908.00 ",$0.00 ,"$805,320,884.00 ","$2,890,962,880.00 ","$7,602,579,391.00 ","$57,726,862,773.00 ","$61,226,776,473.00 ","$1,668,164,105.00 ","$913,469,334.00 ","$2,126,537,589.00 ","$980,048,376.00 ","$385,710.00 ","$4,020,441,009.00 ","$26,311,942,212.00 ","$1,234,705,000.00 ","$6,497,812,405.00 ","$2,404,192,522.00 ",$0.00 ,"$326,312,825.00 ","$36,774,964,964.00 ","$40,795,405,973.00 ","$6,345,216,747.00 ","$15,754,317,858.00 "
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,"$156,243.00 ","$95,538,816.00 ","$2,229,126.00 ","$1,218,814.00 ",$0.00 ,$0.00 ,"$99,142,999.00 ","$502,769,205.00 ",$0.00 ,$0.00 ,$0.00 ,"$193,104,595.00 ",$0.00 ,"$107,855.00 ","$695,981,655.00 ","$795,124,654.00 ","$48,872,643.00 ","$4,780,966.00 ",$0.00 ,"$18,425,797.00 ","$52,940,834.00 ","$76,147,597.00 ",$0.00 ,$0.00 ,$0.00 ,"$123,767,440.00 ","$18,082,895.00 ","$20,836.00 ","$141,871,171.00 ","$218,018,768.00 ","$20,176,310.00 ","$605,802,219.00 "
20100,MTA Long Island Rail Road,Full Reporter,Urban,"$4,987,135.00 ","$1,166,310,561.00 ","$178,147,742.00 ","$57,522,910.00 ",$0.00 ,$0.00 ,"$1,406,968,348.00 ","$9,006,618,330.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,550,799,484.00 ",$0.00 ,"$76,123,405.00 ","$10,633,541,219.00 ","$12,040,509,567.00 ","$918,983,978.00 ","$324,387,395.00 ","$3,359,298.00 ","$236,982,634.00 ","$9,927,184.00 ","$574,656,511.00 ","$17,615,990.00 ",$0.00 ,$0.00 ,"$3,687,705,020.00 ","$145,770,268.00 ","$142,197,843.00 ","$3,993,289,121.00 ","$4,567,945,632.00 ","$824,008,780.00 ","$7,567,539,133.00 "
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,"$42,562,340.00 ","$14,615,801.00 ","$407,890.00 ","$1,000,344.00 ","$17,274,167.00 ",$0.00 ,"$75,860,542.00 ","$130,122,923.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$13,474,871.00 ","$2,629,986.00 ","$146,227,780.00 ","$222,088,322.00 ","$32,156,172.00 ","$5,451,668.00 ",$0.00 ,"$6,059,708.00 ","$13,715,282.00 ","$25,226,658.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$125,190,422.00 ","$689,423.00 ","$125,879,845.00 ","$151,106,503.00 ","$51,865,116.00 ","$51,272,875.00 "
20188,MTA Bus Company,Full Reporter,Urban,"$373,579.00 ","$703,708,951.00 ","$15,838,998.00 ","$5,215,640.00 ",$0.00 ,"$113,358,175.00 ","$838,495,343.00 ","$463,757,707.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$383,834,198.00 ","$847,591,905.00 ","$1,686,087,248.00 ",$0.00 ,"$7,826,181.00 ","$55,474,000.00 ","$75,208,422.00 ","$42,348,454.00 ","$180,857,057.00 ",$0.00 ,$0.00 ,$0.00 ,"$352,195,008.00 ","$1,474,653,845.00 ",$0.00 ,"$1,826,848,853.00 ","$2,007,705,910.00 ",$0.00 ,"($321,618,662.00)"
20223,Cape May Lewes Ferry,Full Reporter,Urban,"$56,265.00 ","$232,864.00 ","$3,699,428.00 ","$9,184.00 ","$24,891,209.00 ","$108,225.00 ","$28,997,175.00 ","$206,905,248.00 ",$0.00 ,$0.00 ,$0.00 ,"$28,506,578.00 ",$0.00 ,$0.00 ,"$235,411,826.00 ","$264,409,001.00 ","$6,343,891.00 ","$821,957.00 ","$30,773,575.00 ","$2,097,947.00 ","$11,837,385.00 ","$45,530,864.00 ","$154,133,725.00 ",$0.00 ,"$7,061.00 ","$6,818,850.00 ",$0.00 ,"$948,697.00 ","$161,908,333.00 ","$207,439,197.00 ","$17,582,296.00 ","$45,731,399.00 "
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,"$16,578,273.00 ","$1,530,237.00 ","$550,932.00 ",$0.00 ,$0.00 ,"$191,511.00 ","$18,850,953.00 ","$12,437,855.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$577,193.00 ",$0.00 ,"$13,015,048.00 ","$31,866,001.00 ","$1,519,329.00 ","$26,398.00 ",$0.00 ,"$739,905.00 ",$0.00 ,"$766,303.00 ",$0.00 ,$0.00 ,$0.00 ,"$9,011,557.00 ",$0.00 ,$0.00 ,"$9,011,557.00 ","$9,777,860.00 ","$2,450,528.00 ","$21,156,942.00 "
30002,The Tri-State Transit Authority,Full Reporter,Urban,"$9,631,471.00 ","$567,042.00 ","$449,218.00 ","$33,171.00 ",$0.00 ,"$550,224.00 ","$11,231,126.00 ","$32,692,334.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$32,692,334.00 ","$43,923,460.00 ","$1,431,326.00 ","$242,599.00 ",$0.00 ,"$234,686.00 ",$0.00 ,"$477,285.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$477,285.00 ","$2,162,083.00 ","$42,715,418.00 "
30006,Greater Richmond Transit Company,Full Reporter,Urban,"$51,395,337.00 ","$11,189,036.00 ","$1,046,741.00 ","$741,455.00 ",$0.00 ,$0.00 ,"$64,372,569.00 ","$74,994,253.00 ","$1,140,067.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$76,134,320.00 ","$140,506,889.00 ","$17,313,743.00 ","$15,276,448.00 ",$0.00 ,"$240,310.00 ","$25,868,654.00 ","$41,385,412.00 ",$0.00 ,$0.00 ,$0.00 ,"$37,160,496.00 ","$330,825.00 ","$558,521.00 ","$38,049,842.00 ","$79,435,254.00 ","$38,006,268.00 ","$40,379,110.00 "
30007,Greater Roanoke Transit Company,Full Reporter,Urban,"$676,420.00 ","$4,783,192.00 ","$417,460.00 ","$149,174.00 ",$0.00 ,$0.00 ,"$6,026,246.00 ","$13,950,134.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$13,950,134.00 ","$19,976,380.00 ",$0.00 ,"$2,565,162.00 ",$0.00 ,"$256,610.00 ","$1,306,541.00 ","$4,128,313.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,128,313.00 ",$0.00 ,"$15,848,067.00 "
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,"$681,550.00 ","$45,426.00 ","$344,787.00 ","$269,922.00 ",$0.00 ,$0.00 ,"$1,341,685.00 ","$35,496,424.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$35,496,424.00 ","$36,838,109.00 ",$0.00 ,"$577,060.00 ",$0.00 ,"$175,191.00 ","$66,100.00 ","$818,351.00 ",$0.00 ,"$142,398.00 ",$0.00 ,$0.00 ,$0.00 ,"$150,765.00 ","$293,163.00 ","$1,111,514.00 ","$16,445.00 ","$35,710,150.00 "
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,"$19,500,439.00 ","$776,028.00 ","$651,402.00 ","$14,470,831.00 ",$0.00 ,$0.00 ,"$35,398,700.00 ","$47,389,990.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$47,389,990.00 ","$82,788,690.00 ","$3,518,584.00 ","$3,570,321.00 ","$1,227,820.00 ","$1,466,594.00 ","$19,323,087.00 ","$25,587,822.00 ",$0.00 ,$0.00 ,$0.00 ,"$13,489,344.00 ",$0.00 ,"$14,175,886.00 ","$27,665,230.00 ","$53,253,052.00 ","$5,283,479.00 ","$27,770,743.00 "
30011,Altoona Metro Transit,Full Reporter,Urban,"$3,195,615.00 ","$3,265,541.00 ","$178,536.00 ","$92,106.00 ","$869,855.00 ",$0.00 ,"$7,601,653.00 ","$17,289,234.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$17,289,234.00 ","$24,890,887.00 ","$1,043,667.00 ","$172,190.00 ",$0.00 ,"$453,946.00 ","$7,083.00 ","$633,219.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$7,382,059.00 ","$7,382,059.00 ","$8,015,278.00 ","$429,852.00 ","$17,489,424.00 "
30012,Cambria County Transit Authority,Full Reporter,Urban,"$11,938,700.00 ","$2,693,984.00 ","$588,881.00 ","$310,067.00 ",$0.00 ,$0.00 ,"$15,531,632.00 ","$44,724,812.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$44,724,812.00 ","$60,256,444.00 ","$640,257.00 ","$2,359,114.00 ",$0.00 ,"$348,312.00 ",$0.00 ,"$2,707,426.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,968,074.00 ",$0.00 ,"$12,060,386.00 ","$14,028,460.00 ","$16,735,886.00 ","$103,852.00 ","$44,056,963.00 "
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,"$18,027,947.00 ","$3,218,759.00 ","$188,037.00 ","$374,668.00 ",$0.00 ,$0.00 ,"$21,809,411.00 ","$84,531,850.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$424,914.00 ","$84,956,764.00 ","$106,766,175.00 ","$2,344,766.00 ","$1,635,931.00 ",$0.00 ,"$1,674,629.00 ","$16,978,063.00 ","$20,288,623.00 ",$0.00 ,$0.00 ,$0.00 ,"$708,734.00 ",$0.00 ,"$7,678,267.00 ","$8,387,001.00 ","$28,675,624.00 ","$1,419,063.00 ","$79,016,254.00 "
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,"$9,144,907.00 ","$5,708,157.00 ","$418,686.00 ","$249,793.00 ",$0.00 ,$0.00 ,"$15,521,543.00 ","$26,924,054.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$75,915.00 ","$26,999,969.00 ","$42,521,512.00 ","$1,790,649.00 ","$584,425.00 ",$0.00 ,"$407,953.00 ","$14,164,428.00 ","$15,156,806.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$566,914.00 ","$237,597.00 ","$804,511.00 ","$15,961,317.00 ","$3,938,024.00 ","$24,412,820.00 "
30015,Luzerne County Transportation Authority,Full Reporter,Urban,"$4,684,932.00 ","$12,905,710.00 ","$509,074.00 ","$353,088.00 ",$0.00 ,$0.00 ,"$18,452,804.00 ","$32,758,072.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$32,758,072.00 ","$51,210,876.00 ","$989,604.00 ","$5,223,145.00 ",$0.00 ,"$586,377.00 ","$12,223,151.00 ","$18,032,673.00 ",$0.00 ,$0.00 ,$0.00 ,"$4,161,924.00 ",$0.00 ,"$3,586,207.00 ","$7,748,131.00 ","$25,780,804.00 ","$542,702.00 ","$25,876,974.00 "
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,"$66,084,492.00 ","$148,031,201.00 ","$96,861,501.00 ","$29,313,327.00 ","$32,062,358.00 ","$417,137,701.00 ","$789,490,580.00 ","$4,125,950,691.00 ",$0.00 ,$0.00 ,"$40,901,378.00 ","$595,244,329.00 ",$0.00 ,"$50,934,649.00 ","$4,813,031,047.00 ","$5,602,521,627.00 ","$464,189,164.00 ","$120,540,593.00 ","$220,579,017.00 ","$165,087,361.00 ","$526,934,687.00 ","$1,033,141,658.00 ","$341,349,875.00 ",$0.00 ,"$29,610,861.00 ","$690,542,463.00 ","$125,611,803.00 ","$1,444,694,445.00 ","$2,631,809,447.00 ","$3,664,951,105.00 ","$704,676,558.00 ","$1,697,083,128.00 "
30022,Port Authority of Allegheny County,Full Reporter,Urban,"$160,144,214.00 ","$38,762,220.00 ","$20,231,995.00 ","$1,679,998.00 ",$0.00 ,$0.00 ,"$220,818,427.00 ","$1,220,093,600.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$57,552,428.00 ","$1,277,646,028.00 ","$1,498,464,455.00 ","$159,116,230.00 ","$13,427,740.00 ","$13,220,000.00 ","$22,590,501.00 ","$206,232,350.00 ","$255,470,591.00 ","$114,287,136.00 ",$0.00 ,$0.00 ,"$213,438,022.00 ",$0.00 ,"$605,795,660.00 ","$933,520,818.00 ","$1,188,991,409.00 ","$239,890,693.00 ","$228,698,583.00 "
30023,Beaver County Transit Authority,Full Reporter,Urban,"$8,785,302.00 ","$3,131,726.00 ","$332,581.00 ","$236,809.00 ",$0.00 ,$0.00 ,"$12,486,418.00 ","$22,074,976.00 ",$0.00 ,$0.00 ,$0.00 ,"$4,884.00 ",$0.00 ,$0.00 ,"$22,079,860.00 ","$34,566,278.00 ",$0.00 ,"$693,518.00 ",$0.00 ,"$398,512.00 ",$0.00 ,"$1,092,030.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$12,563.00 ",$0.00 ,"$12,563.00 ","$1,104,593.00 ","$10,086,851.00 ","$23,374,834.00 "
30025,County of Lackawanna Transit System,Full Reporter,Urban,"$6,766,599.00 ","$121,890.00 ","$478,224.00 ","$383,019.00 ","$488,209.00 ","$1,052,392.00 ","$9,290,333.00 ","$22,411,450.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$22,411,450.00 ","$31,701,783.00 ",$0.00 ,"$277,294.00 ","$75,000.00 ","$1,803,216.00 ","$8,620,084.00 ","$10,775,594.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,959,705.00 ",$0.00 ,$0.00 ,"$2,959,705.00 ","$13,735,299.00 ","$69,062.00 ","$17,897,422.00 "
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,"$5,137,402.00 ","$19,620,547.00 ","$358,458.00 ","$582,572.00 ",$0.00 ,$0.00 ,"$25,698,979.00 ","$49,753,119.00 ",$0.00 ,$0.00 ,$0.00 ,"$14,286.00 ",$0.00 ,$0.00 ,"$49,767,405.00 ","$75,466,384.00 ",$0.00 ,"$3,517,775.00 ",$0.00 ,"$815,599.00 ","$17,465,027.00 ","$21,798,401.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$21,798,401.00 ",$0.00 ,"$53,667,983.00 "
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,"$809,872,095.00 ","$264,582,056.00 ","$140,826,836.00 ","$1,167,556.00 ","$2,446,513.00 ",$0.00 ,"$1,218,895,056.00 ","$13,887,487,773.00 ","$62,680,841.00 ","$496,587,268.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$14,446,755,882.00 ","$15,665,650,938.00 ","$794,292,357.00 ","$467,451,916.00 ","$28,695,000.00 ","$443,365,368.00 ","$80,923,570.00 ","$1,020,435,854.00 ","$2,592,530,298.00 ","$47,582,991.00 ","$55,579,055.00 ","$2,429,164,573.00 ","$142,153,725.00 ","$58,347,373.00 ","$5,325,358,015.00 ","$6,345,793,869.00 ","$1,572,400,913.00 ","$8,541,748,513.00 "
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,"$6,003,994.00 ","$1,002,855.00 ","$80,812.00 ","$55,876.00 ","$715,644.00 ","$26,687.00 ","$7,885,868.00 ","$1,641,050.00 ",$0.00 ,$0.00 ,"$832,931.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,473,981.00 ","$10,359,849.00 ","$65,053,145.00 ",$0.00 ,"$169,910.00 ","$863,690.00 ","$66,994.00 ","$1,100,594.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$120,080.00 ","$120,080.00 ","$1,220,674.00 ","$1,777,835.00 ","$72,414,485.00 "
30045,"JAUNT, Inc.",Full Reporter,Urban,"$6,729,742.00 ","$1,197,993.00 ",$0.00 ,"$99,686.00 ",$0.00 ,$0.00 ,"$8,027,421.00 ","$5,921,311.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,921,311.00 ","$13,948,732.00 ",$0.00 ,"$199,407.00 ",$0.00 ,"$423,465.00 ",$0.00 ,"$622,872.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$622,872.00 ",$0.00 ,"$13,325,860.00 "
30054,Centre Area Transportation Authority,Full Reporter,Urban,"$13,914,834.00 ","$599,813.00 ","$373,735.00 ","$170,447.00 ",$0.00 ,"$4,333,187.00 ","$19,392,016.00 ","$73,844,810.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$73,844,810.00 ","$93,236,826.00 ",$0.00 ,"$697,703.00 ",$0.00 ,"$733,350.00 ",$0.00 ,"$1,431,053.00 ",$0.00 ,$0.00 ,"$48,164.00 ",$0.00 ,$0.00 ,$0.00 ,"$48,164.00 ","$1,479,217.00 ","$17,643,908.00 ","$74,113,701.00 "
