NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count,data_year
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,362558,51910,414468,0,68681,68681,0,8589,8589,0,22989,22989,362558,152169,514727,0,0,0,362558,152169,514727,156,27,183,0,38,38,0,5,5,0,12,12,156,82,238,0,0,0,156,82,238,0,0,0,0,0,0,0,0,0,0,2586,2586,0,2586,2586,0,0,0,0,2586,2586,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,5,5,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,3,3,0,5,5,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,31,0,0,0,0,0,0,0,0,0,30,1,31,0,0,0,30,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,43163,6676,49839,0,14553,14553,0,0,0,0,8156,8156,43163,29385,72548,0,0,0,43163,29385,72548,23,4.2,27.2,0,9,9,0,0,0,0,4.8,4.8,23,18,41,0,0,0,23,18,41,7275,1332,8607,0,0,0,0,0,0,0,0,0,7275,1332,8607,0,0,0,7275,1332,8607,5,1,6,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,5,1,6,
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,15820,2929,18749,0,6250,6250,0,1218,1218,0,4150,4150,15820,14547,30367,0,0,0,15820,14547,30367,7,1.3,8.3,0,2.5,2.5,0,1,1,0,2,2,7,6.8,13.8,0,0,0,7,6.8,13.8,1327,0,1327,0,0,0,0,0,0,0,0,0,1327,0,1327,0,0,0,1327,0,1327,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,0,0,0,0,0,0,0,2453,2453,0,1264,1264,0,3717,3717,0,0,0,0,3717,3717,0,0,0,0,0,0,0,1,1,0,2,2,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,159,159,0,159,159,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,97107,29849,126956,0,36080,36080,0,11223,11223,0,13293,13293,97107,90445,187552,0,0,0,97107,90445,187552,44,14,58,0,16,16,0,7,7,0,7,7,44,44,88,0,0,0,44,44,88,459,0,459,0,0,0,0,1549,1549,0,0,0,459,1549,2008,0,0,0,459,1549,2008,1,0,1,0,0,0,0,2,2,0,0,0,1,2,3,0,0,0,1,2,3,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,52332,8878,61210,0,14294,14294,0,971,971,0,8709,8709,52332,32852,85184,0,0,0,52332,32852,85184,22,5,27,0,6,6,0,0.5,0.5,0,4,4,22,15.5,37.5,0,0,0,22,15.5,37.5,13598,188,13786,0,0,0,0,0,0,0,1120,1120,13598,1308,14906,0,0,0,13598,1308,14906,11,0,11,0,0,0,0,0,0,0,1,1,11,1,12,0,0,0,11,1,12,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,166991,17370,184361,0,51764,51764,0,2983,2983,0,18993,18993,166991,91110,258101,0,0,0,166991,91110,258101,90,8,98,0,26,26,0,2,2,0,9,9,90,45,135,0,0,0,90,45,135,878,2476,3354,0,0,0,0,0,0,0,462,462,878,2938,3816,0,0,0,878,2938,3816,1,2,3,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,1,3,4,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,37984,9462,47446,0,7688,7688,0,475,475,0,1791,1791,37984,19416,57400,0,0,0,37984,19416,57400,21,0,21,0,3.3,3.3,0,0.2,0.2,0,0,0,21,3.5,24.5,0,0,0,21,3.5,24.5,2298,0,2298,0,0,0,0,0,0,0,0,0,2298,0,2298,0,0,0,2298,0,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,192038,13399,205437,0,39511,39511,0,2489,2489,0,8228,8228,192038,63627,255665,0,0,0,192038,63627,255665,84,3,87,0,17,17,0,1.5,1.5,0,0,0,84,21.5,105.5,0,0,0,84,21.5,105.5,3719,0,3719,0,0,0,0,0,0,0,0,0,3719,0,3719,0,0,0,3719,0,3719,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,45692,8392,54084,0,9781,9781,0,72,72,0,12389,12389,45692,30634,76326,0,0,0,45692,30634,76326,29,5.8,34.8,0,4.9,4.9,0,0.1,0.1,0,7.4,7.4,29,18.1,47.1,0,0,0,29,18.1,47.1,4898,2513,7411,0,2046,2046,0,418,418,0,0,0,4898,4977,9875,0,0,0,4898,4977,9875,5,1,6,0,1.5,1.5,0,0.4,0.4,0,0,0,5,2.9,7.9,0,0,0,5,2.9,7.9,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,111747,6338,118085,0,29861,29861,0,689,689,0,19250,19250,111747,56138,167885,0,0,0,111747,56138,167885,55,2.7,57.7,0,15,15,0,0.4,0.4,0,11.3,11.3,55,29.4,84.4,0,0,0,55,29.4,84.4,9613,0,9613,0,3325,3325,0,623,623,0,1989,1989,9613,5937,15550,0,0,0,9613,5937,15550,11,0,11,0,2.5,2.5,0,0.6,0.6,0,4,4,11,7.1,18.1,0,0,0,11,7.1,18.1,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,1212118,346241,1558359,0,706668,706668,0,682023,682023,0,314711,314711,1212118,2049643,3261761,0,578514,578514,1212118,2628157,3840275,594,195,789,0,378,378,0,340,340,0,177,177,594,1090,1684,0,278,278,594,1368,1962,0,0,0,0,37408,37408,0,0,0,0,0,0,0,37408,37408,0,0,0,0,37408,37408,0,0,0,0,34,34,0,0,0,0,0,0,0,34,34,0,0,0,0,34,34,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,374640,753603,1128243,0,636465,636465,0,776442,776442,0,203338,203338,374640,2369848,2744488,0,308415,308415,374640,2678263,3052903,205,441,646,0,282,282,0,422,422,0,113,113,205,1258,1463,0,151,151,205,1409,1614,0,0,0,0,22989,22989,0,0,0,0,0,0,0,22989,22989,0,0,0,0,22989,22989,0,0,0,0,21,21,0,0,0,0,0,0,0,21,21,0,0,0,0,21,21,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,4640815,891749,5532564,0,1385901,1385901,0,925226,925226,0,889497,889497,4640815,4092373,8733188,0,504461,504461,4640815,4596834,9237649,2220,440,2660,0,751,751,0,487,487,0,453,453,2220,2131,4351,0,218,218,2220,2349,4569,0,0,0,0,61500,61500,0,0,0,0,0,0,0,61500,61500,0,0,0,0,61500,61500,0,0,0,0,57,57,0,0,0,0,0,0,0,57,57,0,0,0,0,57,57,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,517085,69894,586979,0,301280,301280,0,94854,94854,0,77336,77336,517085,543364,1060449,0,97787,97787,517085,641151,1158236,259,37,296,0,145,145,0,52,52,0,42,42,259,276,535,0,45,45,259,321,580,0,0,0,0,8510,8510,0,0,0,0,0,0,0,8510,8510,0,0,0,0,8510,8510,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,129017,22710,151727,0,11925,11925,0,28865,28865,0,26588,26588,129017,90088,219105,0,5952,5952,129017,96040,225057,59,11,70,0,7,7,0,15,15,0,13,13,59,46,105,0,3,3,59,49,108,0,0,0,0,1241,1241,0,0,0,0,0,0,0,1241,1241,0,0,0,0,1241,1241,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,8176,118,8294,0,25,25,0,11067,11067,0,335,335,8176,11545,19721,0,0,0,8176,11545,19721,3.9,0.1,4,0,0,0,0,3.1,3.1,0,0.2,0.2,3.9,3.3,7.2,0,0,0,3.9,3.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,180816,99554,280370,0,248854,248854,0,322496,322496,0,53324,53324,180816,724228,905044,0,5858,5858,180816,730086,910902,69.1,55.9,124.9,0,123.3,123.3,0,177.6,177.6,0,27.9,27.9,69.1,384.6,453.7,0,4.1,4.1,69.1,388.7,457.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,2382569,310466,2693035,0,1069978,1069978,0,243292,243292,0,447493,447493,2382569,2071229,4453798,0,43138,43138,2382569,2114367,4496936,998,164.1,1162.1,0,518.7,518.7,0,99.4,99.4,0,248.9,248.9,998,1031.1,2029.1,0,26.9,26.9,998,1058,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,30202,8830,39032,0,5533,5533,0,1909,1909,0,3675,3675,30202,19947,50149,0,0,0,30202,19947,50149,11,4.6,15.6,0,2.2,2.2,0,0.9,0.9,0,2.1,2.1,11,9.8,20.8,0,0,0,11,9.8,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,56091,11293,67384,0,14399,14399,0,4264,4264,0,9880,9880,56091,39836,95927,0,0,0,56091,39836,95927,32,6.1,38.1,0,5.8,5.8,0,2.1,2.1,0,5.3,5.3,32,19.3,51.3,0,0,0,32,19.3,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,43680,5420,49100,0,7755,7755,0,4104,4104,0,11220,11220,43680,28499,72179,0,0,0,43680,28499,72179,25,3,28,0,4,4,0,2,2,0,5,5,25,14,39,0,0,0,25,14,39,10049,0,10049,0,0,0,0,1510,1510,0,3402,3402,10049,4912,14961,0,0,0,10049,4912,14961,8,0,8,0,0,0,0,1,1,0,3,3,8,4,12,0,0,0,8,4,12,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,99054,18123,117177,0,17967,17967,0,7896,7896,0,24801,24801,99054,68787,167841,0,0,0,99054,68787,167841,52,9,61,0,9,9,0,4,4,0,13,13,52,35,87,0,0,0,52,35,87,5125,0,5125,0,2508,2508,0,752,752,0,2911,2911,5125,6171,11296,0,0,0,5125,6171,11296,4,0,4,0,2,2,0,1,1,0,2,2,4,5,9,0,0,0,4,5,9,
30026,City of Williamsport,Full Reporter,Urban,MB,DO,81466,25037,106503,0,30187,30187,0,8581,8581,0,27533,27533,81466,91338,172804,0,0,0,81466,91338,172804,44,10,54,0,14,14,0,4,4,0,17,17,44,45,89,0,0,0,44,45,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,1503,1503,0,1967,1967,0,146,146,0,778,778,0,4394,4394,0,0,0,0,4394,4394,0,0,0,0,1.1,1.1,0,0,0,0,0,0,0,1.1,1.1,0,0,0,0,1.1,1.1,16266,150,16416,0,0,0,0,35,35,0,0,0,16266,185,16451,0,0,0,16266,185,16451,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,52250,19994,72244,0,10327,10327,0,768,768,0,7085,7085,52250,38174,90424,0,0,0,52250,38174,90424,0,0,0,0,5.9,5.9,0,0,0,0,0,0,0,5.9,5.9,0,0,0,0,5.9,5.9,167795,2001,169796,0,0,0,0,184,184,0,0,0,167795,2185,169980,0,0,0,167795,2185,169980,55,0,55,0,0,0,0,0,0,0,0,0,55,0,55,0,0,0,55,0,55,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,116553,28519,145072,0,19094,19094,0,1420,1420,0,11004,11004,116553,60037,176590,0,0,0,116553,60037,176590,56,0,56,0,11,11,0,0,0,0,0,0,56,11,67,0,0,0,56,11,67,805,2855,3660,0,0,0,0,340,340,0,0,0,805,3195,4000,0,0,0,805,3195,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,2238149,1996914,4235063,0,379430,379430,0,2358152,2358152,0,2959029,2959029,2238149,7693525,9931674,54285,2227633,2281918,2292434,9921158,12213592,1146.1,1286.4,2432.5,0,257,257,0,1427.8,1427.8,0,1983.6,1983.6,1146.1,4954.8,6100.9,33.9,1389.4,1423.3,1180,6344.2,7524.2,796,0,796,0,0,0,0,9696,9696,0,5814,5814,796,15510,16306,0,0,0,796,15510,16306,2,0,2,0,0,0,0,10,10,0,5,5,2,15,17,0,0,0,2,15,17,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,5192508,837122,6029630,0,1333504,1333504,0,12899,12899,0,653706,653706,5192508,2837231,8029739,36190,1485089,1521279,5228698,4322320,9551018,2872.4,572,3444.4,0,776,776,0,9,9,0,457,457,2872.4,1814,4686.4,22.6,926,948.6,2895,2740,5635,29895,87,29982,0,0,0,0,0,0,0,2551,2551,29895,2638,32533,0,0,0,29895,2638,32533,35,1,36,0,0,0,0,0,0,0,2,2,35,3,38,0,0,0,35,3,38,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,22105,365,22470,0,1600,1600,0,37,37,0,1901,1901,22105,3903,26008,0,70,70,22105,3973,26078,10,0.3,10.3,0,1,1,0,0,0,0,1,1,10,2.3,12.3,0,0.1,0.1,10,2.3,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,150452,66548,217000,0,143984,143984,0,69552,69552,0,72054,72054,150452,352138,502590,0,9006,9006,150452,361144,511596,69,35,104,0,66,66,0,28,28,0,30,30,69,159,228,0,5,5,69,164,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,149861,60234,210095,0,126741,126741,0,47883,47883,0,63476,63476,149861,298334,448195,0,9600,9600,149861,307934,457795,66,29,95,0,52,52,0,23,23,0,30,30,66,134,200,0,5,5,66,139,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,1990845,856045,2846890,0,915609,915609,0,83590,83590,0,229876,229876,1990845,2085120,4075965,0,30975,30975,1990845,2116095,4106940,997,375,1372,0,420,420,0,47,47,0,122,122,997,964,1961,0,14,14,997,978,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,2345,1040,3385,0,1766,1766,0,196,196,0,1580,1580,2345,4582,6927,0,0,0,2345,4582,6927,1.5,0.5,2,0,1.2,1.2,0,0.2,0.2,0,1.3,1.3,1.5,3.2,4.7,0,0,0,1.5,3.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,55800,1040,56840,0,12951,12951,0,1439,1439,0,8956,8956,55800,24386,80186,0,0,0,55800,24386,80186,29.5,0.5,30,0,6.8,6.8,0,0.8,0.8,0,4.7,4.7,29.5,12.8,42.3,0,0,0,29.5,12.8,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30044,Westmoreland County ,Full Reporter,Urban,DR,DO,80104,17488,97592,0,5455,5455,0,4875,4875,0,16060,16060,80104,43878,123982,0,0,0,80104,43878,123982,36,7,43,0,3,3,0,2,2,0,8,8,36,20,56,0,0,0,36,20,56,5460,0,5460,0,0,0,0,0,0,0,0,0,5460,0,5460,0,0,0,5460,0,5460,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,
30044,Westmoreland County ,Full Reporter,Urban,MB,DO,73976,12806,86782,0,8922,8922,0,6588,6588,0,9043,9043,73976,37359,111335,0,0,0,73976,37359,111335,42,6,48,0,8,8,0,3,3,0,5,5,42,22,64,0,0,0,42,22,64,5565,0,5565,0,0,0,0,991,991,0,1173,1173,5565,2164,7729,0,0,0,5565,2164,7729,4,0,4,0,0,0,0,1,1,0,2,2,4,3,7,0,0,0,4,3,7,
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,11906,4808,16714,0,628,628,0,201,201,0,2622,2622,11906,8259,20165,0,0,0,11906,8259,20165,6.6,2.7,9.3,0,0.3,0.3,0,0.1,0.1,0,1.5,1.5,6.6,4.6,11.3,0,0,0,6.6,4.6,11.3,1402,0,1402,0,0,0,0,0,0,0,0,0,1402,0,1402,0,0,0,1402,0,1402,1.1,0,1.1,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0,0,0,1.1,0,1.1,
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,93875,37906,131781,0,4951,4951,0,1575,1575,0,20671,20671,93875,65103,158978,0,0,0,93875,65103,158978,52.4,21.3,73.7,0,2.7,2.7,0,0.9,0.9,0,11.5,11.5,52.4,36.4,88.8,0,0,0,52.4,36.4,88.8,11052,0,11052,0,0,0,0,0,0,0,0,0,11052,0,11052,0,0,0,11052,0,11052,8.9,0,8.9,0,0,0,0,0,0,0,0,0,8.9,0,8.9,0,0,0,8.9,0,8.9,
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,5343,0,5343,0,875,875,0,0,0,0,5425,5425,5343,6300,11643,0,0,0,5343,6300,11643,5,0,5,0,0.5,0.5,0,0,0,0,3.1,3.1,5,3.6,8.6,0,0,0,5,3.6,8.6,0,0,0,0,0,0,0,128,128,0,0,0,0,128,128,0,0,0,0,128,128,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,1152626,120243,1272869,0,182000,182000,0,0,0,0,264598,264598,1152626,566841,1719467,0,6729,6729,1152626,573570,1726196,670,77,747,0,104,104,0,0,0,0,128,128,670,309,979,0,11,11,670,320,990,20275,0,20275,0,0,0,0,284,284,0,0,0,20275,284,20559,0,0,0,20275,284,20559,22,0,22,0,0,0,0,1,1,0,0,0,22,1,23,0,0,0,22,1,23,
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,149826,12599,162425,0,37978,37978,0,9954,9954,0,30643,30643,149826,91174,241000,0,0,0,149826,91174,241000,108,9,117,0,25,25,0,5,5,0,16,16,108,55,163,0,0,0,108,55,163,656,0,656,0,0,0,0,0,0,0,1452,1452,656,1452,2108,0,0,0,656,1452,2108,1,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,1,2,
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,392,392,0,903,903,0,400,400,0,442,442,0,2137,2137,0,0,0,0,2137,2137,0,0.2,0.2,0,1.5,1.5,0,1,1,0,1,1,0,3.7,3.7,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30058,City of Fairfax,Full Reporter,Urban,MB,DO,36914,6529,43443,0,2242,2242,0,0,0,0,11144,11144,36914,19915,56829,0,0,0,36914,19915,56829,19,3,22,0,1.3,1.3,0,0,0,0,6,6,19,10.3,29.3,0,0,0,19,10.3,29.3,15633,0,15633,0,336,336,0,0,0,0,0,0,15633,336,15969,0,0,0,15633,336,15969,20,0,20,0,0.5,0.5,0,0,0,0,0,0,20,0.5,20.5,0,0,0,20,0.5,20.5,
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,316593,50518,367111,0,56554,56554,0,2391,2391,0,35724,35724,316593,145187,461780,0,0,0,316593,145187,461780,177,30,207,0,31,31,0,1,1,0,26,26,177,88,265,0,0,0,177,88,265,18885,1499,20384,0,1895,1895,0,0,0,0,1047,1047,18885,4441,23326,0,0,0,18885,4441,23326,18,3,21,0,1,1,0,0,0,0,1,1,18,5,23,0,0,0,18,5,23,
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,16092,2538,18630,0,388,388,0,0,0,0,3106,3106,16092,6032,22124,0,0,0,16092,6032,22124,8,1.5,9.5,0,0.2,0.2,0,0,0,0,1.7,1.7,8,3.5,11.4,0,0,0,8,3.5,11.4,3980,0,3980,0,0,0,0,0,0,0,0,0,3980,0,3980,0,0,0,3980,0,3980,9,0,9,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,66738,10149,76887,0,1301,1301,0,0,0,0,12603,12603,66738,24053,90791,0,0,0,66738,24053,90791,34.1,5,39.1,0,0.8,0.8,0,0,0,0,8,8,34.1,13.7,47.8,0,0,0,34.1,13.7,47.8,18288,511,18799,0,0,0,0,0,0,0,0,0,18288,511,18799,0,0,0,18288,511,18799,33,2,35,0,0,0,0,0,0,0,0,0,33,2,35,0,0,0,33,2,35,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,481995,116010,598005,0,130175,130175,0,12626,12626,0,105631,105631,481995,364442,846437,0,0,0,481995,364442,846437,241,68,309,0,68,68,0,6,6,0,57,57,241,199,440,0,0,0,241,199,440,10819,0,10819,0,253,253,0,0,0,0,754,754,10819,1007,11826,0,0,0,10819,1007,11826,13,0,13,0,1,1,0,0,0,0,1,1,13,2,15,0,0,0,13,2,15,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,622015,85625,707640,0,190413,190413,0,15503,15503,0,127422,127422,622015,418963,1040978,0,0,0,622015,418963,1040978,278,49,327,0,99,99,0,11,11,0,89,89,278,248,526,0,0,0,278,248,526,2255,0,2255,0,246,246,0,0,0,0,925,925,2255,1171,3426,0,0,0,2255,1171,3426,2,0,2,0,1,1,0,0,0,0,1,1,2,2,4,0,0,0,2,2,4,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,11051,1683,12734,0,0,0,0,0,0,0,3272,3272,11051,4955,16006,0,0,0,11051,4955,16006,7,5,12,0,0,0,0,0,0,0,8,8,7,13,20,0,0,0,7,13,20,7708,0,7708,0,0,0,0,0,0,0,0,0,7708,0,7708,0,0,0,7708,0,7708,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,
