NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS, Bio-Diesel , Bunker Fuel , C Natural Gas , Diesel Fuel , Electric Battery , Electric Propulsion , Ethanol , Methanol , Gasoline , Hydrogen , Kerosene , Liquified Nat Gas , Liquified Petroleum Gas , Other Fuel , Other Fuel Description 
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,50562,,,,,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,312972,,,,,39468,,,,,,
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,46828,,,,,,
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,0,,,174923,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,,,349683,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,0,,1169824,196967,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,PT,,,1543,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,,,157405,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,,65268,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,,,,,,,,,117073,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,302840,,,,,10161,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,,24958,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,205293,,,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,28670,,,,,173031,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,742296,199778,,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,0,,,,,68,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,,7206,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,165175,5240,,,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,,,56908,,,,,,16584,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,42283,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,119252,93289,,,,,20270,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,5015,,,,,143107,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,279137,156695,,,,,0,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,98910,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,74208,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,382151,,,0,,,,,,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,12823,,,0,,,,,,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,118903,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,179645,107214,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,174648158,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,782842,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,127503641,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,10559578,0,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,0,,,24304,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,18364943,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,5630818,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,,,,,,,,,888006,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,212685,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,29069135,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,6002456,214543,,,,,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,65328,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,131916,36072,,,,,5551,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,,,42996,,,,,,48388,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,7657,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,120211,83283,,,,,,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,,27177,,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,PT,,,,,,,,,9329,,,,,,
30026,City of Williamsport,Full Reporter,Urban,MB,DO,0,,185045,36210,,,,,,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,,19851,56931,,,,,,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,PT,0,,1269,3640,,,,,,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,0,,,975,,,,,529948,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,285357,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,247203,22317,,,,,67992,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,,,18472,,,,,,5081,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1812002,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,438160464,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,3965272,7122478,17194,,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,229493,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,241591,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,4210166,,17636077,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,,,,,,,,,51782,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,,1321155,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,50154675,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,27911992,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,5845423,,,,,,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,5824,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,127628,,,,,18168,,,,,,
30044,Westmoreland County ,Full Reporter,Urban,DR,DO,,,,,,,,,202038,,,,,,
30044,Westmoreland County ,Full Reporter,Urban,MB,DO,0,,157805,86574,,,,,,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,,,,,,,,,31997,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,206,,,,180704,,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,12350,,,0,,,,,,,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,0,,1282521,2217258,151920,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,33532,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,,,452565,,,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,17295,,,,,,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,,,,,,13608394,,,,,,,,,
30058,City of Fairfax,Full Reporter,Urban,MB,DO,0,,,94852,,,,,,,,,,,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,186290,38481,,,,,,,,,,,
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,0,,,2526972,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,777641,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,3591,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,315590,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,251983,,,,,,
30071,City of Alexandria ,Full Reporter,Urban,DR,PT,,,,,,,,,22235,,,,,,
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,0,,,585431,302500,,,,,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,0,,,2533,,,,,64069,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,0,,,103057,212523,,,,46436,,,,,,
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,1488786,,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,42657,,,,1362766,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,,,,,0,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,1514755,407867,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,242856,67381,,,,,,,,36352,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,20282,,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,140007,,,,,350,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,DR,PT,,,,,,,,,3220,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,0,,,58516,,,,,,,,,,,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,,6813,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT,,,,,,,,,19229,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT,,,725362,,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,CB,PT,0,,,252071,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,DR,PT,,,,,,,,,20268,,,,,,
30081,Loudoun County,Full Reporter,Urban,MB,PT,,,,,,,,,198445,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,,422358,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,31898,,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,3291138,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,1997011,1576400,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,,20485,,,,,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO,0,,,1604,,,,,87773,,,,14777,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT,0,,,844381,,,,,5659,,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,DO,,,,,,,,,117557,,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,DO,0,,35281,10665,,,,,5145,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,,64389,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,,,,,,,,,217363,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,DR,DO,0,,,9999,,,,,19266,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,MB,DO,0,,,233456,119732,,,,1015,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,DR,DO,,,,,,,,,27732,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,0,,,157914,,,,,987,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,40344,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,0,,44966,56176,,,,,,,,,,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,,,,,,,,,71097,,,,43175,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,3578,,,,,66286,,,,105132,,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,958672,,,,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,162282,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,55152,,,,,10669,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,349839,1040748,,,,,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,1572969,,,,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,DR,PT,,,,,,,,,130255,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,MB,PT,,,,,,,,,112132,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,,,,,,,,,97411,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,0,,39263,34279,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,FB,PT,0,,,9969,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,MB,PT,0,,,152614,,,,,,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,93512,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,293015,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,616752,,,0,,,,,,,,,,,
30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,DR,PT,,,,,,,,,163524,,,,,,
30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,MB,PT,0,,,240500,77567,,,,37978,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,71620,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,96320,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,346388,717100,,,,47333,,,,,,
40002,City of Knoxville,Full Reporter,Urban,DR,DO,,,,,,,,,87834,,,,,,
40002,City of Knoxville,Full Reporter,Urban,MB,DO,0,,,565560,209175,,,,7302,,,,,,
40003,City of Memphis,Full Reporter,Urban,DR,DO,0,,,94325,,,,,126460,,,,,,
40003,City of Memphis,Full Reporter,Urban,MB,DO,0,,,1103958,,,,,8788,,,,,,
40003,City of Memphis,Full Reporter,Urban,SR,DO,,,,,,654000,,,,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,404443,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,1486901,46944,,,,77037,,,,,,
40005,City of Asheville,Full Reporter,Urban,MB,PT,0,,,221508,403484,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,57878,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,239154,24233,,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,491,,,,,,
40007,City of Raleigh,Full Reporter,Urban,MB,PT,600481,,739144,0,79863,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,0,,,170768,9915,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,DR,DO,0,,,174111,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,,,,,,14076795,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,MB,PT,0,,,1937473,112492,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,SR,DO,,,,,,1203156,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,VP,DO,,,,,,,,,36560,,,,,,
40009,City of Fayetteville,Full Reporter,Urban,DR,DO,,,,,,,,,40004,,,,3320,,
40009,City of Fayetteville,Full Reporter,Urban,DR,PT,,,,,,,,,7670,,,,,,
40009,City of Fayetteville,Full Reporter,Urban,MB,DO,0,,,251787,,,,,5247,,,,1271,,
40012,City of Winston Salem,Full Reporter,Urban,DR,DO,,,,,,,,,159895,,,,,,
40012,City of Winston Salem,Full Reporter,Urban,MB,DO,0,,,398545,,,,,3558,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,32917,,,,,10054,,,,12247,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,118340,8743,,,,,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,30237,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,DR,PT,0,,,4846,,,,,50027,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,MB,PT,0,,,130441,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,194652,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,268042,334672,80,,,,48,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,5506,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,0,,,,,148636,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,1409286,141567,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,0,,,,,2631,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,17119,,,,,106581,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,645333,,,,,,,,,,,
40021,City of Albany ,Full Reporter,Urban,DR,DO,,,15714,,,,,,951,,,,,,
40021,City of Albany ,Full Reporter,Urban,MB,DO,0,,142385,0,,,,,951,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,0,,,,,1341057,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,77560602,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,4357955,1849221,26212,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,SR,DO,,,,,,672355,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,19145,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,116288,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,100977,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,0,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,43652,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,426880,,,0,96600,,,,,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,43598,,,,,48190,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,298141,,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,135173,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,2102339,170577,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,PT,0,,,39904,,,,,51420,,,,,,
40028,Lee County Transit,Full Reporter,Urban,DR,DO,0,,,18546,,,,,133589,,,,263608,,
40028,Lee County Transit,Full Reporter,Urban,MB,DO,0,,,518347,,,,,11100,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,563087,,,,707724,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,4042687,,,,,,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,77337,,
40030,"City of Gainesville, FL",Full Reporter,Urban,DR,PT,,,,,,,,,62344,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,MB,DO,0,,,810323,49380,,,,25614,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,VP,PT,,,,,,,,,9063,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,DO,0,,,0,,,,,67492,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,PT,,,,,,,,,8012,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO,0,,,191263,,,,,10345,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,PT,,,,,,,,,49162,,,,,,
40032,County of Volusia,Full Reporter,Urban,DR,DO,,,,,,,,,280371,,,,14219,,
40032,County of Volusia,Full Reporter,Urban,DR,PT,,,,,,,,,32787,,,,,,
40032,County of Volusia,Full Reporter,Urban,MB,DO,0,,,607462,,,,,,,,,,,
40032,County of Volusia,Full Reporter,Urban,VP,PT,,,,,,,,,9387,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT,0,,,238020,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT,,,,,,,,,1101042,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO,,,,,,67576508,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO,0,,7080880,1476247,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT,0,,,160612,,,,,289383,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO,,,,,,8284079,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT,,,,,,,,,126062,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,988042,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,2448176,1707834,,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,90000,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,0,,,28674,10456,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,70883,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,45808,,,,,,14152,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,PT,,,,,,,,,77762,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,108923,348119,698851,,,,,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,PT,0,,,9044,,,,,,,,,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT,,,,,,,,,956927,,,271788,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO,0,,,1828524,,,,,,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT,,,,,,,,,92163,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO,0,,,246423,,,,,8047,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,CB,PT,,,,,,,,,32864,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,491008,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,146342,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,1350231,797261,29225,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT,0,,,4157,,,,,17396,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,815770,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,,,0,,,,,,315380,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,1257863,716729,,,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,870282,,,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,134618,,,,,,20023,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,613418,2455,0,,,,,,,,,,
40043,City of Mobile,Full Reporter,Urban,DR,DO,,,,,,,,,101078,,,,,,
40043,City of Mobile,Full Reporter,Urban,MB,DO,0,,,234494,,,,,20808,,,,,,
40044,City of Montgomery,Full Reporter,Urban,DR,DO,,,,,,,,,49872,,,,,,
40044,City of Montgomery,Full Reporter,Urban,MB,DO,0,,,34947,,,,,111136,,,,,,
40046,Sarasota County ,Full Reporter,Urban,DR,PT,0,,,1091,,,,,255407,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,DO,0,,,437645,,,,,,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,PT,,,,,,,,,19781,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO,,,,,,,,,20549,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO,0,,,182598,,,,,,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO,,,,,,,,,61300,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO,0,,,411089,19057,,,,,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,17346,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,185825,176009,,,,7982,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,28803,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,0,,,87388,,,,,7721,,,,,,
40058,City of Rome ,Full Reporter,Urban,DR,DO,0,,,122,,,,,18055,,,,,,
40058,City of Rome ,Full Reporter,Urban,MB,DO,0,,,20194,,,,,32297,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,131202,,,,,55139,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,379423,,,,,,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT,,,,,,,,,19086,,,,,,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,288,,,,,45367,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,DR,DO,,,,,,,,,76498,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,MB,DO,0,,,157971,,,,,,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,3541,,,,,72142,,,,,,
