NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,VRS Name,Q Type,FTA Approved
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20190 â€“ Passenger Miles Traveled Annual Total - FB - (Q),Q,Yes
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,20190 â€“ Unlinked Passenger Trips Annual Total - FB - (Q),Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Miscellaneous Expenses - Vehicle Operations,20190 - Miscellaneous Expenses - Vehicle Operations - MB - (Q) ,Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Miscellaneous Expenses - Vehicle Maintenance,20190 - Miscellaneous Expenses - Vehicle Maintenance - MB - (Q),Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Miscellaneous Expenses - Facility Maintenance,20190 - Miscellaneous Expenses - Facility Maintenance - MB - (Q),Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Miscellaneous Expenses - General Administration,20190 - Miscellaneous Expenses â€“ General Administration - MB - (Q),Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Fuels and Lubricants - Vehicle Operations,20190 â€“ Fuel and Lubricants â€“ Vehicle Operations - MB - (Q),Q,No
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Fuels and Lubricants - Vehicle Maintenance,20190 â€“ Fuel and Lubricants â€“ Vehicle Maintenance - MB - ,Q,No
20192,Bergen County,Full Reporter,Urban,Hackensack,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Weekday Schedule,20192 - Actual Vehicle Revenue Miles (Q - Weekday Service),Q,No
20192,Bergen County,Full Reporter,Urban,Hackensack,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Weekday Schedule,20192 - Actual Vehicle Revenue Hours (Q - Weekday Service),Q,No
20193,Cumberland County,Reduced Reporter,Urban,Bridgeton,NJ,310.0,"Vineland, NJ",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Directional Route Miles - Total ,20209 - Total Directional Route Miles (CB/DO) - (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Facility Maintenance,20209 - Total Modal Expenses â€“ Facility Maintenance (DR/DO) Q,Q,Yes
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled  (PMT) - Average Weekday Schedule,20209 -  Passenger Miles Traveled Average Weekday (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20209 -  Passenger Miles Traveled Annual Total (Q),Q,Yes
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Weekday Schedule,20209 -  Unlinked Passenger Trips Average Weekday (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,20209 -  Unlinked Passenger Trips Annual Total (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Facility Maintenance,20209 - Total Modal Expenses â€“ Facility Maintenance (MB/DO) Q ,Q,Yes
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,20209 - General Administration Other Salaries and Wages (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Employees (R-10),General Administration - Full Time Non-Operator Work Hours,20209 - General Administration Full Time Non-Operator work Hours (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Operations,20209 -Vehicle Operation Other Salaries and Wages (Q),Q,No
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Work Hours,20209 -Vehicle Operations Full Time Non-Operator Work Hours (Q) ,Q,No
20211,County of Mercer,Reduced Reporter,Urban,Trenton,NJ,128.0,"Trenton, NJ",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
20220,Broadway Bus Corporation,Reduced Reporter,Urban,Bayonne,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20220 - Total Operating Expenses Q (MB/DO),Q,No
20223,Cape May Lewes Ferry,Full Reporter,Urban,New Castle,NJ,5.0,"Philadelphia, PA-NJ-DE-MD",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
20226,"SeaStreak, LLC",Full Reporter,Urban,Atlantic Highlands,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,20226 - General Admin Other Paid Absences - Q,Q,No
20226,"SeaStreak, LLC",Full Reporter,Urban,Atlantic Highlands,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,20226 - Facility Maintenance Other Paid Absences - Q,Q,No
20226,"SeaStreak, LLC",Full Reporter,Urban,Atlantic Highlands,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Services - Vehicle Maintenance,20226 - Vehicle Maintenance Operating Expenses - Q,Q,No
20226,"SeaStreak, LLC",Full Reporter,Urban,Atlantic Highlands,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Operators' Paid Absences - Vehicle Operations,20226 - Vehicle Operations Operators' Paid Absences - Q,Q,No
20226,"SeaStreak, LLC",Full Reporter,Urban,Atlantic Highlands,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20226 - Total Operating Expenses - Q (Incomplete IAS-FD),Q,Yes
2R02-20960,City of Oneonta,Rural Reporter,Rural,Oneonta,NY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,2R02-20960 - DR/DO UPT Q,Q,No
2R02-20960,City of Oneonta,Rural Reporter,Rural,Oneonta,NY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,2R02-20960 - DR/DO VRH Q,Q,No
30006,Greater Richmond Transit Company,Full Reporter,Urban,Richmond,VA,45.0,"Richmond, VA",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Annual Total Schedule,30006 - MB/PT Vehicle Revenue Hours - W,W,No
30006,Greater Richmond Transit Company,Full Reporter,Urban,Richmond,VA,45.0,"Richmond, VA",MB,PT,Service Non-Rail (S-10),Deadhead Hours - Annual Total Schedule,30006 - MB/PT Deadhead Hours - W,W,No
30006,Greater Richmond Transit Company,Full Reporter,Urban,Richmond,VA,45.0,"Richmond, VA",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,30006 - VP/PT - Vehicle Revenue Hours - W,W,Yes
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Lynchburg,VA,271.0,"Lynchburg, VA",DR,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,30008 - DR/DO Operator Hours Q,Q,No
30011,Altoona Metro Transit,Full Reporter,Urban,Altoona,PA,359.0,"Altoona, PA",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30011 - MB/DO Waiver Passenger Miles Traveled,W,Yes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",CR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (CR/DO),W,Yes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",CR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30019 - UPT Waiver (CR/DO),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",HR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (HR/DO),W,Yes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",HR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30019 - UPT Waiver (HR/DO),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30019 - PMT Waiver (MB/DO),W,Yes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30019 - UPT Waiver (MB/DO),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30019 - PMT Waiver (MB/PT),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",SR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (SR/DO),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",SR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30019 - UPT Waiver (SR/DO),W,No
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",TB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30019 - PMT Waiver (TB/DO),W,Yes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",TB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30019 - UPT Waiver (TB/DO),W,No
30022,Port Authority of Allegheny County,Full Reporter,Urban,Pittsburgh,PA,27.0,"Pittsburgh, PA",LR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30022 - LR/DO PMT Waiver - RY21,W,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,30034 - Condition Assessments - W,W,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CB,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),30034 - CB/PT Passenger-Paid Fares - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30034 - CB/PT UPT - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30034 - CB/PT PMT - W,W,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CR,PT,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30034 - CR/PT PMT - W,W,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CR,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),30034 - CR/PT Passenger-Paid Fares - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CR,PT,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30034 - CR/PT UPT - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - Facility Maintenance,30034 - DR/DO FM Other Salaries & Wages - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",DR,DO,Employees (R-10),Facility Maintenance - Full Time Non-Operator Work Hours,30034 - DR/DO Full Time Non-Operator Work Hours - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",DR,TX,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,30034 - DR/TX Total Operating Expenses - Q,Q,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",HR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30034 - HR/DO PMT - W,W,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",HR,DO,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),30034 - HR/DO Passenger-Paid Fares - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",HR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30034 - HR/DO UPT - Q,Q,No
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",LR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30034 - LR/DO PMT - W,W,Yes
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30034 - MB/DO PMT - W,W,Yes
30045,"JAUNT, Inc.",Full Reporter,Urban,Charlottesville,VA,317.0,"Charlottesville, VA",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,30045 - CB/DO Total Actual Vehicle Hours W,W,Yes
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,30054 â€“ VO Other Paid Absences DR/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,30054 â€“ VM Other Paid Absences DR/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,DO,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,30054 â€“ FM Other Paid Absences DR/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,30054 â€“ GA Other Paid Absences DR/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,PT,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,30054 â€“ VO Other Paid Absences DR/PT â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,PT,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,30054 â€“ VM Other Paid Absences DR/PT â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,PT,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,30054 â€“ FM Other Paid Absences DR/PT â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",DR,PT,Operating Expenses (F-30),Other Paid Absences - General Administration,30054 â€“ GA Other Paid Absences DR/PT â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Operating Expenses (F-30),Operators' Paid Absences - Vehicle Operations,30054 â€“ VO Operators Paid Absences MB/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,30054 â€“ VO Other Paid Absences MB/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,30054 â€“ VM Other Paid Absences MB/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,30054 â€“ FM Other Paid Absences MB/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,30054 â€“ GA Other Paid Absences MB/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",VP,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,30054 â€“ VO Other Paid Absences VP/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",VP,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,30054 â€“ VM Other Paid Absences VP/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",VP,DO,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,30054 â€“ FM Other Paid Absences VP/DO â€“ W,W,No
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",VP,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,30054 â€“ GA Other Paid Absences VP/DO â€“ W,W,No
30058,City of Fairfax,Full Reporter,Urban,Fairfax,VA,8.0,"Washington, DC-VA-MD",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30058 - MB/DO UPT Sampling Waiver,W,Yes
30073,Virginia Railway Express,Full Reporter,Urban,Alexandria,VA,8.0,"Washington, DC-VA-MD",CR,PT,Transit Way Mileage (A-20),14. Train Control & Signaling - Expected Service Years When New,30073 - CR/PT A-20 Data Waiver,W,No
30073,Virginia Railway Express,Full Reporter,Urban,Alexandria,VA,8.0,"Washington, DC-VA-MD",CR,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Total Passenger Fares (4110) - Funds Earned,30073 - CR/PT Fare Revenues - W,W,No
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Williamsburg,VA,371.0,"Williamsburg, VA",MB,DO,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,30076 - Condition Assessment Waiver,W,No
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Vehicle Operations,30129 - DR/PT Total Operating Expenses Q,Q,Yes
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",DR,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30129 - DR/PT  Passenger Miles Traveled Q,Q,Yes
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",MB,PT,Operating Expenses (F-30),Total Modal Expenses - Vehicle Operations,30129 - MB/PT Total Operating Expenses Q,Q,Yes
30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,Prince Frederick,MD,451.0,"Lexington Park-California-Chesapeake Ranch Estates, MD",DR,DO,Federal Funding Allocation Statistics (FFA-10),Total Actual Vehicle Revenue Hours (VRH) -Annual Total,30131 - VRH DR/DO - W,W,Yes
30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,Prince Frederick,MD,451.0,"Lexington Park-California-Chesapeake Ranch Estates, MD",DR,DO,Federal Funding Allocation Statistics (FFA-10),Total Actual Vehicle Revenue Miles (VRM) -Annual Total ,30131 - VRM DR/DO - W,W,Yes
30192,Queen Anne's County Department of Aging,Reduced Reporter,Urban,Centreville,MD,19.0,"Baltimore, MD",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,Staunton,VA,461.0,"Staunton-Waynesboro, VA",DR,PT,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,30989 - DR/PT VRH Waiver,W,Yes
3R03-30130,Baltimore County Department of Aging,Rural Reporter,Rural,Baltimore,MD,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues Passenger-Paid Fares - Funds Expended on Operations,3R03-30130 - Passenger-Paid Fares Q,Q,No
3R05-30992,Sistersville Ferry ,Rural Reporter,Rural,Sistersville,WV,,,FB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,3R05-30992 - FB/DO VRH Q,Q,No
3R05-30992,Sistersville Ferry ,Rural Reporter,Rural,Sistersville,WV,,,FB,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues Passenger-Paid Fares - Funds Expended on Operations,3R05-30992 - FB/DO Passenger-Paid Fares Q,Q,No
3R05-30992,Sistersville Ferry ,Rural Reporter,Rural,Sistersville,WV,,,FB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,3R05-30992 - FB/DO UPT Q,Q,No
3R06-30069,City of Danville Mass Transit System,Rural Reporter,Rural,Danville,VA,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,3R06-30069 - MB/DO VRH W,W,No
3R06-30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,Tasley,VA,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,3R06-30114 - DR/DO OE W,W,No
3R06-30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,Tasley,VA,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,3R06-30114 - MB/DO OE W,W,No
3R06-30118,Virginia Regional Transit,Rural Reporter,Rural,Purcellville,VA,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,3R06-30118 - DR/DO OE W,W,No
3R06-30118,Virginia Regional Transit,Rural Reporter,Rural,Purcellville,VA,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,3R06-30118 - MB/DO OE W,W,No
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",DR,DO,Operating Expenses (F-30),Other Paid Absences - Total Modal Expenses,40003 - Other Paid Absences DR/DO,W,No
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40003 - MB/DO PMT W,W,Yes
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40003 - MB/DO UPT W,W,No
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",MB,DO,Operating Expenses (F-30),Other Paid Absences - Total Modal Expenses,40003 - Other Paid Absences MB/DO,W,Yes
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",SR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,40003 - SR/DO PMT W,W,Yes
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",SR,DO,Operating Expenses (F-30),Other Paid Absences - Total Modal Expenses,40003 - Other Paid Absences SR/DO,W,No
40004,Metropolitan Transit Authority,Full Reporter,Urban,Madison,TN,44.0,"Nashville-Davidson, TN",MB,DO,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,40004 - Condition Assessment Waiver,W,No
40005,City of Asheville,Full Reporter,Urban,Asheville,NC,133.0,"Asheville, NC",MB,PT,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,40005 A-15 Condition Assessment Waiver,W,No
40005,City of Asheville,Full Reporter,Urban,Asheville,NC,133.0,"Asheville, NC",MB,PT,Operating Expenses (F-30),Utilities - Vehicle Operations,40005 - MB/PT Vehicle Operations Utility OE Q,Q,No
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Gulfport,MS,175.0,"Gulfport, MS",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40014 - RY21 VP/PT Vehicle Revenue Hours Waiver,W,Yes
40017,Lexington Transit Authority,Full Reporter,Urban,Lexington,KY,131.0,"Lexington-Fayette, KY",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40017 - VP/PT VRH W,W,Yes
40018,Transit Authority of River City,Full Reporter,Urban,Louisville,KY,43.0,"Louisville/Jefferson County, KY-IN",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40018 - MB/DO PMT W,W,Yes
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Atlanta,GA,9.0,"Atlanta, GA",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40022 - MB/DO - UPT Waiver,W,No
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,Urban,Atlanta,GA,9.0,"Atlanta, GA",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40022  Sampling Waiver MB/DO PMT,W,No
