NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,Item Name,Item Type,Item Type Code
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20163 - Annual Total Passenger Miles CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,20163 - Total Actual Vehicle Hours CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Annual Total Schedule,20163 - Total Actual Vehicle Revenue Hours CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Operator's Salaries and Wages - Vehicle Operations,20163 - Vehicle Operations Other Salaries and Wages CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,20163 - Vehicle Operations Other Paid Absences CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Operator's Salaries and Wages - Vehicle Operations,20163 - Vehicle Operations Operator Salaries and Wages CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,20163 - Full Time Operator Work Hours CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Part Time Operator Work Hours,20163 - Part Time Operator Work Hours CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Work Hours,20163 - Vehicle Operations Full Time Non-Operator Work Hours (CB/DO) Q,Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Count,20163 - Vehicle Operations Full Time Non-Operator Employee Count CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Part Time Non-Operator Work Hours,20163 - Vehicle Operations Part Time Non-Operator Work Hours CB/DO (Q),Questionable,Q
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Dover,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Part Time Non-Operator Count,20163 - Vehicle Operations Part-Time Non-Operator Employee Count CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Weekday Schedule,20169 - Average Weekday Schedule Vehicle Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Saturday Schedule,20169 - Average Saturday Schedule Vehicle Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles-Average Sunday Schedule,20169 - Average Sunday Schedule Vehicle Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,20169 - Average Weekday Schedule Vehicle Revenue Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles -Average Saturday Schedule,20169 - Average Saturday Schedule Vehicle Revenue Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Sunday Schedule,20169 - Average Sunday Schedule Vehicle Revenue Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,20169 - Total Actual Vehicle Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,20169 - Total Actual Vehicle Hours CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,20169 - Total Actual Vehicle Revenue Miles CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,20169 - Total Actual Vehicle Revenue Hours CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,20169 - Full Time Operator Work Hours CB/DO (Q),Questionable,Q
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Bethlehem,PA,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Part Time Operator Work Hours,20169 - Vehicle Operations Part Time Operator Work Hours CB/DO (Q),Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",,,CEO Certification (D-10),,Waiver Request: Financial Statement,Waiver,W
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Operators' Paid Absences - Vehicle Operations,20178 - DR/DO - VO Operators' Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,20178 - DR/DO VM Other Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,20178 - DR/DO GA Other Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Operator's Salaries and Wages - Vehicle Operations,20178 - DR/DO VO Operators' Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,20178 - DR/DO VO Full-Time Operator Hours - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Maintenance,20178 - DR/DO VM Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,20178 - DR/DO GA Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Operations,20178 - DR/DO VO Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Work Hours,20178 - DR/DO VO Full-Time Non-Operator Hours - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,20178 - DR/DO VRH - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),20178 - DR/DO Passenger Paid Fares - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Sources of Funds - Funds Expended & Funds Earned (F-10),Organization-Paid Fares (4112),20178 - DR/DO Org. Paid Fares - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Operators' Paid Absences - Vehicle Operations,20178 - MB/DO VO Operators' Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,20178 - MB/DO VM Other Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Other Paid Absences - General Administration,20178 - MB/DO GA Other Paid Absences - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Operator's Salaries and Wages - Vehicle Operations,20178 - MB/DO VO Operators' Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,20178 - MB/DO VO Full-Time Operator Hours - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Maintenance,20178 - MB/DO VM Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,20178 - MB/DO GA Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Operations,20178 - MB/DO VO Other Salaries and Wages - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Work Hours,20178 - MB/DO VO Full-Time Non-Operator Hours - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Utilities - Vehicle Operations,20178 - MB/DO VO Utilities - Q,Questionable,Q
20178,Ulster County ,Full Reporter,Urban,Kingston,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",MB,DO,Operating Expenses (F-30),Utilities - General Administration,20178 - MB/DO GA Utilities - Q,Questionable,Q
20187,Village of Kiryas Joel,Reduced Reporter,Urban,Monroe,NY,89.0,"Poughkeepsie-Newburgh, NY-NJ",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,20187 - DR/DO VRH - W,Waiver,W
20188,MTA Bus Company,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20188 - MB/DO S-10 PMT W,Waiver,W
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Maintenance,20190 - Vehicle Maintenance Other Salaries and Wages,Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Other Paid Absences - Facility Maintenance,20190 - Facility Maintenance Other Paid Absences FB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",FB,DO,Operating Expenses (F-30),Other Salaries and Wages - Facility Maintenance,20190 - Facility Maintenance Other Salaries and Wages FB/DO (Q) ,Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,20190 - Total Actual Vehicle Miles MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Revenue Vehicle Inventory (A-30),Gallons of Diesel Fuel (DF),20190 - Gallons of Diesel Fuel MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Deadhead Miles -Annual Total Schedule,20190 - Deadhead Miles MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Service Non-Rail (S-10),Deadhead Hours - Annual Total Schedule,20190 - Deadhead Hours MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Fringe Benefits - Vehicle Operations,20190 - Fringe Benefits Vehicle Operations MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Fringe Benefits - Vehicle Maintenance,20190 - Fringe Benefits Vehicle Maintenance MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,20190 - General Admin Other Salaries and Wages MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Maintenance,20190 - Vehicle Maintenance  Other Salaries and Wages MB/DO (Q),Questionable,Q
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Weehawken,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Facility Maintenance,20190 - Facility Maintenance Other Salaries and Wages MB/DO (Q) ,Questionable,Q
20194,East Windsor Township,Reduced Reporter,Urban,East Windsor,NJ,429.0,"Twin Rivers-Hightstown, NJ",,,CEO Certification (D-10),,Waiver Request: Financial Statement,Waiver,W
20194,East Windsor Township,Reduced Reporter,Urban,East Windsor,NJ,429.0,"Twin Rivers-Hightstown, NJ",MB,PT,Contractual Relationship (B-30),Capital Leasing,20194 - MB/PT Capital Leasing Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Maintenance,20199 DR/DO VM Other Paid Absences Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,20199 DR/DO VO Other Paid Absences Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,20199 DR/DO Condition Assessment Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Transit Asset Management Facilities Inventory (A-15),Facility Type,20199 DR/DO Facility Type Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20199 DR/DO Operating Expenses Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,20199 DR/DO Vehicle Revenue Hours Q,Questionable,Q
20199,County of Atlantic,Full Reporter,Urban,Northfield,NJ,150.0,"Atlantic City, NJ",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Vehicle Operations,20199 DR/DO VO Operating Expenses Q,Questionable,Q
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,Audubon,NJ,5.0,"Philadelphia, PA-NJ-DE-MD",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20204 - DR/DO PMT (Q),Questionable,Q
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Facility Maintenance,20209 - Facility Maintenance Expenses DR/DO (Q),Questionable,Q
20209,Somerset County,Full Reporter,Urban,Somerville,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Facility Maintenance,20209 - Facility Maintenance Expenses MB/DO (Q),Questionable,Q
20211,County of Mercer,Reduced Reporter,Urban,Trenton,NJ,128.0,"Trenton, NJ",,,CEO Certification (D-10),,Waiver Request: Financial Statement,Waiver,W
20220,Broadway Bus Corporation,Reduced Reporter,Urban,Bayonne,NJ,1.0,"New York-Newark, NY-NJ-CT",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,20220 - Total Operating Expenses Q (MB/DO),Questionable,Q
20226,"SeaStreak, LLC",Full Reporter,Urban,,NJ,1.0,"New York-Newark, NY-NJ-CT",,,CEO Certification (D-10),,Waiver Request: Financial Statement,Waiver,W
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,22930 - MB/PT Total Actual Vehicle Miles - Q,Questionable,Q
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,22930 - MB/PT Vehicle Revenue Miles - Q,Questionable,Q
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,22930 - MB/PT Total Actual Vehicle Hours - Q,Questionable,Q
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Annual Total Schedule,22930 - MB/PT Vehicle Revenue Hours - Q,Questionable,Q
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,22930 - MB/PT Passenger Miles Traveled - Q,Questionable,Q
22930,New York City Economic Development Corporation,Full Reporter,Urban,New York,NY,1.0,"New York-Newark, NY-NJ-CT",MB,PT,Revenue Vehicle Inventory (A-30),Gallons of Diesel Fuel (DF),22930 - MB/PT Gallons of Diesel Fuel - Q,Questionable,Q
2R02-20960,City of Oneonta,Rural Reporter,Rural,Oneonta,NY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,2R02-20960 DR/DO VRM W,Waiver,W
2R02-20960,City of Oneonta,Rural Reporter,Rural,Oneonta,NY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,2R02-20960 DR/DO VRH W,Waiver,W
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,Gloversville,NY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,2R02-20981 DR/DO VRM Q,Questionable,Q
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Charleston,WV,214.0,"Charleston, WV",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30001 - DR/DO - PMT - Q,Questionable,Q
30002,The Tri-State Transit Authority,Full Reporter,Urban,Huntington,WV,178.0,"Huntington, WV-KY-OH",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30002 DR/DO PMT W,Waiver,W
30002,The Tri-State Transit Authority,Full Reporter,Urban,Huntington,WV,178.0,"Huntington, WV-KY-OH",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30002 MB/DO PMT W,Waiver,W
30006,Greater Richmond Transit Company,Full Reporter,Urban,Richmond,VA,45.0,"Richmond, VA",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30006 - MB/DO - Passenger Miles Traveled - W,Waiver,W
30006,Greater Richmond Transit Company,Full Reporter,Urban,Richmond,VA,45.0,"Richmond, VA",RB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30006 - RB/DO - Passenger Miles Traveled - W,Waiver,W
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Lynchburg,VA,271.0,"Lynchburg, VA",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30008 - MB/DO Sampling Waiver,Waiver,W
30011,Altoona Metro Transit,Full Reporter,Urban,Altoona,PA,359.0,"Altoona, PA",MB,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30011 - MB/DO Waiver Passenger Miles Traveled,Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",CR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30019 - UPT Waiver (CR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",CR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (CR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",HR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30019 - UPT Waiver (HR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",HR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (HR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30019 - UPT Waiver (MB/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30019 - PMT Waiver (MB/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",SR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,30019 - UPT Waiver (SR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",SR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30019 - PMT Waiver (SR/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",TB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30019 - UPT Waiver (TB/DO),Waiver,W
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Philadelphia,PA,5.0,"Philadelphia, PA-NJ-DE-MD",TB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30019 - PMT Waiver (TB/DO),Waiver,W
30025,County of Lackawanna Transit System,Full Reporter,Urban,Scranton,PA,99.0,"Scranton, PA",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30025 - MB/PT PMT W,Waiver,W
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,30034 - A-15 Condition Assessments - W,Waiver,W
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CB,PT,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,30034 - CB/PT - Total Actual Vehicle Miles - W,Waiver,W
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30034 - CB/PT - Passenger Miles Traveled - W,Waiver,W
30034,Maryland Transit Administration,Full Reporter,Urban,Baltimore,MD,19.0,"Baltimore, MD",CR,PT,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,30034 - CR/PT - Passenger Miles Traveled - W,Waiver,W
