NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by,VOMS Under Contract,Months Seller Operated in FY,PT Fare Revenues/Passenger Fees,Passenger Out of Pocket Expenses,Direct Payment/Agency Subsidy,Contract Capital Leasing Expenses,Other Operating Expenses Incurred by the Buyer,Total Modal Expenses,Other Reconciling Item Expenses Incurred by the Buyer
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,LIFEDOTS TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,3183,354,209,3746,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BEYOND TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,627,70,47,744,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,HPA SERVICE LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,486,54,31,571,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"MCJ TRANSPORTATION, INC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,177,20,18,215,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,RWENDO TRANSPORTATION INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,5,12,0,0,540,60,56,656,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,NEW ENGLAND HEALTH TRANSPORTATION INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,135,15,9,159,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"VLADISLAV BEZRUTCHENKO DBA STATELINE DSD, LLC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,1213,135,44,1392,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BAHATI TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,7,12,0,0,92,10,6,108,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,TIMLESS TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,157509,17501,16817,191827,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,COUNTY RAINBOW TAXI INC DBA CRT CABULANCE,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,485,54,29,568,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BOSTON HEALTH & RECOVERY SERVICES INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,5,12,0,0,99909,11101,3967,114977,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,FRANCOIS TRANSPORTATION INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,178,20,4,202,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ARMSTRONG AMBULANCE SERVICE INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,200,22,5,227,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,TRINITY TRANSPORT LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,126027,14003,7063,147093,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,NOWTRANSIT INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,25172,2797,800,28769,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ALEXANDER ANTONIAN DBA BEST TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,135,15,10,160,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,NUMBERS TRANSIT LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,3883,431,295,4609,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,MASSTRAN CORP.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,294,33,11,338,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Access Care Ride Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,10,12,0,0,13145,1461,244,14850,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,GACAL ENTERPRISE LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,125643,13960,6565,146168,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,GEM LOGISTICS INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,18901,2100,2162,23163,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BINFIN COACH & CAB LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,9,12,0,0,1970,219,63,2252,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,57 OLD ROAD TO NINE ACRE CORNER OPERATING COMPANY,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,1621,180,26,1827,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,OUTLOOK HEALTHCARE SERVICES LLC DBA OUTLOOK TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,9,12,0,0,9614,1068,326,11008,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,RELIABLE TRANSPORTATION INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,56,6,5,67,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,MIGHTY LIVERY TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,2475,275,65,2815,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,RAFA TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,2516,280,177,2973,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,AIRMYS TRANSHIP LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,10,12,0,0,365055,40562,21807,427424,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,AUSTIN TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,110,12,7,129,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,GREEN VALLEY INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,4848,539,247,5634,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,WORCESTER TRANSPORTATION CORPORATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,265,29,42,336,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,J&J CARE TRANSPORTATION CORP,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,210053,23339,7597,240989,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,OMAR TRANSPORT LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,82,9,7,98,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,RELIAMED TRANSPORTATION INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,66010,7334,5232,78576,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,YOUTH ON THE MOVE INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,4,12,0,0,6371,708,144,7223,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ACHIAS TRANSPORTATION INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,5,12,0,0,152279,16920,7621,176820,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ST. AGNES TRANSPORT,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,58891,6543,3480,68914,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,AV PRIME LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,24287,2699,645,27631,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BANKA GENERAL STAFFING LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,4,12,0,0,20754,2306,1404,24464,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,SAMI HEALTH CARE SERVICES INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,46826,5203,3012,55041,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,K & K TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,407,45,36,488,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,CTLS ENTERPRISES INC DBA C-A-B TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,8,12,0,0,360463,40051,21162,421676,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BREWSTER AMBULANCE SERVICE INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,3694,410,113,4217,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,GAAMHA INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,1751,195,63,2009,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BY TRANS CORP,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,57202,6356,3648,67206,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,RIGBY'S JOURNEY INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,641,71,24,736,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,SUPERB ENTERPRISES INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,19616,2180,443,22239,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ASEDA TRANSPORT INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,42005,4667,1893,48565,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,TAMF COMPANIES DBA GO TIME TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,7,12,0,0,39164,4352,644,44160,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,DONAHUE LIMOUSINE SERVICE INC.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,11,12,0,0,307149,34128,21849,363126,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,KINGDOM TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,7,12,0,0,1089251,121028,58717,1268996,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,KONASTONE SERVICES INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,5,12,0,0,187995,20888,7172,216055,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"Dial-A-Mart, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Buyer,10,12,80463,0,295223,0,170214,545900,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,NEW BEGINNINGS TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,811,90,68,969,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,THE DRIVERS TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,157616,17513,11103,186232,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,MASS EXPRESS TRANSPORTATION INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,1972,219,180,2371,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,QUALITY TRANPORTATION INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,687,76,44,807,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,CCR TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,8,12,0,0,117297,13033,13352,143682,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"YOUR RIDE, INC.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,4,12,0,0,25744,2860,469,29073,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,PROSPECTS TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,6,12,0,0,8627,959,391,9977,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,PETER J. HOLMAN DBA ABEES TRANSPORTATION,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,1495,166,125,1786,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"CATALDO AMULANCE SERVICE, INC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,1,12,0,0,1036,115,34,1185,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,BELIEVE TRANSPORTATION CORP,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,2711,301,188,3200,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,JK SUNSHINE TRANSPORTATION SERVICES LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,3,12,0,0,50555,5617,1097,57269,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,ELM TRANSPORTATION INC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,246075,27342,8960,282377,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,CASTELLYS TRANSPORTATION LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,563,63,15,641,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,SAVE DD LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,2,12,0,0,4097,455,190,4742,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,Management of Transportation Services Gardner - Athol Division,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,2,12,21601,0,170676,0,79568,271845,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,"Dial-A-Mart, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,5,12,1759,0,151993,0,83114,236866,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MANAGEMENT OF TRANSPORTATION SERVICES GARDNER,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,4,12,91288,0,626372,0,324854,1042514,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MANAGEMENT OF TRANSPORTATION SERVICES,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Buyer,13,12,409953,0,3733569,0,2005780,6149302,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Medway,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,1,12,1748,0,54029,0,12557,68334,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Norfolk,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,1,12,1202,0,24708,0,16065,41975,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Wrentham,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,1,12,2768,0,36699,0,11939,51406,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Pembroke,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,2,12,16100,0,106932,0,37194,160226,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Duxbury,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,2,12,7500,0,96900,0,31527,135927,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Hanover,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,2,12,9275,0,141645,0,32612,183532,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Bellingham,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,3,12,18100,0,151515,0,53593,223208,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Kiessling Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,,,,In This Report,,Buyer,11,5,172348,0,1568748,24389,344028,2109513,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Middleborough,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,4,12,12241,0,168450,0,50312,231003,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Bill's Taxi,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,7,133815,0,517693,7741,169918,829167,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Scituate,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,1,12,8913,0,123300,0,34340,166553,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Town of Plainville,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,1,12,3507,0,32538,0,8226,44271,0
