State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,TAM Sponsor NTD ID,TAM Sponsor Name,Reporting Module,Mode,TOS,Facility Ownership,Less Than 200 Vehicles,Between 200 and 300 Vehicles,Greater than 300 Vehicles,Heavy Maintenance Facilities,Total Maintenance Facilities
,40054,City of Johnson City,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,DR,DO,Owned,0.3,,,,0.3
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,MB,DO,Owned,0.7,,,,0.7
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40055,City of Bristol Tennessee,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Owned,0.25,,,,0.25
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Owned,0.75,,,,0.75
,40057,Jackson Transit Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,0.0,0.0,0.0,0.0,0.0
,40057,Jackson Transit Authority,Full Reporter,,,Urban,DR,DO,Owned,0.35,0.0,0.0,0.0,0.35
,40057,Jackson Transit Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,0.0,0.0,0.0,0.0,0.0
,40057,Jackson Transit Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,0.0,0.0,0.0,0.0,0.0
,40057,Jackson Transit Authority,Full Reporter,,,Urban,MB,DO,Owned,0.65,0.0,0.0,0.0,0.65
,40057,Jackson Transit Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,0.0,0.0,0.0,0.0,0.0
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,DR,DO,Owned,0.4,,,,0.4
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,Owned,0.6,,,,0.6
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40058,City of Rome ,Full Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,DR,DO,Owned,0.5,,,,0.5
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40060,City of Hattiesburg,Reduced Reporter,4R05,Mississippi Department of Transportation,Urban,MB,DO,Owned,0.5,,,,0.5
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Owned,0.8,,,,0.8
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Owned,1.2,,,,1.2
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,VP,PT,Facilities Leased by Service Provider,0.0,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,VP,PT,Facilities Owned by Public Agency,0.0,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,VP,PT,Facilities Owned by Service Provider,0.0,,,,0.0
,40063,Brevard Board of County Commissioners,Full Reporter,,,Urban,VP,PT,Facilities Leased by Public Agency,0.0,,,,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Leased by Service Provider,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Owned by Public Agency,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Owned by Service Provider,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Leased by Public Agency,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,PT,Facilities Leased by Public Agency,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,PT,Facilities Leased by Service Provider,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,PT,Facilities Owned by Public Agency,0.0,0.0,0.0,0.0,0.0
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,PT,Facilities Owned by Service Provider,0.0,0.0,0.0,0.0,0.0
,40068,Northwest Alabama Council of Local Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40068,Northwest Alabama Council of Local Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40068,Northwest Alabama Council of Local Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Owned,0.0,,,,0.0
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,DR,DO,Owned,0.5,,,,0.5
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,MB,DO,Owned,0.5,,,,0.5
,40071,"City of Huntsville, Alabama",Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,0.0,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Owned,0.0,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from a Private Entity,0.0,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,DO,Owned,0.0,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,DO,Leased from a Private Entity,0.0,,,,0.0
,40073,Lee-Russell Council of Governments,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,0.0,,,,0.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Owned,1.0,,,,1.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40074,Pasco County Board of County Commissioners,Full Reporter,,,Urban,MB,DO,Owned,1.0,,,,1.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,Facilities Leased by Public Agency,,,,,0.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,Facilities Leased by Service Provider,,,,,0.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,Facilities Owned by Public Agency,2.0,,,,2.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,Facilities Owned by Service Provider,,,,,0.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,1.0,,,,1.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,CB,PT,Facilities Owned by Service Provider,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,CB,PT,Facilities Leased by Public Agency,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,CB,PT,Facilities Leased by Service Provider,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,CB,PT,Facilities Owned by Public Agency,0.29,,,,0.29
,40078,Cobb County,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.25,,,,0.25
,40078,Cobb County,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,0.46,,,,0.46
,40078,Cobb County,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40078,Cobb County,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40080,City of Kingsport,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40080,City of Kingsport,Reduced Reporter,,,Urban,DR,DO,Owned,0.5,0.0,0.0,0.0,0.5
,40080,City of Kingsport,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40080,City of Kingsport,Reduced Reporter,,,Urban,MB,DO,Owned,0.5,0.0,0.0,0.0,0.5
,40080,City of Kingsport,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40080,City of Kingsport,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40081,City of Anderson ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Owned,2.0,0.0,0.0,0.0,2.0
,40081,City of Anderson ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from a Private Entity,0.0,0.0,0.0,0.0,0.0
,40081,City of Anderson ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,0.0,0.0,0.0,0.0,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,DO,Owned,,,0.25,,0.25
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,PT,Facilities Owned by Public Agency,,,0.17,,0.17
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40082,County of Douglas,Full Reporter,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,Facilities Owned by Public Agency,,,0.58,,0.58
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,DR,DO,Owned,0.1,,,,0.1
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,Owned,0.9,,,,0.9
,40087,City of Durham,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,1.0,,,,1.0
,40087,City of Durham,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40087,City of Durham,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,1.0,,,,1.0
,40092,City of Clarksville,Reduced Reporter,,,Urban,DR,DO,Owned,0.2,,,,0.2
,40092,City of Clarksville,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40092,City of Clarksville,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40092,City of Clarksville,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40092,City of Clarksville,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40092,City of Clarksville,Reduced Reporter,,,Urban,MB,DO,Owned,0.8,,,,0.8
,40093,City of Greensboro ,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.5,,,,0.5
,40093,City of Greensboro ,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40093,City of Greensboro ,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,0.5,,,,0.5
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,0.05,,,,0.05
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,HR,PT,Facilities Owned by Public Agency,2.0,,,,2.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,HR,PT,Facilities Owned by Service Provider,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,HR,PT,Facilities Leased by Public Agency,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,HR,PT,Facilities Leased by Service Provider,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40094,Alternativa de Transporte Integrado ,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,0.95,,,,0.95
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Leased by Service Provider,0.0,0.0,0.0,0.0,0.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Owned by Public Agency,0.0,0.0,0.0,0.0,0.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Owned by Service Provider,0.0,0.0,0.0,0.0,0.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Leased by Public Agency,0.0,0.0,0.0,0.0,0.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,Owned,1.0,,,,1.0
,40095,City of Greenville,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,Facilities Owned by Public Agency,1.0,,,,1.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40096,City of Rocky Mount,Reduced Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40097,"Council on Aging of St. Lucie, Inc.",Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,0.0,0.0,0.0,0.0,0.0
,40097,"Council on Aging of St. Lucie, Inc.",Reduced Reporter,,,Urban,DR,DO,Owned,0.0,0.0,0.0,0.0,0.0
,40097,"Council on Aging of St. Lucie, Inc.",Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,0.0,0.0,0.0,0.0,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,CB,DO,Leased from Another Public Agency,,,,,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,CB,DO,Owned,0.1,,,,0.1
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,CB,DO,Leased from a Private Entity,,,,,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Owned,0.7,,,,0.7
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Owned,0.2,,,,0.2
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40100,Santee Wateree Regional Transportation Authority,Full Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40101,City of Spartanburg South Carolina ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40101,City of Spartanburg South Carolina ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40101,City of Spartanburg South Carolina ,Reduced Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,Owned,1.0,,,,1.0
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,DR,DO,Owned,0.3,,,,0.3
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,,,Urban,MB,DO,Owned,0.7,,,,0.7
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Owned,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,4R01,Alabama Department of Transportation,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,1.0,,,,1.0
,40104,Indian River County,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,1.0,,,,1.0
,40104,Indian River County,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0.0
,40104,Indian River County,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
,40105,Puerto Rico Highway and Transportation Authority – Público,Full Reporter,,,Urban,PB,PT,Facilities Leased by Public Agency,,,,,0.0
,40105,Puerto Rico Highway and Transportation Authority – Público,Full Reporter,,,Urban,PB,PT,Facilities Leased by Service Provider,,,,,0.0
,40105,Puerto Rico Highway and Transportation Authority – Público,Full Reporter,,,Urban,PB,PT,Facilities Owned by Public Agency,,,,,0.0
,40105,Puerto Rico Highway and Transportation Authority – Público,Full Reporter,,,Urban,PB,PT,Facilities Owned by Service Provider,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,DR,DO,Owned,0.1,,,,0.1
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,DO,Owned,0.9,,,,0.9
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,,,,,0.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,3.0,,,,3.0
,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0.0
