NTD ID,Agency Name,Reporter Type,Reporting Module,CA: Cash and Cash Equivalents,CA: Accounts Receivable,CA: Inventory,CA: Prepaid Expenses,CA: Current Investments and Current Portions of Long-Term Investments,CA: Other Current Assets,Total Current Assets,NCA: Capital Assets,NCA: Intangible Assets,NCA: Capital Leases Receivables,NCA: Special Funds,NCA: Work in Progress,NCA: Investments,NCA: Other Noncurrent Assets,Total Noncurrent Assets,Total Assets,Deferred Outflows of Resources,CL: Current Accounts Payable,CL: Short-Term Debt and Current Portions of Long-Term Debt,CL: Accrued Liabilities,CL: Other Current Liabilities,Total Current Liabilities,NCL: Long-Term Debt,NCL: Noncurrent Accounts Payable,NCL: Capital Lease Obligations,NCL: Long-Term Pension Liabilities,NCL: Estimated Liabilities,NCL: Other Noncurrent Liabilities,Total Noncurrent Liabilities,Total Liabilities,Deferred Inflows of Resources,Net Position
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,Urban,69593002,83127229,39924452,6431794,821744118,176442075,1197262670,2633773288,0,284947581,0,416148465,42092293,7524497,3384486124,4581748794,174798487,136230451,0,32893869,126691738,295816058,2169821413,0,29548068,153352344,0,126571469,2479293294,2775109352,325743691,1655694238
40025,Chatham Area Transit Authority,Full Reporter: Operating,Urban,7679017,11657874,895205,114348,8073731,0,28420175,47972945,0,0,0,0,0,0,47972945,76393120,161916,273368,0,281674,903998,1459040,0,0,0,816811,0,61000,877811,2336851,391576,73826609
40027,Pinellas Suncoast Transit Authority,Full Reporter: Operating/Building,Urban,56511207,10006384,3777311,644965,0,447649,71387516,128419989,0,0,0,0,0,1520045,129940034,201327550,12337513,5815653,0,5503877,344540,11664070,0,0,0,50217328,10117440,4209570,64544338,76208408,4893429,132563226
40031,Lakeland Area Mass Transit District ,Full Reporter: Operating,Urban,1230016,5235812,419441,345678,5401221,0,12632168,14350270,0,0,0,59859,1503150,0,15913279,28545447,2045027,651881,231405,134144,155996,1173426,0,0,441353,9224307,0,538820,10204480,11377906,715932,18496636
40035,Central Florida Regional Transportation Authority,Full Reporter: Operating,Urban,118751675,29142053,3516698,387405,0,1400751,153198582,148397308,0,4028953,0,5323277,9335199,0,167084737,320283319,30109216,15466230,10438842,1594245,16011207,43510524,0,0,2681738,28703179,7376504,0,38761421,82271945,1810208,266310382
40040,Jacksonville Transportation Authority,Full Reporter: Operating,Urban,12463499,5961325,3433807,1202586,0,18168680,41229897,169709647,0,0,0,144832269,0,25994476,340536392,381766289,6288605,21109364,0,1890507,177396,23177267,0,0,0,0,83554,5274293,5357847,28535114,6935161,352584619
40041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,Urban,40658628,34522708,2499690,509617,0,0,78190643,98153979,0,1613457,0,4752207,0,0,104519643,182710286,13613246,13384434,17243,2634485,3889069,19925231,0,0,0,62797597,6642802,0,69440399,89365630,2453616,104504286
40042,Birmingham-Jefferson County Transit Authority,Full Reporter: Operating,Urban,15515522,6205199,1275270,352653,0,0,23348644,69880849,0,0,0,721562,0,10950,70613361,93962005,1640843,2996091,2550000,662879,1084302,7293272,2553173,0,0,23493343,0,0,26046516,33339788,6522925,55740135
40053,Greenville Transit Authority,Full Reporter: Operating,Urban,6307904,2670426,475556,130321,0,0,9584207,9177736,0,0,0,19071187,0,0,28248923,37833130,0,3699885,0,0,726,3700611,0,0,0,0,0,633070,633070,4333681,126210,33373239
40057,Jackson Transit Authority,Full Reporter: Operating,Urban,60316,149752,92971,119063,0,0,422102,7736501,0,0,0,0,0,0,7736501,8158603,1056714,62294,0,96951,534411,693656,0,0,0,279426,0,0,279426,973082,1405827,6836408
40077,South Florida Regional Transportation Authority,Full Reporter: Operating,Urban,81598604,52299732,0,2246549,0,0,136144885,554602222,0,0,0,0,0,0,554602222,690747107,2695091,18460999,0,1752491,4806458,25019948,27361307,0,0,8660116,0,5359325,41380748,66400696,1590566,625450936
40086,Metropolitan Bus Authority,Full Reporter: Operating,Urban,48537301,26333570,8356129,0,0,0,83227000,35114091,0,0,0,0,0,0,35114091,118341091,41505009,71271543,2255,12833924,0,84107722,274705078,0,0,1237446,0,2089875,278032399,362140121,19292704,-221586725
40100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,Urban,54042,461791,0,31000,0,0,546833,14992186,0,0,190822,0,0,0,15183008,15729841,1566341,301778,0,0,0,301778,254198,0,0,0,0,0,254198,555976,770896,15969310
40108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,Urban,43838763,67876276,1438971,73815,680270001,2289675,795787501,61443016,0,0,0,0,0,28725744,90168760,885956261,1138818,11005198,1149222,0,17619,12172039,5802194,0,0,0,0,0,5802194,17974233,2416275,866704571
40110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,Urban,9017887,7076870,71691,409407,0,0,16575855,44252408,0,0,0,0,0,0,44252408,60828263,0,1843783,0,0,106252,1950035,1369641,0,0,134964,0,0,1504605,3454640,0,57373623
40141,Central Midlands Regional Transportation Authority,Full Reporter: Operating,Urban,2040468,10871490,105347,140423,41110962,14954,54283644,26205110,0,0,0,0,2644838,0,28849948,83133592,553267,3825854,0,50714,80238,3956806,0,0,0,2236464,0,24200,2260664,6217470,80235,77389154
40159,Regional Transportation Authority,Full Reporter: Operating,Urban,8849035,975539,364480,23994,0,0,10213048,40129949,0,0,0,0,0,0,40129949,50342997,0,713987,0,25996,5433831,6173814,0,0,0,0,0,0,0,6173814,0,44169183
40172,Western Piedmont Regional Transit Authority ,Full Reporter: Operating,Urban,2721329,5375564,0,29708,0,1314,8127915,2854075,194556,0,0,0,0,0,3048631,11176546,649971,181887,0,74691,114240,370818,0,0,0,411617,0,215379,626996,997814,641196,10187507
40173,Piedmont Authority for Regional Transportation,Full Reporter: Operating,Urban,21506398,1443273,0,42737,0,0,22992408,25261926,0,0,0,0,0,0,25261926,48254334,0,595506,0,0,135470,730976,0,0,0,0,0,158448,158448,889424,0,47364910
40191,Transit Authority of Central Kentucky,Full Reporter: Operating,Urban,2801989,538965,0,0,0,0,3340954,5747783,0,0,0,0,0,0,5747783,9088737,0,108002,0,144444,49357,301803,0,0,0,0,0,9088738,9088738,9390541,0,-301804
40200,Tampa Bay Area Regional Transit Authority,Full Reporter: Operating,Urban,608236,345241,0,0,0,0,953477,18553,0,0,0,0,0,0,18553,972030,0,104297,0,15270,0,119567,0,0,0,0,0,0,0,119567,0,852463
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter: Operating,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40950,First Tennessee Human Resource Agency,Full Reporter: Operating,Urban,8066915,1457148,0,2162,0,0,9526225,517759,0,0,0,0,0,0,517759,10043984,0,1316107,0,0,0,1316107,0,0,0,0,0,0,0,1316107,0,8727877
50010,METRO Regional Transit Authority ,Full Reporter: Operating,Urban,152440659,17314652,1471906,1628483,0,0,172855700,55365545,0,0,0,2872145,0,0,58237690,231093390,22317064,1727482,0,3389620,279171,5396273,0,0,0,47452831,73333,0,47526164,52922437,845362,199642655
50011,Stark Area Regional Transit Authority,Full Reporter: Operating,Urban,8477306,349360,283360,331934,1005132,4922613,15369705,41777016,1949759,0,0,21544759,0,1097787,66369321,81739026,12205415,1006939,0,2843131,0,3850070,0,0,0,0,0,0,0,3850070,288529,89805842
50012,Southwest Ohio Regional Transit Authority,Full Reporter: Operating,Urban,1816675,47392513,2089692,1808214,162785541,0,215892635,114087057,7695044,0,0,22835852,115669105,866703,261153761,477046396,66483590,15604991,0,12732304,5135885,33473180,0,4022686,7450162,129994857,0,1217100,142684805,176157985,1059368,366312633
50015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,Urban,33886094,78166123,21280386,0,172694551,1565404,307592558,569127474,0,0,93712882,197666798,70450350,3589651,934547155,1242139713,127688924,17952507,7995000,28272709,10000,54230216,27369203,0,0,280312696,0,18272228,325954127,380184343,2011120,987633174
50016,Central Ohio Transit Authority,Full Reporter: Operating/Building,Urban,308737681,58329117,5379098,2011385,0,0,374457281,250339761,0,0,0,105522356,1167539,0,357029656,731486937,66379397,8066122,0,12021244,4046678,24134044,30000000,2068504,16000,139981032,1210726,0,173276262,197410306,6258933,594197095
50017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,Urban,18071933,19709832,7978214,2683599,27387926,0,75831504,157645969,0,0,0,44093830,64139376,0,265879175,341710679,27333870,3433409,0,12130644,1893089,17457142,0,0,0,57199568,0,2562050,59761618,77218760,4037743,287788046
50021,Portage Area Regional Transportation Authority,Full Reporter: Operating,Urban,5813716,2433828,285477,263182,0,0,8796203,27837691,0,0,12054523,0,0,0,39892214,48688417,4620738,155783,0,330638,1669,488090,0,0,0,9520225,227997,0,9748222,10236312,141368,42931475
50022,Toledo Area Regional Transit Authority,Full Reporter: Operating,Urban,31257140,9613265,2185566,143870,20680285,0,63880126,33949937,0,0,0,0,0,0,33949937,97830063,12446065,3307992,0,1367272,188861,4864125,0,0,0,25551547,0,542852,26094399,30958524,223675,79093929
50024,Western Reserve Transit Authority,Full Reporter: Operating,Urban,18258620,5802108,529655,1039600,9092481,147710,34870174,25132738,0,0,0,0,0,11000,25143738,60013912,6651625,73260,0,1302825,0,1376085,0,0,147710,809078,0,14652982,15609770,16985855,121131,49558551
50025,Duluth Transit Authority,Full Reporter: Operating,Urban,10849540,121738,561046,14397,0,5145247,16691968,44157753,0,0,0,0,0,0,44157753,60849721,0,1325656,0,1013148,183976,2522780,0,0,0,0,0,0,0,2522780,0,58326941
50027,Metro Transit ,Full Reporter: Operating,Urban,563896591,27237365,28381528,2104630,0,716043669,1337663783,1679525113,0,11911629,130243788,2554566120,0,433638,4376680288,5714344071,118938568,223620427,0,8592977,88807439,321020843,216632000,1060855,11260903,76739002,292992287,0,598685047,919705890,171467344,4742109405
50028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,Urban,15730459,3052935,331718,9164,0,0,19124276,26229677,0,0,7558795,0,0,0,33788472,52912748,1565849,817674,0,554364,0,1372038,0,0,0,5401463,852424,0,6253887,7625925,184697,46667975
50029,Bay Metropolitan Transit Authority,Full Reporter: Operating,Urban,6289374,784025,223094,54909,0,0,7351402,4320710,0,0,0,154022,0,104519,4579251,11930653,4011121,110004,0,681420,0,791424,0,0,0,8342956,0,0,8342956,9134380,178566,6628828
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,Urban,170036384,31307873,3362054,443398,16839043,0,221988752,154162366,5000,0,0,0,0,583647,154751013,376739765,35940224,8686427,0,12195265,9182665,30064357,0,0,0,94650308,10669415,771392,106091115,136155472,50340231,226184286
50032,Mass Transportation Authority ,Full Reporter: Operating,Urban,16806221,11686802,1973551,97486,0,0,30564060,58400362,0,0,0,0,0,896781,59297143,89861203,244511,2932103,573856,607803,908627,5022389,3636334,52560,0,0,1166698,0,4855592,9877981,1217125,79010608
50033,Interurban Transit Partnership,Full Reporter: Operating,Urban,75924629,1763040,747054,1354706,0,8252087,88041516,145359148,1077359,0,0,1958118,0,0,148394625,236436141,953056,5457217,0,2029206,1896215,9382638,0,0,0,1146920,0,0,1146920,10529558,22107577,204752062
50034,City of Jackson Transportation Authority,Full Reporter: Operating,Urban,2859816,253312,374127,27849,108393,0,3623497,3055926,0,0,0,0,0,0,3055926,6679423,1355354,42016,0,61273,247141,350430,0,0,0,4120342,0,16747,4137089,4487519,0,3547258
50035,Central County Transportation Authority,Full Reporter: Operating,Urban,9566653,7508230,693423,271644,1008050,0,19048000,23774499,45972,0,36843453,454503,0,0,61118427,80166427,5721643,767392,105462,742320,1745940,3361114,3546828,0,0,1894871,53797,100022,5595518,8956632,517325,76414113
50036,Capital Area Transportation Authority,Full Reporter: Operating,Urban,3578272,12620536,1596805,912277,25476388,0,44184278,47857432,0,0,0,6880621,0,0,54738053,98922331,29879354,1621967,0,3226600,795450,5644017,0,0,0,0,0,55126260,55126260,60770277,32916564,35114844
50039,Saginaw Transit Authority Regional Service,Full Reporter: Operating,Urban,1848149,1296958,349738,198545,0,0,3693390,10099379,173458,0,0,0,0,0,10272837,13966227,337332,397154,210178,264173,160972,1032477,0,0,189614,0,0,102965,292579,1325056,337332,12641171
50040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,Urban,54630107,8381539,1380675,2104445,0,0,66496766,40768622,0,0,56322,356753,0,0,41181697,107678463,148237,3502966,0,2057499,107689,5668154,0,0,0,0,0,0,0,5668154,649075,101509471
50044,Fort Wayne Public Transportation Corporation,Full Reporter: Operating,Urban,2843777,1865479,629610,139589,0,0,5478455,15019666,0,0,1231337,0,0,2167,16253170,21731625,8702730,315047,0,1229597,106631,1651275,0,0,0,16228160,236119,5660987,22125266,23776541,4806265,1851549
50045,Gary Public Transportation Corporation,Full Reporter: Operating,Urban,590347,25272,295195,102610,0,3410778,4424202,3444842,0,0,0,0,0,0,3444842,7869044,0,200312,0,0,0,200312,0,0,0,0,0,0,0,200312,1556108,6112624
50047,Bloomington-Normal Public Transit System,Full Reporter: Operating,Urban,6171244,5336344,385638,395339,0,0,12288565,30997595,0,0,0,0,0,425536,31423131,43711696,0,963330,0,192143,944539,2100012,0,0,0,0,0,712168,712168,2812180,0,40899516
50050,Indianapolis and Marion County Public Transportation,Full Reporter: Operating,Urban,131501094,35292570,3232872,277021,148926871,0,319230428,364746069,0,0,0,168520085,0,18890993,552157147,871387575,0,33994625,6718199,2140141,339264,43192229,96751893,0,0,553672,0,4639801,101945366,145137595,134478,726115502
50051,Greater Lafayette Public Transportation Corporation,Full Reporter: Operating,Urban,8753638,4863423,471454,182736,0,0,14271251,25254723,0,0,1552685,1086114,0,0,27893522,42164773,1706338,1092447,10000,650695,12941,1766083,0,0,0,3906652,0,0,3906652,5672735,3410670,34787706
50052,South Bend Public Transportation Corporation,Full Reporter: Operating,Urban,934422,840419,381668,110130,0,0,2266639,69590573,0,0,0,549281,0,0,70139854,72406493,0,89655,0,0,1164224,1253879,0,0,0,910572,0,0,910572,2164451,974815,69267227
50054,Muncie Indiana Transit System,Full Reporter: Operating,Urban,4891411,1130,447569,146790,0,0,5486900,10162607,0,0,0,0,0,0,10162607,15649507,895633,105020,0,58312,0,163332,0,0,2170,1911487,0,0,1913657,2076989,491854,13976297
50056,Greater Peoria Mass Transit District,Full Reporter: Operating,Urban,26564031,27937222,598799,1351856,226785,0,56678693,43816517,0,0,0,0,0,0,43816517,100495210,12452294,12366176,0,3674603,0,16040779,0,0,0,0,16352295,0,16352295,32393074,11556271,68998159
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,Urban,9151232,5445227,17233,1090411,0,0,15704103,86003601,0,810921,0,0,0,7746075,94560597,110264700,1111244,1644570,0,650426,1606360,3901356,0,0,831529,0,131532,0,963061,4864417,5966088,100545439
50058,Rockford Mass Transit District,Full Reporter: Operating,Urban,5271078,5305105,640229,225073,0,0,11441485,39318338,0,0,0,0,0,0,39318338,50759823,2233785,520995,0,2367387,0,2888382,0,0,0,5568641,0,6923749,12492390,15380772,64819,37548017
50059,Springfield Mass Transit District,Full Reporter: Operating,Urban,7942127,4215641,946882,53414,0,289634,13447698,22292943,0,0,0,1314350,1491023,0,25098316,38546014,6147835,569231,0,1298596,0,1867827,2168311,0,0,0,0,9352354,11520665,13388492,1257829,30047528
50060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,Urban,7022884,17612268,1780525,1498807,0,0,27914484,78715674,1574401,0,40130192,9801849,0,0,130222116,158136600,11305725,4321354,641214,8330562,2500472,15793602,546340,0,0,18058143,227216,0,18831699,34625301,2166688,132650336
50066,Chicago Transit Authority,Full Reporter: Operating,Urban,136326482,626154793,22458892,5844399,0,0,790784566,4443410784,0,0,525017968,803581969,20510876,11400057,5803921654,6594706220,399958286,356442200,146458134,197907706,265535474,966343514,4619644672,0,45822283,2054638917,204229906,20000,6924355778,7890699292,14750434,-910785220
50104,Northern Indiana Commuter Transportation District,Full Reporter: Operating,Urban,7495524,220169303,6966024,3587370,2332493,0,240550714,316846878,0,0,77560388,1176371305,344989,0,1571123560,1811674274,531159,195301963,2695000,7734774,3590984,209322721,155263963,0,0,652927,0,0,155916890,365239611,3938839,1443026983
50110,Bloomington Public Transportation Corporation,Full Reporter: Operating,Urban,16051688,297669,325573,56389,0,1833179,18564498,15302816,0,0,0,0,0,0,15302816,33867314,1061549,210253,0,508714,0,718967,0,0,0,2324419,0,0,2324419,3043386,1621988,30263489
50113,"Pace, the Suburban Bus Division of the Regional Transportation Authority",Full Reporter: Operating,Urban,167341924,90227539,13213150,2292432,103463937,1122899,377661881,339926810,0,0,773513,26814512,0,0,367514835,745176716,52834181,15799290,2205530,19302494,4640167,41947481,1681810,295920,0,66296375,34989697,29177581,132441383,174388864,8411800,615210233
50117,Laketran,Full Reporter: Operating,Urban,31349051,25323423,781881,207668,27811380,0,85473403,37193407,0,0,358093,9374749,0,2435059,49361308,134834711,2575778,1258846,0,2616590,0,3875436,0,0,0,54201257,0,0,54201257,58076693,24798969,54534827
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter: Operating,Urban,59882413,306154612,36554928,15404223,119460350,0,537456526,3077195912,0,115756033,0,338123481,13788100,9730043,3554593569,4092050095,93572869,80081,0,198586997,0,198667078,0,0,0,92228472,199778567,0,292007039,490674117,39858707,3655090140
50141,Detroit Transportation Corporation,Full Reporter: Operating,Urban,82936,4489743,3212226,851591,0,0,8636496,21429578,0,0,1198191,1882141,4401909,0,28911819,37548315,2638647,1128332,0,184761,2926294,4239387,0,0,0,2737827,200000,435496,3373323,7612710,5753585,26820667
50146,Madison County Transit District,Full Reporter: Operating,Urban,334489,10583179,1225563,1321634,22925359,0,36390224,69440957,0,0,0,0,39930000,0,109370957,145761181,0,4876069,0,0,0,4876069,0,0,0,0,0,0,0,4876069,0,140885112
50148,Blue Water Area Transportation Commission,Full Reporter: Operating,Urban,11244373,5587201,904653,368829,0,0,18105056,30539793,0,0,0,95560,0,0,30635353,48740409,3529884,672202,0,664947,277781,1614930,0,0,0,4904653,0,27952,4932605,6547535,36387,45686371
50157,Butler County Regional Transit Authority,Full Reporter: Operating,Urban,8132177,2169156,81308,292351,0,0,10674992,16818398,550504,0,0,1784570,0,23736,19177208,29852200,3392566,543329,0,341357,102099,986785,0,0,0,6687240,0,311829,6999069,7985854,52013,25206899
50182,"Pace, the Suburban Bus Division of the Regional Transportation Authority",Full Reporter: Operating,Urban,40471796,990737,0,1122655,0,0,42585188,13626744,0,0,0,0,0,0,13626744,56211932,5320619,9619274,0,30606056,2751780,42977110,0,217,0,4375277,262098,0,4637592,47614702,291105,13626744
50184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,Urban,4779805,528104,0,118790,0,0,5426699,8449079,0,0,0,0,0,0,8449079,13875778,0,198095,0,258673,0,456768,0,0,364079,0,0,0,364079,820847,0,13054931
50199,Delaware County Transit Board,Full Reporter: Operating,Urban,5864409,1464306,0,89008,0,0,7417723,7223564,0,0,0,0,0,102278,7325842,14743565,1793652,102278,0,218057,44146,364481,0,3441102,0,0,0,0,3441102,3805583,45441,12686193
50209,Central Indiana Regional Transportation Authority ,Full Reporter: Operating,Urban,313007,0,0,0,0,0,313007,0,0,0,0,0,0,0,0,313007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313007
50212,Stateline Mass Transit District,Separate Service,Urban,717510,375282,0,0,0,0,1092792,71736,0,0,0,0,0,0,71736,1164528,0,174522,0,0,0,174522,0,0,0,0,0,0,0,174522,0,990006
50518,SouthWest Transit,Full Reporter: Operating,Urban,4027100,1162604,203860,135869,8869036,0,14398469,41303142,0,0,7940544,0,0,0,49243686,63642155,632774,1029330,0,113273,161624,1304227,0,27388,0,1918018,0,167807,2113213,3417440,620410,60237079
50519,Minnesota Valley Transit Authority,Full Reporter: Operating,Urban,12881109,3531840,78027,441852,1469081,0,18401909,37147571,0,0,0,16387825,0,0,53535396,71937305,576368,4088541,0,168109,63244,4319894,1640849,0,0,1806180,410750,0,3857779,8177673,1985496,62350504
50522,Lake Erie Transportation Commission,Full Reporter: Operating,Urban,1863807,33373,360092,118279,0,1346867,3722418,224311,0,0,0,0,5701383,0,5925694,9648112,0,24783,101566,84333,107909,318591,0,5401,0,0,0,95795,101196,419787,0,9228325
60007,Fort Worth Transportation Authority,Full Reporter: Operating,Urban,38950448,48901005,8685885,2379544,0,0,98916882,1038579236,16913075,0,0,45419770,0,0,1100912081,1199828963,0,17444787,743120,2881127,3308514,24377548,0,0,0,0,0,25354518,25354518,49732066,0,1150096897
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,Urban,39811604,189995747,56082186,0,834463453,0,1120352990,2504268241,0,0,93235578,90767925,0,7331831,2695603575,3815956565,203685324,70729327,65355000,56055044,21704730,213844101,848219472,0,38172255,922408890,0,11286273,1820086890,2033930991,241065102,1744645796
60011,VIA Metropolitan Transit,Full Reporter: Operating,Urban,100553327,92582360,8750407,38662,337287993,0,539212749,397414289,0,0,2980776,38546208,0,0,438941273,978154022,71756956,30027763,11095000,24082744,8805040,74010547,159931930,0,4218873,209607805,0,0,373758608,447769155,5771687,596370136
60022,Capital Area Transit System,Full Reporter: Operating,Urban,27834481,23831349,1049348,557720,0,247417,53520315,56098569,0,0,0,0,0,0,56098569,109618884,2578254,2869413,0,1782972,740213,5392598,0,0,161793,0,447261,0,609054,6001652,0,106195486
60032,New Orleans Regional Transit Authority,Full Reporter: Operating,Urban,59313496,60816858,861139,4100503,4230689,0,129322685,243996454,0,0,0,44954362,1415000,26291515,316657331,445980016,341957,4021720,1407350,971092,24287586,30687748,26135393,0,0,22956147,0,0,49091540,79779288,2138482,364404203
60033,Rock Region Metropolitan Transit Authority,Full Reporter: Operating,Urban,13151288,886553,546283,141979,0,0,14726103,46352763,0,0,0,213952,0,0,46566715,61292818,0,400157,0,1153575,7259,1560991,0,0,0,0,0,0,0,1560991,0,59731827
60048,Capital Metropolitan Transportation Authority,Full Reporter: Operating,Urban,175834518,69787519,11654109,534208,169320321,65597587,492728262,407905025,0,75638816,0,249381798,66814836,0,799740475,1292468737,19836435,10310515,0,69060220,5881296,85252031,0,0,9932475,50535044,0,3090934,63558453,148810484,88610027,1074884661
60051,Corpus Christi Regional Transportation Authority,Full Reporter: Operating,Urban,21942551,11266790,757581,828020,31091860,0,65886802,79261504,0,1481296,0,1094110,2000000,0,83836910,149723712,11045444,3223203,930000,5925146,493176,10571525,15855000,0,338738,11426175,0,1868928,29488841,40060366,5117108,115591682
60056,Dallas Area Rapid Transit,Full Reporter: Operating,Urban,135133253,188220566,41325176,9578237,790481430,8523584,1173262246,3196838519,0,0,22994889,1263991388,0,140437790,4624262586,5797524832,36659060,168240106,111061455,0,132662731,411964292,3594205530,45854317,12328391,58991000,0,0,3711379238,4123343530,56828671,1654011691
60059,Brazos Transit District,Full Reporter: Operating,Urban,4724488,238849,98552,0,0,0,5061889,57365753,0,0,0,0,0,0,57365753,62427642,17420,695111,0,2537356,0,3232467,0,0,0,0,0,0,0,3232467,0,59212595
60091,Hill Country Transit District,Full Reporter: Operating,Urban,8534875,3801442,207003,155626,0,0,12698946,8148158,0,0,0,0,0,0,8148158,20847104,0,146785,0,339276,0,486061,0,0,0,0,0,5095090,5095090,5581151,0,15265953
60101,Denton County Transportation Authority,Full Reporter: Operating,Urban,84627740,10990140,861479,143063,25880573,0,122502995,264684647,17394147,0,127525,4202668,0,675203,287084190,409587185,449852,3882789,2785000,829462,1803941,9301192,15225000,0,0,0,0,500000,15725000,25026192,134996,384875849
60102,Concho Valley Transit District,Full Reporter: Operating,Urban,1092594,746386,0,0,0,0,1838980,14133666,0,0,161715,0,0,0,14295381,16134361,0,419690,0,0,0,419690,0,0,0,0,0,0,0,419690,113486,15601185
60111,Rio Metro Regional Transit District,Full Reporter: Operating,Urban,48680968,24348265,0,0,0,0,73029233,7336341,1174941,0,0,0,90000,0,8601282,81630515,0,11406642,683921,0,163653,12254216,9538931,0,1169942,0,0,0,10708873,22963089,0,58667426
60114,STAR Transit,Full Reporter: Operating,Urban,1022487,1058234,6957,350,0,0,2088028,6678692,0,0,0,0,0,0,6678692,8766720,0,161748,0,298050,0,459798,0,0,0,0,0,0,0,459798,0,8306922
60276,"Plaquemines Port, Harbor and Terminal District",Full Reporter: Operating,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70002,Transit Authority of Omaha,Full Reporter: Operating,Urban,9249279,44275449,1803555,383408,10043909,0,65755600,49064972,892994,0,68977,1734780,0,0,51761723,117517323,4874071,1831052,101827,2510144,0,4443023,81113,0,0,14436988,4747409,236144,19501654,23944677,3863364,94583353
70005,Kansas City Area Transportation Authority,Full Reporter: Operating,Urban,13646322,22865364,1925349,1222406,975000,98954,40733395,128093780,0,135620,45570939,0,0,0,173800339,214533734,11395057,4660349,9000000,5259075,3643036,22562460,0,0,9998,29555691,6595855,0,36161544,58724004,14067946,153136841
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter: Operating,Urban,313467494,51704585,15294494,391402,162221680,0,543079655,673998235,0,0,0,46562316,191990002,18574482,931125035,1474204690,37451527,16429769,14460000,18179900,3855893,52925562,472629642,0,152237002,107739727,0,49525929,782132300,835057862,21341666,655256689
70010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,Urban,32303741,30119963,897822,459029,0,0,63780555,48770833,0,0,0,6214772,0,253759,55239364,119019919,10991577,719856,747564,1525132,1245132,4237684,0,0,3066288,8225598,0,0,11291886,15529570,36619740,77862186
70014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,Urban,9029027,771940,46320,231015,0,0,10078302,10624013,0,0,13171794,778497,0,0,24574304,34652606,1028627,75415,0,273609,24175,373199,0,0,0,2659991,0,126792,2786783,3159982,1209943,31311308
70057,Loop Trolley Transportation Development District,Full Reporter: Operating,Urban,448426,0,0,0,0,0,448426,0,0,0,0,0,0,0,0,448426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448426
70066,Heart of Iowa Regional Transit Agency,Full Reporter: Operating,Urban,4036799,675175,0,0,0,0,4711974,1710790,0,0,0,0,0,0,1710790,6422764,10928,211729,0,0,0,211729,0,0,0,0,0,0,0,211729,33430,6188533
80001,Utah Transit Authority,Full Reporter: Operating,Urban,294285844,119548812,44517295,1889532,221460199,0,681701682,2644767203,82205962,0,0,188838231,107155722,51927513,3074894631,3756596313,95889907,48759625,79821083,14055013,98271933,240907654,2158463302,52885000,0,142283669,0,23241235,2376873206,2617780860,7541486,1227163874
80006,Denver Regional Transportation District,Full Reporter: Operating,Urban,625550796,205074769,40787935,8113116,111794618,1655000,992976234,5645600156,0,0,0,81040967,545384600,50530379,6322556102,7315532336,112980491,57100593,70490741,51299177,19184981,198075492,2765524357,0,0,227392085,0,558545076,3551461518,3749537010,101450266,3577525551
80009,Missoula Urban Transportation District,Full Reporter: Operating,Urban,29170490,294738,325128,32289,0,0,29822645,16370398,0,0,0,0,0,0,16370398,46193043,0,685437,0,306039,0,991476,0,0,0,0,0,713295,713295,1704771,0,44488272
80012,Great Falls Transit District,Full Reporter: Operating,Urban,7605406,1568492,194655,390517,0,0,9759070,5113299,0,0,17500,0,0,0,5130799,14889869,0,9244,0,401796,13780,424820,0,0,0,0,0,0,0,424820,0,14465049
80028,Cache Valley Transit District,Full Reporter: Operating,Urban,12278646,2335672,71000,95279,0,0,14780597,37623016,0,0,0,0,0,0,37623016,52403613,0,1097672,0,854891,387000,2339563,0,0,0,0,0,167000,167000,2506563,0,49897050
