NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,ADA Accessible Stations,Non-ADA Accessible Stations,Total Stations,Escalators,Elevators
30022,Pittsburgh Regional Transit,Full Reporter: Operating,,,Urban,LR,DO,50,38,88,19,17
30022,Pittsburgh Regional Transit,Full Reporter: Operating,,,Urban,MB,DO,63,9,72,0,0
30023,Beaver County Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2,0,2,0,2
30025,County of Lackawanna Transit System,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,0
30025,County of Lackawanna Transit System,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,0,0,0,0,0
30026,River Valley Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2,0,2,0,0
30030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,,,Urban,HR,DO,98,0,98,647,363
30030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
30034,Maryland Transit Administration,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
30034,Maryland Transit Administration,Full Reporter: Operating,,,Urban,CR,PT,26,16,42,8,19
30034,Maryland Transit Administration,Full Reporter: Operating,,,Urban,HR,DO,14,0,14,81,27
30034,Maryland Transit Administration,Full Reporter: Operating,,,Urban,LR,DO,33,0,33,0,0
30034,Maryland Transit Administration,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
30035,Ohio Valley Regional Transportation Authority,Full Reporter: Operating,3R05,West Virginia Department of Transportation,Urban,MB,DO,1,0,1,0,2
30036,City of Charlottesville,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1,0,1,0,1
30040,City of Annapolis,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30042,Washington County ,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,1,0,1,0,0
30044,Westmoreland County Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,0
30045,"JAUNT, Inc.",Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,CB,DO,0,0,0,0,0
30051,"Montgomery County, Maryland",Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,2
30053,City of Bristol Virginia,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30054,Centre Area Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
30055,Mercer County Regional Council of Governments,Small Systems Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,0,0,0,0,0
30057,Pennsylvania Department of Transportation,Full Reporter: Operating,,,Urban,CR,PT,8,4,12,2,17
30058,City of Fairfax,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
30061,Mid Mon Valley Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,1,0,1,0,0
30068,"Fairfax County, VA",Full Reporter: Operating/Building,,,Urban,MB,PT,8,0,8,2,13
30070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating/Building,,,Urban,CB,PT,0,0,0,0,0
30070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating/Building,,,Urban,MB,PT,0,0,0,0,0
30071,City of Alexandria ,Full Reporter: Operating/Building,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,9,0,9,0,0
30072,"Frederick County, Maryland",Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,DO,1,0,1,0,0
30073,Virginia Railway Express,Full Reporter: Operating,,,Urban,CR,PT,19,0,19,6,13
30074,Harford County Maryland,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30075,Delaware Transit Corporation,Full Reporter: Operating,,,Urban,MB,DO,3,0,3,1,3
30075,Delaware Transit Corporation,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,1,2
30076,Williamsburg Area Transit Authority,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1,0,1,0,0
30077,Borough of Pottstown,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,1,0,1,0,0
30079,City of Fredericksburg,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1,0,1,0,1
30080,"Arlington County, Virginia",Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,PT,11,0,11,0,0
30081,Loudoun County,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,CB,PT,0,0,0,0,0
30081,Loudoun County,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,PT,0,0,0,0,0
30083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,,,Urban,FB,PT,4,0,4,0,0
30083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,,,Urban,LR,DO,11,0,11,0,2
30083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,0
30085,"Prince George's County, Maryland",Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
30087,County of Fayette,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,1
30088,"County Commissioners of Charles County, MD",Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,PT,1,0,1,0,0
30089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1,0,1,0,0
30090,Eastern Panhandle Transit Authority,Small Systems Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,0,0,0,0,0
30091,Town of Blacksburg,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30092,"The County Commissioners of Carroll County, Maryland",Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,PT,0,0,0,0,0
30093,City of Hazleton,Small Systems Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,1,0,1,0,0
30094,City of Harrisonburg,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30095,County of Lebanon Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,DO,1,0,1,0,0
30099,City of Winchester,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30107,West Virginia University,Full Reporter: Operating,,,Urban,MG,DO,5,0,5,0,8
30108,Cecil County Government ,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30109,St. Mary's County Government ,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30111,Washington County Transportation Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,1,0,1,0,1
30112,District Department of Transportation,Full Reporter: Operating/Building,,,Urban,MB,PT,0,0,0,0,0
30112,District Department of Transportation,Full Reporter: Operating/Building,,,Urban,SR,PT,0,0,0,0,0
30123,District Three Governmental Cooperative,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30129,Anne Arundel County,Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,PT,0,0,0,0,0
30130,Baltimore County Department of Public Works Transportation,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
30131,"Board of County Commissioners of Calvert County, Maryland",Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30141,Butler Transit Authority,Small Systems Reporter,3R04,Pennsylvania Department of Transportation,Urban,CB,PT,1,0,1,0,0
30141,Butler Transit Authority,Small Systems Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,1,0,1,0,0
30192,Queen Anne's County,Small Systems Reporter,3R03,Maryland Department of Transportation,Urban,MB,DO,0,0,0,0,0
30198,City of Suffolk,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,PT,1,0,1,0,0
30199,New River Transit Authority,Small Systems Reporter,3R05,West Virginia Department of Transportation,Urban,MB,PT,0,0,0,0,0
30200,City of Radford,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,PT,0,0,0,0,0
30201,City of Baltimore,Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,FB,PT,0,5,5,0,0
30201,City of Baltimore,Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,PT,0,0,0,0,0
30202,South Central Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,2
30203,York County,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30204,Colonial Williamsburg Foundation,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30205,"Transit Management of Central Maryland, Inc.",Full Reporter: Operating,3R03,Maryland Department of Transportation,Urban,MB,DO,2,0,2,0,0
30206,Susquehanna Regional Transportation Authority,Full Reporter: Operating,,,Urban,CB,DO,1,0,1,0,0
30206,Susquehanna Regional Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,1,0,1,0,0
30206,Susquehanna Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
30206,Susquehanna Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
30989,Central Shenandoah Planning District Commission,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,PT,0,0,0,0,0
40001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,,,Urban,IP,DO,2,0,2,0,1
40001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40002,City of Knoxville,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,2,1
40003,City of Memphis,Full Reporter: Operating,,,Urban,MB,DO,3,0,3,0,1
40003,City of Memphis,Full Reporter: Operating,,,Urban,SR,DO,7,0,7,0,0
40004,Metropolitan Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,1,2
40005,City of Asheville,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40006,Cape Fear Public Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,1
40007,City of Raleigh,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,1
40008,City of Charlotte North Carolina,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
40008,City of Charlotte North Carolina,Full Reporter: Operating,,,Urban,LR,DO,26,0,26,0,21
40008,City of Charlotte North Carolina,Full Reporter: Operating,,,Urban,MB,PT,3,0,3,0,0
40008,City of Charlotte North Carolina,Full Reporter: Operating,,,Urban,SR,DO,1,0,1,0,0
40009,City of Fayetteville,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
40010,City of Gastonia,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40011,City of High Point,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40012,City of Winston Salem,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
40014,Ms Coast Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,9,0,9,0,2
40015,"City of Jackson, MS",Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,1
40016,City of Ashland,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40017,Lexington Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
40018,Transit Authority of River City,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
40018,Transit Authority of River City,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40019,Transit Authority of Northern Kentucky,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40020,City of Owensboro,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40021,City of Albany ,Full Reporter: Operating,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,0
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,,,Urban,HR,DO,38,0,38,150,115
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,12,0,12,0,0
40023,Augusta Richmond County Transit Department,Full Reporter: Operating,4R03,Georgia Department of Transportation,Urban,MB,PT,1,0,1,0,0
40024,Columbus Consolidated Government,Small Systems Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,0
40025,Chatham Area Transit Authority,Full Reporter: Operating,,,Urban,FB,DO,3,0,3,0,0
40025,Chatham Area Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40026,Manatee County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,DO,3,0,3,0,0
40027,Pinellas Suncoast Transit Authority,Full Reporter: Operating/Building,,,Urban,MB,DO,4,0,4,0,0
40027,Pinellas Suncoast Transit Authority,Full Reporter: Operating/Building,,,Urban,MB,PT,0,0,0,0,0
40027,Pinellas Suncoast Transit Authority,Full Reporter: Operating/Building,,,Urban,RB,DO,0,0,0,0,0
40028,Lee County ,Full Reporter: Operating,,,Urban,MB,DO,5,0,5,0,0
40029,Broward County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,0
40029,Broward County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40030,"City of Gainesville, FL",Full Reporter: Operating/Building,,,Urban,MB,DO,2,0,2,0,0
40031,Lakeland Area Mass Transit District ,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
40031,Lakeland Area Mass Transit District ,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40032,County of Volusia,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40034,County of Miami-Dade ,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
40034,County of Miami-Dade ,Full Reporter: Operating,,,Urban,HR,DO,23,0,23,68,57
40034,County of Miami-Dade ,Full Reporter: Operating,,,Urban,MB,DO,6,0,6,0,6
40034,County of Miami-Dade ,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40034,County of Miami-Dade ,Full Reporter: Operating,,,Urban,MG,DO,21,0,21,25,22
40035,Central Florida Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40035,Central Florida Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40035,Central Florida Regional Transportation Authority,Full Reporter: Operating,,,Urban,RB,DO,1,0,1,0,0
40036,City of Tallahassee,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40036,City of Tallahassee,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40037,"Board of County Commissioners, Palm Beach County",Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
40038,"Escambia County Board of County Commissioners, FL",Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40040,Jacksonville Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
40040,Jacksonville Transportation Authority,Full Reporter: Operating,,,Urban,FB,PT,2,0,2,0,0
40040,Jacksonville Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,5,0,5,0,6
40040,Jacksonville Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40040,Jacksonville Transportation Authority,Full Reporter: Operating,,,Urban,MG,DO,8,0,8,16,8
40041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,7,0,7,0,1
40041,Hillsborough Area Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,11,0,11,0,0
40042,Birmingham-Jefferson County Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,1
40042,Birmingham-Jefferson County Transit Authority,Full Reporter: Operating,,,Urban,RB,DO,0,0,0,0,1
40043,City of Mobile,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40044,City of Montgomery,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,3
40045,Tuscaloosa County Parking and Transit Authority,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,1
40046,Sarasota County ,Full Reporter: Operating,,,Urban,MB,DO,5,0,5,0,0
40046,Sarasota County ,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40047,Athens-Clarke County Unified Government,Full Reporter: Operating,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,2
40049,City of Gadsden,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
40051,Town of Chapel Hill,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
40053,Greenville Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40054,City of Johnson City,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,1
40055,City of Bristol Tennessee,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40056,Pee Dee Regional Transportation Authority,Small Systems Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40057,Jackson Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
40058,City of Rome ,Full Reporter: Operating,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,0
40060,City of Hattiesburg,Small Systems Reporter,4R05,Mississippi Department of Transportation,Urban,MB,DO,1,0,1,0,0
40063,Brevard Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
40064,East Alabama Regional Planning and Development Commission,Small Systems Reporter,4R01,Alabama Department of Transportation,Urban,MB,PT,1,0,1,0,0
40071,"City of Huntsville, Alabama",Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,2
40073,Lee-Russell Council of Governments,Small Systems Reporter,4R01,Alabama Department of Transportation,Urban,MB,DO,0,0,0,0,0
40074,Pasco County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
40077,South Florida Regional Transportation Authority,Full Reporter: Operating,,,Urban,CR,PT,18,0,18,4,36
40077,South Florida Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40078,Cobb County,Full Reporter: Operating,,,Urban,CB,PT,2,0,2,0,0
40078,Cobb County,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,0
40080,City of Kingsport,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40081,City of Anderson ,Small Systems Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,0,0,0,0,0
40082,County of Douglas,Full Reporter: Operating,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,1,0,1,0,0
40086,Metropolitan Bus Authority,Full Reporter: Operating,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,9,0,9,0,0
40087,City of Durham,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,1
40092,City of Clarksville,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40093,City of Greensboro ,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,1,1
40094,Alternativa de Transporte Integrado ,Full Reporter: Operating,,,Urban,HR,PT,16,0,16,51,33
40094,Alternativa de Transporte Integrado ,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,0
40095,City of Greenville,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,1
40096,City of Rocky Mount,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,1,0,1,0,1
40100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,4R07,South Carolina Department of Transportation,Urban,CB,DO,1,0,1,0,0
40100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,4R07,South Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40101,City of Spartanburg South Carolina ,Small Systems Reporter,4R07,South Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40102,Waccamaw Regional Transportation Authority,Small Systems Reporter,,,Urban,MB,DO,2,0,2,0,0
40104,Indian River County,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,2
40108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,0
40110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,1,0,1,0,0
40110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40112,City of San Juan,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,4,0,4,3,3
40114,Municipality of Aguada,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,1
40115,Municipality of Caguas ,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40117,Municipality of Vega Baja,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,3,0,3,0,1
40120,"City of Ocala, Florida",Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
40121,Municipality of Hormigueros,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,0,0,0,0,0
40122,Municipality of Cayey,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,1
40123,Municipality of Gurabo,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40124,Municipality of Cidra,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40125,Municipality of Carolina,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,0
40126,Municipality of Humacao,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,1
40128,Okaloosa County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40130,Macon-Bibb County Transit Authority,Small Systems Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,5
40131,Davidson County ,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40132,Goldsboro-Wayne Transportation Authority,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40137,Municipality of Bayamon,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,3,0,3,0,2
40138,Gwinnett County Board of Commissioners,Full Reporter: Operating,A0028,Atlanta-Region Transit Link Authority,Urban,CB,PT,0,0,0,0,0
40138,Gwinnett County Board of Commissioners,Full Reporter: Operating,A0028,Atlanta-Region Transit Link Authority,Urban,MB,PT,1,0,1,0,0
40140,Collier County,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,1
40141,Central Midlands Regional Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,1,0,1,0,1
40141,Central Midlands Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
40143,Town of Cary,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,1,0,1,0,0
40144,City of Gainesville,Small Systems Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,1,0,1,0,0
40145,Municipality of Manati,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,1
40146,Hernando County Board of County Commissioners,Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
40147,North Carolina State University,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40150,Municipality of Barceloneta,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40151,Municipality of Hatillo,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,0
40155,"St Johns County, Florida",Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
40156,Lower Savannah COG,Small Systems Reporter,,,Urban,MB,PT,1,0,1,0,0
40158,Lake County Board of County Commissioners,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40159,Regional Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
40159,Regional Transportation Authority,Full Reporter: Operating,,,Urban,CR,PT,7,0,7,0,0
40160,Municipality of Camuy,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,PT,2,0,2,0,1
40161,Cherokee County Board of Commissioners,Small Systems Reporter,4R03,Georgia Department of Transportation,Urban,MB,DO,0,0,0,0,0
40162,Franklin Transit Authority,Small Systems Reporter,,,Urban,MB,PT,1,0,1,0,0
40163,Municipality of Catano,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,2
40164,Municipality of Fajardo,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40165,Municipality of Juncos,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40166,City of Jacksonville,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40167,City of Concord,Small Systems Reporter,4R06,North Carolina Department of Transportation,Urban,MB,PT,1,0,1,0,1
40170,Southeast Tennessee Human Resource Agency,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40172,Western Piedmont Regional Transit Authority ,Full Reporter: Operating,4R06,North Carolina Department of Transportation,Urban,MB,DO,1,0,1,0,0
40173,Piedmont Authority for Regional Transportation,Full Reporter: Operating,,,Urban,CB,PT,2,0,2,0,0
40174,Municipality of Yauco,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,3,0,3,0,0
40175,Puerto Rico Maritime Transport Authority ,Full Reporter: Operating,4R09,Puerto Rico Highway and Transportation Authority,Urban,FB,PT,5,0,5,0,0
40180,University of Georgia,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
40182,Municipality of Toa Baja,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40183,Municipality of San Sebastian,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,1,0,1,0,0
40184,City of Bowling Green,Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
40185,Bay County Transportation Planning Organization,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40186,City of Murfreesboro,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
40188,Government of the Virgin Islands,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
40190,"East Tennessee Human Resource Agency, Inc.",Small Systems Reporter,4R08,Tennessee Department of Transportation,Urban,MB,DO,0,0,0,0,0
40192,Martin County,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
40192,Martin County,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
40193,"City of Hinesville, Georgia",Small Systems Reporter,4R03,Georgia Department of Transportation,Urban,MB,PT,0,0,0,0,0
40194,Municipality of Mayaguez,Small Systems Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,2,0,2,0,2
