Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
30204,Colonial Williamsburg Foundation,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
31025,County of Greensville,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40068,Northwest Alabama Council of Local Governments,Reduced Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40073,Lee-Russell Council of Governments,Reduced Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40103,Southeast Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40213,Autauga County ,Reduced Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40907,Blount County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40926,Escambia County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40928,Baldwin County Commission,Full Reporter,Urban,4R01,Alabama Department of Transportation,State Reporter
40960,Etowah County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40963,Madison County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40965,Cullman County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40982,"H.EL.P., Inc. ",Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40986,Dekalb County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41000,Educational Center for Independence,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41009,City of Guntersville,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41076,St. Clair County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41084,Alabama Tombigbee Regional Planning Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41089,City of Eufaula,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41107,Chilton County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41118,Birmingham Regional Paratransit Consortium,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41123,Lawrence County Aging-Rural Transit System ,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41125,Covington County,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41129,Pike Area Transit System,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41173,Walker County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41180,Jackson County,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
41188,Area Referral & Information Services for the Elderly,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
44926,West Alabama Rural Public Transportation,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
44949,Macon County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter
40920,Ride Solution,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
40923,Liberty County Board of County Commissioners,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
40968,Gulf County ARC,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
40999,Sumter County Board of County Commissioners,Reduced Reporter,Urban,4R02,Florida Department of Transportation,State Reporter
41037,"Suwannee River Economic Council, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41060,City of Key West,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41068,Flagler County,Reduced Reporter,Urban,4R02,Florida Department of Transportation,State Reporter
41080,Marion County Senior Services,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41080,Marion County Senior Services,Reduced Reporter,Urban,4R02,Florida Department of Transportation,State Reporter
41091,"Calhoun County Senior Citizens Association, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41095,Florida Department of Transportation,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41114,Nassau Council on Aging,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41114,Nassau Council on Aging,Reduced Reporter,Urban,4R02,Florida Department of Transportation,State Reporter
41148,"Wakulla Senior Center, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41153,Big Bend Transit,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41170,Baker Council on Aging,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41184,Levy County,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41186,"Tri-County Community Council, Inc",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
41198,"Jackson County Transportation, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
44938,Central Florida Regional Planning Council,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
44980,Hendry Co. BOCC,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter
40021,City of Albany ,Full Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40024,Columbus Consolidated Government,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40058,City of Rome ,Full Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40144,City of Gainesville,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40193,"City of Hinesville, Georgia",Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
40903,Macon County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40904,Rabun County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40905,Three Rivers Regional Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40908,Heard County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40910,Peach County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40912,Crisp County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40924,Warren County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40925,Pulaski County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40931,Baldwin County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40936,Wilkinson County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40945,Putnam County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40946,Jones County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40951,Burke County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40956,Dodge County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40961,Lincoln County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40977,Jefferson County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40985,Banks County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40994,Habersham County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41007,Dade County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41008,Jenkins County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41012,Chattooga County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41017,Dooly County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41019,Troup County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41021,Elbert County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41027,Bartow County ,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
41033,Towns County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41035,City of Cedartown,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41041,Greene County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41046,Taliaferro County Board of Commissioners,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41055,McDuffie County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41057,Dawson County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41062,Hancock County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41065,Twiggs County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41074,Glascock County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41077,Taylor County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41078,Morgan County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41085,Haralson County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41086,Catoosa County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41086,Catoosa County,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
41099,Telfair County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41103,Wheeler County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41104,Talbot County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41108,Lower Chattahoochee Regional Transit Authority,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41112,Coastal Regional Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41133,Coweta County,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
41138,Whitfield County ,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter
41139,Columbia County Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41140,Clay County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41142,Wayne County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41144,Hart County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41145,Union County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41149,City of Americus,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41154,Jackson County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41155,Social Circle Area Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41156,Wilcox County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41158,Lumpkin County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41168,Wilkes County Commission ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41171,Walker County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41176,Crawford County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41177,Southwest Georgia RC,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41185,Thomas County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41190,Paulding County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
41196,Bleckley County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
44945,"North Georgia Community Action, Inc. ",Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
44982,Southern Georgia Regional Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter
40909,"Middle Kentucky River Area Development Council, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40941,"Rural Transit Enterprises Coordinated, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40948,Bluegrass Community Action Agency,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40953,"Pennyrile Allied Community Services, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40971,Licking Valley CAP,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40972,Gateway Community Services Organization,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40979,"KY River Foothills Development Council, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
40997,Owen County Fiscal Court,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41006,Sandy Valley Transportation Services,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41013,Paducah Transit Authority,Reduced Reporter,Urban,4R04,Kentucky Transportation Cabinet,State Reporter
41023,Daniel Boone Development Council,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41032,City of Maysville,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41053,Murray-Calloway County Transit Authority,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41083,City of Glasgow,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41090,"Louisville WHEELS Transportation, Inc",Reduced Reporter,Urban,4R04,Kentucky Transportation Cabinet,State Reporter
41094,Northeast KY Area Development Council,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41098,"Harlan County Community Action Agency, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,4R04,Kentucky Transportation Cabinet,State Reporter
41120,City of Frankfort,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41165,Central Kentucky Community Action Council,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41178,"Leslie, Knott, Letcher & Perry Community Action",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
41179,Fulton County Transit Authority,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
44939,Carroll County Wellness Transit,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
44944,City of Scottsville,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter
44973,Western Kentucky University,Reduced Asset Reporter,Asset,4R04,Kentucky Transportation Cabinet,State Reporter
40060,City of Hattiesburg,Reduced Reporter,Urban,4R05,Mississippi Department of Transportation,State Reporter
40922,"South Central Community Action Agency, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
40955,Hinds County Human Resource Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
40957,N-Route,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
40969,Madison County Citizens Services Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
40987,Copiah County Human Resource Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41024,Mississippi Valley State University ,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41030,Mississippi State University,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41039,Northeast Mississippi Community Services,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41044,Community Development Inc.,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41051,"Five County Child Development Program, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41052,City of Oxford,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41096,Claiborne County Human Resource Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41121,City of Natchez,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41183,"Aaron E. Henry Community Health Services Center, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
41192,"Bolivar County Council On Aging, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44928,"DJ Transit, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44946,"Mount Zion Economic Community Center, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44948,Noxubee County Human Resource Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44978,"Sunflower-Humphreys Counties Progress, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44979,"Central Mississippi, Incorporated",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
44983,Philadelphia Transit,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter
40010,City of Gastonia,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40095,City of Greenville,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40096,City of Rocky Mount,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40131,Davidson County ,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40133,Guilford County ,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40143,Town of Cary,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40166,City of Jacksonville,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40167,City of Concord,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40205,The County of Iredell,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40209,Hoke County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40210,Craven County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40214,Cabarrus County ,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40215,Union County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40220,Pitt County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40221,Gaston County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40222,Wake County,Full Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40223,Cumberland County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40224,Buncombe County,Full Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40225,Alamance County Transportation Authority,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40226,"Mountain Projects, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40227,Onslow United Transit System,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40229,Henderson County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40231,Orange County ,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40233,City of Salisbury ,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40252,City Of Burlington,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40274,Town of Morrisville,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40913,Graham County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40915,Duplin County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40918,Wilkes Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40921,Randolph County Senior Adult Association Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40929,Rockingham County Council on Aging,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40933,Sampson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40934,Polk County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40938,"Pender Adult Services, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40942,Lincoln County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40943,Community and Senior Services of Johnston County Inc.,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
40944,Carteret County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40947,Gates County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40959,Washington County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40976,Madison County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40983,Rutherford County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40984,Western Carolina Community Action,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40990,Martin County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40993,Wilson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40996,Caswell County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41004,Chatham Transit Network,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41010,Person County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41028,Scotland County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41029,Ashe County Transportation Authority Inc,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41031,Greene County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41034,"Beaufort County Developmental Center, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41038,Hyde County Private Non-Profit Transp. Corp. Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41043,Mitchell County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41045,Dare County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41048,Kerr Area Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41058,Brunswick Transit System Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41064,Moore County,Reduced Reporter,Urban,4R06,North Carolina Department of Transportation,State Reporter
41066,Swain County Focal Point on Aging Inc,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41069,Cherokee County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41082,Transp. Administration of Cleveland County. Inc,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41111,Albemarle Regional Health Services,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41113,Anson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41115,Transylvania County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41119,Harnett County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41124,Richmond Interagency Transportation Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41127,AppalCart,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41130,Avery County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41131,Choanoke Public Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41134,"Yadkin Valley Economic Development District, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41137,Alleghany County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41143,Yancey County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41150,Lee County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41160,Clay County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41162,Lenoir County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41166,Bladen County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41167,Jackson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41172,Columbus County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41181,Stanly County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41187,Robeson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
41191,Macon County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
44931,"City of Wilson, NC",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
44947,County of Hyde,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
44958,North Carolina Department of Transportation -- Ferry Division,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
44977,McDowell Transit,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter
40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40081,City of Anderson ,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40101,City of Spartanburg South Carolina ,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40187,York County Council on Aging,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40235,"Aiken Area Council on Aging, Inc.",Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
40237,Lancaster County Council on Aging,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40270,City of Rock Hill,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
40952,Williamsburg County,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
40974,Bamberg County Office On Aging,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
40988,Edgefield County Senior Citizens Council,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41002,Generations Unlimited,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41003,Fairfield County Transit System,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41022,Newberry County Council on Aging,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41042,McCormick County Senior Center,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41092,Lowcountry Regional Transportation Authority,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter
41146,Senior Services Incorporated of Chester County,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
41174,City of Seneca,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
44934,Orangeburg County,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
40190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,4R08,Tennessee Department of Transportation,State Reporter
40204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,4R08,Tennessee Department of Transportation,State Reporter
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,4R08,Tennessee Department of Transportation,State Reporter
