NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,Item Name,Item Type,Item Type Code
30048,County of Howard,Full Reporter,Urban,Ellicott City,MD,19.0,"Baltimore, MD",DT,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,30048 DT/PT Operating Expenses Q,Questionable,Q
30048,County of Howard,Full Reporter,Urban,Ellicott City,MD,19.0,"Baltimore, MD",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30048 - MB/PT PMT W,Waiver,W
30048,County of Howard,Full Reporter,Urban,Ellicott City,MD,19.0,"Baltimore, MD",MB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,30048 MB/PT Operating Expenses Q,Questionable,Q
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30054 - MB/DO - UPT - W,Waiver,W
30054,Centre Area Transportation Authority,Full Reporter,Urban,State College,PA,335.0,"State College, PA",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30054 - MB/DO - PMT - W,Waiver,W
30073,Virginia Railway Express,Full Reporter,Urban,Alexandria,VA,8.0,"Washington, DC-VA-MD",CR,PT,Transit Way Mileage (A-20),14. Train Control & Signaling - Expected Service Years When New,30073 - CR/PT A-20 Data Waiver,Waiver,W
30085,"Prince George's County, Maryland",Full Reporter,Urban,Largo,MD,8.0,"Washington, DC-VA-MD",MB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,30085 - APC Sampling Waiver MB/PT UPT,Waiver,W
30085,"Prince George's County, Maryland",Full Reporter,Urban,Largo,MD,8.0,"Washington, DC-VA-MD",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,30085 - APC Sampling Waiver MB/PT PMT,Waiver,W
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Morgantown,WV,393.0,"Morgantown, WV",MG,DO,Service Rail (S-10),Passenger Miles (PM) - Average Saturday Schedule,30107 - Saturday PMT - W,Waiver,W
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Morgantown,WV,393.0,"Morgantown, WV",MG,DO,Service Rail (S-10),Passenger Miles (PM) - Average Weekday Schedule,30107 - Weekday Passenger Miles Traveled - W,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",MB,PT,Operating Expenses (F-30),Services - Facility Maintenance,30112 - MB/PT FM Services OE - W,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",MB,PT,Operating Expenses (F-30),Services - General Administration,30112 - MB/PT GA Services OE - W,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",SR,PT,Operating Expenses (F-30),Utilities - Vehicle Operations,30112 - SR/PT VO Utilities,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",SR,PT,Revenue Vehicle Inventory (A-30),Kilowatt hours of propulsion power (EP),30112 - SR/PT Propulsion Power Kilowatt Hours,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",SR,PT,Operating Expenses (F-30),Services - Facility Maintenance,30112 - SR/PT FM Services OE - W,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",SR,PT,Operating Expenses (F-30),Services - General Administration,30112 - SR/PT GA Services OE - W,Waiver,W
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Washington,DC,8.0,"Washington, DC-VA-MD",SR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,30112 - SR/PT Total OE - W,Waiver,W
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",DR,PT,Contractual Relationship (B-30),Vehicles/passenger cars operated in annual maximum service under contract,30129 - DR/PT VOMS Q,Questionable,Q
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",DR,PT,Operating Expenses (F-30),Utilities - General Administration,30129 - DR/PT GA Utilities Q,Questionable,Q
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",MB,PT,Service Non-Rail (S-10),Deadhead Miles -Annual Total Schedule,30129 - MB/PT Deadhead Miles Q,Questionable,Q
30129,Anne Arundel County,Full Reporter,Urban,Annapolis,MD,19.0,"Baltimore, MD",MB,PT,Operating Expenses (F-30),Utilities - General Administration,30129 - MB/PT GA Utilities Q,Questionable,Q
30198,City of Suffolk,Reduced Reporter,Urban,Suffolk,VA,34.0,"Virginia Beach, VA",DR,PT,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,30198 - VRH Data Waiver,Waiver,W
30198,City of Suffolk,Reduced Reporter,Urban,Suffolk,VA,34.0,"Virginia Beach, VA",DR,PT,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,30198 - VRM Data Waiver,Waiver,W
3R03-30192,Queen Anne's County Department of Aging,Rural Reporter,Rural,Centreville ,MD,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,3R03-30192 - DR/DO VRH Q,Questionable,Q
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40003 MB/DO PMT Waiver,Waiver,W
40003,City of Memphis,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",MB,DO,CEO Certification (D-10),Part 5 Passenger Mile Data [All DO Modes],40003 MB/DO APC Waiver,Waiver,W
40008,City of Charlotte North Carolina,Full Reporter,Urban,Charlotte,NC,38.0,"Charlotte, NC-SC",VP,DO,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),40008 - VP/DO Fares Earned Q,Questionable,Q
40008,City of Charlotte North Carolina,Full Reporter,Urban,Charlotte,NC,38.0,"Charlotte, NC-SC",VP,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40008 - VP/DO Operating Expenses Q,Questionable,Q
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Gulfport,MS,175.0,"Gulfport, MS",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40014 DR/DO OE Waiver,Waiver,W
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Gulfport,MS,175.0,"Gulfport, MS",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40014 MB/DO OE Waiver,Waiver,W
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Gulfport,MS,175.0,"Gulfport, MS",VP,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40014 VP/PT OE Waiver,Waiver,W
40021,City of Albany ,Full Reporter,Urban,Albany,GA,309.0,"Albany, GA",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,40021 - DR/DO Vehicle Revenue Hours Waiver,Waiver,W
40021,City of Albany ,Full Reporter,Urban,Albany,GA,309.0,"Albany, GA",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40021 - DR/DO Operating Expense Q,Questionable,Q
40036,City of Tallahassee,Full Reporter,Urban,Tallahassee,FL,153.0,"Tallahassee, FL",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40036 - MB/DO PMT W,Waiver,W
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Birmingham,AL,55.0,"Birmingham, AL",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40042- MB/DO Waiver Passenger Miles Traveled,Waiver,W
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Birmingham,AL,55.0,"Birmingham, AL",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40042- MB/DO Waiver Unlinked Passenger Trips,Waiver,W
40046,Sarasota County ,Full Reporter,Urban,Sarasota,FL,64.0,"Sarasota-Bradenton, FL",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40046 - MB/PT PMT Waiver,Waiver,W
40051,Town of Chapel Hill,Full Reporter,Urban,Chapel Hill,NC,110.0,"Durham, NC",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40051  - MB/DO Waiver Passenger Miles Traveled,Waiver,W
40051,Town of Chapel Hill,Full Reporter,Urban,Chapel Hill,NC,110.0,"Durham, NC",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40051 - MB/DO Waiver Unlinked Passenger Trips,Waiver,W
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Cocoa,FL,84.0,"Palm Bay-Melbourne, FL",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40063 - Total OE DR/PT Q,Questionable,Q
40082,County of Douglas,Full Reporter,Urban,Douglasville,GA,9.0,"Atlanta, GA",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40082 - MB/PT PMT Waiver,Waiver,W
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40086 - DR/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40086 - DR/DO PMT Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",DR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40086 - DR/DO UPT Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40086 - DR/DO VRH Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,40086 - DR/DO VRM Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40086 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40086 - MB/DO PMT (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,40086 - MB/DO UPT Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40086 - MB/DO VRH Q (No IAS-FFA),Questionable,Q
40086,Metropolitan Bus Authority,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,40086 - MB/DO VRM Q (No IAS-FFA),Questionable,Q
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",PB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40105 - PB/PT Operating Expenses Q (No IAS-FD),Questionable,Q
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",PB,PT,Maintenance Performance (R-20),Total Revenue Vehicle System Failures - Number of Failures,40105 - PB/PT Mechanical Failures W,Waiver,W
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",PB,PT,Revenue Vehicle Inventory (A-30),Gallons of Gasoline (GA),40105 - PB/PT Energy Consumption W,Waiver,W
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Research Triangle Park,NC,110.0,"Durham, NC",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40108 - MB/DO Waiver Passenger Miles Traveled,Waiver,W
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Research Triangle Park,NC,110.0,"Durham, NC",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40108 - MB/PT Waiver Passenger Miles Traveled,Waiver,W
40112,City of San Juan,Reduced Reporter,Urban,San Juan,PR,21.0,"San Juan, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40112 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40114 - DR/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,40114 - Vehicle Revenue Miles DR/DO - W,Waiver,W
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,40114 - Vehicle Revenue Hours DR/DO - W,Waiver,W
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40114 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,40114 - Vehicle Revenue Miles MB/DO - W,Waiver,W
40114,Municipality of Aguada,Reduced Reporter,Urban,Aguada,PR,124.0,"Aguadilla-Isabela-San Sebastián, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,40114 - Vehicle Revenue Hours MB/DO - W,Waiver,W
40124,Municipality of Cidra,Reduced Reporter,Urban,Cidra,PR,21.0,"San Juan, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40124 - DR/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40124,Municipality of Cidra,Reduced Reporter,Urban,Cidra,PR,21.0,"San Juan, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40124 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Fort Walton Beach,FL,186.0,"Fort Walton Beach-Navarre-Wright, FL",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40128 - MB/PT PMT Waiver ,Waiver,W
40163,Municipality of Catano,Reduced Reporter,Urban,Catano,PR,21.0,"San Juan, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,40163 - Vehicle Revenue Miles MB/DO W,Waiver,W
40184,Community Action of Southern Kentucky,Reduced Reporter,Urban,Bowling Green,KY,364.0,"Bowling Green, KY",DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40184 DR/DO Operating Expenses Q,Questionable,Q
40184,Community Action of Southern Kentucky,Reduced Reporter,Urban,Bowling Green,KY,364.0,"Bowling Green, KY",MB,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40184 MB/DO Operating Expenses Q,Questionable,Q
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Panama City,FL,229.0,"Panama City, FL",DR,PT,Revenue Vehicle Inventory (A-30),Gallons of Diesel Fuel (DF),40185 - DR/PT Energy Consumption W,Waiver,W
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Panama City,FL,229.0,"Panama City, FL",DR,PT,Revenue Vehicle Inventory (A-30),Gallons of Gasoline (GA),40185 - DR/PT Gallons of Gasoline W,Waiver,W
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Panama City,FL,229.0,"Panama City, FL",MB,PT,Revenue Vehicle Inventory (A-30),Gallons of Diesel Fuel (DF),40185 - MB/PT Energy Consumption W,Waiver,W
40195,Municipality of San Lorenzo,Reduced Reporter,Urban,San Lorenzo,PR,21.0,"San Juan, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40195 - DR/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40195,Municipality of San Lorenzo,Reduced Reporter,Urban,San Lorenzo,PR,21.0,"San Juan, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40195 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,Vega Alta,PR,21.0,"San Juan, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40199 - DR/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,Vega Alta,PR,21.0,"San Juan, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40199 - MB/DO Operating Expenses Q (No IAS-FD),Questionable,Q
40221,Gaston County,Reduced Reporter,Urban,Gastonia,NC,200.0,"Gastonia, NC-SC",MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,"40221 MB/DO VRM ""W""",Waiver,W
40228,Mecklenburg County ,Full Reporter,Urban,Charlotte,NC,38.0,"Charlotte, NC-SC",DT,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40228 - DT/PT Vehicle Revenue Hours Q,Questionable,Q
40231,Orange County ,Reduced Reporter,Urban,Hillsborough,NC,110.0,"Durham, NC",DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40231 - DR/DO Questionable Operating Expenses,Questionable,Q
40231,Orange County ,Reduced Reporter,Urban,Hillsborough,NC,110.0,"Durham, NC",MB,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40231 - MB/DO Questionable Operating Expenses,Questionable,Q
40241,City of Miramar ,Reduced Reporter,Urban,Miramar,FL,4.0,"Miami, FL",,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,40241 - Condition Assessment Waiver,Waiver,W
40247,Shelby County Government,Full Reporter,Urban,Memphis,TN,41.0,"Memphis, TN-MS-AR",VP,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,40247 VP/PT Operating Expenses Q,Questionable,Q
40928,Baldwin County Commission,Full Reporter,Urban,Robertsdale,AL,458.0,"Daphne-Fairhope, AL",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,40928 - DR/DO Actual Vehicle Hours W,Waiver,W
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Owensboro,KY,391.0,"Owensboro, KY",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,41105 - DR/DO Passenger Miles Traveled Q,Questionable,Q
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Owensboro,KY,391.0,"Owensboro, KY",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,41105 - DR/DO Vehicle Revenue Miles Q,Questionable,Q
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Owensboro,KY,391.0,"Owensboro, KY",DR,DO,Federal Funding Allocation Statistics (FFA-10),NFG Actual Vehicle Revenue Miles (VRM) -UZA/Non UZA X,41105 - DR/DO Allocation Waiver - UZA 0 (KY),Waiver,W
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Owensboro,KY,391.0,"Owensboro, KY",DR,DO,Federal Funding Allocation Statistics (FFA-10),NFG Actual Vehicle Revenue Miles (VRM) -UZA/Non UZA X,41105 - DR/DO Allocation Waiver - UZA 391,Waiver,W
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Owensboro,KY,391.0,"Owensboro, KY",DR,DO,Federal Funding Allocation Statistics (FFA-10),NFG Actual Vehicle Revenue Miles (VRM) -UZA/Non UZA X,41105 - DR/DO Allocation Waiver - UZA 159,Waiver,W
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,,,Reduced Reporting (RR-20) - General Public Transit,Reportable Incidents,4R02-40207: Reportable Incidents Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,,,Reduced Reporting (RR-20) - General Public Transit,Injuries,4R02-40207: Injuries Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,,,Reduced Reporting (RR-20) - General Public Transit,Other -Funds Expended on Operations,4R02-40207: Other Funds Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,,,Reduced Reporting (RR-20) - General Public Transit,Other Directly Generated Funds - Funds Expended on Operations,4R02-40207: ODGF Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,,,Reduced Reporting (RR-20) - General Public Transit,FTA Enchanced Mobility of Seniors and Individuals with Disabilities Formula Program (5310) - Funds Expended on Operations,4R02-40207: 5310 Capital Assistance Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Total Operating Expenses - Funds Expended on Operations,4R02-40207: DR/DO OE Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40207: DR/DO VRH Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R02-40207: DR/DO UPT Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Sponsored Service Unlinked Passenger Trips,4R02-40207: DR/DO SSUPT Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicles of Maximum Service,4R02-40207: DR/DO VOMS Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues - Funds Expended on Operations,4R02-40207: DR/DO Fares Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Total Operating Expenses - Funds Expended on Operations,4R02-40207: MB/DO OE Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40207: MB/DO VRH Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R02-40207: MB/DO UPT Q,Questionable,Q
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,Ft. Myers,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues - Funds Expended on Operations,4R02-40207: MB/DO Fares Q,Questionable,Q
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-40920: DR/DO VRM W,Waiver,W
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40920: DR/DO VRH W,Waiver,W
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-40920: MB/DO VRM W,Waiver,W
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40920: MB/DO VRH W,Waiver,W
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,Bushnell,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Sponsored Service Unlinked Passenger Trips,4R02-40999: DR/DO SSUPT Q,Questionable,Q
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,Bushnell,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40999: DR/DO VRH Q,Questionable,Q
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,Bushnell,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40999: MB/DO VRH Q,Questionable,Q
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,Bushnell,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R02-40999: MB/DO UPT Q,Questionable,Q
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,Live Oak,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-41050: DR/DO VRM W,Waiver,W
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,Live Oak,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-41050: DR/DO VRH W,Waiver,W
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,Live Oak,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-41050: MB/DO VRM W,Waiver,W
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,Live Oak,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-41050: MB/DO VRH W,Waiver,W
