State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Vehicles Operated at Maximum Service (VOMS),Vehicles Available at Maximum Service (VAMS),Rail,Fixed Route,Seasonal Segment,Fixed Guideway/High Intensity,Service Type,Commitment Date,Start Service Date,End Service Date
,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,DR,PT,20,,N,N,N,N,Active Service,7/1/2004,7/1/2004,
,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,MB,PT,9,,N,Y,N,N,Active Service,7/1/2004,7/1/2004,
,30093,City of Hazleton,Reduced Reporter,Urban,DR,PT,3,,N,N,N,N,Active Service,7/1/2011,7/1/2011,
,30093,City of Hazleton,Reduced Reporter,Urban,MB,PT,8,,N,Y,N,N,Active Service,7/1/2011,7/1/2011,
,30094,City of Harrisonburg,Full Reporter,Urban,DR,DO,6,12,N,N,N,N,Active Service,7/1/2004,7/1/2004,
,30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,35,39,N,Y,N,N,Active Service,7/1/2004,7/1/2004,
,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,11,14,N,N,N,N,Active Service,7/1/2005,7/1/2005,
,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,11,18,N,Y,N,N,Active Service,7/1/2005,7/1/2005,
,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,20,24,N,N,N,N,Active Service,7/1/2004,7/1/2004,
,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,17,25,N,Y,N,N,Active Service,7/1/2004,7/1/2004,
,30099,City of Winchester,Reduced Reporter,Urban,DR,DO,3,,N,N,N,N,Active Service,7/1/2006,7/1/2006,
,30099,City of Winchester,Reduced Reporter,Urban,MB,DO,4,,N,Y,N,N,Active Service,7/1/2006,7/1/2006,
,30104,Metropolitan Washington Airports Authority,Building Reporter,Urban,HR,DO,,,Y,Y,N,Y,Capital Only,3/9/2009,,
,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT,2,,N,N,N,N,Active Service,7/1/2011,7/1/2011,
,30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,0,0,Y,Y,N,Y,Active Service,7/1/2011,7/1/2011,
,30108,Cecil County Government ,Reduced Reporter,Urban,DR,DO,7,,N,N,N,N,Active Service,7/1/2011,7/1/2011,
,30108,Cecil County Government ,Reduced Reporter,Urban,MB,DO,8,,N,Y,N,N,Active Service,7/1/2011,7/1/2011,
,30109,St. Mary's County Government ,Reduced Reporter,Urban,DR,DO,7,,N,N,N,N,Active Service,7/1/2006,7/1/2006,
,30109,St. Mary's County Government ,Reduced Reporter,Urban,MB,DO,17,,N,Y,N,N,Active Service,7/1/2006,7/1/2006,
,30111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,40,85,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,7,14,N,Y,N,N,Active Service,5/15/2011,5/15/2011,
,30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,65,71,N,Y,N,N,Active Service,10/1/2014,10/1/2014,
,30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,4,5,Y,Y,N,Y,Active Service,10/1/2012,2/27/2016,
,30123,District Three Governmental Cooperative,Reduced Reporter,Urban,DR,DO,28,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,30129,Anne Arundel County,Full Reporter,Urban,DR,PT,24,35,N,N,N,N,Active Service,4/30/2016,7/1/2017,
,30129,Anne Arundel County,Full Reporter,Urban,MB,PT,7,15,N,Y,N,N,Active Service,7/1/2020,7/1/2020,
,30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,DR,DO,6,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,MB,DO,10,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,30137,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,20,35,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,30137,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,7,14,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,30141,Butler Transit  Authority,Reduced Reporter,Urban,CB,PT,5,,N,Y,N,N,Active Service,10/1/2017,12/18/2017,
,30141,Butler Transit  Authority,Reduced Reporter,Urban,DR,PT,17,,N,N,N,N,Active Service,7/1/2013,7/1/2013,
,30141,Butler Transit  Authority,Reduced Reporter,Urban,MB,PT,7,,N,Y,N,N,Active Service,7/1/2013,7/1/2013,
,30167,County of Carbon,Reduced Reporter,Urban,DR,PT,12,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,30167,County of Carbon,Reduced Reporter,Urban,MB,PT,2,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,30192,Queen Anne's County Department of Aging,Reduced Reporter,Urban,DR,DO,7,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,30192,Queen Anne's County Department of Aging,Reduced Reporter,Urban,MB,DO,6,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,30198,City of Suffolk,Reduced Reporter,Urban,DR,PT,2,,N,N,N,N,Active Service,1/1/2012,1/1/2012,
,30198,City of Suffolk,Reduced Reporter,Urban,MB,PT,6,,N,Y,N,N,Active Service,1/1/2012,1/1/2012,
,30199,New River Transit Authority,Reduced Reporter,Urban,DR,PT,11,,N,N,N,N,Active Service,7/1/2015,7/1/2015,
,30199,New River Transit Authority,Reduced Reporter,Urban,MB,PT,7,,N,Y,N,N,Active Service,7/1/2015,7/1/2015,
,30200,City of Radford,Reduced Reporter,Urban,MB,PT,14,,N,Y,N,N,Active Service,6/30/2017,7/1/2017,
,30201,City of Baltimore,Full Reporter,Urban,FB,PT,3,3,N,Y,N,Y,Active Service,7/1/2009,7/1/2009,
,30201,City of Baltimore,Full Reporter,Urban,MB,PT,19,24,N,Y,N,Y,Active Service,8/1/2008,1/11/2010,
,30202,South Central Transit Authority,Full Reporter,Urban,DR,DO,29,40,N,N,N,N,Active Service,7/1/2016,7/1/2016,
,30202,South Central Transit Authority,Full Reporter,Urban,DR,PT,44,87,N,N,N,N,Active Service,7/1/2016,7/1/2016,
,30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,75,95,N,Y,N,N,Active Service,7/1/2016,7/1/2016,
,30203,York County,Reduced Reporter,Urban,MB,DO,3,,N,Y,N,N,Active Service,7/1/2017,7/1/2017,
,30204,Colonial Williamsburg Foundation,Reduced Reporter,Urban,MB,DO,6,,N,Y,N,N,Active Service,7/1/2019,7/1/2019,
,30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,DR,PT,2,,N,N,N,N,Active Service,1/1/2014,1/1/2014,
,30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,MB,PT,12,,N,Y,N,N,Active Service,1/1/2014,1/1/2014,
,30990,Airport Corridor Transportation Association,Reduced Reporter,Urban,DR,PT,2,,N,N,N,N,Active Service,7/1/2014,7/1/2014,
,3R03-30117,"Garrett County Community Action Committee, Inc",Rural Reporter,Rural,DR,DO,19,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30130,Baltimore County Department of Aging,Rural Reporter,Rural,DR,DO,20,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30155,Mayor and City Council Town of Ocean City,Rural Reporter,Rural,DR,DO,3,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30155,Mayor and City Council Town of Ocean City,Rural Reporter,Rural,MB,DO,58,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30161,Dorchester County Council,Rural Reporter,Rural,DR,DO,19,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30161,Dorchester County Council,Rural Reporter,Rural,MB,DO,10,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30186,"The County Commissioners of Caroline County, Maryland",Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R03-30186,"The County Commissioners of Caroline County, Maryland",Rural Reporter,Rural,MB,DO,8,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R04-30116,Borough of Mt. Carmel,Rural Reporter,Rural,MB,PT,3,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30124,Warren County Transit Authority,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30124,Warren County Transit Authority,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30127,Schuylkill Transportation System,Rural Reporter,Rural,DR,DO,26,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30127,Schuylkill Transportation System,Rural Reporter,Rural,MB,DO,11,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30151,New Castle Area Transit Authority,Rural Reporter,Rural,CB,DO,7,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30151,New Castle Area Transit Authority,Rural Reporter,Rural,DR,PT,21,,N,N,N,N,Active Service,7/1/2013,7/1/2013,
,3R04-30151,New Castle Area Transit Authority,Rural Reporter,Rural,MB,DO,18,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30170,Endless Mountains Transportation Authority,Rural Reporter,Rural,DR,DO,41,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30170,Endless Mountains Transportation Authority,Rural Reporter,Rural,MB,DO,10,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30177,Indiana County Transit Authority,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30177,Indiana County Transit Authority,Rural Reporter,Rural,MB,DO,10,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30185,Crawford Area Transportation Authority,Rural Reporter,Rural,DR,DO,27,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30185,Crawford Area Transportation Authority,Rural Reporter,Rural,MB,DO,11,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30194,Mid-County Transit Authority,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30194,Mid-County Transit Authority,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,DR,DO,36,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,MB,DO,28,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,VP,DO,0,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,3R04-31028,"Allied Coordinated Transportation Services, Inc.",Rural Reporter,Rural,DR,DO,27,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31029,"Blair Senior Services, Inc.",Rural Reporter,Rural,DR,DO,26,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31030,"Bucks County Transport, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31030,"Bucks County Transport, Inc.",Reduced Asset Reporter,Asset,DR,PT,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31031,"Call-A-Ride Service, Inc.",Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31032,Clarion County,Rural Reporter,Rural,DR,PT,12,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31033,"Community Transit of Delaware County, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31033,"Community Transit of Delaware County, Inc.",Reduced Asset Reporter,Asset,DR,PT,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31034,Forest County Transportation,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31035,Wayne County Area Agency on Aging,Rural Reporter,Rural,DR,DO,35,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31036,"STEP, Inc.",Rural Reporter,Rural,DR,DO,33,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31036,"STEP, Inc.",Rural Reporter,Rural,DR,TX,3,,N,N,N,N,Active Service,7/1/2019,7/1/2019,
,3R04-31037,"Suburban Transit Network, Inc.",Reduced Asset Reporter,Asset,DR,PT,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31038,Pike County,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31039,Huntingdon-Bedford-Fulton Area Agency on Aging,Rural Reporter,Rural,DR,DO,23,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31040,Greene County - PA,Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31041,County of Butler,Rural Reporter,Rural,DR,PT,12,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31042,Centre County Transportation,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31043,Rover Community Transportation,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31043,Rover Community Transportation,Reduced Asset Reporter,Asset,DR,PT,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31044,Somerset County,Rural Reporter,Rural,DR,PT,14,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R04-31045,Susquehanna County Commissioners,Rural Reporter,Rural,DR,PT,24,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30119,Central West Virginia Transit Authority,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30119,Central West Virginia Transit Authority,Rural Reporter,Rural,MB,DO,15,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30121,Bluefield Area Transit,Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30121,Bluefield Area Transit,Rural Reporter,Rural,MB,DO,10,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30122,Randolph County Senior Center ,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30122,Randolph County Senior Center ,Rural Reporter,Rural,MB,DO,5,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30135,Potomac Valley Transit Authority,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30135,Potomac Valley Transit Authority,Rural Reporter,Rural,MB,DO,14,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30138,Barbour Co. Senior Center ,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30138,Barbour Co. Senior Center ,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30140,Mountain Transit Authority,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30140,Mountain Transit Authority,Rural Reporter,Rural,MB,DO,6,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30149,Fairmont Marion County Transit Authority,Rural Reporter,Rural,DR,DO,14,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30149,Fairmont Marion County Transit Authority,Rural Reporter,Rural,MB,DO,14,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30162,Little Kanawha Transit Authority,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30183,Tri River Transit,Rural Reporter,Rural,DR,DO,17,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30183,Tri River Transit,Rural Reporter,Rural,MB,DO,12,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30190,"Preston County Sr. Cit, Inc. ",Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30190,"Preston County Sr. Cit, Inc. ",Rural Reporter,Rural,MB,DO,9,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,3R05-30991,Wood County Senior Citizens Association,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30992,Sistersville Ferry ,Rural Reporter,Rural,FB,DO,1,,N,Y,N,N,Active Service,7/1/2020,7/1/2020,
,3R05-30993,Wirt County Committee on Aging & Family Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30994,Webster County Senior Citizens,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30995,Tucker County Senior Citizens,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30996,Summers County Council on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30997,Senior Life Services of Morgan County,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-30999,Raleigh County Community Action Association,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31000,Putnam County Aging Program,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31001,Pocahontas County Senior Citizens,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31003,Pendleton Senior & Family Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31004,Monroe County Council on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31005,"McDowell County Commission on Aging, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31006,Marion County Senior Citizens,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31007,"Logan-Mingo Area Mental Health, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31008,Lewis County Senior Citizens Center,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31009,Kanawha Valley Senior Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31010,Jefferson County Council on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31011,Harrison County Senior Citizens Center,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31012,Hancock County Senior Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31015,Family Service Upper Ohio Valley,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31016,Council on Aging (Wyoming County),Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31017,Council of Senior Citizens of Gilmer County,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31018,Berkeley Senior Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31019,Community Action of South Eastern WV (CASE),Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31020,"Clay Senior & Community Services, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31021,"Christian Help, Inc. of Mingo County",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31022,"CHANGE, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31023,"Central WV Community Action, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R05-31024,Braxton County Senior Citizens Center,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/2017,7/1/2017,
,3R06-30069,City of Danville Mass Transit System,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,7/1/2014,7/1/2014,
,3R06-30069,City of Danville Mass Transit System,Rural Reporter,Rural,MB,DO,6,,N,Y,N,N,Active Service,7/1/2014,7/1/2014,
,3R06-30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,DR,DO,2,,N,N,N,N,Active Service,10/1/2015,10/1/2015,
,3R06-30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,MB,DO,10,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30115,Pulaski Area Transit,Rural Reporter,Rural,DR,DO,1,,N,N,N,N,Active Service,10/1/2013,10/1/2013,
,3R06-30115,Pulaski Area Transit,Rural Reporter,Rural,MB,DO,9,,N,Y,N,N,Active Service,9/4/2018,9/4/2018,
,3R06-30118,Virginia Regional Transit,Rural Reporter,Rural,DR,DO,17,,N,N,N,N,Active Service,10/1/2014,10/1/2014,
,3R06-30118,Virginia Regional Transit,Rural Reporter,Rural,MB,DO,16,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30132,Mountain Empire Older Citizens Transit,Rural Reporter,Rural,DR,DO,44,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30142,Lake Area Bus,Rural Reporter,Rural,DR,DO,2,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30147,Town of Chincoteague,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30157,Town of Altavista,Rural Reporter,Rural,MB,DO,2,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30164,Town of Bluefield/Graham Transit,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30165,Farmville Area Bus,Rural Reporter,Rural,DR,DO,3,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30165,Farmville Area Bus,Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30172,Bay Transit,Rural Reporter,Rural,DR,DO,36,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30174,Four County Transit,Rural Reporter,Rural,MB,DO,40,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30178,"Unified Human Services Transportation Systems, Inc",Rural Reporter,Rural,DR,DO,25,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-30184,Blackstone Area Bus Service,Rural Reporter,Rural,MB,DO,8,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,3R06-31025,Greensville Emporia Transit System,Rural Reporter,Rural,MB,DO,2,,N,Y,N,N,Active Service,10/2/2017,10/2/2017,
,40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,18,20,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,2,2,Y,Y,N,Y,Active Service,7/1/1992,7/1/1992,
,40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,56,75,N,Y,N,N,Active Service,7/1/1992,7/1/1992,
,40002,City of Knoxville,Full Reporter,Urban,DR,DO,18,25,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40002,City of Knoxville,Full Reporter,Urban,MB,DO,58,67,N,Y,N,N,Active Service,7/1/1992,7/1/1992,
,40003,City of Memphis,Full Reporter,Urban,DR,DO,40,51,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40003,City of Memphis,Full Reporter,Urban,MB,DO,79,104,N,Y,N,N,Active Service,7/1/1992,7/1/1992,
,40003,City of Memphis,Full Reporter,Urban,SR,DO,4,5,Y,Y,N,Y,Active Service,7/1/2011,7/1/2011,
,40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,48,99,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,TX,28,28,N,N,N,N,Active Service,7/1/2009,7/1/2009,
,40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,117,205,N,Y,N,N,Active Service,7/1/1992,7/1/1992,
,40005,City of Asheville,Full Reporter,Urban,MB,PT,19,31,N,Y,N,N,Active Service,7/1/2018,7/1/2018,
,40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,16,24,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,25,39,N,Y,N,N,Active Service,7/1/2010,7/1/2010,
,40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,1,4,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,40007,City of Raleigh,Full Reporter,Urban,DR,TX,178,178,N,N,N,N,Active Service,7/1/2009,7/1/2009,
,40007,City of Raleigh,Full Reporter,Urban,MB,PT,75,100,N,Y,N,N,Active Service,7/1/2019,7/1/2019,
,40007,City of Raleigh,Full Reporter,Urban,MB,PT,,,,,,,Reported Separately,,,
,40007,City of Raleigh,Full Reporter,Urban,RB,PT,,,N,Y,N,Y,Capital Only,7/1/2019,,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,22,77,N,Y,N,Y,Active Service,7/1/2018,7/1/2018,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,DR,DO,71,83,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,28,42,Y,Y,N,Y,Active Service,7/1/2004,7/1/2004,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,MB,PT,159,227,N,Y,N,Y,Active Service,7/1/2018,7/1/2018,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,SR,DO,0,0,Y,Y,N,Y,Active Service,5/1/2009,7/14/2015,
,40008,City of Charlotte North Carolina,Full Reporter,Urban,VP,DO,24,86,N,N,N,N,Active Service,7/1/1992,7/1/1992,
,40009,City of Fayetteville,Full Reporter,Urban,DR,DO,15,21,N,N,N,N,Active Service,7/1/1995,7/1/1995,
,40009,City of Fayetteville,Full Reporter,Urban,DR,PT,4,4,N,N,N,N,Active Service,2/12/2021,2/12/2021,
,40009,City of Fayetteville,Full Reporter,Urban,MB,DO,18,30,N,Y,N,N,Active Service,7/1/1992,7/1/1992,
,40010,City of Gastonia,Reduced Reporter,Urban,DR,DO,3,,N,N,N,N,Active Service,7/1/2011,7/1/2011,
