NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,41117,,,,,,
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,0,,,178883,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,,,332282,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,0,,1101081,313437,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,PT,,,4635,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,,,171818,,,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,,78969,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,,,,,,,,,34066,,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,353096,,,,,11227,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,,26702,,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,200131,,,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,53505,,,,,157913,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,669975,214720,,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,27,,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,,8094,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,154383,9990,,,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,,,41176,,,,,,23128,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,62136,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,113286,99519,,,,,6482,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,3089,,,,,119372,,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,164715,165846,,,,,1066,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,92269,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,79140,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,433015,,,0,,,,,,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,0,,,13992,,,,,,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,107838,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,91265,191593,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,160050521,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,753503,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,139276408,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,10437576,142526,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,0,,,23123,,,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,22866491,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,7024793,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,,,,,,,,,815427,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,204443,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,30751496,,,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,5999672,56136,,,,,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,54304,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,138189,41252,,,,,7372,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,,,36780,,,,,,43448,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,5621,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,88821,110610,,,,,,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,,22003,,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,PT,,,,,,,,,8456,,,,,,
30026,City of Williamsport,Full Reporter,Urban,MB,DO,0,,205591,36656,,,,,,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,,17310,63252,,,,,677,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,0,,,4381,,,,,706785,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,9419,,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,242698,26319,,,,,70790,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1707080,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,544182367,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,2920410,5260402,1148,,,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,318163,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,185839,,,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,1709703,,16715405,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,,,,,,,,,22826,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,,1126061,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,43896597,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,30342098,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,5130675,,,,,,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,5059,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,113307,,,,,22913,,,,,,
30044,Westmoreland County ,Full Reporter,Urban,DR,DO,,,,,,,,,177901,,,,,,
30044,Westmoreland County ,Full Reporter,Urban,MB,DO,0,,140476,72173,,,,,,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,,,,,,,,,24647,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,1216,,,,137393,,,,,,
30048,County of Howard,Full Reporter,Urban,DR,PT,,,,,,,,,102627,,,,,,
30048,County of Howard,Full Reporter,Urban,MB,PT,0,,,253753,140632,,,,23821,,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,,,,,,,,,0,,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,0,,1226313,1939653,66688,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,15615,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,16688,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,,,367276,,,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,,,0,,,,,21892,,,,,,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,,,,,,11820920,,,,,,,,,
30058,City of Fairfax,Full Reporter,Urban,MB,DO,0,,,86205,,,,,,,,,,,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,162651,45398,,,,,,,,,,,
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,0,,,2427140,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,1120572,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,1463,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,797969,,,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,221729,,,,,,
30071,City of Alexandria ,Full Reporter,Urban,DR,PT,,,,,,,,,9850,,,,,,
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,0,,,470668,56900,,,,,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,0,,,2066,,,,,40932,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,0,,,103435,208203,,,,23492,,,,,,
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,1118627,,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,30387,,,,1197557,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,52840,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,1649540,554611,,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,264789,15834,,,,0,,,,39692,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,23532,,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,134295,,,,,4887,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,DR,PT,,,,,,,,,2543,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,62107,,,0,,,,,,,,,,,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,,3991,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT,,,,,,,,,17643,,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT,,,649430,,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,CB,PT,0,,,298585,,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,DR,PT,,,,,,,,,11886,,,,,,
30081,Loudoun County,Full Reporter,Urban,MB,PT,0,,,2367,,,,,190686,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,,393927,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,31864,,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,4566689,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,2157513,258300,,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,,18734,,,,,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO,0,,,11956,,,,,45195,,,,23437,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT,0,,,777133,,,,,5830,,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,DO,,,,,,,,,101313,,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,DO,0,,37707,25970,,,,,6591,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,,51724,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,,,,,,,,,208786,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,DR,DO,0,,,12782,,,,,9787,,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,MB,DO,0,,,269406,19861,,,,2626,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,DR,DO,,,,,,,,,23110,,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,0,,,180825,,,,,861,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,30170,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,0,,35528,58730,,,,,,,,,,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,,,,,,,,,29513,,,,43024,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,16004,,,,,73149,,,,108500,,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,108192,,,,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,157744,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,44114,,,,,12296,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,356671,1086991,,,,,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,1674356,,,,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,DR,PT,,,,,,,,,125122,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,MB,PT,,,,,,,,,112000,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,,,,,,,,,87874,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,0,,25118,54371,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,FB,PT,0,,,7964,,,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,MB,PT,0,,,132998,,,,,,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,105290,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,264658,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,617738,,,0,,,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,70514,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,91840,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,321329,192316,,,,45204,,,,,,
40002,City of Knoxville,Full Reporter,Urban,DR,DO,,,,,,,,,83963,,,,,,
40002,City of Knoxville,Full Reporter,Urban,MB,DO,0,,,628989,,,,,40259,,,,,,
40003,City of Memphis,Full Reporter,Urban,DR,DO,0,,,120220,,,,,59164,,,,,,
40003,City of Memphis,Full Reporter,Urban,MB,DO,0,,,1127844,,,,,15000,,,,,,
40003,City of Memphis,Full Reporter,Urban,SR,DO,,,,,,662400,,,,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,363641,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,1185949,33760,,,,36288,,,,,,
40005,City of Asheville,Full Reporter,Urban,MB,PT,0,,,225924,428649,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,45093,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,233007,30520,,,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,4083,,,,,,
40007,City of Raleigh,Full Reporter,Urban,MB,PT,691702,,531104,0,3000,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,0,,,102297,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,DR,DO,0,,,189316,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,,,,,,14956449,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,MB,PT,0,,,2170980,,,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,SR,DO,,,,,,65014,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,VP,DO,,,,,,,,,37195,,,,,,
40009,City of Fayetteville,Full Reporter,Urban,DR,DO,,,,,,,,,41388,,,,29975,,
40009,City of Fayetteville,Full Reporter,Urban,DR,PT,,,,,,,,,1950,,,,,,
40009,City of Fayetteville,Full Reporter,Urban,MB,DO,0,,,253817,,,,,10406,,,,1271,,
40012,City of Winston Salem,Full Reporter,Urban,DR,DO,,,,,,,,,164928,,,,,,
40012,City of Winston Salem,Full Reporter,Urban,MB,DO,0,,,430338,,,,,5094,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,34257,,,,,4734,,,,11220,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,129657,,,,,,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,17237,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,DR,PT,0,,,7958,,,,,48641,,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,MB,PT,0,,,155781,,,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,202093,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,209343,349868,101120,,,,41,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,3423,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,356,,,,,223730,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,1388468,139852,,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,636,,,,,2800,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,30753,,,,,70001,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,690592,,,,,,,,,,,
40021,City of Albany ,Full Reporter,Urban,DR,DO,,,20103,,,,,,745,,,,,,
40021,City of Albany ,Full Reporter,Urban,MB,DO,0,,183570,1825,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,0,,,,,1126451,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,75063530,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,5225121,1971471,,,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,SR,DO,,,,,,683235,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,20763,,,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,124382,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,141865,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,32772,,,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,432124,,,0,,,,,,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,56828,,,,,33685,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,312280,,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,166545,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,2192491,124981,,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,PT,0,,,38840,,,,,51787,,,,,,
40028,Lee County Transit,Full Reporter,Urban,DR,DO,0,,,16782,,,,,242182,,,,100710,,
40028,Lee County Transit,Full Reporter,Urban,MB,DO,0,,,570683,,,,,14238,,,,,,
40028,Lee County Transit,Full Reporter,Urban,VP,PT,,,,,,,,,5502,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,468338,,,,577005,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,4170146,,,,,,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,0,,,,,,,,,74516,,
40030,"City of Gainesville, FL",Full Reporter,Urban,DR,PT,,,,,,,,,69724,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,MB,DO,0,,,840641,53375,,,,21339,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,VP,PT,,,,,,,,,6900,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,DO,,,,,,,,,58756,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,PT,,,,,,,,,8286,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO,0,,,195918,,,,,22194,,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,PT,,,,,,,,,53953,,,,,,
40032,County of Volusia,Full Reporter,Urban,DR,DO,0,,,133,,,,,286235,,,,6988,,
40032,County of Volusia,Full Reporter,Urban,DR,PT,,,,,,,,,37606,,,,,,
40032,County of Volusia,Full Reporter,Urban,MB,DO,0,,,673432,,,,,,,,,,,
40032,County of Volusia,Full Reporter,Urban,VP,PT,,,,,,,,,7983,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT,0,,,237682,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT,,,,,,,,,1130146,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO,,,,,,62383967,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO,0,,6191461,1868020,,,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT,0,,,713710,,,,,307383,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO,,,,,,9189600,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT,,,,,,,,,114075,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1077994,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,2077575,2054225,,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,88721,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,0,,,47773,6605,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,72049,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,38307,,,,,,3956,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,PT,,,,,,,,,35308,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,121165,333071,238964,,,,,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,PT,0,,,7556,,,,,,,,,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT,,,,,,,,,1008798,,,385684,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO,0,,,1699584,,,,,,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT,,,,,,,,,82363,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO,0,,,361412,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,CB,PT,,,,,,,,,17338,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,507933,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,121434,,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,1295676,901852,18496,,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT,0,,,4255,,,,,14223,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,802507,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,,,23003,,,,,,229683,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,1038604,1018508,,,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,734287,,,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,130780,,,,,,19388,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,640883,2552,,,,,,,,,,,
40043,City of Mobile,Full Reporter,Urban,DR,DO,,,,,,,,,102585,,,,,,
40043,City of Mobile,Full Reporter,Urban,MB,DO,0,,,186790,,,,,32683,,,,,,
40044,City of Montgomery,Full Reporter,Urban,DR,DO,,,,,,,,,45423,,,,,,
40044,City of Montgomery,Full Reporter,Urban,MB,DO,0,,,67142,,,,,93606,,,,,,
40046,Sarasota County ,Full Reporter,Urban,DR,PT,0,,,4620,,,,,194185,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,DO,0,,,471723,,,,,,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,PT,,,,,,,,,20251,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO,,,,,,,,,19368,,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO,0,,,171077,,,,,0,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO,,,,,,,,,53267,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO,0,,,400004,,,,,,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,12773,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,160235,224712,,,,13815,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,29347,,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,0,,,94244,,,,,12205,,,,,,
40058,City of Rome ,Full Reporter,Urban,DR,DO,0,,,1082,,,,,16144,,,,,,
40058,City of Rome ,Full Reporter,Urban,MB,DO,0,,,33687,,,,,14148,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,191695,,,,,14625,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,319765,,,,,,,,,,,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT,,,,,,,,,16668,,,,,,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,0,,,270,,,,,48285,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,DR,DO,,,,,,,,,79897,,,,,,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,MB,DO,0,,,156760,,,,,,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,6738,,,,,61202,,,,,,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,334838,,,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,2235435,,,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,78671,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,CB,PT,0,,,46104,,,,,,,,,,,
