UACE Code,UZA,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
,0,Maryland Non-UZA,N,,,,,30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,11630,74886,144294,399740,1098340,144294,399740,1098340,0,0,0,0,0,0,0,0
,230,"Frederick, MD",Y,141576,1929,,73,30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,48740,313828,604701,1675215,4602874,604701,1675215,4602874,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30073,Virginia Railway Express,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30073,Virginia Railway Express,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,,49908,341627,1560552,10750630,79113113,0,0,0,173.6,1560552,10750630,79113113,161.5,1453762,0,0
,231,"Fredericksburg, VA",N,141238,1815,,78,30073,Virginia Railway Express,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30074,Harford County Maryland,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,369,618,5788,0,32645,5788,0,32645,0,0,0,0,0,0,0,0
,169,"Aberdeen-Bel Air South-Bel Air North, MD",Y,213751,1630,,131,30074,Harford County Maryland,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,19877,33305,311912,0,1759211,311912,0,1759211,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,1905,7005,35689,0,271185,35689,0,271185,0,0,0,0,0,0,0,0
,169,"Aberdeen-Bel Air South-Bel Air North, MD",Y,213751,1630,,131,30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,21051,77393,394293,0,2996057,394293,0,2996057,0,0,0,0,0,0,0,0
,0,Delaware Non-UZA,N,,,,,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,81678,124888,1365779,1339937,12666458,1365779,1339937,12666458,0,0,0,0,0,0,0,0
,5,"Philadelphia, PA-NJ-DE-MD",Y,5441567,2746,,1981,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,131540,201128,2199541,2157923,20398904,2199541,2157923,20398904,0,0,0,0,0,0,0,0
,280,"Dover, DE",N,110769,1496,,74,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,64635,98829,1080796,1060346,10023479,1080796,1060346,10023479,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",N,98081,1387,,71,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Delaware Non-UZA,N,,,,,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,7925,12610,123169,121512,1041352,123169,121512,1041352,0,0,0,0,0,0,0,0
,5,"Philadelphia, PA-NJ-DE-MD",Y,5441567,2746,,1981,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,11272,17938,175204,172848,1481290,175204,172848,1481290,0,0,0,0,0,0,0,0
,280,"Dover, DE",N,110769,1496,,74,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",N,98081,1387,,71,30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Delaware Non-UZA,N,,,,,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5,"Philadelphia, PA-NJ-DE-MD",Y,5441567,2746,,1981,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,398223,3790265,6351426,21346158,57642583,6351426,21346158,57642583,0,0,0,0,0,0,0,0
,280,"Dover, DE",N,110769,1496,,74,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,59041,561952,941674,3164820,8546195,941674,3164820,8546195,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",N,98081,1387,,71,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Delaware Non-UZA,N,,,,,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,82757,313079,1433524,3051703,9623389,1433524,3051703,9623389,0,0,0,0,0,0,0,0
,5,"Philadelphia, PA-NJ-DE-MD",Y,5441567,2746,,1981,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,15763,59634,273052,581276,1833025,273052,581276,1833025,0,0,0,0,0,0,0,0
,280,"Dover, DE",N,110769,1496,,74,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",N,98081,1387,,71,30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,4249,4785,47755,29249,243656,47755,29249,243656,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",N,1439666,2793,,515,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,515,580,5789,3546,29537,5789,3546,29537,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",Y,75689,1354,,56,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,8112,9136,91169,55839,465163,91169,55839,465163,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,10052,131074,170008,724457,979163,170008,724457,979163,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",N,1439666,2793,,515,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,1828,23832,30911,131721,178032,30911,131721,178032,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",Y,75689,1354,,56,30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,33813,440884,571845,2436809,3293548,571845,2436809,3293548,0,0,0,0,0,0,0,0
,287,"Pottstown, PA",Y,107682,1366,,79,30077,Borough of Pottstown,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,2364,3562,14788,13364,257752,14788,13364,257752,0,0,0,0,0,0,0,0
,287,"Pottstown, PA",Y,107682,1366,,79,30077,Borough of Pottstown,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,19592,130551,276999,234052,2027097,276999,234052,2027097,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,672,2794,27647,100542,143028,27647,100542,143028,0,0,0,0,0,0,0,0
,27,"Pittsburgh, PA",Y,1733853,1916,,905,30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1187,4933,48808,177496,252501,48808,177496,252501,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30079,City of Fredericksburg,Reduced Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",N,4586770,3470,,1322,30079,City of Fredericksburg,Reduced Reporter,Urban,MB,DO, Actual Data,,,,4501,12608,55301,0,446760,55301,0,446760,0,0,0,0,0,0,0,0
,231,"Fredericksburg, VA",Y,141238,1815,,78,30079,City of Fredericksburg,Reduced Reporter,Urban,MB,DO, Actual Data,,,,36297,129430,555484,0,3358864,555484,0,3358864,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,17754,19599,142094,167695,1625244,142094,167695,1625244,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30080,"Arlington County, Virginia",Full Reporter,Urban,DR,TX, Actual Data,,,,3045,12170,45242,49735,254399,45242,49735,254399,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT, Actual Data,,,,161479,1391820,1613346,2922822,21457360,1613346,2922822,21457360,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30081,Loudoun County,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,20466,60088,637515,1776225,10628177,637515,1776225,10628177,0,0,0,0,0,0,0,1390
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30081,Loudoun County,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,6757,8344,66814,36278,699381,66814,36278,699381,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30081,Loudoun County,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,59921,265529,1030281,1435286,5026244,1030281,1435286,5026244,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,141117,238918,2923315,2403573,7261844,2923315,2403573,7261844,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,5023,17409,131090,162806,327131,131090,162806,327131,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,2067,6720,62764,71660,253691,62764,71660,253691,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,6196,151818,17665,112150,2239208,0,0,0,1.4,17665,112150,2239208,1.4,17665,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO, Actual Data,,,,29231,545259,379228,1855903,12546837,0,0,0,14.8,379228,1855903,12546837,14.8,379228,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,5067,35315,66390,165733,517186,66390,165733,517186,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,778436,5425706,10199989,25462728,79459132,10199989,25462728,79459132,0,0,0,0,0,0,69.3,498831
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,4255,29656,55751,139174,434307,55751,139174,434307,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,"Virginia Beach, VA",Y,1439666,2793,,515,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,7650,40814,330650,1804296,451947,330650,1804296,451947,0,0,0,0,0,0,0,0
,371,"Williamsburg, VA",N,75689,1354,,56,30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,891,1050,7042,10496,107748,7042,10496,107748,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,34752,40970,274648,409378,4202316,274648,409378,4202316,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,197632,904970,2367506,6416237,32816790,2367506,6416237,32816790,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30087,County of Fayette,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27,"Pittsburgh, PA",N,1733853,1916,,905,30087,County of Fayette,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,,,0,0,0,,,,,,,,,,,
,487,"Uniontown-Connellsville, PA",Y,51370,1323,,39,30087,County of Fayette,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,31479,81260,632804,906694,2258520,632804,906694,2258520,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30087,County of Fayette,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27,"Pittsburgh, PA",N,1733853,1916,,905,30087,County of Fayette,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,4553,11326,82761,115555,324158,82536,115241,323277,0,225,314,881,0,225,0,0
,487,"Uniontown-Connellsville, PA",Y,51370,1323,,39,30087,County of Fayette,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,18750,46645,340858,475923,1335072,340858,475923,1335072,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT, Other,Allocation is based on the ratio of certified DR clients living in rural areas to urban areas.,,,12682,17014,166937,180047,338570,166937,180047,338570,0,0,0,0,0,0,0,0
,283,"Waldorf, MD",Y,109919,1617,,68,30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT, Other,Allocation is based on the ratio of certified DR clients living in rural areas to urban areas.,,,13995,18775,184214,198681,373610,184214,198681,373610,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,16735,99399,320112,695979,1554197,320112,695979,1554197,0,0,0,0,0,0,0,0
,283,"Waldorf, MD",Y,109919,1617,,68,30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,51265,304496,980626,2132050,4761102,980626,2132050,4761102,0,0,0,0,0,0,0,0
,0,West Virginia Non-UZA,N,,,,,30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,227,357,1648,0,16273,1648,0,16273,0,0,0,0,0,0,0,0
,393,"Morgantown, WV",Y,70350,1876,,37,30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,2655,4168,19238,0,70781,19238,0,70781,0,0,0,0,0,0,0,0
,0,West Virginia Non-UZA,N,,,,,30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,2493,10513,48690,0,198823,48690,0,198823,0,0,0,0,0,0,0,0
,393,"Morgantown, WV",Y,70350,1876,,37,30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,72877,307373,1423573,0,5932257,1423573,0,5932257,0,0,0,0,0,0,0,0
,0,West Virginia Non-UZA,N,,,,,30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,189,"Hagerstown, MD-WV-PA",Y,182696,1370,,133,30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,11483,17661,222368,0,547664,222368,0,547664,0,0,0,0,0,0,0,0
,0,West Virginia Non-UZA,N,,,,,30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,189,"Hagerstown, MD-WV-PA",Y,182696,1370,,133,30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,21114,81898,369840,0,1618741,369840,0,1618741,0,0,0,0,0,0,0,0
,328,"Blacksburg, VA",Y,88542,1729,,51,30091,Town of Blacksburg,Full Reporter,Urban,DR,DO, Actual Data,,,,14597,23761,134509,76847,1170011,134509,76847,1170011,0,0,0,0,0,0,0,0
,328,"Blacksburg, VA",Y,88542,1729,,51,30091,Town of Blacksburg,Full Reporter,Urban,MB,DO, Actual Data,,,,90202,786997,948080,1344957,8131691,948080,1344957,8131691,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,10687,15009,127101,0,481083,127101,0,481083,0,0,0,0,0,0,0,0
,383,"Westminster-Eldersburg, MD",Y,72714,1260,,58,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,12332,17319,146654,0,555092,146654,0,555092,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,6018,5418,86066,0,282161,86066,0,282161,0,0,0,0,0,0,0,0
,383,"Westminster-Eldersburg, MD",Y,72714,1260,,58,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,9027,8126,129099,0,456523,129099,0,456523,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30093,City of Hazleton,Reduced Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,460,"Hazleton, PA",Y,56827,1820,,31,30093,City of Hazleton,Reduced Reporter,Urban,DR,PT, Actual Data,,,,2972,3374,22627,0,197967,22627,0,197967,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30093,City of Hazleton,Reduced Reporter,Urban,MB,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,460,"Hazleton, PA",Y,56827,1820,,31,30093,City of Hazleton,Reduced Reporter,Urban,MB,PT, Actual Data,,,,25532,125554,343440,0,2340687,343440,0,2340687,0,0,0,0,0,0,0,0
,413,"Harrisonburg, VA",Y,66784,2052,,33,30094,City of Harrisonburg,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,11732,24210,115646,74373,699431,115646,74373,699431,0,0,0,0,0,0,0,0
,413,"Harrisonburg, VA",Y,66784,2052,,33,30094,City of Harrisonburg,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,65493,479549,637022,1172732,4549554,637022,1172732,4549554,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,86,"Harrisburg, PA",N,444474,1712,,260,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,91,"Lancaster, PA",N,402004,1624,,248,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,366,"Lebanon, PA",Y,77086,1710,,45,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,11920,27413,190424,210094,1241526,190424,210094,1241526,0,0,0,0,0,0,0,0
,0,Pennsylvania Non-UZA,N,,,,,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,86,"Harrisburg, PA",N,444474,1712,,260,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,91,"Lancaster, PA",N,402004,1624,,248,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,366,"Lebanon, PA",Y,77086,1710,,45,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,26855,177438,442390,835732,3163439,442390,835732,3163439,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,1996,2988,32351,33473,224162,32351,33473,224162,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",Y,98081,1387,,71,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,17966,26889,291162,301262,2017482,291162,301262,2017482,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,9647,27275,272980,1163112,792612,272980,1163112,792612,0,0,0,0,0,0,0,0
,307,"Salisbury, MD-DE",Y,98081,1387,,71,30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,34204,96703,967838,4123760,2810168,967838,4123760,2810168,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30099,City of Winchester,Reduced Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,398,"Winchester, VA",Y,69449,1868,,37,30099,City of Winchester,Reduced Reporter,Urban,DR,DO, Actual Data,,,,4173,6180,29767,0,216890,29767,0,216890,0,0,0,0,0,0,0,0
,0,Virginia Non-UZA,N,,,,,30099,City of Winchester,Reduced Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,398,"Winchester, VA",Y,69449,1868,,37,30099,City of Winchester,Reduced Reporter,Urban,MB,DO, Actual Data,,,,12335,79154,145555,0,989388,145555,0,989388,0,0,0,0,0,0,0,0
,0,Maryland Non-UZA,N,,,,,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8,"Washington, DC-VA-MD",Y,4586770,3470,,1322,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,217,867,9572,0,17658,9572,0,17658,0,0,0,0,0,0,0,0
,19,"Baltimore, MD",N,2203663,3073,,717,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
