NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,2515795,,-222108,2293687,
30026,City of Williamsport,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30026,City of Williamsport,Full Reporter,Urban,Funds Not Applied,,,,,,,,,4322750,4322750,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,,130687,108461,,,,,,1791359,2030507,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4492819,,,4492819,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Applied,54717347,11098944,,,,40855065,,,,106671356,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1034614077,61707979,-169532917,926789139,
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Applied,,5684541,,,,30276720,,,,35961261,19005
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Not Applied,,,,,,,47609157,,,47609157,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,51741,,,,51741,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,874691,,,874691,
30044,Westmoreland County ,Full Reporter,Urban,Funds Applied,,145270,,,,,,,,145270,
30044,Westmoreland County ,Full Reporter,Urban,Funds Not Applied,,,,,,,3219450,,,3219450,
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,-226359,-226359,
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,1719720,,711299,2431019,
30048,County of Howard,Full Reporter,Urban,Funds Applied,,155130,620075,,,,,,,775205,
30048,County of Howard,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Applied,921472,1541916,,,,,,,,2463388,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,15899349,,60602,15959951,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Applied,10557,15332,83997,,,,,,,109886,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,5885583,,,5885583,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30058,City of Fairfax,Full Reporter,Urban,Funds Applied,,,,,,81327,,,,81327,
30058,City of Fairfax,Full Reporter,Urban,Funds Not Applied,,,,,,,264551,,,264551,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Applied,,16407,9000,,,,,,,25407,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1633062,,,1633062,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Not Applied,,,,,,,7559315,,,7559315,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Applied,,3046102,,,,300265,,,,3346367,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,8453711,,8732281,17185992,
30071,City of Alexandria ,Full Reporter,Urban,Funds Applied,,67663,,,,,,,,67663,
30071,City of Alexandria ,Full Reporter,Urban,Funds Not Applied,,,,,,,4748833,,,4748833,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Applied,1904569,580461,,,,,,,,2485030,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Not Applied,,0,,,,,21118166,,,21118166,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Applied,,2428,,,,,,,1148728,1151156,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Applied,,24776,,,,8572,,,,33348,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30077,Borough of Pottstown,Full Reporter,Urban,Funds Applied,,107265,,,,,,,,107265,
30077,Borough of Pottstown,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Applied,,63495,,,,,,,,63495,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Applied,,240113,,,,,,,,240113,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Not Applied,,,,,,,2949405,,,2949405,
30081,Loudoun County,Full Reporter,Urban,Funds Applied,,69300,,,,,1130277,,,1199577,
30081,Loudoun County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Applied,87582,493458,0,,,,0,,,581040,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Not Applied,,,,,,,27889561,,,27889561,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Applied,,,,,,450681,,,115829,566510,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30087,County of Fayette,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30087,County of Fayette,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Applied,,149896,,,,,,,150501,300397,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Applied,,7338,,,,,,,,7338,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Applied,,,,,,117476,,,379067,496543,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Not Applied,,,,,,,1485644,,,1485644,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Applied,,67443,,,,,,,,67443,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,916158,,,916158,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Applied,,182481,,,,,,,,182481,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Applied,2880936,,139304,,,,,,,3020240,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Applied,,154123,,,,,,,,154123,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1165578,,,1165578,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Applied,,,845601,,,,,,,845601,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
30129,Anne Arundel County,Full Reporter,Urban,Funds Applied,,27649,,,,,,,,27649,
30129,Anne Arundel County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,955814,,,955814,
30201,City of Baltimore,Full Reporter,Urban,Funds Applied,,228192,,,,,,,,228192,
30201,City of Baltimore,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Applied,,179918,0,,,,,,,179918,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,4061687,4061687,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2726938,15000,,2741938,
40002,City of Knoxville,Full Reporter,Urban,Funds Applied,,4820,,,,,,,,4820,
40002,City of Knoxville,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40003,City of Memphis,Full Reporter,Urban,Funds Applied,,,,,,1683506,,,,1683506,
40003,City of Memphis,Full Reporter,Urban,Funds Not Applied,,,,,,,12031107,,1400311,13431418,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,952030,,,,360950,,,,1312980,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,21751918,,,21751918,
40005,City of Asheville,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40005,City of Asheville,Full Reporter,Urban,Funds Not Applied,,,,,,,346532,,,346532,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1970642,,,1970642,
40007,City of Raleigh,Full Reporter,Urban,Funds Applied,,327052,,,,1229285,,,,1556337,
40007,City of Raleigh,Full Reporter,Urban,Funds Not Applied,,,,,,,5312378,,,5312378,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Applied,13377000,507720,,,,,,,-2096266,11788454,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Not Applied,,,,,,,89683000,,192942,89875942,
40009,City of Fayetteville,Full Reporter,Urban,Funds Applied,,3724,,,,,,,531460,535184,
40009,City of Fayetteville,Full Reporter,Urban,Funds Not Applied,,,,,,,1539382,,567768,2107150,
40012,City of Winston Salem,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40012,City of Winston Salem,Full Reporter,Urban,Funds Not Applied,,,,,,,2632381,,,2632381,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Applied,,176373,,,,,,,44469,220842,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1425196,,42000,1467196,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Applied,,3569,,,,,,,,3569,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Not Applied,,,,,,,1182222,,,1182222,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Applied,60930,203786,,826056,,,,,,1090772,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3246782,,,3246782,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Applied,32468,735637,135382,,,916463,,,,1819950,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Not Applied,,,,,,,10916707,,,10916707,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Applied,,21856,,,,,,,1375015,1396871,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Not Applied,,0,,,,,5150672,,,5150672,
40021,City of Albany ,Full Reporter,Urban,Funds Applied,,,,,,12563,,,,12563,
40021,City of Albany ,Full Reporter,Urban,Funds Not Applied,,,,,,,1182145,,,1182145,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Applied,83945481,39322,,,,10815223,,,42578302,137378328,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,249454833,-6610943,,242843890,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Applied,44788,6645,,,,,,,,51433,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,5490126,,,5490126,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,0,3033141,,785048,3818189,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Applied,,573269,0,,,,0,,2070009,2643278,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,8431424,,,8431424,
40028,Lee County Transit,Full Reporter,Urban,Funds Applied,,33871,,,,0,,,0,33871,
40028,Lee County Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,1356859,,,,,,,,1356859,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,25143949,,,25143949,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Applied,,111632,,,,,,,601732,713364,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,4848740,,,4848740,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Applied,35452,266924,,,,,0,,0,302376,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Not Applied,,,,,,,1766418,,,1766418,
40032,County of Volusia,Full Reporter,Urban,Funds Applied,-9051,242696,,,,,,,0,233645,
40032,County of Volusia,Full Reporter,Urban,Funds Not Applied,,102000,0,,,,4727725,,,4829725,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Applied,59843352,4397672,,,,,,,4796286,69037310,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Not Applied,,,,,,,108712724,,4142997,112855721,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,0,513859,807303,,,,,,39061678,40382840,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,24090308,,,24090308,
40036,City of Tallahassee,Full Reporter,Urban,Funds Applied,,63912,,,,,,,5703236,5767148,
40036,City of Tallahassee,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Applied,,918107,,,,,,,,918107,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Not Applied,,,,,,,,,248341,248341,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Applied,,91876,,,,,,,,91876,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,16010972,,,16010972,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,112795,,,,,,,-2022383,-1909588,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,12845735,,-2768751,10076984,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Applied,,56582,,,,,,,0,56582,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,5027834,,,5027834,
40043,City of Mobile,Full Reporter,Urban,Funds Applied,,90224,,,,,,,,90224,
40043,City of Mobile,Full Reporter,Urban,Funds Not Applied,,,,,,,1676569,,,1676569,
40044,City of Montgomery,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40044,City of Montgomery,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40046,Sarasota County ,Full Reporter,Urban,Funds Applied,,352564,,,,,,,,352564,
40046,Sarasota County ,Full Reporter,Urban,Funds Not Applied,,,,,,,3904762,,,3904762,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Applied,,,,,,53761,,0,,53761,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Not Applied,,,,,,,3294607,,,3294607,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Applied,,736764,0,,,,,,,736764,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Not Applied,,,,,,,4433345,,,4433345,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1727674,,-2141483,-413809,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,561218,,,561218,
40058,City of Rome ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40058,City of Rome ,Full Reporter,Urban,Funds Not Applied,,,,,,,535372,,,535372,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Applied,,21335,,,,,,,,21335,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,1803085,,,1803085,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Applied,,1120,,,,,,,,1120,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,33355,,,,,,,,33355,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,874749,,,,,,,2303840,3178589,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40078,Cobb County,Full Reporter,Urban,Funds Applied,,,,,,,,,332884,332884,
40078,Cobb County,Full Reporter,Urban,Funds Not Applied,,,,,,,5144138,,,5144138,
40082,County of Douglas,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40082,County of Douglas,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Applied,1166057,26796,,,,,,,13677287,14870140,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3960000,,,3960000,
40087,City of Durham,Full Reporter,Urban,Funds Applied,1604836,,,,,,,,4756758,6361594,
40087,City of Durham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40093,City of Greensboro ,Full Reporter,Urban,Funds Applied,,75367,,,,,,,,75367,
40093,City of Greensboro ,Full Reporter,Urban,Funds Not Applied,,,,,,,1923016,19768,253320,2196104,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Applied,,252196,,,,2689054,,,,2941250,874
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Not Applied,,,,,,,715998,,,715998,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Applied,,234507,0,,,251112,,,,485619,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2883766,,56618050,59501816,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,60116,,,,,,0,,,60116,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3148238,,,3148238,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,64,0,,,,,,,64,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Not Applied,,,,,,,,,68198,68198,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Applied,,727579,,,,102914,,,,830493,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,2914960,,2810811,5725771,
40140,Collier County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40140,Collier County,Full Reporter,Urban,Funds Not Applied,,,,,,,2156473,,,2156473,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Applied,1607,105326,16070,,,,,,,123003,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3124041,,,3124041,
40147,North Carolina State University,Full Reporter,Urban,Funds Applied,,4153228,,,,,,,,4153228,
40147,North Carolina State University,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,120834,,,,,,,,120834,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,483016,,,,,,,,483016,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2846674,,,2846674,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Applied,,161183,0,,,,,,,161183,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Applied,,104368,,,,,,,,104368,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,514024,,289181,803205,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Applied,,5885,0,0,0,79252,,0,0,85137,0
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,2327120,0,0,2327120,0
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Applied,,10918651,,229296,,,,,,11147947,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,2513000,,,2513000,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Applied,,32202,,,,,,,1571,33773,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40180,University of Georgia,Full Reporter,Urban,Funds Applied,,,,,,,,,4534921,4534921,
40180,University of Georgia,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Not Applied,,,,,,,528833,,,528833,
40192,Martin County,Full Reporter,Urban,Funds Applied,,112344,,,,,,,,112344,
40192,Martin County,Full Reporter,Urban,Funds Not Applied,,0,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,147360,,,147360,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,1243362,,,,,,,,1243362,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1134,,,1134,
40208,City of Clemson,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40208,City of Clemson,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40222,Wake County,Full Reporter,Urban,Funds Applied,,178486,0,,,0,,,0,178486,
40222,Wake County,Full Reporter,Urban,Funds Not Applied,,0,,,,,,,,0,
40224,Buncombe County,Full Reporter,Urban,Funds Applied,,51528,,,,,,,,51528,18647
40224,Buncombe County,Full Reporter,Urban,Funds Not Applied,,0,,,,,,,,0,0
40228,Mecklenburg County ,Full Reporter,Urban,Funds Applied,,2568783,,,,,,,473349,3042132,
40228,Mecklenburg County ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Applied,,,,,,,,,3087407,3087407,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Applied,,18134,,,,,,,,18134,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,Urban,Funds Applied,0,426276,,0,0,0,0,0,0,426276,0
41199,Board of County Commissioners of St. Lucie County,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,0,0,0,0,0
42000,Atlanta-Region Transit Link Authority,Full Reporter,Urban,Funds Applied,,982170,,,,,,,,982170,
42000,Atlanta-Region Transit Link Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Applied,,13999,,,,,,,,13999,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50001,City of Appleton,Full Reporter,Urban,Funds Applied,,581424,,,,,,,,581424,
50001,City of Appleton,Full Reporter,Urban,Funds Not Applied,,,,,,,1007070,,,1007070,
50002,City of Green Bay,Full Reporter,Urban,Funds Applied,,171333,,,,,,,,171333,
50002,City of Green Bay,Full Reporter,Urban,Funds Not Applied,,,,,,,1394837,,13187,1408024,
50003,City of Kenosha,Full Reporter,Urban,Funds Applied,,165338,,,,57474,,,,222812,
50003,City of Kenosha,Full Reporter,Urban,Funds Not Applied,,,,,,,1367939,,,1367939,
50004,City of La Crosse,Full Reporter,Urban,Funds Applied,,55324,,1,,,,,68569,123894,
50004,City of La Crosse,Full Reporter,Urban,Funds Not Applied,,,,,,,759512,,217812,977324,
50005,City of Madison,Full Reporter,Urban,Funds Applied,267949,708237,,,,14964256,,,1804249,17744691,
50005,City of Madison,Full Reporter,Urban,Funds Not Applied,,,,,,,7812713,,,7812713,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Applied,,251471,,,,,,,,251471,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Not Applied,,,,,,,1413755,,,1413755,
