NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,28824,7425,36249,0,14365,14365,0,0,0,0,17645,17645,28824,39435,68259,0,0,0,28824,39435,68259,21,4,25,0,8,8,0,0,0,0,10,10,21,22,43,0,0,0,21,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,172845,20106,192951,0,43130,43130,0,6412,6412,0,37829,37829,172845,107477,280322,0,0,0,172845,107477,280322,83,10,93,0,21,21,0,3,3,0,18,18,83,52,135,0,0,0,83,52,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,95062,10955,106017,0,29934,29934,0,0,0,0,4423,4423,95062,45312,140374,0,0,0,95062,45312,140374,26,5,31,0,12,12,0,0,0,0,2,2,26,19,45,0,0,0,26,19,45,4536,0,4536,0,0,0,0,0,0,0,0,0,4536,0,4536,0,0,0,4536,0,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,57309,6422,63731,0,16234,16234,0,0,0,0,9661,9661,57309,32317,89626,0,0,0,57309,32317,89626,71,8,79,0,20,20,0,0,0,0,11,11,71,39,110,0,0,0,71,39,110,6457,908,7365,0,1888,1888,0,0,0,0,1251,1251,6457,4047,10504,0,0,0,6457,4047,10504,39,3,42,0,8,8,0,0,0,0,3,3,39,14,53,0,0,0,39,14,53
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,64734,0,64734,0,17142,17142,0,15238,15238,0,24612,24612,64734,56992,121726,0,0,0,64734,56992,121726,84,0,84,0,22,22,0,4,4,0,20,20,84,46,130,0,0,0,84,46,130,7153,0,7153,0,219,219,0,5099,5099,0,3690,3690,7153,9008,16161,0,0,0,7153,9008,16161,10,0,10,0,5,5,0,21,21,0,7,7,10,33,43,0,0,0,10,33,43
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,117708,3520,121228,0,12320,12320,0,1760,1760,0,3520,3520,117708,21120,138828,0,0,0,117708,21120,138828,60,2,62,0,7,7,0,1,1,0,2,2,60,12,72,0,0,0,60,12,72,1760,0,1760,0,0,0,0,0,0,0,0,0,1760,0,1760,0,0,0,1760,0,1760,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,33487,11929,45416,0,39712,39712,0,1573,1573,0,36590,36590,33487,89804,123291,0,0,0,33487,89804,123291,14,12,26,0,30,30,0,1,1,0,25,25,14,68,82,0,0,0,14,68,82,69734,1147,70881,0,1087,1087,0,0,0,0,7128,7128,69734,9362,79096,0,0,0,69734,9362,79096,81,3,84,0,3,3,0,0,0,0,14,14,81,20,101,0,0,0,81,20,101
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,31671,10699,42370,0,37342,37342,0,0,0,0,25010,25010,31671,73051,104722,0,0,0,31671,73051,104722,11.1,6,17.1,0,23.41,23.41,0,0,0,0,17.71,17.71,11.1,47.12,58.22,0,0,0,11.1,47.12,58.22,309,1765,2074,0,135,135,0,0,0,0,4082,4082,309,5982,6291,0,0,0,309,5982,6291,0.3,1,1.3,0,0.3,0.3,0,0,0,0,3,3,0.3,4.3,4.6,0,0,0,0.3,4.3,4.6
20178,Ulster County ,Full Reporter,Urban,DR,DO,18710,0,18710,0,2193,2193,0,0,0,0,2099,2099,18710,4292,23002,0,0,0,18710,4292,23002,9,0,9,0,1,1,0,0,0,0,1,1,9,2,11,0,0,0,9,2,11,1454,0,1454,0,0,0,0,0,0,0,0,0,1454,0,1454,0,0,0,1454,0,1454,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
20178,Ulster County ,Full Reporter,Urban,MB,DO,102904,0,102904,0,12986,12986,0,0,0,0,7619,7619,102904,20605,123509,0,0,0,102904,20605,123509,47,0,47,0,6,6,0,0,0,0,5,5,47,11,58,0,0,0,47,11,58,7800,0,7800,0,0,0,0,0,0,0,0,0,7800,0,7800,0,0,0,7800,0,7800,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
20188,MTA Bus Company,Full Reporter,Urban,MB,DO,4790610,576446,5367056,0,2157692,2157692,0,82737,82737,0,354005,354005,4790610,3170880,7961490,0,34164,34164,4790610,3205044,7995654,2319,333,2652,0,989,989,0,33,33,0,182,182,2319,1537,3856,0,16,16,2319,1553,3872,30563,0,30563,0,0,0,0,0,0,0,0,0,30563,0,30563,0,0,0,30563,0,30563,33,0,33,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,33,0,33
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO,110517,0,110517,0,41500,41500,0,9752,9752,0,66320,66320,110517,117572,228089,0,0,0,110517,117572,228089,124,0,124,0,40,40,0,9,9,0,36,36,124,85,209,0,0,0,124,85,209,1457,0,1457,0,463,463,0,0,0,0,289,289,1457,752,2209,0,0,0,1457,752,2209,3,0,3,0,2,2,0,0,0,0,1,1,3,3,6,0,0,0,3,3,6
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO,45203,1930,47133,0,9302,9302,0,1330,1330,0,9254,9254,45203,21816,67019,0,0,0,45203,21816,67019,62,1,63,0,12,12,0,1,1,0,5,5,62,19,81,0,0,0,62,19,81,3509,0,3509,0,240,240,0,0,0,0,0,0,3509,240,3749,0,0,0,3509,240,3749,17,0,17,0,1,1,0,0,0,0,0,0,17,1,18,0,0,0,17,1,18
20192,Bergen County,Full Reporter,Urban,DR,DO,59068,14040,73108,0,1557,1557,0,0,0,0,9114,9114,59068,24711,83779,0,0,0,59068,24711,83779,68,8,76,0,0.88,0.88,0,0,0,0,5,5,68,13.88,81.88,0,0,0,68,13.88,81.88,1152,0,1152,0,999,999,0,0,0,0,784,784,1152,1783,2935,0,0,0,1152,1783,2935,2,0,2,0,0.88,0.88,0,0,0,0,0.7,0.7,2,1.58,3.58,0,0,0,2,1.58,3.58
20192,Bergen County,Full Reporter,Urban,MB,DO,2326,1758,4084,0,212,212,0,0,0,0,1755,1755,2326,3725,6051,0,0,0,2326,3725,6051,5,1,6,0,0.12,0.12,0,0,0,0,1,1,5,2.12,7.12,0,0,0,5,2.12,7.12,0,0,0,0,136,136,0,0,0,0,336,336,0,472,472,0,0,0,0,472,472,0,0,0,0,0.12,0.12,0,0,0,0,0.3,0.3,0,0.42,0.42,0,0,0,0,0.42,0.42
20199,County of Atlantic,Full Reporter,Urban,DR,DO,50366,4349,54715,0,1167,1167,0,0,0,0,3612,3612,50366,9128,59494,0,0,0,50366,9128,59494,42,3,45,0,1,1,0,0,0,0,2,2,42,6,48,0,0,0,42,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,29627,15076,44703,0,2515,2515,0,0,0,0,4165,4165,29627,21756,51383,0,0,0,29627,21756,51383,20,11,31,0,2,2,0,0,0,0,3,3,20,16,36,0,0,0,20,16,36,29676,5403,35079,0,0,0,0,0,0,0,0,0,29676,5403,35079,0,0,0,29676,5403,35079,29,8,37,0,0,0,0,0,0,0,0,0,29,8,37,0,0,0,29,8,37
20209,Somerset County,Full Reporter,Urban,DR,DO,95346,7495,102841,0,0,0,0,0,0,0,7615,7615,95346,15110,110456,0,0,0,95346,15110,110456,59,5,64,0,0,0,0,0,0,0,5,5,59,10,69,0,0,0,59,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20209,Somerset County,Full Reporter,Urban,MB,DO,29301,6135,35436,0,0,0,0,0,0,0,4552,4552,29301,10687,39988,0,0,0,29301,10687,39988,22,5,27,0,0,0,0,0,0,0,3,3,22,8,30,0,0,0,22,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,123297,52593,175890,0,37140,37140,0,4233,4233,0,44557,44557,123297,138523,261820,0,0,0,123297,138523,261820,58.28,23,81.28,0,14,14,0,3,3,0,18,18,58.28,58,116.28,0,0,0,58.28,58,116.28,12033,33875,45908,0,9,9,0,62,62,0,14149,14149,12033,48095,60128,0,0,0,12033,48095,60128,5.82,29,34.82,0,1,1,0,1,1,0,8,8,5.82,39,44.82,0,0,0,5.82,39,44.82
20226,"SeaStreak, LLC",Full Reporter,Urban,FB,DO,70779,0,70779,0,0,0,0,16026,16026,0,22917,22917,70779,38943,109722,70779,38943,109722,141558,77886,219444,45,0,45,0,0,0,0,9,9,0,27,27,45,36,81,45,36,81,90,72,162,18246,0,18246,0,0,0,0,13198,13198,0,14528,14528,18246,27726,45972,18246,27726,45972,36492,55452,91944,41,0,41,0,0,0,0,20,20,0,31,31,41,51,92,41,51,92,82,102,184
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,18446,1654,20100,0,4097,4097,0,454,454,0,1882,1882,18446,8087,26533,0,0,0,18446,8087,26533,9,1,10,0,2.16,2.16,0,0.24,0.24,0,0.96,0.96,9,4.36,13.36,0,0,0,9,4.36,13.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,146620,12200,158820,0,47117,47117,0,5222,5222,0,21645,21645,146620,86184,232804,0,0,0,146620,86184,232804,77,6.44,83.44,0,24.5,24.5,0,2.76,2.76,0,11.04,11.04,77,44.74,121.74,0,0,0,77,44.74,121.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,21855,3869,25724,0,2014,2014,0,199,199,0,189,189,21855,6271,28126,0,0,0,21855,6271,28126,10,2,12,0,1,1,0,0.1,0.1,0,0.1,0.1,10,3.2,13.2,0,0,0,10,3.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,65908,16059,81967,0,12743,12743,0,9201,9201,0,7291,7291,65908,45294,111202,0,0,0,65908,45294,111202,34,9,43,0,7,7,0,4.9,4.9,0,3.9,3.9,34,24.8,58.8,0,0,0,34,24.8,58.8,0,1673,1673,0,0,0,0,0,0,0,797,797,0,2470,2470,0,0,0,0,2470,2470,0,2,2,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,3,3
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,683306,76727,760033,0,74753,74753,0,35354,35354,0,85339,85339,683306,272173,955479,0,0,0,683306,272173,955479,259.22,33,292.22,0,34.86,34.86,0,17.09,17.09,0,42.91,42.91,259.22,127.86,387.08,0,0,0,259.22,127.86,387.08,16110,0,16110,0,5812,5812,0,0,0,0,21321,21321,16110,27133,43243,0,0,0,16110,27133,43243,16.98,0,16.98,0,5.36,5.36,0,0,0,0,12.51,12.51,16.98,17.87,34.85,0,0,0,16.98,17.87,34.85
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,81139,8144,89283,0,8876,8876,0,8808,8808,0,10133,10133,81139,35961,117100,0,0,0,81139,35961,117100,30.78,3.5,34.28,0,4.14,4.14,0,4.91,4.91,0,5.09,5.09,30.78,17.64,48.42,0,0,0,30.78,17.64,48.42,1913,0,1913,0,0,0,0,10263,10263,0,2531,2531,1913,12794,14707,0,0,0,1913,12794,14707,2.02,0,2.02,0,0,0,0,8,8,0,1.49,1.49,2.02,9.49,11.51,0,0,0,2.02,9.49,11.51
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,148632,24209,172841,0,22594,22594,0,8523,8523,0,19164,19164,148632,74490,223122,0,0,0,148632,74490,223122,76,11,87,0,9,9,0,4,4,0,28,28,76,52,128,0,0,0,76,52,128,0,0,0,0,2474,2474,0,0,0,0,2531,2531,0,5005,5005,0,0,0,0,5005,5005,0,0,0,0,4,4,0,0,0,0,3,3,0,7,7,0,0,0,0,7,7
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,5948,2032,7980,0,5331,5331,0,1008,1008,0,497,497,5948,8868,14816,0,0,0,5948,8868,14816,3,1,4,0,3.5,3.5,0,0.5,0.5,0,0.25,0.25,3,5.25,8.25,0,0,0,3,5.25,8.25,8256,1827,10083,0,775,775,0,0,0,0,0,0,8256,2602,10858,0,0,0,8256,2602,10858,11,2,13,0,1.25,1.25,0,0,0,0,0,0,11,3.25,14.25,0,0,0,11,3.25,14.25
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,70632,13359,83991,0,16013,16013,0,3023,3023,0,20450,20450,70632,52845,123477,0,0,0,70632,52845,123477,47,7,54,0,10.5,10.5,0,1.5,1.5,0,13,13,47,32,79,0,0,0,47,32,79,1987,0,1987,0,2319,2319,0,0,0,0,2535,2535,1987,4854,6841,0,0,0,1987,4854,6841,6,0,6,0,3.5,3.5,0,0,0,0,5,5,6,8.5,14.5,0,0,0,6,8.5,14.5
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,379345,55044,434389,0,52367,52367,0,5736,5736,0,47710,47710,379345,160857,540202,0,0,0,379345,160857,540202,151,26,177,0,26,26,0,3,3,0,23,23,151,78,229,0,0,0,151,78,229,0,4223,4223,0,0,0,0,0,0,0,1978,1978,0,6201,6201,0,0,0,0,6201,6201,0,5,5,0,0,0,0,0,0,0,2,2,0,7,7,0,0,0,0,7,7
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,13,11,24,0,9,9,0,1,1,0,6,6,13,27,40,0,0,0,13,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,158,0,0,0,0,0,0,0,0,0,158,0,158,0,0,0,158,0,158,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0.25
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,37080,9246,46326,0,14869,14869,0,1516,1516,0,8810,8810,37080,34441,71521,0,0,0,37080,34441,71521,20,5,25,0,9,9,0,1,1,0,5,5,20,20,40,0,0,0,20,20,40,11619,0,11619,39,0,39,22,0,22,0,0,0,11680,0,11680,0,0,0,11680,0,11680,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,16303,5249,21552,0,5883,5883,0,0,0,0,2081,2081,16303,13213,29516,0,0,0,16303,13213,29516,7.95,3.09,11.04,0,3.22,3.22,0,0,0,0,1.25,1.25,7.95,7.56,15.51,0,0,0,7.95,7.56,15.51,7204,1306,8510,0,147,147,0,772,772,0,0,0,7204,2225,9429,0,0,0,7204,2225,9429,4.52,1.06,5.58,0,0.53,0.53,0,1,1,0,0,0,4.52,2.59,7.11,0,0,0,4.52,2.59,7.11
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,3160,169,3329,0,623,623,0,1365,1365,0,4662,4662,3160,6819,9979,0,0,0,3160,6819,9979,3,1.12,4.12,0,0.75,0.75,0,0.75,0.75,0,2.99,2.99,3,5.61,8.61,0,0,0,3,5.61,8.61,1463,0,1463,0,0,0,0,0,0,0,3239,3239,1463,3239,4702,0,0,0,1463,3239,4702,3,0,3,0,0,0,0,0,0,0,8,8,3,8,11,0,0,0,3,8,11
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,83619,16062,99681,0,30133,30133,0,12008,12008,0,20451,20451,83619,78654,162273,0,0,0,83619,78654,162273,42.55,9.33,51.88,0,15.69,15.69,0,7.97,7.97,0,11.51,11.51,42.55,44.5,87.05,0,0,0,42.55,44.5,87.05,16254,1149,17403,0,566,566,0,5869,5869,0,366,366,16254,7950,24204,0,0,0,16254,7950,24204,14.74,0.94,15.68,0,1.47,1.47,0,4.47,4.47,0,1,1,14.74,7.88,22.62,0,0,0,14.74,7.88,22.62
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,55231,6591,61822,0,13202,13202,0,791,791,0,11441,11441,55231,32025,87256,0,0,0,55231,32025,87256,28,3,31,0,6,6,0,0.5,0.5,0,6,6,28,15.5,43.5,0,0,0,28,15.5,43.5,22908,2550,25458,0,0,0,0,0,0,0,0,0,22908,2550,25458,0,0,0,22908,2550,25458,25,2,27,0,0,0,0,0,0,0,0,0,25,2,27,0,0,0,25,2,27
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,193618,16503,210121,0,50421,50421,0,2862,2862,0,20279,20279,193618,90065,283683,0,0,0,193618,90065,283683,108,9,117,0,25,25,0,2,2,0,11,11,108,47,155,0,0,0,108,47,155,142,2652,2794,0,0,0,0,0,0,0,0,0,142,2652,2794,0,0,0,142,2652,2794,1,2,3,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,51395,18701,70096,0,12071,12071,0,767,767,0,3356,3356,51395,34895,86290,0,0,0,51395,34895,86290,23,8.54,31.54,0,4.94,4.94,0,0.34,0.34,0,1.8,1.8,23,15.62,38.62,0,0,0,23,15.62,38.62,1629,0,1629,0,0,0,0,0,0,0,0,0,1629,0,1629,0,0,0,1629,0,1629,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,207051,27712,234763,0,53418,53418,0,6232,6232,0,15413,15413,207051,102775,309826,0,0,0,207051,102775,309826,94,12.46,106.46,0,22.03,22.03,0,2.62,2.62,0,8.27,8.27,94,45.38,139.38,0,0,0,94,45.38,139.38,3245,0,3245,0,0,0,0,0,0,0,0,0,3245,0,3245,0,0,0,3245,0,3245,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,46136,7642,53778,0,11995,11995,0,95,95,0,10058,10058,46136,29790,75926,0,0,0,46136,29790,75926,25,4.3,29.3,0,4.96,4.96,0,0.05,0.05,0,4.93,4.93,25,14.24,39.24,0,0,0,25,14.24,39.24,14185,2642,16827,0,684,684,0,551,551,0,1936,1936,14185,5813,19998,0,0,0,14185,5813,19998,15,2,17,0,0.55,0.55,0,0.4,0.4,0,3,3,15,5.95,20.95,0,0,0,15,5.95,20.95
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,107745,4320,112065,0,31249,31249,0,787,787,0,18700,18700,107745,55056,162801,0,0,0,107745,55056,162801,54,2.7,56.7,0,16.67,16.67,0,0.38,0.38,0,9.68,9.68,54,29.43,83.43,0,0,0,54,29.43,83.43,8597,1557,10154,0,1799,1799,0,826,826,0,7270,7270,8597,11452,20049,0,0,0,8597,11452,20049,7,1.4,8.4,0,1.5,1.5,0,0.6,0.6,0,4.6,4.6,7,8.1,15.1,0,0,0,7,8.1,15.1
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,1592941,393265,1986206,0,758705,758705,0,715148,715148,0,279834,279834,1592941,2146952,3739893,0,474272,474272,1592941,2621224,4214165,657,217,874,0,378,378,0,346,346,0,160,160,657,1101,1758,0,245,245,657,1346,2003,0,0,0,0,21448,21448,0,0,0,0,0,0,0,21448,21448,0,0,0,0,21448,21448,0,0,0,0,23,23,0,0,0,0,0,0,0,23,23,0,0,0,0,23,23
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,413017,852316,1265333,0,576508,576508,0,640863,640863,0,207638,207638,413017,2277325,2690342,0,343140,343140,413017,2620465,3033482,214,472,686,0,278,278,0,306,306,0,120,120,214,1176,1390,0,168,168,214,1344,1558,0,0,0,0,22098,22098,0,0,0,0,0,0,0,22098,22098,0,0,0,0,22098,22098,0,0,0,0,23,23,0,0,0,0,0,0,0,23,23,0,0,0,0,23,23
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,4924228,902316,5826544,0,1454317,1454317,0,1088605,1088605,0,907960,907960,4924228,4353198,9277426,0,635303,635303,4924228,4988501,9912729,2390,459,2849,0,780,780,0,502,502,0,487,487,2390,2228,4618,0,308,308,2390,2536,4926,0,0,0,0,79135,79135,0,0,0,0,0,0,0,79135,79135,0,0,0,0,79135,79135,0,0,0,0,73,73,0,0,0,0,0,0,0,73,73,0,0,0,0,73,73
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,565248,83498,648746,0,273529,273529,0,128813,128813,0,88271,88271,565248,574111,1139359,0,136916,136916,565248,711027,1276275,282,43,325,0,135,135,0,62,62,0,45,45,282,285,567,0,66,66,282,351,633,0,0,0,0,9692,9692,0,0,0,0,0,0,0,9692,9692,0,0,0,0,9692,9692,0,0,0,0,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,118763,21401,140164,0,13863,13863,0,27429,27429,0,23517,23517,118763,86210,204973,0,14752,14752,118763,100962,219725,60,10,70,0,8,8,0,14,14,0,12,12,60,44,104,0,7,7,60,51,111,0,0,0,0,2098,2098,0,0,0,0,0,0,0,2098,2098,0,0,0,0,2098,2098,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,9171,54,9225,0,33,33,0,10822,10822,0,286,286,9171,11195,20366,0,0,0,9171,11195,20366,3.78,0.02,3.8,0,0.01,0.01,0,4.9,4.9,0,0.01,0.01,3.78,4.94,8.72,0,0,0,3.78,4.94,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,198150,98904,297054,0,262595,262595,0,277636,277636,0,35906,35906,198150,675041,873191,0,5112,5112,198150,680153,878303,82.31,41.1,123.41,0,118.2,118.2,0,126.2,126.2,0,18.8,18.8,82.31,304.3,386.61,0,2.7,2.7,82.31,307,389.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,2722919,312239,3035158,0,1020349,1020349,0,280843,280843,0,471799,471799,2722919,2085230,4808149,0,48452,48452,2722919,2133682,4856601,1131.28,129.72,1261,0,459.3,459.3,0,127.7,127.7,0,247.4,247.4,1131.28,964.12,2095.4,0,25.3,25.3,1131.28,989.42,2120.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
