UACE Code,UZA,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
,179,"Winter Haven, FL",N,201289,1498,134,,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,35136,304523,558581,1724169,3857912,558581,1724169,3857912,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,9276,19450,197116,199111,488102,197116,199111,488102,0,0,0,0,0,0,0,0
,179,"Winter Haven, FL",N,201289,1498,134,,40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,4167,8738,88560,89456,219294,88560,89456,219294,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40032,County of Volusia,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,2090,3511,30667,32218,153248,30667,32218,153248,0,0,0,0,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",Y,349064,1946,179,,40032,County of Volusia,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,66244,111265,971918,1021083,4856843,971918,1021083,4856843,0,0,0,0,0,0,0,0
,190,"Deltona, FL",N,182169,1889,96,,40032,County of Volusia,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,24562,41255,360363,378592,1800797,360363,378592,1800797,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40032,County of Volusia,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,283,569,3755,3698,14121,3755,3698,14121,0,0,0,0,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",Y,349064,1946,179,,40032,County of Volusia,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,20352,40951,270353,266237,1016686,270353,266237,1016686,0,0,0,0,0,0,0,0
,190,"Deltona, FL",N,182169,1889,96,,40032,County of Volusia,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,7632,15357,101382,99838,381256,101382,99838,381256,0,0,0,0,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",Y,349064,1946,179,,40032,County of Volusia,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,6509,11315,86345,117447,310802,86345,117447,310802,0,0,0,0,0,0,0,0
,190,"Deltona, FL",N,182169,1889,96,,40032,County of Volusia,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,805,1398,10672,14516,38414,10672,14516,38414,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40032,County of Volusia,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,4410,52387,67372,220026,371241,67372,220026,371241,0,0,0,0,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",Y,349064,1946,179,,40032,County of Volusia,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,147406,1751252,2252177,7355257,12410214,2252177,7355257,12410214,0,0,0,0,0,0,0,0
,190,"Deltona, FL",N,182169,1889,96,,40032,County of Volusia,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,54568,648289,833725,2722815,4594091,833725,2722815,4594091,0,0,0,0,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",Y,349064,1946,179,,40032,County of Volusia,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,2656,9782,120042,467895,79797,120042,467895,79797,0,0,0,0,0,0,0,0
,190,"Deltona, FL",N,182169,1889,96,,40032,County of Volusia,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1187,4373,53672,209200,35678,53672,209200,35678,0,0,0,0,0,0,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT, Actual Data,,,,31415,266073,1019760,10305165,2396320,1019760,10305165,2396320,0,0,0,0,0,0,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT, Actual Data,,,,917428,1163150,11177390,13490173,40132153,11177390,13490173,40132153,0,0,0,0,0,0,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO, Actual Data,,,,329867,11862059,7178627,87578321,101808527,0,0,0,49.8,7178627,87578321,101808527,49.8,7178627,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,1590691,35064169,22582743,177915594,369059059,21168706,166775263,345950123,39.8,1414037,11140331,23108936,39.8,1414037,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT, Actual Data,, Actual Vehicle Revenue Miles,,238990,1902564,3013661,7262087,10143132,2948014,7103885,9922183,0,65647,158202,220949,0,65647,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO, Actual Data,,,,97906,5741996,998645,5393498,28808053,0,0,0,8.5,998645,5393498,28808053,8.5,998645,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT, Actual Data,,,,79267,397168,2792734,11690988,988971,2792734,11690988,988971,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,34272,40019,561598,449210,2084020,561598,449210,2084020,0,0,0,0,0,0,0,0
,32,"Orlando, FL",Y,1510516,2527,598,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,325585,380182,5335177,4267493,19798176,5335177,4267493,19798176,0,0,0,0,0,0,0,0
,117,"Kissimmee, FL",N,314071,1984,158,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,68544,80038,1123195,898419,4168037,1123195,898419,4168037,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,71923,1150247,998423,5999304,7420214,998423,5999304,7420214,0,0,0,0,0,0,0,0
,32,"Orlando, FL",Y,1510516,2527,598,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,801268,12814439,11123026,66835812,82665593,11090381,66639655,82422978,0,32645,196157,242615,0,32645,0,0
,117,"Kissimmee, FL",N,314071,1984,158,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,139790,2235620,1940534,11660241,14421920,1940534,11660241,14421920,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8006,15375,80591,87367,421881,80591,87367,421881,0,0,0,0,0,0,0,0
,32,"Orlando, FL",Y,1510516,2527,598,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,33525,64382,337473,365848,1766616,337473,365848,1766616,0,0,0,0,0,0,0,0
,117,"Kissimmee, FL",N,314071,1984,158,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8507,16336,85628,92828,448249,85628,92828,448249,0,0,0,0,0,0,0,0
,32,"Orlando, FL",Y,1510516,2527,598,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,45564,575497,264513,1095178,4123232,0,0,0,9,264513,1095178,4123232,5.9,202123,0,0
,0,Florida Non-UZA,N,,,,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,22229,116911,731336,3022838,622701,731336,3022838,622701,0,0,0,0,0,0,0,0
,32,"Orlando, FL",Y,1510516,2527,598,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,39377,207100,1295509,5354740,1103070,1295509,5354740,1103070,0,0,0,0,0,0,0,0
,117,"Kissimmee, FL",N,314071,1984,158,,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1905,10021,62685,259097,53374,62685,259097,53374,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40036,City of Tallahassee,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,30,58,413,409,3665,413,409,3665,0,0,0,0,0,0,0,0
,153,"Tallahassee, FL",Y,240223,1899,127,,40036,City of Tallahassee,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,20033,38481,274901,272138,2439807,274901,272138,2439807,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40036,City of Tallahassee,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,63,98,1082,1392,2417,1082,1392,2417,0,0,0,0,0,0,0,0
,153,"Tallahassee, FL",Y,240223,1899,127,,40036,City of Tallahassee,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,34800,54192,599915,771887,1339843,599915,771887,1339843,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40036,City of Tallahassee,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,3,25,124,124,541,124,124,541,0,0,0,0,0,0,0,0
,153,"Tallahassee, FL",Y,240223,1899,127,,40036,City of Tallahassee,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,4027,16508,82444,83902,359571,82444,83902,359571,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40036,City of Tallahassee,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,3234,40568,38652,115995,250435,38652,115995,250435,0,0,0,0,0,0,0,0
,153,"Tallahassee, FL",Y,240223,1899,127,,40036,City of Tallahassee,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,158453,1987843,1893966,5683814,12271414,1893966,5683814,12271414,0,0,0,0,0,0,0,0
,153,"Tallahassee, FL",Y,240223,1899,127,,40036,City of Tallahassee,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,4352,18171,62464,51956,347122,62464,51956,347122,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,6205,8470,90721,97021,388367,90721,97021,388367,0,0,0,0,0,0,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,552838,754630,8082363,8643641,34599692,8082363,8643641,34599692,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,56437,876065,814882,4606005,7696376,814882,4606005,7696376,0,0,0,0,0,0,0,0
,4,"Miami, FL",Y,5502379,4442,1239,,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,436465,6775156,6301994,35621108,59520875,6301994,35621108,59520875,0,0,0,0,0,0,0,0
,113,"Pensacola, FL-AL",Y,340067,1462,233,,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT, Actual Data,,,,79997,103377,1010188,865429,3608114,1010188,865429,3608114,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,3603,35957,47100,176007,339817,47100,176007,339817,0,0,0,0,0,0,0,0
,113,"Pensacola, FL-AL",Y,340067,1462,233,,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,88781,886030,1160602,4337027,8373512,1160602,4337027,8373512,0,0,0,0,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,1851,1235,73141,72742,209534,73141,72742,209534,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,9,14,156,148,778,156,148,778,0,0,0,0,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,189653,296233,3287120,3119962,16385472,3287120,3119962,16385472,0,0,0,0,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,4979,406504,8958,182927,2678075,0,0,0,0.9,8958,182927,2678075,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,556330,6916697,7881227,43340985,89934713,7881227,43340985,89934713,0,0,0,0,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,8979,19316,140072,134735,793967,140072,134735,793967,0,0,0,0,0,0,0,0
,40,"Jacksonville, FL",Y,1065219,2009,530,,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO, Actual Vehicle Revenue Miles,,,,8676,384149,83953,318844,7498435,0,0,0,5.4,83953,318844,7498435,5.4,83953,0,0
,17,"Tampa-St. Petersburg, FL",Y,2441770,2552,957,,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,93127,140509,1347846,1258118,5290226,1347846,1258118,5290226,0,0,0,0,0,0,0,0
,17,"Tampa-St. Petersburg, FL",Y,2441770,2552,957,,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,536222,8306062,6559426,50056896,64511424,6559426,50056896,64511424,0,0,0,0,0,0,1.1,18667
,17,"Tampa-St. Petersburg, FL",Y,2441770,2552,957,,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO, Actual Data,,,,21475,580397,113969,762728,2385840,0,0,0,5.4,113969,762728,2385840,5.4,113969,0,0
,55,"Birmingham, AL",Y,749495,1414,530,,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,49556,65636,752302,1006290,7055221,752302,1006290,7055221,0,0,0,0,0,0,0,0
,55,"Birmingham, AL",Y,749495,1414,530,,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,156412,1999575,2129214,12233743,24742750,2129214,12233743,24742750,0,0,0,0,0,0,0,0
,115,"Mobile, AL",Y,326183,1464,223,,40043,City of Mobile,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,40505,63323,556372,507471,2722049,556372,507471,2722049,0,0,0,0,0,0,0,0
,115,"Mobile, AL",Y,326183,1464,223,,40043,City of Mobile,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,75669,634162,1014005,4191176,7522794,1014005,4191176,7522794,0,0,0,0,0,0,0,0
,142,"Montgomery, AL",Y,263907,1718,154,,40044,City of Montgomery,Full Reporter,Urban,DR,DO, Actual Data,,,,16758,18726,205470,202921,1536830,205470,202921,1536830,0,0,0,0,0,0,0,0
,142,"Montgomery, AL",Y,263907,1718,154,,40044,City of Montgomery,Full Reporter,Urban,MB,DO, Actual Data,,,,76360,457082,1250144,1997448,5461308,1250144,1997448,5461308,0,0,0,0,0,0,0,0
,233,"Tuscaloosa, AL",Y,139114,1554,90,,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,DR,DO, Actual Data,,,,8259,11979,96100,0,890891,96100,0,890891,0,0,0,0,0,0,0,0
,233,"Tuscaloosa, AL",Y,139114,1554,90,,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,MB,DO, Actual Data,,,,18648,203496,302450,0,1818928,302450,0,1818928,0,0,0,0,0,0,0,0
,0,Florida Non-UZA,N,,,,,40046,Sarasota County ,Full Reporter,Urban,DR,PT, Other,Allocation based previous year and current year trips.,,,894,1535,12177,14255,53151,12177,14255,53151,0,0,0,0,0,0,0,0
,64,"Sarasota-Bradenton, FL",Y,643260,1969,327,,40046,Sarasota County ,Full Reporter,Urban,DR,PT, Other,Allocation based previous year and current year trips.,,,80490,138190,1095899,1282904,4783600,1095899,1282904,4783600,0,0,0,0,0,0,0,0
,199,"North Port-Port Charlotte, FL",N,169541,1425,119,,40046,Sarasota County ,Full Reporter,Urban,DR,PT, Other,Allocation based previous year and current year trips.,,,8049,13819,109590,128290,478360,109590,128290,478360,0,0,0,0,0,0,0,0
,64,"Sarasota-Bradenton, FL",Y,643260,1969,327,,40046,Sarasota County ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,156967,1580721,2246138,8232396,17697466,2246138,8232396,17697466,0,0,0,0,0,0,0,0
,199,"North Port-Port Charlotte, FL",N,169541,1425,119,,40046,Sarasota County ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,20261,204033,289922,1062603,2284314,289922,1062603,2284314,0,0,0,0,0,0,0,0
,64,"Sarasota-Bradenton, FL",Y,643260,1969,327,,40046,Sarasota County ,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,7870,218898,112041,610725,936177,112041,610725,936177,0,0,0,0,0,0,0,0
,249,"Athens-Clarke County, GA",Y,128754,1309,98,,40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,4985,5398,50635,31430,536087,50635,31430,536087,0,0,0,0,0,0,0,0
,249,"Athens-Clarke County, GA",Y,128754,1309,98,,40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,76050,1338285,869004,4857975,6103880,869004,4857975,6103880,0,0,0,0,0,0,0,0
,426,"Gadsden, AL",Y,64172,891,72,,40049, City of Gadsden,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,10936,24889,150115,0,441275,150115,0,441275,0,0,0,0,0,0,0,0
,426,"Gadsden, AL",Y,64172,891,72,,40049, City of Gadsden,Reduced Reporter,Urban,MB,DO, Actual Data,,,,8486,42022,115856,0,445346,115856,0,445346,0,0,0,0,0,0,0,0
,110,"Durham, NC",Y,347602,1913,182,,40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,25497,57602,281023,259741,3144953,281023,259741,3144953,0,0,0,0,0,0,0,0
,110,"Durham, NC",Y,347602,1913,182,,40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO, Actual Data,,,,129266,4655723,1485355,7946293,17111610,1485355,7946293,17111610,0,0,0,0,0,0,0,0
,93,"Greenville, SC",Y,400492,1251,320,,40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,5201,6830,63987,46894,447570,63987,46894,447570,0,0,0,0,0,0,0,0
,258,"Mauldin-Simpsonville, SC",N,120577,1443,84,,40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,1422,1127,17372,1753,43523,17372,1753,43523,0,0,0,0,0,0,0,0
,93,"Greenville, SC",Y,400492,1251,320,,40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,39922,544611,591903,2829027,4514166,591903,2829027,4514166,0,0,0,0,0,0,0,0
,258,"Mauldin-Simpsonville, SC",N,120577,1443,84,,40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,15514,95574,244815,552194,1060360,244815,552194,1060360,0,0,0,0,0,0,0,0
,259,"Johnson City, TN",Y,120415,1096,110,,40054,City of Johnson City,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,14103,36616,211628,0,1594472,211628,0,1594472,0,0,0,0,0,0,0,0
,259,"Johnson City, TN",Y,120415,1096,110,,40054,City of Johnson City,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,29657,446961,398948,0,2116603,398948,0,2116603,0,0,0,0,0,0,0,0
,397,"Bristol-Bristol, TN-VA",Y,69501,1088,64,,40055,City of Bristol Tennessee,Reduced Reporter,Urban,DR,DO, Actual Data,,,,6881,7039,77463,0,246517,77463,0,246517,0,0,0,0,0,0,0,0
,397,"Bristol-Bristol, TN-VA",Y,69501,1088,64,,40055,City of Bristol Tennessee,Reduced Reporter,Urban,MB,DO, Actual Data,,,,7308,40043,93164,0,446727,93164,0,446727,0,0,0,0,0,0,0,0
,0,South Carolina Non-UZA,N,,,,,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,1884,4800,25658,0,149363,25658,0,149363,0,0,0,0,0,0,0,0
,325,"Florence, SC",Y,89557,1261,71,,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,156,396,2118,0,12329,2118,0,12329,0,0,0,0,0,0,0,0
,0,South Carolina Non-UZA,N,,,,,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,16188,130716,290916,0,1532597,290916,0,1532597,0,0,0,0,0,0,0,0
,325,"Florence, SC",Y,89557,1261,71,,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,17685,141837,315693,0,1674284,315693,0,1674284,0,0,0,0,0,0,0,0
,385,"Jackson, TN",Y,71880,1406,51,,40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,14562,33558,205505,207139,836620,205505,207139,836620,0,0,0,0,0,0,0,0
,385,"Jackson, TN",Y,71880,1406,51,,40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,36481,378452,583413,2081486,2381151,583413,2081486,2381151,0,0,0,0,0,0,0,0
,444,"Rome, GA",Y,60851,1277,48,,40058,City of Rome ,Full Reporter,Urban,DR,DO, Actual Data,,,,9304,15076,75646,85101,461521,75646,85101,461521,0,0,0,0,0,0,0,0
,444,"Rome, GA",Y,60851,1277,48,,40058,City of Rome ,Full Reporter,Urban,MB,DO, Actual Data,,,,15422,78940,259637,379780,2055844,259637,379780,2055844,0,0,0,0,0,0,0,0
,357,"Hattiesburg, MS",Y,80358,1165,69,,40060,City of Hattiesburg,Reduced Reporter,Urban,DR,DO, Actual Data,,,,3014,2780,31421,0,194730,31421,0,194730,0,0,0,0,0,0,0,0
,357,"Hattiesburg, MS",Y,80358,1165,69,,40060,City of Hattiesburg,Reduced Reporter,Urban,MB,DO, Actual Data,,,,20550,82958,314449,0,1723642,314449,0,1723642,0,0,0,0,0,0,0,0
,84,"Palm Bay-Melbourne, FL",Y,452791,1952,232,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,28321,61021,412247,945830,2908117,412247,945830,2908117,0,0,0,0,0,0,0,0
,470,"Titusville, FL",N,54386,1809,30,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,7988,17211,116272,266766,820219,116272,266766,820219,0,0,0,0,0,0,0,0
,84,"Palm Bay-Melbourne, FL",Y,452791,1952,232,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,1921,30295,55216,226420,146567,55216,226420,146567,0,0,0,0,0,0,0,0
,470,"Titusville, FL",N,54386,1809,30,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,237,3743,6823,27978,18111,6823,27978,18111,0,0,0,0,0,0,0,0
,84,"Palm Bay-Melbourne, FL",Y,452791,1952,232,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,93382,1465184,1773478,8481220,7693325,1773478,8481220,7693325,0,0,0,0,0,0,0,0
,470,"Titusville, FL",N,54386,1809,30,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,9235,144908,175398,838798,760874,175398,838798,760874,0,0,0,0,0,0,0,0
,84,"Palm Bay-Melbourne, FL",Y,452791,1952,232,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,7418,40735,316824,1737726,296158,316824,1737726,296158,0,0,0,0,0,0,0,0
,470,"Titusville, FL",N,54386,1809,30,,40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1441,7914,61550,337591,57535,61550,337591,57535,0,0,0,0,0,0,0,0
,0,Alabama Non-UZA,N,,,,,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,DR,PT, Actual Data,,,,25375,60812,253353,0,934960,253353,0,934960,0,0,0,0,0,0,0,0
,360,"Anniston-Oxford, AL",Y,79796,920,87,,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,DR,PT, Actual Data,,,,10156,15425,79579,0,420396,79579,0,420396,0,0,0,0,0,0,0,0
,360,"Anniston-Oxford, AL",Y,79796,920,87,,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,MB,PT, Actual Data,,,,13560,96107,211695,0,648099,211695,0,648099,0,0,0,0,0,0,0,0
,0,Alabama Non-UZA,N,,,,,40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO, Other,"Operating revenue, hours and miles are reviewed to produce a reasonable percentage between rural and urban.",,,9501,21794,121064,222957,504653,121064,222957,504653,0,0,0,0,0,0,0,0
,368,"Florence, AL",Y,77074,1240,62,,40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO, Other,"Operating revenue, hours and miles are reviewed to produce a reasonable percentage between rural and urban.",,,14252,32692,181595,334435,756979,181595,334435,756979,0,0,0,0,0,0,0,0
,0,Alabama Non-UZA,N,,,,,40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,TX, Actual Data,,,,622,2024,16024,20048,20800,16024,20048,20800,0,0,0,0,0,0,0,0
,368,"Florence, AL",Y,77074,1240,62,,40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,TX, Actual Data,,,,2921,12307,55315,68083,101552,55315,68083,101552,0,0,0,0,0,0,0,0
