State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Name,Primary Mode Served,Secondary Modes Served,Facility ID,Facility Type,Facility Name,Street Address,City,State,ZIP Code,Latitude,Longitude,Non-Agency Mode Served,Private Modes Served,Administrative/Maintenance Facility Flag,Passenger/Parking Facility Flag,Square Feet,Number of Parking Spaces,Section of a Larger Facility,Year Built or Reconstructed as New,Percent Agency Capital Responsibility,Cross Agency Facility Flag,Condition Assessment Date,Condition Assessment,Separate Asset Flag,Notes
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,LR,MB,18543,"Other, Passenger or Parking (describe in Notes)",N Lombard TC Bus Transit Center,North Interstate & Lombard,Portland,OR,97217,,,,,0,1,686,,0,2004,100,N,6/30/2020,3,N,"Multi-modal transfer center includes MB and LR
Actual date of asssessment: 07/21/2020"
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,LR,MB,18546,"Other, Passenger or Parking (describe in Notes)",Willow Creek/SW 185th Ave Bus Transit Center,395 Sw 185Th Ave,Hillsboro,OR,97006,,,,,0,1,160,,0,1998,100,N,,,N,Multi-modal transfer center includes MB and LR
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,LR,,18550,Exclusive Platform Station,Kings Hill/SW Salmon MAX Station,Sw 18Th Ave & Salmon St,Portland,OR,97205,,,,,0,1,2923.18,,0,1998,100,N,,,N,No longer used in revenue service.
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10138,"Other, Administrative & Maintenance (describe in Notes)",3520 SE 20th Facilities Maintenance Facility_Maintenance Facilities,3520 Se 20Th Ave,Portland,OR,97202,,,,,1,0,10000,,0,1986,100,N,,,N,"New facility not yet utilized for maintenance, but we own"
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10139,Surface Parking Lot,Barbur Blvd Park & Ride,9712 Sw Barbur Blvd,Portland,OR,97219,,,,,0,1,,365,0,2012,100,N,6/19/2019,3,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10140,Bus Transfer Center,Barbur Blvd Transit Center,9750 Sw Barbur Blvd,Portland,OR,97219,,,,,0,1,2314,,0,1977,100,N,4/17/2017,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10146,Heavy Maintenance & Overhaul (Backshop),Center Bus Garage & Yard_Maintenance Facilities,4400 Se 17Th Ave,Portland,OR,97202,,,,,1,0,137990,,0,1978,100,N,7/16/2019,3,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10147,Administrative Office / Sales Office,Center Street Administrative Facility,4012 Se 17Th Ave,Portland,OR,97202,,,,,1,0,106900,,0,2015,100,N,6/30/2020,3,N,Actual date of asssessment: 08/12/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10180,"Other, Passenger or Parking (describe in Notes)",Lents/Foster_Bus Layover Facilities,Se 94Th Ave & Se Foster Rd,Portland,OR,97266,45.479593,-122.56697,,,0,1,987,,0,2009,100,N,6/19/2019,3,N,Bus layover facility and operator restroom
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10182,Heavy Maintenance & Overhaul (Backshop),Merlo Bus Maintenance,16130 Sw Merlo Rd,Beaverton,OR,97006,,,,,1,0,80000,,0,1980,100,N,6/1/2017,3,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10187,Surface Parking Lot,Milwaukie Park & Ride,9600 Se Main St,Milwaukie,OR,97222,,,,,0,1,,329,0,2010,100,N,6/30/2020,3,N,Actual date of asssessment: 07/28/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10189,Surface Parking Lot,Mohawk Park & Ride,Sw Martinazzi Ave And Mohawk St,Tualatin,OR,97062,45.376057,-122.759775,,,0,1,,232,0,1997,100,N,6/19/2019,3,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10197,"Other, Administrative & Maintenance (describe in Notes)",Oregon City TC Operator Facility,1035 Sw Main St,Oregon City,OR,97045,,,,,1,0,400,,0,1991,100,N,7/16/2019,3,N,Building with operator break room adjacent to Oregon City TC Bus Transit Center
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10202,"Other, Passenger or Parking (describe in Notes)",Parkrose/Sumner Transit Center,9481 Ne Sandy Blvd,Portland,OR,97220,,,,,0,1,1700,,0,2001,100,N,6/30/2020,3,N,"Multi-modal transfer center includes MB and LR
Actual date of asssessment: 07/28/2020"
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10205,Heavy Maintenance & Overhaul (Backshop),Powell Bus Maintenance Facility,9800 Se Powell Blvd,Portland,OR,97266,,,,,1,0,35984,,0,1978,100,N,,,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10207,Surface Parking Lot,Progress Park & Ride,Sw Scholls Ferry Rd & Hwy 217,Tigard,OR,97008,45.455305,-122.78385,,,0,1,,122,0,1995,100,N,6/19/2019,2,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10229,Surface Parking Lot,Sherwood Park & Ride,Sw Main & Railroad,Sherwood,OR,97140,45.355264,-122.841912,,,0,1,,30,0,1995,100,N,6/19/2019,3,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10233,"Other, Passenger or Parking (describe in Notes)",Sunset Transit Center,10470 Sw Barnes Rd,Portland,OR,97229,,,,,0,1,670,,0,1998,100,N,3/22/2017,4,N,Multi-modal transfer center includes MB and LR
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10234,Surface Parking Lot,Tigard Park & Ride,Sw 74Th Ave And Pacific Hwy,Tigard,OR,97223,45.438014,-122.752784,,,0,1,,220,0,1995,100,N,4/24/2017,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,YR,10236,"Other, Passenger or Parking (describe in Notes)",Tigard Transit Center,8960 Sw Commercial St,Tigard,OR,97223,,,,,0,1,1950,,0,1988,100,N,6/12/2017,4,N,Multi-modal transfer center includes MB and YR
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10239,Surface Parking Lot,Tualatin Park & Ride,Sw 72Nd & Bridgeport Rd,Tualatin,OR,97224,45.395576,-122.748571,,,0,1,,121,0,1995,100,N,4/26/2017,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,10240,Surface Parking Lot,Tualatin South Park & Ride,18955 Sw Boones Ferry Rd,Tualatin,OR,97062,,,,,0,1,,269,0,2009,100,N,6/12/2017,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18513,Surface Parking Lot,Bethel Congregational Church Park & Ride,5150 Sw Watson Ave, Beaverton,OR,97005,,,,,0,1,,50,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18514,Surface Parking Lot,Boones Ferry Community Church Park & Ride,20500 Sw Boones Ferry Rd, Tualatin,OR,97062,,,,,0,1,,20,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18515,Surface Parking Lot,Cedar Hills United Church of Christ Park & Ride,11695 Sw Park Way, Portland,OR,97225,,,,,0,1,,46,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18516,Surface Parking Lot,Cedar Mill Bible Church Park & Ride,12208 Nw Cornell Rd, Portland,OR,97229,,,,,0,1,,16,0,2010,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18517,Surface Parking Lot,Central Bible Church Park & Ride,8815 Ne Glisan St, Portland,OR,97220,,,,,0,1,,20,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18518,Surface Parking Lot,Christ Church Parish Park & Ride,1060 Chandler Rd, Lake Oswego,OR,97034,,,,,0,1,,30,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18519,Surface Parking Lot,Christ the King Lutheran Church Park & Ride,11305 Sw Bull Mountain Rd, Tigard,OR,97224,,,,,0,1,,30,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18520,Surface Parking Lot,City of Estacada Park & Ride,590 Se Short St, Estacada,OR,97023,,,,,0,1,,20,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18521,Surface Parking Lot,Clackamas Community College Park & Ride,19600 S Molalla Ave, Oregon City,OR,97045,,,,,0,1,,40,0,2010,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18522,Surface Parking Lot,Emmanuel United Presbyterian Church Park & Ride,19200 S Willamette Dr, West Linn,OR,97068,,,,,0,1,,80,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18523,Surface Parking Lot,Estacada Public Library Park & Ride,825 Nw Wade St., Estacada,OR,97023,,,,,0,1,,50,0,2018,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18524,Surface Parking Lot,First Presbyterian Church Park & Ride,1321 Linn Ave, Oregon City,OR,97045,,,,,0,1,,21,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18525,Surface Parking Lot,Hope Church Park & Ride,14790 Sw Boones Ferry Rd, Lake Oswego,OR,97035,,,,,0,1,,12,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18526,Surface Parking Lot,Kern Park Christian Church Park & Ride,6828 Se Holgate Blvd, Portland,OR,97206,,,,,0,1,,24,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18527,Surface Parking Lot,Lake Oswego United Methodist Church Park & Ride,1855 South Shore Blvd, Lake Oswego,OR,97034,,,,,0,1,,34,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18528,Surface Parking Lot,Milwaukie Presbyterian Church Park & Ride,2416 Se Lake Rd, Milwaukie,OR,97222,,,,,0,1,,30,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18530,Surface Parking Lot,Reynolds School District Park & Ride,1204 Ne 201St Ave, Troutdale,OR,97024,,,,,0,1,,35,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18531,Surface Parking Lot,Sherwood Regal Cinemas Park & Ride,15995 Sw Tualatin-Sherwood Rd, Sherwood,OR,97140,,,,,0,1,,50,0,2000,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18532,Surface Parking Lot,Southminster Presbyterian Church Park and Ride,12250 Sw Denney Rd, Beaverton,OR,97008,,,,,0,1,,20,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18533,Surface Parking Lot,St Andrew's United Presbyterian Church Park & Ride,3228 Sw Sunset Blvd, Portland,OR,97239,,,,,0,1,,140,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18534,Surface Parking Lot,Tenth Church of Christ Scientist Park & Ride,5736 Se 17Th Ave, Portland,OR,97202,,,,,0,1,,28,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18535,Surface Parking Lot,The Columba Center Park & Ride,8147 Se Pine St, Portland,OR,97215,,,,,0,1,,12,0,2014,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18536,Surface Parking Lot,University Park Baptist Church Park & Ride,4340 N Lombard St, Portland,OR,97203,,,,,0,1,,22,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18537,Surface Parking Lot,Valley Community United Presbyterian Church Park & Ride,8060 Sw Brentwood St, Portland,OR,97225,,,,,0,1,,63,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18538,Surface Parking Lot,Seventh-Day Adventist Church of Beaverton Park & Ride,14645 Sw Davis Rd, Beaverton,OR,97007,,,,,0,1,,113,0,1995,0,N,,,N,Leased
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18544,Bus Transfer Center,Oregon City TC Bus Transit Center,1035 Main St,Oregon City,OR,97045,,,,,0,1,647,,0,1991,100,N,,,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,MB,,18545,Bus Transfer Center,Washington Square TC Bus Transit Center,9585 Sw Washington Square Rd,Tigard,OR,97223,,,,,0,1,799,,0,1994,100,N,,,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10172,Surface Parking Lot,Hall/Nimbus Park & Ride,8505 Sw Cascade Ave,Beaverton,OR,97008,,,,,0,1,,50,0,2009,100,N,6/18/2019,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10235,Surface Parking Lot,Tigard TC Park & Ride,8960 Sw Commercial St,Tigard,OR,97223,,,,,0,1,,103,0,2009,100,N,6/12/2017,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10241,At-Grade Fixed Guideway Station,"Tualatin WES Station, ID# 13069",Tualatin Wes Station,Tualatin,OR,97062,45.383658,-122.76452,,,0,1,3300,,0,2009,100,N,6/30/2020,3,N,Actual date of asssessment: 07/20/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10245,Surface Parking Lot,Wilsonville Park & Ride,9699 Sw Barber St,Wilsonville,OR,97070,,,,,0,1,,399,0,2009,0,N,,,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10246,Heavy Maintenance & Overhaul (Backshop),Wilsonville WES Maintenance Facility,9699 Sw Barber St,Wilsonville,OR,97070,,,,,1,0,17000,,0,2009,100,N,7/16/2019,4,N,
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,10247,At-Grade Fixed Guideway Station,"Wilsonville WES Station, ID# 13070",Wilsonville Wes Station,Wilsonville,OR,97070,45.311352,-122.775293,,,0,1,800,,0,2009,100,N,6/30/2020,4,N,Actual date of asssessment: 07/20/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,15993,At-Grade Fixed Guideway Station,WES Hall/Nimbus_At Grade Commuter Rail Station,8505 Sw Cascade Ave,Beaverton,OR,97008,,,,,0,1,1872,,0,2009,100,N,6/30/2020,3,N,Actual date of asssessment: 07/20/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,17035,Exclusive Platform Station,Beaverton TC WES Station,4050 Sw Lombard Ave,Beaverton,OR,97005,,,,,0,1,2250,,0,2009,100,N,6/30/2020,4,N,Actual date of asssessment: 07/20/2020
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,,,YR,,17036,At-Grade Fixed Guideway Station,Tigard TC WES Station,8960 Sw Commercial St,Tigard,OR,97223,,,,,0,1,1989,,0,2009,100,N,6/30/2020,3,N,Actual date of asssessment: 07/20/2020
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,,,MB,DR,16691,General Purpose Maintenance Facility/Depot,Maintenance  96 Camus Flat Rd.,96 Camus Flat Rd,Cusick,WA,99119,,,,,1,0,5000,,0,1979,100,N,4/4/2019,5,N,
,11,Valley Regional Transit,Full Reporter,Urban,,,DR,,583,Administrative Office / Sales Office,Meridian Administration Facility,700 Ne 2Nd Street,Meridian,ID,83642,,,,,1,0,16132,,0,2009,45,N,8/23/2019,3,N,VRT owns this facility in conjunction with COMPASS which is the MPO for south central Idaho.  VRT has 45% of the capital responsibility for this facility.
,11,Valley Regional Transit,Full Reporter,Urban,,,MB,,580,Bus Transfer Center,Main Street Station,777 W. Main Street,Boise,ID,83702,43.62,-116.2,,,0,1,45978,,0,2016,100,N,8/15/2019,4,N,
,11,Valley Regional Transit,Full Reporter,Urban,,,MB,DR,581,Maintenance Facility (Service and Inspection),Orchard Maintenance Facility,4701 S. Northrop St.,Boise,ID,83705,,,,,1,0,21582,,0,1998,100,N,8/19/2019,2,N,
,11,Valley Regional Transit,Full Reporter,Urban,,,MB,DR,582,"Other, Administrative & Maintenance (describe in Notes)",Happy Day Transit Center,5907 Cleveland Blvd,Caldwell,ID,83605,,,,,1,0,25329,,0,1987,100,N,8/21/2019,2,N,"Happy Day Transit Center is a maintenance facility, houses operations, and is also a transfer center."
,12,Municipality of Anchorage,Full Reporter,Urban,,,DR,,18898,"Other, Administrative & Maintenance (describe in Notes)",Para Transit,3625A Dr Martin Luther King Jr Avenue,Anchorage,AK,99507,,,,,1,0,31452,,0,2007,100,N,11/15/2018,4,N,"Offices for Operations, Customer Service, and Maintenance area including vehicle wash equipment. Construction completed 6/18/07"
,12,Municipality of Anchorage,Full Reporter,Urban,,,MB,DR,16091,Administrative Office / Sales Office,Administration,3600 Dr Martin Luther King Jr Ave,Anchorage,AK,99507,,,,,1,0,17000,,0,1985,100,N,11/15/2018,3,N,
,12,Municipality of Anchorage,Full Reporter,Urban,,,MB,,16092,Maintenance Facility (Service and Inspection),Maintenance,3701 Dr Martin Luther King Jr Ave,Anchorage,AK,99507,,,,,1,0,92300,,0,1986,100,N,11/15/2018,3,N,"Facility supports mechanical, and body maintenance of MB revenue fleet. Facility also houses washbay and fueling functions for revenue fleet.  Maint SF = 78,000, Washbay SF = 14,300"
,12,Municipality of Anchorage,Full Reporter,Urban,,,MB,DR,16093,Administrative Office / Sales Office,Downtown Transit Center,"700 W 6Th Ave, Ste 109",Anchorage,AK,99501,,,,,1,0,1400,,1,1984,100,N,11/15/2018,3,N,This location is also identified as a station; this location service as a bus stop as well as an admin office that provides customer service / sales to the public.
,12,Municipality of Anchorage,Full Reporter,Urban,,,MB,,16094,General Purpose Maintenance Facility/Depot,Warm Storage,3555 Dr Martin Luther King Jr Ave,Anchorage,AK,99507,,,,,1,0,52110,,0,1984,100,N,11/15/2018,3,N,Bus Barn provides warm secure storage for MB buses and support vehicles
,12,Municipality of Anchorage,Full Reporter,Urban,,,MB,,16797,Bus Transfer Center,Dimond Transit Center,800 E Dimond Blvd,Anchorage,AK,99515,,,,,0,1,788,,0,1988,100,N,11/15/2018,3,N,The land is leased; the structures on the land are owned/maintained by MOA PTD.
,16,RiverCities Transit,Full Reporter,Urban,,,MB,DR,14765,Vehicle Washing Facility,Wash Bay,Alabama,Longview,WA,98632,46.119111,-122.945594,,,1,0,4075,,1,1982,50,N,1/1/2019,3,N,"This wash facility is shared with the City of Longview streets, traffic, and fleet departments."
,16,RiverCities Transit,Full Reporter,Urban,,,MB,DR,14766,"Other, Administrative & Maintenance (describe in Notes)",City Shop,Oregon Way,Longview,WA,98632,46.118971,-122.947473,,,1,0,7884,,0,1982,50,N,12/1/2019,3,N,"This facility is a City of Longview asset and is shared with three other departments; traffic, streets and fleet/facilities maintenance.  We house our transit administrative staff, dispatch staff, Paratransit contractor staff, and all transit vehicles at this facility.  All maintenance of the transit vehicles are done by the maintenance department at this facility."
,16,RiverCities Transit,Full Reporter,Urban,,,MB,DR,14767,General Purpose Maintenance Facility/Depot,Bus Barn,Alabama,Longview,WA,98632,,,,,1,0,8272,,0,1982,100,N,12/1/2019,3,N,This facility is a covered parking area for transit vehicles.
,16,RiverCities Transit,Full Reporter,Urban,,,MB,,14768,Bus Transfer Center,Transit Center,12Th Ave,Longview,WA,98632,46.134243,-122.934401,,,0,1,4300,,1,2020,100,N,4/1/2020,5,N,This facility is a transit hub for non-profit service providers that travel from around the region. Building was re-constructed during 2019 and opened 2020.
,16,RiverCities Transit,Full Reporter,Urban,,,MB,DR,14769,Vehicle Fueling Facility,Fuel Island,Alabama,Longview,WA,98632,46.118492,-122.946576,,,1,0,1320,,0,1996,47,N,1/1/2019,4,N,"This fuel island is used by all City of Longview staff including police, fire, parks, and public works.  Transit fuel usage was 47% of the total City of Longview usage."
,16,RiverCities Transit,Full Reporter,Urban,,,MB,,19039,Surface Parking Lot,Longview Transit Center Parking Lot,1135 12Th Ave,"Longview12Th Ave Longview, Wa 98632",WA,98632,46.134243,-122.934401,,,0,1,,13,1,2020,100,N,4/1/2020,5,N,The Longview Transit Center is a bus transfer center and administrative facility. The parking spaces are shared between staff working in the building and visitors.
,16,RiverCities Transit,Full Reporter,Urban,,,MB,,19203,Bus Transfer Center,Kelso Train Depot Transfer Station,501 South First Avenue,Kelso,WA,98626,46.142259,-122.9132013,,Shared With Non-Public Mode: Private Rail Transit,0,1,1850,,1,1912,0,N,,,N,"The Kelso Multimodal Transportation Center, the Amtrak station for this community, was originally built for the Northern Pacific Railroad in 1912. It became a station stop for Amtrak in 1981. The station underwent extensive renovation beginning in September 1994; it was formally rededicated on September 23, 1995. It is the regions first multimodal center, as it includes commercial and intercity bus service.  This facility is owned by the City of Kelso and 185 FT. of parking and shelters is used as a transfer point for RCT."
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,,16479,Bus Transfer Center,Huntington Station,N Huntington St,Kennewick,WA,99336,46.210716,-119.162869,,,0,1,350,,0,1986,100,N,4/27/2020,3,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,VP,16480,Bus Transfer Center,Knight Street Station,Knight Street,Richland,WA,99352,46.277072,-119.278636,,,0,1,350,,0,2020,100,N,5/21/2020,5,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,,16481,Bus Transfer Center,Three Rivers Station,W. Okanogan Pl,Kennewick,WA,99336,46.221462,-119.216767,,,0,1,3914,,0,2005,100,N,10/23/2020,4,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,,16482,Bus Transfer Center,22nd St Station,N 22Nd Avenue,Pasco,WA,99302,46.235305,-119.119094,,,0,1,350,,0,1989,100,N,2/10/2020,3,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,"DR, VP",16483,Vehicle Fueling Facility,Fuel Island,1000 Columbia Park Trail,Richland,WA,99352,,,,,1,0,1069,,1,2005,100,N,2/10/2020,3,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,"DR, VP",16484,Vehicle Washing Facility,Bus Wash,1000 Columbia Park Trail,Richland,WA,99352,,,,,1,0,2100,,1,2008,100,N,4/9/2020,3,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,"DR, VP",16485,Administrative Office / Sales Office,Admin Building,1000 Columbia Park Trail,Richland,WA,99352,,,,,1,0,18050,,1,1984,100,N,9/9/2020,4,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,"DR, VP",16486,Administrative Office / Sales Office,Operations Building,1000 Columbia Park Trail,Richland,WA,99352,,,,,1,0,8445,,1,1984,100,N,9/10/2020,2,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,MB,"DR, VP",16487,Maintenance Facility (Service and Inspection),Maintenance Building,1000 Columbia Park Trail,Richland,WA,99352,,,,,1,0,25000,,1,1984,100,N,9/9/2020,3,N,
,18,Ben Franklin Transit,Full Reporter,Urban,,,VP,,16488,Surface Parking Lot,"Richland ""Y""",Sr 240 And Columbia Park Trail,Richland,WA,99352,46.237093,-119.239056,,,0,1,,250,0,2008,100,N,12/2/2020,4,N,Leased from WSDOT
,18,Ben Franklin Transit,Full Reporter,Urban,,,VP,,16489,Surface Parking Lot,Tulip Lane,Windmill Rd And Columbia Park Trail,Richland,WA,99354,46.252869,-119.300053,,,0,1,,139,0,2016,100,N,9/12/2020,5,N,Leased from WSDOT
,19,Intercity Transit,Full Reporter,Urban,,,MB,CB,11101,Bus Transfer Center,Lacey Transit Center,610 Golf Club Pl Se,Lacey,WA,98503,,,,,0,1,98010,,0,1995,100,N,2/12/2019,3,N,both MB & CB share this facility
,19,Intercity Transit,Full Reporter,Urban,,,MB,CB,16763,Bus Transfer Center,Olympia Transit Center,222 State Ave. Ne,Olympia,WA,98501,,,,,0,1,3960,,0,1995,100,N,2/14/2020,3,N,MB & CB share this facility.  Condition assessment (2019) performed by IT Facilities Manager.
,19,Intercity Transit,Full Reporter,Urban,,,MB,,16764,At-Grade Fixed Guideway Station,Centennial Station,6600 Yelm Highway Se,Lacey,WA,98513,,,,Shared With Non-Public Mode: Private Rail Transit,0,1,2643,,0,1992,100,N,4/30/2019,3,N,Amtrak train station
,19,Intercity Transit,Full Reporter,Urban,,,MB,"CB, DR, VP",16765,Maintenance Facility (Service and Inspection),Vehicle Maintenance Division,526 Pattison St. Se,Olympia,WA,98501,,,,,1,0,39835,,0,1983,100,N,,,N,multiple modes use this facility
,19,Intercity Transit,Full Reporter,Urban,,,MB,"CB, DR, VP",16766,Administrative Office / Sales Office,Intercity Transit,526 Pattison St. Se,Olympia,WA,98501,,,,,1,0,13900,,0,1983,100,N,,,N,Multiple modes use this Admin. office
,19,Intercity Transit,Full Reporter,Urban,,,MB,CB,17730,Surface Parking Lot,Martin Way Park and Ride,,,WA,,47.04991,-122.815122,,,0,1,,318,0,1983,100,N,2/14/2020,4,N,"Original agreement between IT and WSDOT began 10/24, 1983.  Site was expanded per cooperative agreement dated 10/13, 2008.  Condition assessment (2019) performed by IT Facilities Manager."
,19,Intercity Transit,Full Reporter,Urban,,,MB,CB,17731,Surface Parking Lot,Hawk's Prairie Park and Ride,2548 Hogum Bay Rd,Lacey,WA,98516,,,,,0,1,,332,0,2010,100,N,,,N,Updated year opened based on actual lease agreement. 
,19,Intercity Transit,Full Reporter,Urban,,,MB,CB,18865,Bus Transfer Center,Olympia Transit Center- Bldg 2,205 Franklin St Ne,Olympia,WA,98501,,,,,0,1,11500,,0,2020,100,N,1/31/2020,5,N,
,20,Kitsap Transit,Full Reporter,Urban,,,DR,,16425,General Purpose Maintenance Facility/Depot,Werner Facility,5873 B Werner Rd,Bremerton,WA,98312,,,,,1,0,3960,,0,1998,100,N,12/1/2017,3,N,
,20,Kitsap Transit,Full Reporter,Urban,,,FB,"DR, MB",16391,Ferryboat Terminal,Bremerton Transportation Center,10 Washington Ave,Bremerton,WA,98337,,,,,0,1,10865,,0,2004,100,N,1/1/2019,3,N,
,20,Kitsap Transit,Full Reporter,Urban,,,FB,,16426,Ferryboat Terminal,Bremerton POF Terminal,10 Washington Ave,Bremerton,WA,98337,,,,,0,1,4789,,0,2003,100,N,12/1/2017,4,N,
,20,Kitsap Transit,Full Reporter,Urban,,,FB,MB,16427,"Other, Passenger or Parking (describe in Notes)",Port Orchard POF Terminal,86 Sidney,Port Orchard,WA,98366,47.543077,-122.635746,,,0,1,2400,,0,2003,100,N,12/1/2017,4,N,"Transfer center for boats and buses, however no public building"
