NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
30026,City of Williamsport,Full Reporter,Urban,Funds Not Applied,,,,,,,3740509,,1566658,5307167,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,0,273862,0,0,0,0,0,0,1685537,1959399,0
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,4919947,0,0,4919947,0
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Applied,41196541,8199163,,,,72004936,,,,121400640,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,73518808,955933997,64590954,4699691,1098743450,
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Applied,,27918536,,,,,,,,27918536,29805
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Not Applied,,,,,,,51678472,,,51678472,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,188346,,,1606,189952,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,921357,,,921357,
30044,Westmoreland County ,Full Reporter,Urban,Funds Applied,,155039,,,,,,,,155039,
30044,Westmoreland County ,Full Reporter,Urban,Funds Not Applied,,,,,,,2855725,,,2855725,
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,-39415,-39415,
30045,"JAUNT, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,1506442,,,1506442,
30048,County of Howard,Full Reporter,Urban,Funds Applied,,237571,507729,,,,,,,745300,
30048,County of Howard,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Applied,513104,1465565,,,,,,,,1978669,
30051,"Montgomery County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,15716239,,947374,16663613,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Applied,10842,15503,,,,551302,0,,,577647,
30054,Centre Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3949387,,,3949387,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30058,City of Fairfax,Full Reporter,Urban,Funds Applied,,,,,,9034,,,,9034,
30058,City of Fairfax,Full Reporter,Urban,Funds Not Applied,,,,,,,265295,,,265295,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Applied,,16263,,,,,,,,16263,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1692781,,,1692781,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Applied,,,,,,,0,,,0,
30068,"Fairfax County, VA",Full Reporter,Urban,Funds Not Applied,,,,,,,8738805,,,8738805,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Applied,,6128447,,,,1148290,,,,7276737,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,9342976,,14101306,23444282,
30071,City of Alexandria ,Full Reporter,Urban,Funds Applied,,728626,,,,,,,,728626,
30071,City of Alexandria ,Full Reporter,Urban,Funds Not Applied,,,,,,,4465665,,,4465665,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30072,"Frederick County, Maryland",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Applied,2089883,567969,0,,,0,,,,2657852,
30073,Virginia Railway Express,Full Reporter,Urban,Funds Not Applied,,,,,,,19690319,,,19690319,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Applied,,3392,,,,838886,,,56250,898528,
30075,Delaware Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Applied,,92400,,,,7878,,,,100278,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,0,0,0
30077,Borough of Pottstown,Full Reporter,Urban,Funds Applied,,104141,,,,,,,,104141,
30077,Borough of Pottstown,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Applied,,229081,,,,31200,,,,260281,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Applied,,594668,,,,,,,,594668,
30080,"Arlington County, Virginia",Full Reporter,Urban,Funds Not Applied,,,,,,,2807655,,,2807655,
30081,Loudoun County,Full Reporter,Urban,Funds Applied,5258,144912,,,,,2884477,,,3034647,
30081,Loudoun County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Applied,180810,491839,,,,,,,,672649,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,Funds Not Applied,,,,,,,27889559,,,27889559,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Applied,,179319,,,,286849,,,133772,599940,
30085,"Prince George's County, Maryland",Full Reporter,Urban,Funds Not Applied,,0,,,,0,,,0,0,
30087,County of Fayette,Full Reporter,Urban,Funds Applied,,3600,,,,,,,25903,29503,
30087,County of Fayette,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Applied,,139915,,,,,,,468346,608261,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Applied,,8097,,,,,,,,8097,
30091,Town of Blacksburg,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Applied,,,,,,236814,,,370678,607492,
30094,City of Harrisonburg,Full Reporter,Urban,Funds Not Applied,,,,,,,1394955,,,1394955,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Applied,,57868,,,,,,,,57868,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1090970,,,1090970,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Applied,,152273,,,,,,,,152273,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Applied,3483577,,143591,,,,,,,3627168,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,Funds Not Applied,0,0,0,,,,,,,0,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Applied,,147441,0,,,,,,,147441,
30111,Washington County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1148133,,,1148133,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Applied,,,826650,,,,,,,826650,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30129,Anne Arundel County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30129,Anne Arundel County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Applied,0,,,,,,,,,0,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,855585,,,855585,
30201,City of Baltimore,Full Reporter,Urban,Funds Applied,,281140,0,,,,,,,281140,
30201,City of Baltimore,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Applied,,275662,0,,,883610,,,,1159272,
30202,South Central Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,0,,3247497,3247497,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2709338,11250,,2720588,
40002,City of Knoxville,Full Reporter,Urban,Funds Applied,,4920,,,,,,,,4920,
40002,City of Knoxville,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40003,City of Memphis,Full Reporter,Urban,Funds Applied,,,,,,382712,,,,382712,
40003,City of Memphis,Full Reporter,Urban,Funds Not Applied,,,,,,,12417490,,4708607,17126097,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,1649974,,,,1911798,,,,3561772,
40004,Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,20807344,,,20807344,
40005,City of Asheville,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40005,City of Asheville,Full Reporter,Urban,Funds Not Applied,,,,,,,697477,,,697477,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,35432,,,,35432,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2093019,,,2093019,
40007,City of Raleigh,Full Reporter,Urban,Funds Applied,,295629,,,,421880,,,,717509,
40007,City of Raleigh,Full Reporter,Urban,Funds Not Applied,,,,,,,4680232,,,4680232,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Applied,14322000,528385,,,,255686,,,-1364115,13741956,
40008,City of Charlotte North Carolina,Full Reporter,Urban,Funds Not Applied,,,,,,,90874000,,,90874000,
40009,City of Fayetteville,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40009,City of Fayetteville,Full Reporter,Urban,Funds Not Applied,,,,,,,1539382,,685236,2224618,
40012,City of Winston Salem,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40012,City of Winston Salem,Full Reporter,Urban,Funds Not Applied,,,,,,,3103810,,,3103810,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Applied,,238529,,,,,,,0,238529,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,Funds Not Applied,,0,,,,,1583358,,50508,1633866,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Applied,,8218,0,,,,,,,8218,
40015,"City of Jackson, MS",Full Reporter,Urban,Funds Not Applied,,,,,,,1150132,,,1150132,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Applied,164695,208401,0,803816,,,,,,1176912,
40017,Lexington Transit Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,,,,3153740,,,3153740,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Applied,34873,1414419,130134,,,654180,,,,2233606,
40018,Transit Authority of River City,Full Reporter,Urban,Funds Not Applied,,,,,,,10929918,,,10929918,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Applied,,20948,,,,,,,1368382,1389330,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,Funds Not Applied,,,,,,,5158854,,0,5158854,
40021,City of Albany ,Full Reporter,Urban,Funds Applied,,48006,,,,33103,,,,81109,
40021,City of Albany ,Full Reporter,Urban,Funds Not Applied,,,,,,,1108399,,,1108399,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Applied,86917556,148935,,,,3290988,,,62356933,152714412,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,245618737,-7411457,,238207280,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Applied,372846,5505,,,,,,,,378351,
40025,Chatham Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,5252026,,,5252026,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,2785078,,269353,3054431,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Applied,,3719699,,,,1197009,0,,2774712,7691420,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3492675,,,3492675,
40028,Lee County Transit,Full Reporter,Urban,Funds Applied,,117900,,,,1088850,,,0,1206750,
40028,Lee County Transit,Full Reporter,Urban,Funds Not Applied,,0,,,,,2830504,,,2830504,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,1240965,,,,,,,,1240965,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,19680586,,,19680586,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Applied,,416232,,,,,,,517757,933989,
40030,"City of Gainesville, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,4961113,,,4961113,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Applied,42619,109182,,,,,0,,0,151801,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,Funds Not Applied,,,,,,,1624797,,,1624797,
40032,County of Volusia,Full Reporter,Urban,Funds Applied,,194024,,,,,,,,194024,
40032,County of Volusia,Full Reporter,Urban,Funds Not Applied,,102000,,,,,4200000,,,4302000,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Applied,57800520,5231103,,,,2392221,,,68160900,133584744,
40034,County of Miami-Dade ,Full Reporter,Urban,Funds Not Applied,,,,,,,93259679,0,8856165,102115844,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,32463,109450,1024921,,,,,,42888801,44055635,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,20532396,,,20532396,
40036,City of Tallahassee,Full Reporter,Urban,Funds Applied,,,,,,3267187,,,,3267187,
40036,City of Tallahassee,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Applied,,915779,,,,,,,,915779,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,Funds Not Applied,,,,,,,,,344699,344699,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Applied,0,1103214,0,0,0,0,0,0,,1103214,0
40040,Jacksonville Transportation Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,18549229,0,0,18549229,0
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,47471,,,,16556225,,,1211761,17815457,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,12807484,,6133548,18941032,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Applied,,86119,,,,,,,,86119,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4994037,,,4994037,
40043,City of Mobile,Full Reporter,Urban,Funds Applied,0,93412,,,,,,,,93412,
40043,City of Mobile,Full Reporter,Urban,Funds Not Applied,,,,,,,1528845,,,1528845,
40044,City of Montgomery,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40044,City of Montgomery,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40046,Sarasota County ,Full Reporter,Urban,Funds Applied,,291972,,,,,,,,291972,
40046,Sarasota County ,Full Reporter,Urban,Funds Not Applied,,,,,,,3385566,,,3385566,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Applied,,,,,,245851,,,,245851,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,Funds Not Applied,,,,,,,3311577,,,3311577,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Applied,,10986,,,,,,,,10986,
40051,Town of Chapel Hill,Full Reporter,Urban,Funds Not Applied,,,,,,,4557688,,,4557688,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40053,Greenville Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1452736,,-1580417,-127681,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40057,Jackson Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,561022,,,561022,
40058,City of Rome ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40058,City of Rome ,Full Reporter,Urban,Funds Not Applied,,,,,,,591002,,,591002,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Applied,,25299,,,,,,,17306,42605,
40063,Brevard Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,1910819,,,1910819,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Applied,,24211,,,,,,,,24211,
40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40071,"City of Huntsville, Alabama",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,15673,,,,,,,,15673,
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,1683153,,,,,,,6010242,7693395,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40078,Cobb County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40078,Cobb County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40082,County of Douglas,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40082,County of Douglas,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Applied,1154920,26795,,,,,,,13677287,14859002,
40086,Metropolitan Bus Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3960000,,,3960000,
40087,City of Durham,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40087,City of Durham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40093,City of Greensboro ,Full Reporter,Urban,Funds Applied,,80973,,,,,,,,80973,
40093,City of Greensboro ,Full Reporter,Urban,Funds Not Applied,,,,,,,2225756,19768,57008,2302532,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Applied,,247664,,,,1509994,,,,1757658,52094
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,Funds Applied,,169072,,,,,,,,169072,
40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40104,Indian River County,Full Reporter,Urban,Funds Not Applied,,,,,,,736767,,,736767,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Applied,,366019,,,,836335,,,,1202354,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2675317,,54531604,57206921,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,64080,,,,,,,,,64080,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,0,,,,,,3425727,,,3425727,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,63,0,,,,,,,63,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40129,Charlotte County Government,Full Reporter,Urban,Funds Not Applied,,,,,,,,,49842,49842,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Applied,,999855,,,,2540132,,,,3539987,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,3397491,,1794285,5191776,
40140,Collier County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40140,Collier County,Full Reporter,Urban,Funds Not Applied,,,,,,,2083879,,,2083879,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Applied,2028,19601,14943,,,,,,,36572,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2987999,,,2987999,
40147,North Carolina State University,Full Reporter,Urban,Funds Applied,,4707577,,,,,,,,4707577,
40147,North Carolina State University,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Applied,,169101,0,,,,,,,169101,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,813022,,,,,,,,813022,
40159,Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2438486,,,2438486,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Applied,,201038,,,,,,,,201038,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Applied,,102667,,,,,,,,102667,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,454123,,316281,770404,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Applied,,17846,,,,106023,,,,123869,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,2451063,,,2451063,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Applied,,301200,,,,,,,,301200,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,Funds Not Applied,,0,,,,,3005000,,,3005000,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Applied,,32208,,,,,,,3755,35963,
40178,The Transportation Management Association Group,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40180,University of Georgia,Full Reporter,Urban,Funds Applied,,,,,,,,,723632,723632,
40180,University of Georgia,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,Funds Not Applied,,,,,,,6,,,6,
40192,Martin County,Full Reporter,Urban,Funds Applied,,176401,,,,,,,,176401,
40192,Martin County,Full Reporter,Urban,Funds Not Applied,,0,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,122770,,,122770,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,1127899,,,,,,,,1127899,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1134,,,1134,
40208,City of Clemson,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40208,City of Clemson,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40222,Wake County,Full Reporter,Urban,Funds Applied,,178486,,,,292404,,,,470890,
40222,Wake County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40224,Buncombe County,Full Reporter,Urban,Funds Applied,,51528,,,,,,,,51528,15542
40224,Buncombe County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40228,Mecklenburg County ,Full Reporter,Urban,Funds Applied,,3108971,,,,36500,,,617445,3762916,
40228,Mecklenburg County ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Applied,,,,,,,,,549451,549451,
40232,Central Florida Commuter Rail,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Applied,,,,,,34226,,,,34226,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,Funds Applied,,1908213,,,,,,,,1908213,
40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
40928,Baldwin County Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Applied,,,,,,72259,,,,72259,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41068,Flagler County Public Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
41068,Flagler County Public Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Applied,,15538,,,,,,,,15538,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Applied,,120953,,0,,,,,,120953,
44929,City of Fort Lauderdale,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50001,City of Appleton,Full Reporter,Urban,Funds Applied,,632203,,,,,,,,632203,
50001,City of Appleton,Full Reporter,Urban,Funds Not Applied,,,,,,,821341,,,821341,
50002,City of Green Bay,Full Reporter,Urban,Funds Applied,,53202,,,,,,,,53202,
50002,City of Green Bay,Full Reporter,Urban,Funds Not Applied,,,,,,,1437524,,,1437524,
50003,City of Kenosha,Full Reporter,Urban,Funds Applied,,165846,,,,363065,,,,528911,
50003,City of Kenosha,Full Reporter,Urban,Funds Not Applied,,,0,,,,1478624,,,1478624,
50004,City of La Crosse,Full Reporter,Urban,Funds Applied,,39432,0,1,,,,,0,39433,
50004,City of La Crosse,Full Reporter,Urban,Funds Not Applied,,,,,,,341570,,66327,407897,
50005,City of Madison,Full Reporter,Urban,Funds Applied,646048,673610,,,,,,,1421665,2741323,
50005,City of Madison,Full Reporter,Urban,Funds Not Applied,,,,,,,7801792,,-525925,7275867,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Applied,,247761,,,,,,,,247761,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,Funds Not Applied,,,,,,,1316117,,,1316117,
